GEO_ID,B08128_001E,B08128_001M,B08128_002E,B08128_002M,B08128_003E,B08128_003M,B08128_004E,B08128_004M,B08128_005E,B08128_005M,B08128_006E,B08128_006M,B08128_007E,B08128_007M,B08128_008E,B08128_008M,B08128_009E,B08128_009M,B08128_010E,B08128_010M,B08128_011E,B08128_011M,B08128_012E,B08128_012M,B08128_013E,B08128_013M,B08128_014E,B08128_014M,B08128_015E,B08128_015M,B08128_016E,B08128_016M,B08128_017E,B08128_017M,B08128_018E,B08128_018M,B08128_019E,B08128_019M,B08128_020E,B08128_020M,B08128_021E,B08128_021M,B08128_022E,B08128_022M,B08128_023E,B08128_023M,B08128_024E,B08128_024M,B08128_025E,B08128_025M,B08128_026E,B08128_026M,B08128_027E,B08128_027M,B08128_028E,B08128_028M,B08128_029E,B08128_029M,B08128_030E,B08128_030M,B08128_031E,B08128_031M,B08128_032E,B08128_032M,B08128_033E,B08128_033M,B08128_034E,B08128_034M,B08128_035E,B08128_035M,B08128_036E,B08128_036M,B08128_037E,B08128_037M,B08128_038E,B08128_038M,B08128_039E,B08128_039M,B08128_040E,B08128_040M,B08128_041E,B08128_041M,B08128_042E,B08128_042M,B08128_043E,B08128_043M,B08128_044E,B08128_044M,B08128_045E,B08128_045M,B08128_046E,B08128_046M,B08128_047E,B08128_047M,B08128_048E,B08128_048M,B08128_049E,B08128_049M,B08128_050E,B08128_050M,B08128_051E,B08128_051M,B08128_052E,B08128_052M,B08128_053E,B08128_053M,B08128_054E,B08128_054M,B08128_055E,B08128_055M,B08128_056E,B08128_056M,B08128_057E,B08128_057M,B08128_058E,B08128_058M,B08128_059E,B08128_059M,B08128_060E,B08128_060M,B08128_061E,B08128_061M,B08128_062E,B08128_062M,B08128_063E,B08128_063M,B08128_064E,B08128_064M,B08128_065E,B08128_065M,B08128_066E,B08128_066M,B08128_067E,B08128_067M,B08128_068E,B08128_068M,B08128_069E,B08128_069M,B08128_070E,B08128_070M,NAME,B08128_001MA,B08128_001EA,B08128_002EA,B08128_002MA,B08128_003EA,B08128_003MA,B08128_004MA,B08128_004EA,B08128_005EA,B08128_005MA,B08128_006MA,B08128_006EA,B08128_007EA,B08128_007MA,B08128_008EA,B08128_008MA,B08128_009MA,B08128_009EA,B08128_010EA,B08128_010MA,B08128_011EA,B08128_011MA,B08128_012EA,B08128_012MA,B08128_013MA,B08128_013EA,B08128_014MA,B08128_014EA,B08128_015EA,B08128_015MA,B08128_016EA,B08128_016MA,B08128_017EA,B08128_017MA,B08128_018EA,B08128_018MA,B08128_019MA,B08128_019EA,B08128_020MA,B08128_020EA,B08128_021EA,B08128_021MA,B08128_022EA,B08128_022MA,B08128_023EA,B08128_023MA,B08128_024MA,B08128_024EA,B08128_025MA,B08128_025EA,B08128_026MA,B08128_026EA,B08128_027EA,B08128_027MA,B08128_028EA,B08128_028MA,B08128_029MA,B08128_029EA,B08128_030MA,B08128_030EA,B08128_031MA,B08128_031EA,B08128_032EA,B08128_032MA,B08128_033EA,B08128_033MA,B08128_034MA,B08128_034EA,B08128_035MA,B08128_035EA,B08128_036EA,B08128_036MA,B08128_037MA,B08128_037EA,B08128_038EA,B08128_038MA,B08128_039MA,B08128_039EA,B08128_040MA,B08128_040EA,B08128_041EA,B08128_041MA,B08128_042MA,B08128_042EA,B08128_043EA,B08128_043MA,B08128_044EA,B08128_044MA,B08128_045MA,B08128_045EA,B08128_046EA,B08128_046MA,B08128_047EA,B08128_047MA,B08128_048MA,B08128_048EA,B08128_049EA,B08128_049MA,B08128_050MA,B08128_050EA,B08128_051EA,B08128_051MA,B08128_052EA,B08128_052MA,B08128_053MA,B08128_053EA,B08128_054EA,B08128_054MA,B08128_055EA,B08128_055MA,B08128_056MA,B08128_056EA,B08128_057EA,B08128_057MA,B08128_058EA,B08128_058MA,B08128_059EA,B08128_059MA,B08128_060EA,B08128_060MA,B08128_061MA,B08128_061EA,B08128_062MA,B08128_062EA,B08128_063MA,B08128_063EA,B08128_064MA,B08128_064EA,B08128_065EA,B08128_065MA,B08128_066EA,B08128_066MA,B08128_067EA,B08128_067MA,B08128_068MA,B08128_068EA,B08128_069MA,B08128_069EA,B08128_070EA,B08128_070MA,state
0400000US01,1964398,13741,1415549,13153,1351609,12611,63940,4510,108150,5192,142848,6331,95164,4317,74172,5020,123007,5267,5508,1363,1642370,13340,1199255,13388,1150174,13257,49081,3783,90415,4591,123039,5817,80034,3993,65094,4686,82045,4227,2488,786,221523,7823,160783,6961,154880,7125,5903,1222,11513,1317,16856,2073,9952,1723,6310,1459,15277,1943,832,370,8948,1408,5083,1125,5083,1125,0,265,908,535,1205,457,1175,567,285,256,252,300,40,66,22003,2569,12342,2017,11695,1908,647,370,2729,954,710,389,1987,605,708,385,3390,838,137,129,20630,2245,14992,1833,14302,1733,690,444,716,489,647,358,735,461,1236,446,2097,853,207,312,48924,3402,23094,2899,15475,2053,7619,1753,1869,620,391,240,1281,621,539,273,19946,2192,1804,771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,175405,6792,167173,6654,8232,1395,28758,2672,30508,2447,26719,2482,32720,3162,22438,2171,823,418,214722,5147,120686,5529,115512,5428,5174,1057,20318,2093,20552,2385,17934,2307,24016,2742,10762,1512,454,348,40456,3594,24376,2590,23887,2545,489,341,3343,1201,3697,1022,3390,960,3140,909,2440,944,70,120,3641,1133,2199,967,2138,961,61,102,386,261,0,235,745,508,311,197,0,235,0,235,28841,2113,14900,1639,14656,1634,244,230,2556,713,4628,622,3286,905,2125,547,1287,530,59,70,13657,1283,8061,1117,7811,1121,250,208,1383,526,1291,258,1023,422,1014,463,885,442,0,235,16054,1764,5183,1228,3169,932,2014,583,772,412,340,186,341,269,2114,752,7064,1108,240,157,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,2030598,17362,1924152,16789,106446,5350,133961,6334,197120,6530,110682,5997,83329,5206,171105,7205,4743,1042,2038150,17778,1529040,17312,1461728,17085,67312,3925,105765,5492,160205,6162,81094,4620,66311,4114,93450,5189,2285,799,378478,13068,292713,12120,281705,11891,11008,2287,15184,2016,25050,2880,16295,2192,7821,1613,20166,2586,1249,574,57699,4275,44590,4055,44505,4039,85,102,2422,744,3479,925,2994,1096,1667,712,2499,938,48,79,63952,5145,44439,4874,41590,4722,2849,881,3267,1006,3222,770,4846,1519,3845,1629,4092,1013,241,310,69324,5081,52687,4671,50730,4620,1957,754,3101,993,3556,1004,3459,949,2527,1175,3994,1018,0,291,123935,6389,67129,3995,43894,3311,23235,2423,4222,987,1608,521,1994,876,1158,490,46904,3862,920,378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,852571,11177,811330,10824,41241,2868,79063,4583,80394,4300,82977,4515,34873,2912,90395,4238,3419,802,981639,11565,698290,11023,668854,10312,29436,2463,64634,4157,67177,3864,65133,3959,29729,2482,55304,3418,1372,499,158090,6618,109087,6062,104118,5879,4969,1143,8485,1230,11070,1452,12002,1764,3475,948,13308,2185,663,388,5256,1122,3485,961,3485,961,0,257,484,354,392,232,795,540,100,129,0,257,0,257,21851,2678,13972,2335,12708,2332,1264,495,2999,1084,858,482,802,330,919,429,2090,600,211,161,16890,2221,12871,2012,12361,1900,510,390,810,524,494,295,975,466,458,325,1111,545,171,240,39966,3313,14866,1796,9804,1429,5062,1194,1651,648,403,268,3270,447,192,185,18582,2471,1002,479,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,11560198,45116,11025850,41869,534348,13809,936595,17885,1287038,18042,591385,13388,470669,11655,1448390,17911,41527,4242,11924695,44708,8598729,42684,8229961,40370,368768,11717,678807,14346,1043498,17599,419911,10844,332339,10873,834998,13780,16413,2398,2032313,26049,1494438,23017,1440380,22173,54058,4629,109417,6544,132027,5826,69873,5652,55839,4088,163187,7451,7532,1618,811665,16844,605721,14425,598802,14507,6919,1445,59515,3743,42448,3708,38379,3299,20818,2384,43953,3516,831,389,440072,11595,286821,9996,275177,9677,11644,1824,37209,3290,27272,2966,22611,2530,21797,2274,41170,3550,3192,1214,348011,10039,247521,8467,238008,8023,9513,1765,19440,2452,17330,2192,19810,2124,13523,1743,29493,3233,894,484,779046,16629,326968,10216,243522,8336,83446,5556,32207,2557,24463,2591,20801,2446,26353,2090,335589,9494,12665,1949,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,1700489,15303,1571841,15360,128648,6226,157270,6728,176575,6808,87198,4355,90398,4573,173995,6555,6595,1648,1796539,13211,1308587,14847,1228310,15460,80277,4085,116895,5095,145557,6116,62291,3479,67864,3715,92826,5133,2519,697,254063,9710,182730,7317,168264,7289,14466,2293,19010,2798,16969,1954,9645,1824,6973,1708,18140,2694,596,310,75708,4729,55673,4379,54749,4283,924,457,5942,1168,4258,880,4995,1198,3715,831,1030,650,95,111,73495,4422,43216,3814,39269,3750,3947,1192,6038,1312,4115,1090,4983,1115,9028,850,5723,1461,392,375,55585,3744,37866,3226,35665,3305,2201,878,3979,1047,4111,1162,3654,959,1927,593,3928,1248,120,121,137130,5709,72417,4639,45584,3148,26833,2649,5406,1086,1565,547,1630,545,891,433,52348,3444,2873,1433,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,1226516,12927,1167619,12881,58897,4068,142282,6189,125597,5471,70927,4693,31319,2787,115399,5150,2945,748,1366329,11841,986114,11168,942044,11510,44070,2981,109428,5266,111506,5124,59647,3836,24439,2530,73579,3766,1616,546,143661,6736,106119,5841,102557,5820,3562,1001,11318,1536,7419,1285,5592,1170,2934,934,9673,1491,606,388,69666,4762,56490,4286,55335,4252,1155,468,5865,1145,3057,796,1245,621,435,258,2574,740,0,269,52221,4299,33402,3493,31824,3539,1578,482,9423,1673,2093,656,2909,686,1402,385,2910,1026,82,114,23633,3104,16772,2497,15976,2508,796,581,1949,723,850,586,665,422,1014,581,2383,829,0,269,59475,3119,27619,2013,19883,1880,7736,1247,4299,954,672,344,869,357,1095,271,24280,2495,641,344,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,288376,6509,273021,6531,15355,1964,30725,2658,18225,1948,29750,2507,10923,1674,19709,2387,607,336,321865,6945,237061,6854,225274,7004,11787,1790,24008,2313,15584,1872,23960,2124,8663,1596,12424,1602,165,160,37621,3527,28217,3083,27267,3043,950,384,2994,756,1433,431,2613,839,1033,438,1265,542,66,112,11151,1815,6596,1305,6533,1322,63,103,1931,915,655,453,1128,658,389,237,452,495,0,261,10865,1933,6928,1528,6515,1464,413,303,1175,619,341,252,1098,500,429,291,818,354,76,128,6415,1345,4294,1088,3974,1060,320,234,314,309,212,254,544,357,288,372,763,544,0,261,10398,1446,5280,1064,3458,845,1822,623,303,258,0,261,407,250,121,165,3987,1009,300,267,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,146188,4974,139046,5060,7142,1506,45366,3346,17299,1990,7237,1364,53332,4290,14305,1843,280,265,100615,4717,52907,3879,50188,3705,2719,811,13819,1914,9587,1380,3268,974,15887,1886,5075,1085,72,118,17907,2839,9048,1674,8473,1574,575,350,3398,1309,1562,535,463,241,2699,1068,645,372,92,152,110682,5294,58789,4239,57333,4279,1456,728,16738,1658,5063,1212,2824,977,25356,2796,1912,671,0,292,33625,2824,16158,2200,15306,2074,852,449,8332,1573,686,446,480,260,6638,1608,1215,476,116,185,9680,1759,4840,1308,4474,1199,366,308,1742,796,258,262,75,128,1881,726,884,513,0,292,11498,1692,4446,971,3272,817,1174,488,1337,781,143,161,127,156,871,612,4574,1008,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,6121050,32457,5598437,32616,522613,12059,445732,11165,612329,15864,237082,8574,223930,9130,484542,11951,18376,1981,6454480,30048,4865586,29033,4499254,28785,366332,9963,360710,9441,536503,15104,202273,8312,182535,8396,297289,9193,9584,1443,886045,19734,692876,17405,635577,16426,57299,3847,47960,4190,52076,3242,20391,2465,17408,2103,52112,4604,3222,945,159785,8928,123613,8133,121694,8014,1919,868,10852,1578,9329,1743,3649,929,2748,1016,9272,1974,322,336,137621,6912,102816,6469,95489,6383,7327,1294,8133,1516,5774,1106,4161,1044,6199,1093,10191,1924,347,249,178812,8855,141344,8101,130852,7741,10492,1898,6746,1611,5674,1242,3479,903,5446,1262,15286,2671,837,773,326298,11200,194815,8031,115571,5133,79244,5752,11331,1686,2973,804,3129,890,9594,1065,100392,5597,4064,1072,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
