GEO_ID,C22002_001E,C22002_001M,C22002_002E,C22002_002M,C22002_003E,C22002_003M,C22002_004E,C22002_004M,C22002_005E,C22002_005M,C22002_006E,C22002_006M,C22002_007E,C22002_007M,NAME,C22002_001MA,C22002_001EA,C22002_002MA,C22002_002EA,C22002_003EA,C22002_003MA,C22002_004EA,C22002_004MA,C22002_005EA,C22002_005MA,C22002_006MA,C22002_006EA,C22002_007MA,C22002_007EA,state
0400000US01,1796058,10547,182205,6222,112789,5404,69416,3484,1613853,10961,500012,10325,1113841,10282,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,19165,1999,12252,1576,6913,989,210713,3015,78409,3235,132304,3649,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,151366,6111,101112,5395,50254,3573,2073626,12692,659012,9784,1414614,12048,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,131564,5016,78042,4329,53522,3171,971864,8639,301369,7120,670495,8027,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,525699,10757,437612,9754,88087,4461,11625528,21028,4258815,26830,7366713,28912,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,92037,4875,55898,4201,36139,2933,1754951,9590,573451,8720,1181500,10400,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,74615,4298,36409,3116,38206,2933,1250828,7543,424249,7861,826579,10189,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,22010,2196,13707,2065,8303,1485,298100,3797,93917,3625,204183,4432,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,22867,2382,11779,1647,11088,1767,227589,3606,41611,3041,185978,4038,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,528223,11871,281498,9732,246725,7827,6577819,21984,1882070,16081,4695749,19786,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3376763,13781,272688,8255,172702,7528,99986,4985,3104075,14605,1080305,13698,2023770,15373,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,28383,2653,14813,2281,13570,1677,404249,4533,134312,4206,269937,5060,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,33287,2745,20483,2407,12804,1638,515268,3962,176658,4644,338610,5228,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,373776,10544,223895,8307,149881,5810,4350476,16029,1437357,14339,2913119,15472,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,204924,7391,121226,6207,83698,4351,2230350,12055,718042,9945,1512308,12031,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,89273,3894,52580,3053,36693,2414,1119492,6772,334178,6008,785314,6556,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,70750,3950,40635,2882,30115,2734,1017538,7136,330644,7031,686894,8245,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,209327,6718,115581,5271,93746,4879,1442584,10006,435230,7191,1007354,8020,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,367263,7920,193451,6049,173812,5891,1197715,10330,363505,8315,834210,10879,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,67317,3504,31692,2588,35625,2971,480930,4814,135288,3804,345642,5687,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,101102,5651,59723,5225,41379,3382,1987929,8156,684410,11271,1303519,11331,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
