B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016MA,B25011_016EA,B25011_017MA,B25011_017EA,B25011_018MA,B25011_018EA,B25011_019EA,B25011_019MA,B25011_020EA,B25011_020MA,B25011_021EA,B25011_021MA,B25011_022MA,B25011_022EA,B25011_023MA,B25011_023EA,B25011_024MA,B25011_024EA,B25011_025EA,B25011_025MA,B25011_026EA,B25011_026MA,B25011_027MA,B25011_027EA,B25011_028MA,B25011_028EA,B25011_029MA,B25011_029EA,B25011_030EA,B25011_030MA,B25011_031EA,B25011_031MA,B25011_032EA,B25011_032MA,B25011_033EA,B25011_033MA,B25011_034MA,B25011_034EA,B25011_035MA,B25011_035EA,B25011_036EA,B25011_036MA,B25011_037MA,B25011_037EA,B25011_038EA,B25011_038MA,B25011_039MA,B25011_039EA,B25011_040MA,B25011_040EA,B25011_041EA,B25011_041MA,B25011_042EA,B25011_042MA,B25011_043EA,B25011_043MA,B25011_044MA,B25011_044EA,B25011_045MA,B25011_045EA,B25011_046MA,B25011_046EA,B25011_047EA,B25011_047MA,B25011_048MA,B25011_048EA,B25011_049MA,B25011_049EA,NAME,B25011_001MA,B25011_001EA,B25011_002MA,B25011_002EA,B25011_003EA,B25011_003MA,B25011_004EA,B25011_004MA,B25011_005MA,B25011_005EA,B25011_006MA,B25011_006EA,B25011_007MA,B25011_007EA,B25011_008EA,B25011_008MA,B25011_009EA,B25011_009MA,B25011_010EA,B25011_010MA,B25011_011MA,B25011_011EA,B25011_012MA,B25011_012EA,B25011_013MA,B25011_013EA,B25011_014EA,B25011_014MA,B25011_015EA,B25011_015MA,state
51493,2143,778770,11538,666369,10864,62024,4354,348821,7995,255524,5319,112401,5052,37201,3381,62336,3108,12864,1382,960844,12074,449698,9434,190127,7363,78909,4110,91532,4441,19686,1915,259571,8638,51594,3232,23376,2612,26805,2452,1413,495,207977,7542,95303,5035,104302,4783,8372,1300,511146,11048,416343,10955,115524,5608,191882,6573,108937,3938,94803,4459,70803,3888,22077,2397,1923,596,0400000US26,3869117,11246,2908273,13927,2129503,13763,1748561,13851,227558,6242,1196841,9683,324162,4473,380942,7466,113884,4752,22308,2380,76109,3834,15467,1611,267058,6133,38473,2404,177092,5487,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
14114,1193,413804,6267,340920,6179,41066,2953,179632,4675,120222,3443,72884,3852,29406,2569,37409,2984,6069,856,484091,8037,186049,5954,84549,4424,32457,2571,38175,3080,13917,1441,101500,4847,25797,2979,12874,2193,11512,1668,1411,640,75703,3503,39123,2717,35127,2592,1453,577,298042,7331,232720,7015,69087,4116,97552,4514,66081,3157,65322,4030,51880,3709,12187,1571,1255,347,0400000US27,2042297,7113,1558206,8771,1144402,8031,980150,8702,148333,4763,669243,6060,162574,2581,164252,4722,54490,2784,11544,1309,38253,2440,4693,779,109762,3763,20825,2147,74823,3117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
21682,1986,197068,7001,180430,6844,13619,1971,88868,5005,77943,3233,16638,2032,3275,867,10231,1667,3132,801,315203,7259,178738,6098,68660,4151,25609,2519,38485,3201,4566,1094,110078,5405,21054,2943,10757,1852,9431,1855,866,497,89024,4922,41736,3845,43005,3113,4283,991,136465,5984,113951,5365,30726,2672,58731,4166,24494,2321,22514,2292,13568,1838,7969,1602,977,560,0400000US28,1075521,7501,760318,9031,563250,9331,428989,7954,58294,3596,286088,6565,84607,2732,134261,5623,30618,2831,5688,1287,19928,2280,5002,1279,103643,4554,14963,1913,66998,3784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
27074,1844,428713,9054,370234,8614,34545,2959,184488,6068,151201,4816,58479,2846,15904,1545,35123,2589,7452,1165,676189,11052,318735,8552,149710,5984,64817,4436,71643,3933,13250,1684,169025,6095,36806,3542,17983,2712,17232,2302,1591,611,132219,5233,63871,4256,62956,4013,5392,974,357454,8782,292710,8377,83315,4904,133827,6166,75568,4292,64744,3766,45961,3206,17097,2181,1686,588,0400000US29,2305027,10294,1628838,12691,1200125,13409,1004549,12520,148642,5096,655293,9253,200614,4001,195576,6026,53925,3265,11357,1509,34283,2564,8285,1299,141651,5281,21144,2386,93433,4565,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
3342,656,70057,3374,59643,3133,3741,932,30368,2161,25534,1706,10414,1346,3001,856,5738,936,1675,559,112053,4325,50332,3066,33064,2729,12755,1633,17082,1874,3227,737,17268,2070,3215,903,929,366,2118,747,168,188,14053,1924,5967,1252,7208,1273,878,454,61721,3304,47749,3036,13186,1758,21523,2103,13040,1597,13972,1873,11143,1635,2675,773,154,155,0400000US30,372190,3596,260137,4603,190080,4123,164281,3994,18120,1720,113110,3112,33051,1442,25799,2195,9754,1356,1381,556,6983,1151,1390,535,16045,1762,1703,618,11000,1437,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
6445,930,117105,3785,102476,3544,8413,1382,47094,3185,46969,2082,14629,1588,5578,1035,7961,1255,1090,354,224989,5571,103614,4704,58015,3636,25798,2569,26264,2085,5953,844,45599,3159,11626,1633,6024,1235,5371,1154,231,177,33973,2627,18334,2159,14680,1975,959,393,121375,4976,96198,5002,32717,3154,39849,3169,23632,2015,25177,2704,19313,1998,5337,1274,527,324,0400000US31,700888,4044,475899,6003,358794,5235,313037,4977,43329,2456,209697,3735,60011,1532,45757,2721,14322,1838,3309,892,9457,1423,1556,409,31435,2020,5504,974,19486,1666,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
8781,1303,159460,5489,127828,4677,11842,1752,73085,4110,42901,2583,31632,3046,9194,1287,16859,1939,5579,1142,356123,7805,191104,6305,104405,4634,38671,3021,58127,3573,7607,1177,86699,4628,28891,2863,14417,2323,13229,2209,1245,649,57808,3604,25157,2838,29335,2852,3316,849,165019,6916,120956,6484,27872,3302,67018,4399,26066,2189,44063,4165,27265,3338,15017,1969,1781,745,0400000US32,936828,5750,580705,7586,421245,8103,339436,7663,47733,3333,226815,6229,64888,2775,81809,4431,30935,2808,6289,1259,21984,2405,2662,747,50874,3514,8737,1619,33356,3068,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
4009,737,89488,3820,67263,3161,4288,947,37593,2432,25382,1936,22225,2170,5476,1116,14537,1806,2212,642,140851,4453,61345,3293,32570,3146,11302,2004,16815,1996,4453,1086,28775,2684,8008,1552,3409,996,4400,1276,199,187,20767,2495,9278,1765,10845,1796,644,336,79506,3573,62047,3293,13078,2150,29411,2820,19558,2010,17459,2254,12340,1658,4798,1326,321,236,0400000US33,504503,4403,363652,5321,274164,5383,235365,4901,24044,2183,173830,4106,37491,1814,38799,2844,13583,1971,1569,584,10456,1702,1558,486,25216,2374,2521,858,18686,1967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
45411,3024,486341,9173,421447,8440,32373,2874,199423,6467,189651,5572,64894,3699,15034,2034,39139,2858,10721,1231,1025182,12171,556437,11427,289520,8992,87772,5460,171360,6800,30388,2505,266917,8396,63385,4640,24833,2965,35691,3591,2861,863,203532,7189,68169,4777,124606,5216,10757,1571,468745,10712,381998,9680,75601,4846,189629,6886,116768,4946,86747,5141,51183,3752,31383,2944,4181,994,0400000US34,3135490,10908,2110308,15499,1623967,14263,1341820,13080,126920,5382,975970,9454,238930,4479,282147,8092,81331,4381,13501,2142,53311,3614,14519,1682,200816,6275,16349,2591,139056,5336,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
9908,1305,136921,4941,115701,4127,8102,1395,61490,3597,46109,2475,21220,2491,4673,1276,14178,2081,2369,620,220118,5904,108436,4612,54232,3606,23056,2387,26427,2484,4749,1049,54204,3588,14635,1887,7751,1387,6503,1205,381,228,39569,3028,19181,2434,18903,2394,1485,570,111682,4940,90575,4621,27009,2651,45180,3441,18386,2183,21107,2388,15235,2115,5363,1301,509,300,0400000US35,726033,5057,505915,5858,368994,6673,291144,5964,36480,2828,190190,4881,64474,2372,77850,4161,25331,2156,5859,1258,16614,1874,2858,819,52519,3404,9169,1571,33442,3040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
91876,4068,997691,13806,846873,12507,58758,3985,422252,9682,365863,6839,150818,5332,32685,3191,94334,3822,23799,1660,3147434,19475,1630690,17422,808917,13741,208736,6664,491096,9790,109085,4591,821773,13961,175471,7075,64230,4516,99894,5291,11347,1756,646302,11804,200584,6558,394451,8655,51267,3596,1516744,18367,1239984,17390,264338,7939,615032,13512,360614,8935,276760,7706,162775,5820,100141,4748,13844,1920,0400000US36,7088376,16391,3940942,17812,2943251,14253,2391449,12594,224241,7208,1698322,10270,468886,6945,551802,10497,162977,5860,26194,2688,112056,4746,24727,2257,388825,9118,37250,3419,259699,7095,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
44409,3297,620349,10754,544379,10618,51549,3740,275048,8149,217782,5613,75970,4336,19283,2155,48451,3708,8236,1603,1103270,15595,580007,12350,282471,9029,116379,5476,144275,6242,21817,2121,297536,9052,63029,4556,31740,3549,29422,2792,1867,532,234507,8319,103511,5376,119793,5942,11203,1655,523263,12333,414787,11125,132992,6629,197646,7800,84149,4233,108476,5784,75046,5155,31765,2850,1665,704,0400000US37,3454068,13312,2350798,17193,1730449,17191,1424369,16915,185474,6235,968834,12322,270061,4330,306080,9186,85778,5206,18387,2751,58288,4088,9103,1245,220302,7081,32960,2899,142933,5822,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1781,493,45629,2628,38731,2424,3693,793,17746,1616,17292,1497,6898,1250,3221,953,2868,682,809,285,90686,2873,32985,2158,19048,1798,9502,1398,6872,1002,2674,558,13937,1462,2465,768,1391,618,929,384,145,142,11472,1362,5239,1146,5558,1190,675,365,57701,2690,44626,2839,15279,2131,17083,1667,12264,1343,13075,1509,11833,1502,1146,469,96,103,0400000US38,272352,2425,181666,3052,136037,3471,119307,3445,16590,1490,79323,2467,23394,1142,16730,1867,6850,1391,1650,783,4738,1030,462,197,9880,1335,1692,682,6407,920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
59865,3374,831418,13645,720023,12542,62960,3889,352358,7838,304705,6885,111395,5085,30668,3062,67335,3676,13392,1585,1349267,13947,634540,11510,272119,8015,107537,5530,136413,5906,28169,1997,362421,8356,74414,4708,32184,2538,39575,3694,2655,932,288007,7611,138515,5681,138077,6040,11415,1462,714727,10767,591467,10703,160985,6752,285613,7209,144869,4546,123260,5710,82420,4365,37712,3112,3128,729,0400000US39,4499506,13030,3150239,16219,2318821,16445,1930026,16183,250231,8139,1299236,11394,380559,5147,388795,8929,113395,4864,21261,2260,75713,3866,16421,1729,275400,7730,37526,2797,178009,6219,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
18126,1672,253463,6546,224193,6035,17351,2026,105026,3998,101816,3858,29270,2547,7283,1303,16993,1635,4994,1016,434893,9173,230142,6642,115922,4843,49822,3369,58424,3428,7676,1123,114220,5112,28181,2742,13532,1847,13808,2035,841,455,86039,4793,42939,3108,39759,3344,3341,820,204751,6755,168111,5952,52794,3562,78534,4294,36783,2837,36640,3395,27163,2727,8690,1587,787,344,0400000US40,1385300,8701,950407,8873,696944,8246,583499,7971,83876,3971,375639,5934,123984,2805,113445,4230,34937,2734,7750,1665,22786,1785,4401,983,78508,3934,14576,1795,45806,2615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
14078,1468,259670,7328,205389,6739,14244,2064,110382,4792,80763,3135,54281,3449,13918,2208,32291,2578,8072,1072,510539,10385,247618,8146,134520,6447,55770,4699,64877,4350,13873,1618,113098,5680,29566,2729,14580,1954,14456,1827,530,372,83532,5258,36134,3304,43147,3573,4251,1163,262921,7948,200508,6913,54713,3988,96854,4724,48941,3495,62413,4352,43389,3622,17083,2331,1941,659,0400000US41,1449662,7388,939123,9326,679453,9230,584525,8715,68914,3742,396032,6619,119579,2974,94928,4323,30596,2649,6900,1552,20175,1877,3521,924,64332,3370,7736,1476,42518,2906,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
72185,3527,908724,10614,785343,10494,55754,3030,375270,8521,354319,7178,123381,4815,30627,2665,76480,3829,16274,1508,1370498,14597,607954,12189,282463,8224,97236,4974,141929,6210,43298,2999,325491,9470,70035,4463,28571,3040,37426,3189,4038,1060,255456,8469,101652,4462,138134,6477,15670,1871,762544,11362,635942,10956,153381,6232,289430,8428,193131,5146,126602,5331,84893,4330,38053,3245,3656,1089,0400000US42,4845603,12498,3475105,13987,2566381,14883,2119660,14209,227428,6134,1453070,12127,439162,4941,446721,8169,134998,5092,21525,2125,94006,4053,19467,1958,311723,7184,37504,2909,202034,5869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
4746,912,63557,3574,53511,3528,4775,1084,26791,2742,21945,1913,10046,1525,1959,727,6496,1104,1591,565,150132,5239,70414,3803,32988,2632,11371,1556,16628,2161,4989,1069,37426,3280,6677,1297,2586,845,3809,1055,282,252,30749,3347,11408,1799,17297,2050,2044,706,79718,4173,62723,3778,12877,2168,31161,2834,18685,1907,16995,2342,12352,1831,4046,1192,597,320,0400000US44,405627,3350,255495,5187,191938,5521,157706,5294,15447,1797,113258,4295,29001,1490,34232,2698,10479,1591,1166,667,7478,1310,1835,668,23753,2241,2116,695,16891,1897,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
27005,2099,307947,7378,269171,6966,22253,2411,133378,4978,113540,4463,38776,3309,11238,1772,21193,2411,6345,1041,491514,10697,265207,7279,114884,5531,44183,3751,62573,3862,8128,1217,150323,6371,28695,3328,13713,2174,13090,2173,1892,719,121628,4859,54691,3754,61175,3543,5762,1265,226307,7510,182413,7349,54234,4285,92374,5732,35805,3082,43894,3644,30020,3019,12634,2234,1240,538,0400000US45,1656978,10079,1165464,11139,857517,11351,683312,10035,85598,3806,459790,7835,137924,3412,174205,6761,42831,3136,8720,1522,27761,2800,6350,1177,131374,6002,15764,2437,88605,5195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2664,543,50986,2742,44394,2437,4030,693,22396,1699,17968,1519,6592,1116,1938,691,4087,861,567,217,96265,3813,40738,2968,23065,2467,8796,1567,10153,1457,4116,878,17673,1770,5379,1048,2831,736,2504,761,44,53,12294,1406,6979,1158,4612,794,703,390,55527,2675,44100,2534,12937,1511,16952,1868,14211,1383,11427,1828,9091,1691,2079,837,257,154,0400000US46,312477,2799,216212,3987,165226,3942,143146,3949,19466,1551,94898,2626,28782,1441,22080,2007,6586,976,1982,559,3585,680,1019,366,15494,1832,3940,997,8890,1228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
34903,2635,435866,11353,383780,10032,35435,3082,189580,7493,158765,4805,52086,3368,12509,2344,32446,2574,7131,1168,714971,11826,372730,10063,173829,7232,72218,4599,90015,5166,11596,1625,198901,6511,45244,3896,21569,3002,21934,2718,1741,745,153657,5965,78582,5140,69490,3996,5585,1097,342241,9220,275820,7934,74627,4998,138874,5691,62319,3067,66421,4904,45663,4292,19183,2320,1575,646,0400000US47,2375123,11752,1660152,13597,1224286,12828,1004276,12748,143534,5769,668032,9699,192710,3882,220010,6864,62043,4300,10320,1770,43258,3928,8465,1273,157967,5936,25485,2266,97579,4674,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
106760,4448,1170674,15012,1017899,15378,78633,5148,531393,11265,407873,8304,152775,5590,33882,3051,100090,4599,18803,1505,2818343,22848,1566146,19069,817554,14004,368422,8381,401814,9877,47318,3074,748592,15075,187337,8328,95545,6199,87256,5685,4536,1124,561255,12381,257337,8245,282887,8534,21031,2083,1252197,14792,997767,15305,349858,11268,477649,12270,170260,5399,254430,8313,177513,6754,73949,4934,2968,639,0400000US48,8109388,19850,5291045,25916,4120371,26974,3356013,23863,480498,12347,2303943,16300,571572,7814,764358,11657,211798,6903,42539,4279,140320,5262,28939,2287,552560,11202,82494,4823,363306,9719,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
8294,1109,111358,4261,93307,3847,8847,1205,48874,3361,35586,2202,18051,1797,6096,1215,10173,1396,1782,461,228099,5261,140134,5061,92902,4698,60428,3915,28258,2353,4216,895,47232,3329,13912,1811,7485,1489,5932,1345,495,412,33320,2871,16718,2053,15558,2090,1044,553,87965,3875,62439,3736,21480,2434,28638,2671,12321,1642,25526,2484,21114,2265,4187,977,225,170,0400000US49,814028,5168,585929,6614,474571,6890,410734,7056,90820,4278,251568,4669,68346,1735,63837,3463,20041,1669,4891,1017,12877,1517,2273,641,43796,2792,6416,1261,29086,2150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2469,517,49397,2571,38747,2380,2127,474,20974,1710,15646,1420,10650,1244,2191,568,6953,991,1506,471,71419,3250,29729,2562,15143,1842,6085,1270,7573,1392,1485,397,14586,1862,3935,1072,1178,492,2355,864,402,331,10651,1501,5020,992,5202,1060,429,280,41690,2545,31075,2361,7298,1317,15273,1606,8504,1009,10615,1627,7662,1321,2889,789,64,78,0400000US50,253808,2408,182389,3488,132992,3887,111911,3774,11166,1021,80432,3325,20313,1091,21081,1806,6096,933,746,319,4442,804,908,406,14985,1541,1719,602,10797,1380,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
39552,2483,539247,12023,471475,10848,47091,4396,253392,7930,170992,5206,67772,4275,18966,2413,42177,3347,6629,1066,874787,13816,448854,10630,231431,7874,93821,5740,119638,5176,17972,1905,217423,7472,51076,3875,22432,2841,26157,2703,2487,812,166347,6292,71036,4052,86858,4671,8453,1242,425933,9679,335524,8444,103553,5436,160412,6583,71559,3643,90409,4764,62969,3987,25579,2588,1861,785,0400000US51,2905071,10869,2030284,16101,1491037,14248,1234792,13761,149163,5164,867511,10803,218118,4500,256245,6547,68513,4111,12232,1795,46102,3526,10179,1395,187732,6105,24355,2582,123825,5137,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
