GEO_ID,B05003F_001E,B05003F_001M,B05003F_002E,B05003F_002M,B05003F_003E,B05003F_003M,B05003F_004E,B05003F_004M,B05003F_005E,B05003F_005M,B05003F_006E,B05003F_006M,B05003F_007E,B05003F_007M,B05003F_008E,B05003F_008M,B05003F_009E,B05003F_009M,B05003F_010E,B05003F_010M,B05003F_011E,B05003F_011M,B05003F_012E,B05003F_012M,B05003F_013E,B05003F_013M,B05003F_014E,B05003F_014M,B05003F_015E,B05003F_015M,B05003F_016E,B05003F_016M,B05003F_017E,B05003F_017M,B05003F_018E,B05003F_018M,B05003F_019E,B05003F_019M,B05003F_020E,B05003F_020M,B05003F_021E,B05003F_021M,B05003F_022E,B05003F_022M,B05003F_023E,B05003F_023M,NAME,B05003F_001MA,B05003F_001EA,B05003F_002EA,B05003F_002MA,B05003F_003EA,B05003F_003MA,B05003F_004EA,B05003F_004MA,B05003F_005MA,B05003F_005EA,B05003F_006MA,B05003F_006EA,B05003F_007MA,B05003F_007EA,B05003F_008EA,B05003F_008MA,B05003F_009EA,B05003F_009MA,B05003F_010MA,B05003F_010EA,B05003F_011MA,B05003F_011EA,B05003F_012MA,B05003F_012EA,B05003F_013EA,B05003F_013MA,B05003F_014EA,B05003F_014MA,B05003F_015MA,B05003F_015EA,B05003F_016MA,B05003F_016EA,B05003F_017MA,B05003F_017EA,B05003F_018MA,B05003F_018EA,B05003F_019EA,B05003F_019MA,B05003F_020EA,B05003F_020MA,B05003F_021MA,B05003F_021EA,B05003F_022MA,B05003F_022EA,B05003F_023MA,B05003F_023EA,state
0400000US01,34990,4307,20136,2747,7434,1507,5467,1317,1967,841,170,194,1797,831,12702,1915,2949,718,9753,1865,898,383,8855,1743,14854,2150,5842,1364,5104,1283,738,440,114,149,624,412,9012,1258,3022,776,5990,1216,506,332,5484,1249,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11968,2391,5547,1328,676,419,618,398,58,55,0,235,58,55,4871,1277,2082,764,2789,994,1083,573,1706,860,6421,1945,1657,1048,1295,851,362,401,0,235,362,401,4764,1187,2443,723,2321,1012,582,272,1739,926,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,633350,18921,326741,11599,109349,5672,99775,5859,9574,1536,660,432,8914,1504,217392,8591,113125,6462,104267,6296,22633,2249,81634,6112,306609,10131,106536,5804,95850,6115,10686,2124,939,604,9747,2021,200073,6639,115329,5802,84744,4617,24081,2576,60663,3976,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,68264,5663,37856,3781,13366,1770,11323,1629,2043,695,51,86,1992,685,24490,3000,3310,909,21180,3014,3769,1028,17411,2694,30408,2655,11521,1358,9637,1330,1884,641,107,133,1777,602,18887,1829,5644,1005,13243,1575,2190,653,11053,1540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6296602,59882,3230929,32927,1076963,19925,971415,17970,105548,7495,10617,2187,94931,6891,2153966,20301,806207,15052,1347759,18313,390765,11880,956994,16845,3065673,31071,1045372,17260,950022,16743,95350,7645,10803,2172,84547,6991,2020301,20479,809279,14442,1211022,19858,408861,12295,802161,15352,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,337442,13603,181682,8373,55360,4217,49118,3936,6242,1509,355,406,5887,1455,126322,6055,70459,4955,55863,4348,11503,2131,44360,4103,155760,7369,52064,3796,46688,3454,5376,1302,72,88,5304,1305,103696,4709,63031,3603,40665,3534,8953,1665,31712,3151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,183188,9941,96049,5649,29268,2290,26916,2233,2352,916,489,335,1863,770,66781,4708,35565,3167,31216,4081,7977,1707,23239,3733,87139,5509,27377,2583,24446,2552,2931,933,634,434,2297,798,59762,4010,39857,3341,19905,2330,7002,1514,12903,1831,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21555,3839,11777,2279,3683,1022,3181,1060,502,423,93,158,409,370,8094,1764,3317,1179,4777,1393,504,477,4273,1359,9778,2098,3551,1274,3269,1167,282,198,77,139,205,158,6227,1211,2709,843,3518,1016,662,412,2856,998,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28127,3566,15723,1990,3891,996,2924,1099,967,801,152,186,815,739,11832,1533,1796,777,10036,1669,1652,745,8384,1613,12404,2025,3589,864,3073,811,516,336,0,292,516,336,8815,1459,2660,1000,6155,1261,1734,663,4421,1176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,770503,24337,402992,13278,113640,6715,95154,6183,18486,2766,2518,983,15968,2391,289352,9870,104664,6355,184688,8471,51564,4256,133124,8304,367511,13856,110734,6746,92985,6251,17749,2530,2878,923,14871,2368,256777,9775,105646,6100,151131,8094,59942,4498,91189,6089,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,356334,13864,210325,8318,64709,3599,52387,3354,12322,2093,262,274,12060,2068,145616,6255,23278,2897,122338,6364,17590,2442,104748,6683,146009,8381,59500,5055,49020,4694,10480,2086,679,456,9801,1950,86509,4478,19567,2786,66942,3954,11845,2033,55097,4035,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
