GEO_ID,C25116_001E,C25116_001M,C25116_002E,C25116_002M,C25116_003E,C25116_003M,C25116_004E,C25116_004M,C25116_005E,C25116_005M,C25116_006E,C25116_006M,C25116_007E,C25116_007M,C25116_008E,C25116_008M,C25116_009E,C25116_009M,C25116_010E,C25116_010M,C25116_011E,C25116_011M,C25116_012E,C25116_012M,C25116_013E,C25116_013M,C25116_014E,C25116_014M,C25116_015E,C25116_015M,NAME,C25116_001EA,C25116_001MA,C25116_002EA,C25116_002MA,C25116_003MA,C25116_003EA,C25116_004MA,C25116_004EA,C25116_005MA,C25116_005EA,C25116_006EA,C25116_006MA,C25116_007EA,C25116_007MA,C25116_008EA,C25116_008MA,C25116_009EA,C25116_009MA,C25116_010MA,C25116_010EA,C25116_011EA,C25116_011MA,C25116_012EA,C25116_012MA,C25116_013EA,C25116_013MA,C25116_014EA,C25116_014MA,C25116_015MA,C25116_015EA,state
0400000US13,3376763,13781,2285179,17167,501930,10097,335007,9013,166923,5126,1783249,16871,1498946,15428,284303,5285,1091584,16605,390903,10347,324980,10796,65923,4136,700681,15615,667656,15021,33025,2573,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,257599,4950,52240,3405,30779,2656,21461,2273,205359,4284,148559,4368,56800,1815,175033,4748,53773,3405,42113,2965,11660,1561,121260,4375,111133,4140,10127,1040,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,390982,4444,78279,3328,47760,2812,30519,2214,312703,4891,254879,4355,57824,2003,157573,4661,52608,3417,41618,3192,10990,1487,104965,5217,99978,5197,4987,924,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,3301367,17286,745052,12144,443301,10296,301751,6581,2556315,16819,2104241,15946,452074,6698,1422885,14359,584761,11337,444643,10630,140118,5389,838124,13254,788495,12649,49629,3919,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,1756328,13334,380677,7224,220822,5756,159855,4205,1375651,12906,1131473,11698,244178,4367,678946,11714,280688,8221,214522,7754,66166,2929,398258,11129,377459,10779,20799,1943,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,885969,8474,194700,5518,106625,4223,88075,3381,691269,8252,555119,7303,136150,2870,322796,6591,142690,4741,101819,4132,40871,2487,180106,5269,169637,5176,10469,1222,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,761022,7416,169353,5206,96640,4351,72713,3214,591669,7021,482956,6456,108713,2644,327266,6238,133804,5692,101744,5107,32060,2338,193462,4782,183813,4975,9649,1314,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,1167081,10490,272030,7352,158040,5892,113990,4210,895051,9676,728071,9235,166980,4027,484830,8729,193813,6109,148237,6086,45576,2720,291017,8347,276744,8290,14273,1786,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,1071667,10774,235045,6933,133939,5168,101106,4040,836622,10684,675947,9941,160675,3757,493311,9057,180378,7081,141196,5949,39182,3009,312933,9189,292275,8638,20658,1976,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,399076,5723,85818,3421,48686,2629,37132,2225,313258,5409,255403,4842,57855,1983,149171,5616,63411,3391,42912,2873,20499,1929,85760,4397,79796,4145,5964,1023,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,1450411,12170,313863,8570,203283,7127,110580,3901,1136548,11610,942217,10720,194331,3495,638620,10342,243759,7806,180947,7926,62812,3336,394861,8269,369373,8262,25488,2010,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2446485,10151,1588359,10560,333808,8758,199619,7883,134189,5454,1254551,10566,1023035,10206,231516,4564,858126,11260,373842,10296,258722,8368,115120,4982,484284,10104,445813,9437,38471,2405,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3869117,11246,2908273,13927,666369,10864,410845,9629,255524,5319,2241904,14455,1837918,13428,403986,4739,960844,12074,416343,10955,307406,9327,108937,3938,544501,9637,513107,9377,31394,2188,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2042297,7113,1558206,8771,340920,6179,220698,4934,120222,3443,1217286,8843,1029836,8274,187450,2737,484091,8037,232720,7015,166639,5803,66081,3157,251371,7007,233335,6846,18036,1808,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1075521,7501,760318,9031,180430,6844,102487,5438,77943,3233,579888,9428,465465,8679,114423,3474,315203,7259,113951,5365,89457,4822,24494,2321,201252,6002,190560,5969,10692,1503,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2305027,10294,1628838,12691,370234,8614,219033,6945,151201,4816,1258604,13523,1015179,12618,243425,4313,676189,11052,292710,8377,217142,7159,75568,4292,383479,9094,361560,9180,21919,2151,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,372190,3596,260137,4603,59643,3133,34109,2367,25534,1706,200494,3933,161036,3317,39458,1529,112053,4325,47749,3036,34709,2766,13040,1597,64304,3501,59877,3380,4427,863,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,700888,4044,475899,6003,102476,3544,55507,3136,46969,2082,373423,5445,304321,4934,69102,1738,224989,5571,96198,5002,72566,4294,23632,2015,128791,5741,121121,5430,7670,1060,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,936828,5750,580705,7586,127828,4677,84927,4209,42901,2583,452877,8330,370967,7719,81910,3327,356123,7805,120956,6484,94890,5837,26066,2189,235167,6861,221218,6642,13949,1728,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,504503,4403,363652,5321,67263,3161,41881,2590,25382,1936,296389,5073,251119,4309,45270,2059,140851,4453,62047,3293,42489,3031,19558,2010,78804,3977,73187,3716,5617,1177,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3135490,10908,2110308,15499,421447,8440,231796,6516,189651,5572,1688861,14921,1379280,12887,309581,5587,1025182,12171,381998,9680,265230,8353,116768,4946,643184,11789,594997,11641,48187,3105,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,726033,5057,505915,5858,115701,4127,69592,3590,46109,2475,390214,6306,310605,6295,79609,2527,220118,5904,90575,4621,72189,4297,18386,2183,129543,5424,122419,5287,7124,1076,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7088376,16391,3940942,17812,846873,12507,481010,10130,365863,6839,3094069,14602,2484781,13888,609288,7663,3147434,19475,1239984,17390,879370,15741,360614,8935,1907450,17767,1721907,17028,185543,5752,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3454068,13312,2350798,17193,544379,10618,326597,8783,217782,5613,1806419,17784,1474610,17147,331809,4663,1103270,15595,414787,11125,330638,10277,84149,4233,688483,13328,651931,12273,36552,2792,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,272352,2425,181666,3052,38731,2424,21439,1804,17292,1497,142935,3398,116489,2885,26446,1290,90686,2873,44626,2839,32362,2593,12264,1343,46060,2569,42470,2452,3590,641,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4499506,13030,3150239,16219,720023,12542,415318,8624,304705,6885,2430216,16177,1959979,14738,470237,5650,1349267,13947,591467,10703,446598,9372,144869,4546,757800,12529,712433,12397,45367,3092,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1385300,8701,950407,8873,224193,6035,122377,4105,101816,3858,726214,7868,574709,7470,151505,2896,434893,9173,168111,5952,131328,5331,36783,2837,266782,7384,254137,7249,12645,1572,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1449662,7388,939123,9326,205389,6739,124626,5729,80763,3135,733734,9637,588484,8664,145250,3379,510539,10385,200508,6913,151567,5878,48941,3495,310031,9011,289436,8551,20595,2045,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4845603,12498,3475105,13987,785343,10494,431024,8392,354319,7178,2689762,14740,2142674,14682,547088,6043,1370498,14597,635942,10956,442811,9961,193131,5146,734556,13099,667894,12711,66662,3778,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,405627,3350,255495,5187,53511,3528,31566,2977,21945,1913,201984,5568,164811,5245,37173,1710,150132,5239,62723,3778,44038,3494,18685,1907,87409,4618,79497,4438,7912,1386,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1656978,10079,1165464,11139,269171,6966,155631,5646,113540,4463,896293,11246,718669,10621,177624,3882,491514,10697,182413,7349,146608,6918,35805,3082,309101,7917,292079,7769,17022,1831,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,312477,2799,216212,3987,44394,2437,26426,1857,17968,1519,171818,4020,138786,3560,33032,1384,96265,3813,44100,2534,29889,2314,14211,1383,52165,3420,47045,3053,5120,893,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2375123,11752,1660152,13597,383780,10032,225015,8509,158765,4805,1276372,12631,1033163,11998,243209,4534,714971,11826,275820,7934,213501,7207,62319,3067,439151,10828,418654,10087,20497,2316,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8109388,19850,5291045,25916,1017899,15378,610026,12292,407873,8304,4273146,27440,3547072,26104,726074,9178,2818343,22848,997767,15305,827507,15607,170260,5399,1820576,20207,1744723,19094,75853,3381,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,814028,5168,585929,6614,93307,3847,57721,3459,35586,2202,492622,6823,411927,6589,80695,2126,228099,5261,62439,3736,50118,3547,12321,1642,165660,5484,159680,5227,5980,1175,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253808,2408,182389,3488,38747,2380,23101,1823,15646,1420,143642,3839,118446,3768,25196,1299,71419,3250,31075,2361,22571,2188,8504,1009,40344,3005,37964,2908,2380,604,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2905071,10869,2030284,16101,471475,10848,300483,9463,170992,5206,1558809,14021,1284331,13328,274478,5392,874787,13816,335524,8444,263965,8133,71559,3643,539263,11475,508490,11531,30773,2852,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2471912,8400,1620052,11516,350766,8956,222299,7264,128467,4595,1269286,11900,1055395,11129,213891,4706,851860,10603,347783,8123,268428,7440,79355,3862,504077,10343,474201,9967,29876,2315,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,743064,5703,554791,7537,127677,5172,62384,3616,65293,3318,427114,7489,336612,6249,90502,3113,188273,6081,77101,4282,58186,3706,18915,1785,111172,4616,104009,4419,7163,946,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2230060,8147,1571129,10169,332533,7638,201513,5958,131020,3778,1238596,11210,1022922,10262,215674,3612,658931,9105,295715,6941,216834,6229,78881,3174,363216,8288,337394,8253,25822,2072,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,207302,2675,144117,3462,32032,2604,19956,2341,12076,1223,112085,3322,92206,3242,19879,1077,63185,2936,24551,2118,19112,1966,5439,975,38634,2609,37555,2566,1079,490,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1240456,7941,919418,7934,180288,5563,96661,3845,83627,3422,739130,8717,553946,8349,185184,3894,321038,7568,82970,3811,59022,3540,23948,1865,238068,6312,220670,6096,17398,1571,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
