GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001MA,B19101A_001EA,B19101A_002EA,B19101A_002MA,B19101A_003EA,B19101A_003MA,B19101A_004MA,B19101A_004EA,B19101A_005MA,B19101A_005EA,B19101A_006MA,B19101A_006EA,B19101A_007EA,B19101A_007MA,B19101A_008EA,B19101A_008MA,B19101A_009MA,B19101A_009EA,B19101A_010MA,B19101A_010EA,B19101A_011MA,B19101A_011EA,B19101A_012EA,B19101A_012MA,B19101A_013EA,B19101A_013MA,B19101A_014EA,B19101A_014MA,B19101A_015MA,B19101A_015EA,B19101A_016MA,B19101A_016EA,B19101A_017EA,B19101A_017MA,state
0400000US13,1515624,12191,48770,3531,43468,3679,53561,3477,62878,4172,66780,4639,67395,4328,71442,4637,68947,4720,69994,3708,134816,5420,194597,6682,232641,7017,152890,5812,83239,3512,85063,4274,79143,3899,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,89464,2665,3683,936,2418,827,1896,777,3131,837,2218,748,3089,957,3817,936,4119,954,3326,824,7154,1061,10582,1552,14434,1743,9479,1542,6445,1219,5771,967,7902,1056,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,359674,5600,13321,1774,13481,1499,16778,1976,20901,2233,20727,1954,23176,2098,22105,2198,21818,2159,18300,1771,38906,2563,49843,3323,46312,2796,25399,2232,11501,1572,9363,1537,7743,1115,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2336485,14712,67144,4178,52969,3952,64428,4381,82872,3919,89365,4661,101563,4895,99359,4675,103330,4724,102067,4848,206737,5617,299059,7741,384977,8705,255907,5195,141859,5126,142792,4430,142057,6268,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1447444,10437,53881,4495,39754,3161,50633,3718,65562,3543,73252,4414,81714,4453,78129,3748,80954,3876,76730,3723,148390,5176,210312,5661,228108,6533,122579,4825,55259,2983,46534,3251,35653,2055,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,751778,7088,25565,2321,20743,2176,26468,2597,37804,2384,38699,2299,41701,2678,42878,2529,44285,2411,42457,2336,81788,3601,106177,3668,118420,4205,56678,2400,27485,2335,20614,1739,20016,1532,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,638216,7102,22743,2255,16920,1694,23354,2182,30908,2930,28567,2713,35130,2556,34230,2356,34272,2379,34308,2558,61597,3155,85694,3560,102873,3715,53870,2753,30260,2356,22206,2221,21284,1713,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1003424,10621,61405,4407,50395,3506,53587,3457,59484,3789,52966,3136,54935,3218,57227,3772,55150,3821,52803,3350,96416,4754,123102,4765,131088,4862,70372,3418,34527,2782,27634,2438,22333,2278,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,736434,7864,30016,2786,26787,2759,33626,2664,35523,2936,37176,2868,39685,2632,38997,2646,39654,3192,36013,2567,71532,4833,90614,4387,109326,4015,59095,3037,34234,2549,27734,2606,26422,2283,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346914,5620,14448,1803,11906,1647,16388,1862,17081,1793,19881,1916,20516,1838,18084,1851,21370,1913,17686,2007,36522,2129,48285,3146,49814,3097,25489,2060,11435,1314,10282,1209,7727,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,904586,8051,16115,1929,11220,1677,17119,1797,21469,2465,23137,2254,26258,2510,29850,2498,31773,2852,34479,2728,71899,4027,100655,4050,149938,5419,119396,4320,77149,3350,87163,4664,86966,3766,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1322264,11054,34536,3294,30323,3005,33485,3329,37278,3211,41961,2885,45761,3003,45551,3374,48025,3359,46753,3062,101924,5068,153960,5315,219965,5897,173190,5525,105705,4108,102731,4098,101116,3860,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2130245,12799,73756,4585,64347,3355,70028,3464,86707,3943,94551,4490,108867,3984,113555,4001,105360,3652,104041,4048,210520,5871,280999,6693,331875,5887,211824,5222,106917,3962,92562,3886,74336,3303,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1205240,8718,28899,2552,24220,2106,30934,2007,38823,2465,43259,2382,48723,2535,50470,2289,56145,2593,55026,2685,119035,4267,167722,5039,219819,5320,133736,4709,70250,3002,62603,2822,55576,2889,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,469832,7399,19272,2399,19403,2609,25842,2750,26208,2414,27689,2661,26547,2371,21930,2272,24350,2399,25103,2124,46565,3506,55348,3829,69096,3734,39195,2848,16573,1956,14396,1475,12315,1591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1307498,11299,49021,3760,44575,3174,50714,3569,63060,3739,68595,3792,75468,3460,73486,3362,76433,4447,70003,4013,133719,5212,173401,5466,188038,6145,104393,3658,51566,3005,45048,3142,39978,2771,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,221102,4245,6792,979,6921,1314,10119,1294,12941,1483,12453,1565,13946,1652,14254,1394,13199,1556,13594,1622,23386,1875,30613,1954,31669,1976,14174,1565,7474,1191,5972,1059,3595,679,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,418387,5497,12517,1457,11842,1547,14766,1704,19295,1957,20345,1844,21905,2017,22229,1852,23095,1878,23875,1631,45076,2608,59757,2829,66481,2930,36603,2206,16447,1582,12453,1162,11701,1186,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,469081,7451,15264,1987,9406,1431,15115,1983,17987,2181,20399,2455,23432,2575,21735,2547,24423,2438,22878,2679,42450,3718,64640,4376,77849,4091,46142,2768,23603,2428,24883,2406,18875,2027,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,323749,5130,7389,1268,7146,1351,6500,1197,11156,1582,12273,1504,12316,1621,12455,1482,14600,1893,13521,1628,31250,2418,43673,2948,59648,3549,38248,3045,21062,2157,18155,1725,14357,1490,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1570498,10287,32879,2910,25533,2955,33735,3133,41897,3679,43923,3049,47740,3423,49344,3257,57179,4015,52480,3589,118383,5140,169815,6146,261625,6855,198677,6571,133674,5100,147824,4688,155790,4500,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,340920,5895,17479,2448,15940,2182,14121,2261,20462,2187,16054,1987,18038,1971,19481,2108,18696,2047,16793,2126,32404,2853,37824,2812,48869,2883,26512,2284,15514,2141,13213,1536,9520,1343,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3169759,17958,107586,5175,88821,4338,100660,4823,110973,4991,122345,5382,137186,6539,128779,4783,132303,4316,127945,5170,266286,7891,364022,9418,486609,10931,335822,8389,202156,6284,206452,6129,251814,6936,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1699466,13079,59401,3965,49337,3815,66388,4062,78275,4952,85680,4573,87841,4734,87407,3995,88694,4167,85402,4712,176609,7274,219190,6153,256788,6240,149343,5231,73386,4172,68064,3339,67661,3756,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,156458,3647,4006,746,4477,895,5647,1068,6871,999,7966,1046,8683,1131,9760,1196,8429,1055,9604,1259,17219,1584,24618,1852,24817,1899,11388,1273,4781,781,3954,785,4238,857,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2543553,14076,101358,5729,73594,4706,90211,4116,112172,4798,114709,4742,138462,5382,131899,5451,143523,4778,129195,5741,252945,5799,344123,8011,399905,7785,218483,5854,115680,3746,94093,4182,83201,3512,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,731713,8046,36415,2598,29900,2639,36144,2780,40633,2850,40308,3210,45987,3079,38815,2692,44044,3415,39264,3032,73298,3086,92783,4186,95839,3895,50144,3201,25276,1898,20937,1912,21926,1980,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,822975,9293,34174,3740,26456,2749,30286,2676,37042,3214,41259,3258,44075,3021,42299,3074,44474,2906,46019,3037,84961,4500,104009,3660,120726,5131,69274,4007,37570,2878,30302,2431,30049,2566,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2752966,13421,84593,4623,71163,2984,94656,4484,120940,4446,130041,5683,144644,4385,141453,4799,142807,5145,138517,5928,278403,6592,353529,7442,428958,7646,257138,7312,135211,5763,118600,4241,112313,4849,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,224094,4565,5941,1376,6117,1390,6858,1243,7998,1503,8744,1588,8634,1462,8225,1096,9786,1584,10028,1446,19919,2464,28431,2270,40320,3205,26243,2125,15090,1898,11581,1342,10179,1462,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,788756,7286,26750,2959,22234,2472,31472,2623,33480,2545,39680,3100,39997,3051,43618,2721,43735,3158,40124,2663,79790,4277,107903,3985,124939,4856,63586,3895,35019,2983,27464,2176,28965,2315,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187639,3542,5330,1044,5158,930,6957,1050,9184,1207,10517,1344,10361,1353,10653,1254,9889,1068,10899,1396,23142,1930,28339,1942,28877,1929,12487,1605,6695,1209,4149,820,5002,1009,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1307453,12103,67798,4574,54548,3428,58865,3522,69536,3642,71828,4269,73887,3889,69079,4299,74598,4061,68409,3862,126862,6383,164253,6870,174255,5591,95925,5063,47012,3026,44675,2865,45923,2895,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4122312,24281,197218,7575,158843,7624,186486,7167,207754,7109,210016,6569,215630,6926,195133,7114,203407,6283,181239,6188,347969,8171,458758,9139,579205,10906,372905,9508,205559,7205,195721,5628,206469,5721,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,559939,7057,16150,2172,13474,1864,19262,1900,24779,2163,26526,2526,28665,2658,31461,2769,30703,2236,31407,2401,58605,2832,82088,3189,88711,4223,46590,2559,24143,1821,20838,2051,16537,1567,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,158336,3880,5114,993,4635,946,6734,1223,6024,978,7565,969,8171,1168,7965,1025,9417,1223,8272,1177,18032,1926,20049,1575,25152,1665,14766,1431,7382,837,4978,919,4080,802,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1424856,9562,32605,2623,32164,2825,39437,3002,47357,3051,51909,3513,56039,3307,55549,3033,61242,3688,57704,3807,120868,4603,171278,6141,222685,6635,151653,5408,99898,4651,112118,4392,112350,4150,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1334725,10843,43390,3440,33786,3044,38582,2700,48495,3258,51940,3744,58003,3809,64317,3973,67205,4132,59742,3403,120096,3933,179198,6458,221250,6784,140700,5262,79041,3549,67771,3488,61209,3285,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,481293,8063,31091,2996,24971,2510,33343,2618,31363,2584,31003,2431,32308,2845,30952,2694,28151,2525,26002,2617,45115,2914,57036,3026,57884,3836,26063,2486,11999,1483,7508,1369,6504,1170,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1305787,9946,32397,2425,28910,2235,41110,2254,49387,3256,55328,2924,63221,2889,64312,3012,68816,3261,63297,2777,140192,5262,198000,5568,232683,4916,126465,3804,57555,3076,43933,2344,40181,2443,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,127780,3441,3767,1094,2832,793,5267,1110,6662,1249,6241,1402,7288,1430,7305,1162,5688,860,7192,1238,13754,1698,15766,1810,21405,1949,12791,1255,4991,886,4050,960,2781,738,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,707592,9317,185059,6866,86787,3736,70779,3474,63512,3439,48613,2771,43782,2851,31840,2348,29566,2448,23611,2023,36454,2764,33014,2404,24669,2032,13104,1470,6148,1194,5373,978,5281,1005,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
