GEO_ID,C18001_001E,C18001_001M,C18001_002E,C18001_002M,C18001_003E,C18001_003M,C18001_004E,C18001_004M,C18001_005E,C18001_005M,C18001_006E,C18001_006M,C18001_007E,C18001_007M,C18001_008E,C18001_008M,C18001_009E,C18001_009M,C18001_010E,C18001_010M,C18001_011E,C18001_011M,C18001_012E,C18001_012M,C18001_013E,C18001_013M,C18001_014E,C18001_014M,C18001_015E,C18001_015M,C18001_016E,C18001_016M,C18001_017E,C18001_017M,C18001_018E,C18001_018M,C18001_019E,C18001_019M,C18001_020E,C18001_020M,C18001_021E,C18001_021M,C18001_022E,C18001_022M,C18001_023E,C18001_023M,C18001_024E,C18001_024M,C18001_025E,C18001_025M,C18001_026E,C18001_026M,C18001_027E,C18001_027M,NAME,C18001_001MA,C18001_001EA,C18001_002MA,C18001_002EA,C18001_003MA,C18001_003EA,C18001_004EA,C18001_004MA,C18001_005MA,C18001_005EA,C18001_006MA,C18001_006EA,C18001_007EA,C18001_007MA,C18001_008MA,C18001_008EA,C18001_009MA,C18001_009EA,C18001_010MA,C18001_010EA,C18001_011MA,C18001_011EA,C18001_012EA,C18001_012MA,C18001_013MA,C18001_013EA,C18001_014MA,C18001_014EA,C18001_015EA,C18001_015MA,C18001_016MA,C18001_016EA,C18001_017EA,C18001_017MA,C18001_018EA,C18001_018MA,C18001_019MA,C18001_019EA,C18001_020EA,C18001_020MA,C18001_021MA,C18001_021EA,C18001_022EA,C18001_022MA,C18001_023EA,C18001_023MA,C18001_024MA,C18001_024EA,C18001_025EA,C18001_025MA,C18001_026EA,C18001_026MA,C18001_027EA,C18001_027MA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,323122,4052,26832,2538,8410,1515,1427442,3763,1179029,7386,101039,4575,147374,5419,243003,1681,133437,2971,46459,2665,63107,2837,2198624,3769,333072,3204,316115,3701,12325,1655,4632,1305,1524546,3722,1257310,7861,100567,5413,166669,6246,341006,1418,168053,3943,64629,3383,108324,3612,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,53858,1557,3053,758,684,385,228486,2076,195207,3345,18401,2098,14878,1600,19776,618,10507,948,4828,851,4441,848,299208,1647,51951,1390,49272,1517,2087,767,592,366,223958,2030,193659,3476,12857,1569,17442,2501,23299,849,11935,1224,5056,864,6308,1040,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,458782,3941,30005,3561,8442,1761,1936954,4703,1727927,8124,89486,4485,119541,5451,347723,1353,217093,3813,65015,2988,65615,3040,2823588,2265,471787,3040,453491,3411,13553,2155,4743,1025,1923280,3362,1695011,8021,96298,5259,131971,6178,428521,1140,256808,4964,70100,3500,101613,4735,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,187510,2999,21715,2132,4365,927,872342,4383,707737,6679,64938,3893,99667,4420,157417,1244,81043,2902,35466,2275,40908,2268,1318610,2596,201611,2673,188860,2899,10332,1604,2419,679,904820,2917,737615,6782,64108,3954,103097,4506,212179,1719,101960,3024,40922,2642,69297,2588,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,2771476,8563,134792,6024,42290,3780,11846411,8943,10651114,20476,524655,12934,670642,13161,1639804,3067,1029731,8907,272448,6303,337625,8391,16776348,6260,2817252,6773,2719412,9044,72513,4338,25327,2781,11790801,8460,10542635,18455,531924,12535,716242,12095,2168295,3352,1213285,10179,354433,7616,600577,9191,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,334696,3328,18387,1999,3922,1221,1602294,3307,1431600,7626,79023,4319,91671,4920,202822,1366,129167,2531,36832,2471,36823,2320,2174566,2883,342671,2884,328813,3087,11584,1566,2274,672,1573638,3457,1410750,6565,76269,3992,86619,4895,258257,1520,155431,3857,42573,2697,60253,3310,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,245113,2747,14470,1650,3206,809,1117245,2770,1006844,5152,54375,4417,56026,3502,185803,1263,122647,2685,31278,2198,31878,2102,1675755,1996,252320,2225,242278,2679,8185,1381,1857,660,1165610,2280,1047156,5220,51571,3469,66883,3798,257825,1301,159929,2892,39353,2737,58543,2882,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,57317,1625,4816,1370,892,368,265929,1329,231617,2921,15976,1987,18336,2292,47583,560,29691,1498,8056,1064,9836,1261,405426,1210,60642,1223,58077,1259,2399,791,166,167,282343,1325,247799,3128,15219,2129,19325,2073,62441,658,37610,1782,10941,1304,13890,1518,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,31101,1238,2348,763,640,412,183679,3548,163209,4386,10432,1724,10038,1528,25846,519,17636,1051,3706,738,4504,842,287525,1221,32685,876,30416,1143,1795,847,474,311,212432,1486,189052,2731,12914,2194,10466,1426,42408,500,24930,1494,6953,1137,10525,1562,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,1137675,7706,76443,5045,21134,2611,5550811,9010,4866707,17392,302962,9686,381142,10586,1291351,2908,821304,7730,233133,6916,236914,7046,8576346,6918,1186390,4852,1135737,6761,39652,3326,11001,2000,5729548,7991,5013858,14431,299177,9788,416513,10700,1660408,2812,998411,9486,274230,7064,387767,9217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8455369,4186,4093402,6087,752883,4523,700979,5382,41699,3225,10205,1828,2979932,6442,2622129,10359,154311,5330,203492,7505,360587,2347,212188,4945,66915,3380,81484,3711,4361967,5579,721204,4769,690197,5631,23866,2856,7141,1178,3129904,5865,2737373,11008,162805,6181,229726,7504,510859,2546,265894,5879,87085,4118,157880,5142,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
