GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001EA,B08113_001MA,B08113_002EA,B08113_002MA,B08113_003EA,B08113_003MA,B08113_004MA,B08113_004EA,B08113_005MA,B08113_005EA,B08113_006EA,B08113_006MA,B08113_007EA,B08113_007MA,B08113_008MA,B08113_008EA,B08113_009MA,B08113_009EA,B08113_010MA,B08113_010EA,B08113_011MA,B08113_011EA,B08113_012EA,B08113_012MA,B08113_013EA,B08113_013MA,B08113_014MA,B08113_014EA,B08113_015MA,B08113_015EA,B08113_016MA,B08113_016EA,B08113_017EA,B08113_017MA,B08113_018EA,B08113_018MA,B08113_019MA,B08113_019EA,B08113_020MA,B08113_020EA,B08113_021EA,B08113_021MA,B08113_022MA,B08113_022EA,B08113_023EA,B08113_023MA,B08113_024MA,B08113_024EA,B08113_025MA,B08113_025EA,B08113_026MA,B08113_026EA,B08113_027MA,B08113_027EA,B08113_028EA,B08113_028MA,B08113_029EA,B08113_029MA,B08113_030EA,B08113_030MA,B08113_031MA,B08113_031EA,B08113_032MA,B08113_032EA,B08113_033EA,B08113_033MA,B08113_034EA,B08113_034MA,B08113_035EA,B08113_035MA,B08113_036EA,B08113_036MA,B08113_037MA,B08113_037EA,B08113_038MA,B08113_038EA,B08113_039EA,B08113_039MA,B08113_040EA,B08113_040MA,B08113_041MA,B08113_041EA,B08113_042MA,B08113_042EA,B08113_043MA,B08113_043EA,B08113_044EA,B08113_044MA,B08113_045EA,B08113_045MA,B08113_046EA,B08113_046MA,B08113_047EA,B08113_047MA,B08113_048MA,B08113_048EA,B08113_049MA,B08113_049EA,B08113_050EA,B08113_050MA,B08113_051EA,B08113_051MA,B08113_052MA,B08113_052EA,B08113_053MA,B08113_053EA,B08113_054MA,B08113_054EA,B08113_055EA,B08113_055MA,B08113_056EA,B08113_056MA,state
0400000US01,1964398,13741,1869370,13510,57686,2722,22914,2585,34772,2739,37342,2477,24313,2230,13029,1724,1642370,13340,1578048,13229,35627,2728,18929,2537,16698,1757,28695,2345,19868,2165,8827,1443,221523,7823,196507,7091,19148,2507,3068,872,16080,2448,5868,1498,2450,806,3418,1156,8948,1408,8580,1397,151,179,67,94,84,101,217,258,205,257,12,21,22003,2569,19404,2436,1496,723,419,375,1077,650,1103,438,584,270,519,350,20630,2245,19585,2153,609,401,49,82,560,406,436,288,388,287,48,80,48924,3402,47246,3382,655,244,382,212,273,173,1023,530,818,475,205,233,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,270271,6078,12969,1976,6934,1526,6035,1305,34131,2532,20424,2226,13707,2033,214722,5147,190555,5451,6991,1458,4567,1269,2424,781,17176,2091,11457,1994,5719,1238,40456,3594,32988,3038,2332,998,586,314,1746,990,5136,1265,2548,846,2588,1023,3641,1133,3238,1072,97,145,0,235,97,145,306,276,280,279,26,45,28841,2113,18978,1956,2316,784,1039,545,1277,510,7547,1006,3562,666,3985,742,13657,1283,11015,1288,154,136,115,127,39,47,2488,570,1565,436,923,402,16054,1764,13497,1774,1079,696,627,586,452,461,1478,486,1012,421,466,292,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,1981275,18435,592086,11418,279561,9241,312525,9866,158177,7631,115315,6751,42862,4319,2038150,17778,1536394,17981,385665,11296,206326,7702,179339,7475,116091,6771,86183,5944,29908,3257,378478,13068,217645,7770,140697,10071,46059,4288,94638,8952,20136,2846,11998,2042,8138,2177,57699,4275,34417,3696,19801,2714,7601,1714,12200,2128,3481,1218,2720,1083,761,521,63952,5145,42544,4260,14440,3104,5441,1305,8999,2572,6968,2038,5259,2022,1709,695,69324,5081,45898,3081,18939,3261,6342,1903,12597,2551,4487,1225,3452,1186,1035,557,123935,6389,104377,5744,12544,1995,7792,1662,4752,1275,7014,1524,5703,1406,1311,619,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,1140139,11510,61353,2770,22348,2239,39005,2876,22200,2647,15137,2456,7063,1376,981639,11565,926916,11525,38628,3142,15128,1991,23500,2657,16095,2018,11432,2026,4663,1072,158090,6618,135734,5757,18317,2796,5650,1474,12667,2287,4039,1243,2577,943,1462,629,5256,1122,5008,1120,201,247,123,223,78,112,47,78,47,78,0,257,21851,2678,19154,2444,2224,810,1083,525,1141,599,473,322,392,299,81,111,16890,2221,15642,2090,1124,851,135,164,989,833,124,181,124,181,0,257,39966,3313,37685,2789,859,442,229,252,630,395,1422,899,565,381,857,643,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,9433970,42946,4529006,28503,2063482,28120,2465524,27369,2372826,26586,1458118,21062,914708,17842,11924695,44708,7246208,41825,2954167,28775,1556055,25804,1398112,20401,1724320,23391,1093619,18641,630701,14350,2032313,26049,861559,16267,863194,20168,276190,10017,587004,18013,307560,9517,164444,6954,143116,6972,811665,16844,344084,11569,338209,11920,90258,5760,247951,10686,129372,5762,72821,4993,56551,4454,440072,11595,235410,8048,142678,7629,52202,4490,90476,5304,61984,5006,34955,3350,27029,3406,348011,10039,193272,8286,115186,6839,32305,3444,82881,6480,39553,3557,23113,2550,16440,2141,779046,16629,553437,12675,115572,6069,56472,4438,59100,4588,110037,6491,69166,4765,40871,3559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,2008011,14787,268517,8526,116317,6316,152200,7679,115992,5509,77247,5071,38745,3497,1796539,13211,1531958,14949,181528,7313,85271,5181,96257,6461,83053,4634,56658,4332,26395,2973,254063,9710,188265,9257,51754,4476,16565,2660,35189,3548,14044,2045,7623,1562,6421,1622,75708,4729,57329,3752,12375,2386,3601,1143,8774,2150,6004,1801,2650,1119,3354,1249,73495,4422,60958,3789,9365,2033,3691,1099,5674,1593,3172,896,2571,841,601,385,55585,3744,44683,3368,7088,1653,3111,947,3977,1466,3814,892,2504,743,1310,671,137130,5709,124818,5169,6407,1253,4078,885,2329,788,5905,1359,5241,1252,664,398,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,1378343,13344,152111,5310,84335,4874,67776,4412,184531,8899,116217,5786,68314,5804,1366329,11841,1126624,13227,100382,4803,59550,3814,40832,3692,139323,7105,91542,5203,47781,4061,143661,6736,96926,5215,24673,3164,11179,2286,13494,2215,22062,3512,11082,1972,10980,2574,69666,4762,50722,3936,11213,1910,5481,1312,5732,1399,7731,1453,4628,902,3103,1009,52221,4299,36263,3493,8476,2019,3702,1159,4774,1818,7482,1574,4048,1003,3434,1240,23633,3104,15836,2376,4983,1401,2626,985,2357,994,2814,1087,1200,509,1614,977,59475,3119,51972,3087,2384,693,1797,586,587,309,5119,1010,3717,845,1402,486,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,350370,5751,25174,1829,11312,1393,13862,1678,22771,2604,16691,2299,6080,1411,321865,6945,286385,6027,17141,2213,9241,1333,7900,1653,18339,2404,13846,2176,4493,1223,37621,3527,31245,3174,3909,1057,893,473,3016,1001,2467,843,1534,560,933,612,11151,1815,9204,1537,1279,859,492,366,787,712,668,374,411,340,257,224,10865,1933,8452,1817,1796,683,428,276,1368,687,617,328,361,206,256,248,6415,1345,5598,1175,587,698,0,261,587,698,230,198,230,198,0,261,10398,1446,9486,1338,462,296,258,221,204,231,450,375,309,338,141,168,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,233295,5102,25364,3092,11544,2030,13820,2509,25348,2689,19160,2413,6188,1411,100615,4717,84928,4562,9835,1613,5151,1054,4684,1292,5852,1221,5423,1147,429,273,17907,2839,14968,2645,1194,619,558,312,636,485,1745,780,1133,544,612,417,110682,5294,89816,5116,10535,1997,3927,1126,6608,1696,10331,1796,6761,1454,3570,1298,33625,2824,26778,2415,2253,918,1288,723,965,628,4594,1101,3534,1037,1060,600,9680,1759,7512,1609,755,466,326,304,429,321,1413,667,1170,610,243,211,11498,1692,9293,1517,792,363,294,226,498,312,1413,583,1139,529,274,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,5902156,29328,1648267,17951,850863,18175,797404,15371,592618,14984,351764,11486,240854,9205,6454480,30048,4808356,29250,1212501,16417,694513,17349,517988,13009,433623,13630,275691,10148,157932,8105,886045,19734,544946,15011,257161,10481,86910,5372,170251,8130,83938,5893,37162,3257,46776,4515,159785,8928,80466,5752,51609,5659,14755,2393,36854,5834,27710,3597,9240,2012,18470,3106,137621,6912,94612,5719,31854,3893,12796,1981,19058,3116,11155,1998,6233,1440,4922,1504,178812,8855,114802,5755,50689,6025,16837,2336,33852,5663,13321,2443,6688,1399,6633,2075,326298,11200,258974,8809,44453,3700,25052,2654,19401,2454,22871,2909,16750,2180,6121,1518,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
