GEO_ID,B19129_001E,B19129_001M,B19129_002E,B19129_002M,B19129_003E,B19129_003M,B19129_004E,B19129_004M,B19129_005E,B19129_005M,B19129_006E,B19129_006M,B19129_007E,B19129_007M,NAME,B19129_001MA,B19129_001EA,B19129_002EA,B19129_002MA,B19129_003EA,B19129_003MA,B19129_004EA,B19129_004MA,B19129_005MA,B19129_005EA,B19129_006MA,B19129_006EA,B19129_007EA,B19129_007MA,state
0400000US01,77083250000,1118642345,6275277700,238516275,21089009100,889838902,32798977800,806706056,6275666500,321399508,8922128500,620289036,1722190400,209421063,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13127463700,443069176,555708200,95702033,2995932200,295403456,6333287900,411580089,899186700,143214340,1946387100,273563955,396961600,82129741,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,107729609000,1577845897,10897899500,530167041,28260323400,783151721,43125457100,1089777090,8936811500,548133854,12736089200,743959617,3773028300,432605705,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,43705978200,950451963,3972125800,299174383,10967882800,475195560,19381181600,730716215,3223445500,245946484,5265870200,346355437,895472300,137938648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,716926259100,4064583164,41865893500,889586148,188741448300,2354943646,295991122200,3185756778,64892475700,1196850186,91837365400,2083945234,33597953900,974479494,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,97792552600,1170172036,5591978800,282436714,23192094700,988297360,48313102700,961717611,6477428000,375282927,12158694300,568640592,2059254100,279622378,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,93666403900,1572287744,4781051900,333082953,25118227900,1399424118,41480225300,1162967866,6889222200,471386077,12796540500,640575839,2601136100,339590868,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16892081900,556293709,1337963900,154636329,3962219000,318854995,7305248500,400688486,1464042200,182974163,2336051700,237204768,486556700,96505863,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11104546700,669442086,480014200,98163605,2976749900,473236333,5609231000,523642956,1162958800,183150926,499924100,159840119,375668700,103778094,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,336273281100,3246401136,39374983000,928502697,87605196900,1842435045,136642638400,2254080440,26419425100,863551155,36554987200,982010110,9676050500,576765002,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
