GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001EA,B25070_001MA,B25070_002EA,B25070_002MA,B25070_003EA,B25070_003MA,B25070_004MA,B25070_004EA,B25070_005MA,B25070_005EA,B25070_006EA,B25070_006MA,B25070_007MA,B25070_007EA,B25070_008EA,B25070_008MA,B25070_009MA,B25070_009EA,B25070_010MA,B25070_010EA,B25070_011EA,B25070_011MA,state
0400000US01,506786,9952,21159,2376,46151,3613,54941,3418,56965,4540,44973,3686,35748,2652,24746,2804,37429,3342,110052,5498,74622,3776,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,81629,2772,3238,778,7834,1406,9634,1413,9854,1445,8854,1546,7185,1329,4913,1278,5590,1328,13170,1644,11357,1332,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701951,12863,25541,2939,57798,3674,89069,5933,87377,6090,76084,4738,62700,4926,42780,3524,61571,4277,149976,6959,49055,3885,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350016,7559,15509,2130,30109,2898,39388,3861,37819,3034,31722,2982,27469,2611,18520,2594,28204,2653,73880,4712,47396,3906,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5049030,24989,136032,5777,339275,10163,556431,11607,584196,12406,563453,11786,449119,10367,353506,10342,502732,11490,1312805,16986,251481,8686,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,577567,10807,16804,2246,39243,3117,70388,5097,74545,3674,66644,4882,47721,3402,36113,3027,49806,4256,138556,6365,37747,3238,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,404061,6979,17383,2751,32773,2858,43791,3657,47751,3598,50208,3805,38271,3068,27562,2799,33130,3258,93311,4324,19881,1874,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,81916,3849,3610,929,7059,1381,10624,1633,10192,1903,7762,1410,7240,1544,5618,1242,7434,1306,17349,1953,5028,865,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,135870,4564,7395,1394,10761,1925,15353,2212,17202,2026,16632,1852,10273,1631,9374,1671,10296,1824,31606,3067,6978,1462,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2111941,22368,47125,4494,126630,5971,214370,9179,242394,9190,228059,7915,191117,8576,155131,7169,208353,7517,542770,12851,155992,7011,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1091584,16605,39590,3629,92916,5710,123168,6318,127348,6541,116088,6454,86296,5820,70148,4652,90151,5838,251085,7631,94794,4524,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,175033,4748,6039,1288,12328,1432,19275,2288,18377,2256,18867,2305,12747,2050,11373,1716,15363,1773,40444,3442,20220,2468,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,157573,4661,5421,1126,14322,2145,22044,2266,22379,2459,17182,2034,12653,1707,9224,1621,10767,1560,28393,2449,15188,1701,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1422885,14359,54736,3431,124477,4642,171128,6182,175136,7130,146965,5797,111018,5543,81835,4376,112485,5329,349291,8586,95814,4984,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,678946,11714,22923,2278,64081,4373,86068,5173,81976,3837,70260,4405,53830,3019,37257,3149,52638,3778,158334,6771,51579,3889,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,322796,6591,14799,1717,34339,2479,43413,3084,39316,3169,31891,2561,23054,2088,18252,2020,20239,2270,68690,3878,28803,2095,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,327266,6238,13810,1899,32802,2696,43058,3373,42919,2740,33292,2554,27323,2813,16988,2202,26850,2852,62489,3899,27735,2448,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,484830,8729,23701,2428,46549,3416,60893,3901,54944,3742,43789,3565,36661,2960,25102,2410,33982,2765,98004,6354,61205,3792,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,493311,9057,24157,2573,39232,2794,47645,3550,51376,3790,40841,3059,31429,2445,24566,2696,35469,3371,118335,5491,80261,4707,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,149171,5616,5443,1051,13042,1961,16640,1999,19125,2189,18642,1968,11743,1630,10241,1590,11364,1836,29633,2602,13298,1673,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,638620,10342,20319,2528,58929,4876,82047,5794,83153,5021,77049,4319,57451,4935,42965,4341,52028,4067,126852,5882,37827,3462,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,858126,11260,27470,2895,68381,4660,94368,5387,102416,4670,103580,5007,87437,4070,57171,4175,66662,3669,206004,7224,44637,3713,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,960844,12074,31548,3133,78975,3874,111571,5126,106582,5054,97947,4768,76832,4178,58654,3608,76263,4285,247310,7128,75162,4394,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,484091,8037,17768,2301,36722,2551,59133,3834,67037,3688,59135,3804,42497,3205,25398,2469,36661,2720,111114,4432,28626,2213,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,315203,7259,12146,2257,21698,2417,29830,2934,27054,2353,27477,2922,23492,2987,17521,2261,24406,2189,69272,4461,62307,3710,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,676189,11052,25720,2712,65805,4315,87313,5268,76641,4322,74728,4661,57320,4166,37701,3152,51810,4109,139400,6033,59751,3376,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,112053,4325,4987,981,10995,1395,13058,1582,11321,1727,11724,1764,7929,1716,4600,1007,9136,1727,23169,2379,15134,1709,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,224989,5571,12453,1800,22196,1979,30761,2737,29062,2382,23935,2154,18931,1796,12950,1981,16142,2250,39753,2843,18806,1665,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,356123,7805,9767,1959,26202,2765,43455,3400,51390,3938,38704,3401,33895,2980,27233,3196,33552,3172,76588,4781,15337,2085,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,140851,4453,3563,1041,10756,1636,18858,2385,19139,2093,13929,1777,13275,2024,9100,1803,12784,1882,30255,2681,9192,1531,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1025182,12171,31913,2585,87340,5176,131453,5610,121518,6514,116065,5762,92014,5179,60156,4240,81318,4454,250976,7895,52429,3293,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,220118,5904,9489,1518,21160,2899,24490,2864,23313,2564,22084,2642,15806,1792,12025,2312,16035,2206,48299,3947,27417,2510,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3147434,19475,147218,6380,271548,8202,356119,9208,350362,9468,336627,9740,269017,7173,181053,8008,249144,7370,813563,14408,172783,7500,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1103270,15595,43350,3962,103588,5673,132564,6254,128225,6523,113835,4479,89403,5001,65491,4414,79731,5769,236078,9137,111005,5642,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,90686,2873,4882,958,10617,1576,12535,1502,10910,1708,8964,1445,6502,1362,4438,872,6168,1303,15578,1922,10092,1195,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1349267,13947,44823,3208,124881,5979,165505,6367,162232,5724,146702,5536,101887,5176,80004,4301,103344,5156,320584,10779,99305,4996,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,434893,9173,18772,1988,37971,3544,54895,3645,47672,3384,46426,4037,32802,3167,23603,2325,32951,3186,90865,4909,48936,3024,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,510539,10385,15468,1975,40142,3764,63512,4985,65137,4403,58490,3938,43833,3633,30348,2794,45979,3283,119794,6550,27836,2906,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1370498,14597,54957,3898,129455,5206,170684,6351,163374,6680,149185,5448,99483,4956,72394,3688,105882,4371,311238,9134,113846,4563,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,150132,5239,4797,1011,12646,2222,18565,2469,19317,2612,20499,2607,13597,1750,8454,1434,10741,1568,34661,2557,6855,1486,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
