GEO_ID,B18021_001E,B18021_001M,B18021_002E,B18021_002M,B18021_003E,B18021_003M,B18021_004E,B18021_004M,B18021_005E,B18021_005M,B18021_006E,B18021_006M,B18021_007E,B18021_007M,B18021_008E,B18021_008M,B18021_009E,B18021_009M,B18021_010E,B18021_010M,B18021_011E,B18021_011M,B18021_012E,B18021_012M,B18021_013E,B18021_013M,B18021_014E,B18021_014M,B18021_015E,B18021_015M,B18021_016E,B18021_016M,B18021_017E,B18021_017M,B18021_018E,B18021_018M,B18021_019E,B18021_019M,B18021_020E,B18021_020M,B18021_021E,B18021_021M,B18021_022E,B18021_022M,B18021_023E,B18021_023M,B18021_024E,B18021_024M,B18021_025E,B18021_025M,B18021_026E,B18021_026M,B18021_027E,B18021_027M,B18021_028E,B18021_028M,B18021_029E,B18021_029M,B18021_030E,B18021_030M,B18021_031E,B18021_031M,NAME,B18021_001EA,B18021_001MA,B18021_002MA,B18021_002EA,B18021_003MA,B18021_003EA,B18021_004MA,B18021_004EA,B18021_005MA,B18021_005EA,B18021_006EA,B18021_006MA,B18021_007MA,B18021_007EA,B18021_008MA,B18021_008EA,B18021_009MA,B18021_009EA,B18021_010MA,B18021_010EA,B18021_011MA,B18021_011EA,B18021_012EA,B18021_012MA,B18021_013MA,B18021_013EA,B18021_014MA,B18021_014EA,B18021_015MA,B18021_015EA,B18021_016MA,B18021_016EA,B18021_017EA,B18021_017MA,B18021_018MA,B18021_018EA,B18021_019MA,B18021_019EA,B18021_020MA,B18021_020EA,B18021_021MA,B18021_021EA,B18021_022MA,B18021_022EA,B18021_023EA,B18021_023MA,B18021_024MA,B18021_024EA,B18021_025MA,B18021_025EA,B18021_026MA,B18021_026EA,B18021_027MA,B18021_027EA,B18021_028EA,B18021_028MA,B18021_029EA,B18021_029MA,B18021_030EA,B18021_030MA,B18021_031MA,B18021_031EA,state
0400000US01,2951988,4297,120456,5021,65758,3399,11501,1974,6204,1575,5297,1363,54257,3213,23834,2213,30423,2531,54698,3505,10993,1948,3946,1136,7047,1421,43705,3483,12582,1676,31123,3021,2831532,6334,1361684,4831,553335,4158,373455,6653,179880,6948,808349,5060,630015,6720,178334,6581,1469848,5190,572016,4421,325848,5843,246168,6398,897832,4811,561290,7221,336542,7459,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,18165,1768,11499,1490,2344,812,1529,726,815,425,9155,1216,5377,952,3778,753,6666,1217,1508,655,724,458,784,439,5158,1212,2094,789,3064,861,434279,3109,216987,2746,87835,2167,57938,3013,29897,2744,129152,2011,101221,2492,27931,2313,217292,2392,87731,1938,53648,2657,34083,2525,129561,1697,92016,2695,37545,2588,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,100414,5339,55071,3705,11517,1817,6999,1353,4518,1191,43554,3227,22647,2481,20907,2037,45343,4124,8766,1802,3579,960,5187,1333,36577,3367,12720,1783,23857,2433,3759820,7635,1881883,5721,823989,5253,614825,8139,209164,8097,1057894,3693,853754,6704,204140,6602,1877937,5291,779144,3795,469602,8793,309542,8980,1098793,3873,714778,8341,384015,7870,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,77718,4849,45602,3662,6910,1602,3453,1089,3457,1071,38692,3256,17692,2226,21000,2363,32116,2780,7007,1488,2858,1011,4149,1030,25109,2367,9177,1335,15932,2116,1699444,6940,826740,5470,340323,4562,238869,5270,101454,3894,486417,4786,377084,5648,109333,4869,872704,4263,345731,3647,205172,4934,140559,5351,526973,3423,344721,5323,182252,4984,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,526879,14620,290657,9710,65012,4636,35156,3763,29856,2769,225645,8361,111611,5227,114034,5841,236222,8735,50058,4326,20566,2497,29492,3395,186164,7072,70174,4581,115990,5711,23110333,17025,11555754,13192,4967129,9986,3427000,17427,1540129,16683,6588625,9587,5381201,18681,1207424,15683,11554579,10238,4766111,9262,2729318,18247,2036793,18085,6788468,8684,4414560,21742,2373908,21303,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,87445,4986,51360,3559,10469,1902,6623,1520,3846,1043,40891,3185,23418,2269,17473,2307,36085,3212,9691,1762,6186,1451,3505,949,26394,2768,12508,1732,13886,2038,3088487,6406,1550934,4663,641807,4382,484765,6278,157042,6078,909127,4235,768423,7063,140704,6157,1537553,4651,607716,3506,396943,6316,210773,6265,929837,4122,655571,6576,274266,6656,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,46130,3184,23032,2311,3433,1120,2025,843,1408,613,19599,2129,11116,1731,8483,1371,23098,2412,4556,1245,2716,926,1840,731,18542,2013,7958,1280,10584,1389,2236725,5133,1094213,3609,401644,2934,282471,4509,119173,4504,692569,2695,586760,5621,105809,5313,1142512,3458,400161,2547,259731,5065,140430,5626,742351,2595,532880,5344,209471,5635,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,13411,1845,7279,1281,1440,627,949,576,491,311,5839,1050,3075,745,2764,787,6132,1211,733,414,282,259,451,342,5399,1205,1968,700,3431,909,534861,2163,258650,1650,101368,1501,71163,2663,30205,2553,157282,1444,127011,2642,30271,2711,276211,1833,107489,1526,69078,2938,38411,2621,168722,1685,118278,2962,50444,2898,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,8973,1351,4810,1027,596,511,220,238,376,442,4214,871,1794,629,2420,711,4163,892,1063,440,404,322,659,360,3100,794,1034,457,2066,687,387138,4635,178869,3801,81266,3264,52938,2906,28328,2464,97603,1394,74993,1997,22610,1898,208269,1726,98239,1364,63075,2445,35164,2777,110030,942,78220,2436,31810,2475,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,328314,10637,182677,7259,32998,3782,20196,2806,12802,2278,149679,6481,75457,4924,74222,4757,145637,6645,27663,3631,15154,2737,12509,2194,117974,5279,46821,3551,71153,3970,10952045,14920,5368134,12240,2088528,9589,1523795,13259,564733,12085,3279606,8620,2651613,12996,627993,11597,5583911,10140,2061925,7753,1283038,12960,778887,13999,3521986,6748,2350509,14750,1171477,14636,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
