C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,C24010_074E,C24010_074M,C24010_075E,C24010_075M,GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057MA,C24010_058MA,C24010_058EA,C24010_059MA,C24010_059EA,C24010_060EA,C24010_060MA,C24010_061EA,C24010_061MA,C24010_062MA,C24010_062EA,C24010_063MA,C24010_063EA,C24010_064MA,C24010_064EA,C24010_065EA,C24010_065MA,C24010_066EA,C24010_066MA,C24010_067MA,C24010_067EA,C24010_068MA,C24010_068EA,C24010_069MA,C24010_069EA,C24010_070MA,C24010_070EA,C24010_071EA,C24010_071MA,C24010_072EA,C24010_072MA,C24010_073MA,C24010_073EA,C24010_074MA,C24010_074EA,C24010_075MA,C24010_075EA,NAME,C24010_001MA,C24010_001EA,C24010_002MA,C24010_002EA,C24010_003MA,C24010_003EA,C24010_004MA,C24010_004EA,C24010_005EA,C24010_005MA,C24010_006EA,C24010_006MA,C24010_007MA,C24010_007EA,C24010_008MA,C24010_008EA,C24010_009MA,C24010_009EA,C24010_010EA,C24010_010MA,C24010_011EA,C24010_011MA,C24010_012MA,C24010_012EA,C24010_013MA,C24010_013EA,C24010_014MA,C24010_014EA,C24010_015MA,C24010_015EA,C24010_016EA,C24010_016MA,C24010_017EA,C24010_017MA,C24010_018MA,C24010_018EA,C24010_019MA,C24010_019EA,C24010_020MA,C24010_020EA,C24010_021EA,C24010_021MA,C24010_022EA,C24010_022MA,C24010_023MA,C24010_023EA,C24010_024MA,C24010_024EA,C24010_025MA,C24010_025EA,C24010_026MA,C24010_026EA,C24010_027EA,C24010_027MA,C24010_028EA,C24010_028MA,C24010_029EA,C24010_029MA,C24010_030MA,C24010_030EA,C24010_031MA,C24010_031EA,C24010_032MA,C24010_032EA,C24010_033EA,C24010_033MA,C24010_034EA,C24010_034MA,C24010_035MA,C24010_035EA,C24010_036MA,C24010_036EA,C24010_037MA,C24010_037EA,C24010_038EA,C24010_038MA,C24010_039EA,C24010_039MA,C24010_040MA,C24010_040EA,C24010_041MA,C24010_041EA,C24010_042MA,C24010_042EA,C24010_043EA,C24010_043MA,C24010_044EA,C24010_044MA,C24010_045MA,C24010_045EA,C24010_046MA,C24010_046EA,C24010_047MA,C24010_047EA,C24010_048MA,C24010_048EA,C24010_049EA,C24010_049MA,C24010_050EA,C24010_050MA,C24010_051MA,C24010_051EA,C24010_052MA,C24010_052EA,C24010_053MA,C24010_053EA,C24010_054EA,C24010_054MA,C24010_055EA,C24010_055MA,C24010_056MA,C24010_056EA,C24010_057EA,state
3221,13208,2490,12308,2022,133366,6811,62749,4596,95292,6343,718153,14328,258655,8016,459498,12042,5125,1218,18461,2451,10768,1977,7693,1573,151422,6993,102233,5770,49189,4677,4073,1338,21687,2976,23429,3204,0400000US13,4366243,20547,2342945,13603,695873,13059,355540,9200,267719,8609,87821,4387,340333,10398,74586,4726,59492,4181,17507,2027,26863,2743,19535,2691,59263,4586,36707,3660,46380,3910,33503,2831,12877,2254,271867,9643,6863,1731,67107,4513,33495,3539,33612,3046,78162,5546,98053,5905,21682,3135,426304,11169,267660,8503,158644,7875,21360,2961,468695,12357,299400,10108,169295,7519,458846,13169,193688,7634,265158,10781,23620,2770,131267,7210,110271,7074,2023298,14611,751678,13018,268209,7161,158280,6113,109929,5524,483469,10833,31356,2947,9331,1264,16577,2257,35207,3317,24655,2546,190462,6895,29391,2615,146490,6075,90512,4946,55978,4368,378459,11632,61536,4290,25516,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
978,2724,914,833,348,21617,2217,13095,2071,13557,1798,107380,4949,41490,3422,65890,4017,2304,768,3213,897,1612,542,1601,735,10776,1756,5654,1291,5122,1241,682,366,1570,662,2870,800,0400000US15,610394,7146,317405,4709,96259,4707,42412,3152,30646,3060,11766,1410,53847,3306,8812,1464,7060,1249,3547,900,4700,1073,2906,800,10330,1748,6895,1423,9597,1082,7215,953,2382,644,65860,4388,2336,795,15157,2140,9723,1682,5434,1279,22957,2978,18660,2326,6750,1522,56466,4380,31515,2982,24951,2821,3939,871,59638,4028,39513,3318,20125,2286,35243,2788,13117,1823,22126,2277,4028,978,10002,1606,8096,1379,292989,4748,105538,4774,37453,2940,22947,2507,14506,1546,68085,4264,2647,800,1809,641,2329,622,7444,1509,3026,731,26833,2325,5981,1111,18016,2223,12612,1837,5404,1121,63778,3386,11952,2077,3557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
691,1176,486,1085,461,22397,2229,10071,1668,17286,2203,107078,4529,36166,2877,70912,3899,3400,884,5358,1257,4173,1275,1185,469,20106,2005,13228,1737,6878,1225,676,481,2888,786,3314,856,0400000US16,690638,6231,382066,4493,110064,4130,55073,2919,43087,2757,11986,1757,54991,3424,10222,1638,10581,1513,4826,875,4024,878,2652,777,8653,1489,5346,1224,8687,1442,7081,1174,1606,621,41646,3371,1729,621,8618,1394,3980,1012,4638,997,13333,2206,14595,1822,3371,925,64029,3913,41390,2652,22639,2467,16127,1885,84322,4475,59177,3951,25145,2223,65878,3665,28644,2559,37234,2767,3876,1070,18851,1959,14507,1763,308572,4719,105956,3736,32963,2448,21102,2191,11861,1490,72993,3566,3826,1026,1711,727,2744,864,5654,1115,3701,856,27460,2386,5144,1151,22753,2297,13549,1659,9204,1668,66674,3926,14659,2048,2261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
2932,20551,2251,10133,1688,168645,7243,78992,4646,154033,5300,1006189,14288,347061,8187,659128,11175,3943,970,15965,2147,7577,1356,8388,1714,213307,8361,144034,7751,69273,3393,5648,887,21103,2280,42522,3158,0400000US17,6155858,18784,3289255,13582,1033222,12353,507703,9100,368398,8627,139305,5370,525519,10050,107657,5369,90562,5081,31510,2517,35942,2659,40723,3054,92793,4130,55004,3549,71328,3785,54030,3080,17298,2047,438188,11629,14622,1971,104991,5197,55983,4030,49008,3447,145204,7941,132415,6344,40956,3847,605519,11732,357522,8988,247997,8667,15129,1924,503253,10950,326701,9604,176552,5979,693944,12484,340780,10637,353164,9369,32532,2780,174772,6685,145860,6712,2866603,15170,1088519,13641,371760,8478,218607,6546,153153,6083,716759,13160,42930,3378,15307,1843,22520,2520,60110,3442,31613,2742,260862,8770,52385,3800,231032,7252,156292,6107,74740,4410,538680,9290,106326,4983,30684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1891,7867,1384,3831,1049,104204,4370,42148,3288,64739,3907,482988,7960,164498,6095,318490,7341,2301,655,10162,1483,5146,923,5016,1179,155424,6068,112147,4739,43277,3305,2600,886,14212,1739,26465,2406,0400000US18,3030454,14749,1616815,10401,424892,9295,203638,6064,157988,5559,45650,2970,221254,6497,32503,2574,50436,3555,13386,1766,18131,1924,11034,1578,43189,2735,20608,2335,31967,2753,24741,2325,7226,1294,182412,6315,5411,1159,37548,2343,20154,1793,17394,1832,59952,3963,64659,3906,14842,1922,258293,7638,157283,6718,101010,5121,10559,1703,295822,8791,178728,7309,117094,5461,444837,8028,254620,6279,190217,6466,17272,1940,81065,4235,91880,5003,1413639,11537,480602,10010,148610,5816,93546,4834,55064,3502,331992,9120,14298,1954,6405,1048,9778,1623,28423,2353,11305,1405,120026,4569,19608,2020,122149,5285,78254,4243,43895,3235,282162,6887,59373,3509,11698,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
951,2396,543,1895,612,53119,2950,20967,1820,39498,2588,249194,6460,77233,3540,171961,5467,3432,843,4204,819,2291,548,1913,613,61165,3195,43055,3005,18110,1885,1295,592,3521,732,13294,1745,0400000US19,1545059,9541,813802,5503,244267,4800,125741,3998,101306,3970,24435,2159,118526,4022,20853,1995,21623,1886,7036,1489,11326,1377,4613,825,25590,1739,11367,1340,16118,1456,13234,1438,2884,634,93253,4542,3887,831,16341,1852,7998,1336,8343,1347,32898,2432,31287,2591,8840,1705,133897,5440,81331,4299,52566,3286,13015,1467,128922,4646,77650,4103,51272,2737,200448,5879,106274,3811,94174,4272,7052,1200,43327,2568,43795,2783,731257,7112,259961,5269,83331,3657,46741,2781,36590,2763,176630,4725,8056,1317,3157,637,6387,1214,14703,1636,6822,1213,65898,3677,11405,1292,60202,3487,40366,2752,19836,1757,153301,4709,35426,2240,4291,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
1253,3173,830,2544,917,43262,3448,21093,1840,36227,2734,219222,6345,69906,3878,149316,5635,1950,575,5969,1016,2721,729,3248,855,44643,3352,31131,2464,13512,2096,1709,708,3607,1055,8196,1550,0400000US20,1393597,9489,744663,5906,234405,6679,119664,4173,94289,3928,25375,2328,114741,5383,19126,2135,22092,2368,6328,1180,9430,1472,5772,852,22244,2040,11277,1736,18472,2060,14741,1816,3731,987,86777,4475,3716,947,19856,2465,11159,1982,8697,1437,29889,3053,26374,2463,6942,1244,125028,5426,74734,3757,50294,3472,13020,1707,130552,4746,80282,4270,50270,2695,154881,5523,80576,3919,74305,4349,9258,1808,31587,2442,33460,2865,648934,6716,244398,6099,77628,3610,47865,3147,29763,2419,166770,5054,8170,1365,2835,742,4800,1058,13886,1822,5816,1017,63540,3213,11534,1529,56189,3235,37458,2544,18731,1952,132752,4944,26453,2297,5717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
1280,5189,1231,2740,780,57813,3753,25440,2641,43096,2969,309273,7497,104799,4426,204474,6796,2337,620,5110,1134,2806,837,2304,755,75296,4025,51152,3029,24144,2466,2740,830,7802,1359,13602,1890,0400000US21,1878610,13853,1001131,9464,264975,7955,133616,5666,104090,5150,29526,2421,131359,5448,17389,1982,21678,2454,4879,964,13193,1612,5940,914,27947,2641,14689,2013,25644,2483,18727,1996,6917,1173,113812,5001,5811,1337,29223,2822,15064,1906,14159,1970,31512,3058,36046,3292,11220,1632,167470,7015,96780,5314,70690,4304,11271,1790,197488,6431,121032,5841,76456,4224,246115,7125,126636,5012,119479,5490,12929,1711,55555,3819,50995,3633,877479,9719,316319,7211,95091,4040,58461,3325,36630,2997,221228,6197,5929,1075,3302,880,5107,928,19070,2196,7148,1338,83601,4296,11705,1746,85366,4242,53464,3120,31902,2858,169144,5848,34866,3698,7929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
2163,7666,1750,4980,1173,67457,4458,34148,3142,49021,3426,325236,10043,117278,5481,207958,7585,1480,553,8510,1560,5462,1155,3048,1058,38334,3247,22105,2352,16229,2139,1714,769,8809,1739,5706,1214,0400000US22,1853896,14117,976466,8834,245246,5670,111773,4893,87488,4485,24285,2667,133473,5213,11043,1589,28831,2469,10025,1664,9398,1330,13170,1782,21525,2449,11916,1961,27565,2761,19723,2181,7842,1513,128677,5663,4884,1253,34033,2936,16208,2175,17825,2263,40938,3867,38849,3602,9973,1716,156850,5943,98379,5085,58471,3931,9559,1388,230442,7341,154670,6457,75772,4635,205692,6286,95352,4996,110340,4772,15042,1875,49363,3777,45935,3530,877430,10624,304135,7977,90533,4225,56501,2933,34032,2903,213602,6589,5564,1124,3625,907,6201,1203,16191,2158,12263,1807,84025,4391,8921,1295,76812,4140,46685,3281,30127,2986,199735,6659,36463,2582,12646,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
699,1327,653,605,232,20829,2236,11298,1774,17034,1958,109718,3710,37104,2679,72614,3172,1318,515,2198,713,1699,628,499,301,15619,1630,11081,1432,4538,1005,229,134,1635,483,2674,785,0400000US23,664733,6663,347405,3924,96506,4071,41527,2856,32192,2796,9335,1376,54979,3060,7530,1300,9783,1419,3670,881,4785,1112,1746,508,12701,1675,6520,1123,8244,1160,6266,1022,1978,549,46357,3125,2320,806,9756,1197,4928,971,4828,1095,14369,1893,15573,1947,4339,822,58629,3787,35937,3074,22692,1811,11465,1600,70562,3200,47419,2884,23143,1921,63886,3331,31517,2673,32369,2338,3503,871,16620,1859,12246,1526,317328,4581,120689,3782,35726,2697,24545,2241,11181,1493,84963,3472,3159,783,1265,493,2453,570,9183,1254,3018,717,31465,2204,6736,1058,27684,2019,18642,1729,9042,1297,67786,3254,16693,1586,1932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
3139,12953,1877,11001,2152,69601,4666,39960,3604,67490,3902,468644,8951,145020,5590,323624,8294,1172,438,9676,1559,5253,1221,4423,1084,48383,3719,29547,2705,18836,2126,2053,751,8752,1569,8031,1252,0400000US24,2875976,14484,1468555,9159,593067,9408,258636,6597,186985,5734,71651,3684,334431,8421,87491,4761,57488,4561,28338,2678,18516,2355,25088,2127,42881,3419,34038,3061,40591,3403,30416,2759,10175,1656,188694,7282,8851,1778,56692,3787,32009,3365,24683,2651,53051,3883,51112,4290,18988,2514,249730,8667,143514,5528,106216,6327,4958,1116,246857,7219,157173,6730,89684,4485,185249,6709,67051,3929,118198,5368,10899,1593,64876,4165,42423,3541,1407421,10266,631386,9657,226338,7179,131669,5327,94669,4286,405048,9608,44191,3014,11715,1389,24464,2213,29104,2654,23087,2563,126949,5623,29658,2674,115880,5548,80569,4787,35311,2997,248160,8020,47155,3509,23954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1422,9163,1274,3675,903,99251,4908,37719,3418,81592,5188,510355,8892,176746,6062,333609,7789,2347,842,7592,1183,3796,883,3796,839,75624,5072,54297,3650,21327,2829,1510,631,8495,1604,11322,1720,0400000US25,3271037,16159,1683222,11333,650848,10469,289823,8691,209715,6710,80108,5365,361025,9616,80296,4631,65099,3719,30585,2895,18602,2078,25427,2603,62259,3925,32847,3220,45910,2855,35241,2718,10669,1972,236211,8002,10906,1688,55791,3476,33182,2871,22609,2439,73481,5251,74963,5551,21070,2550,299727,7764,180837,7173,118890,5274,4840,1187,254765,7987,175402,7792,79363,4213,236831,7508,120347,5958,116484,5958,12079,1966,63406,4368,40999,3326,1587815,10212,695528,10509,228249,6602,140728,4910,87521,4477,467279,8544,29432,2953,12435,1603,29203,2630,39541,2931,22308,2355,149972,5163,38590,2914,145798,5375,104537,4901,41261,3042,296369,9087,64969,4527,12838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1840,10491,1537,5342,990,159229,5459,65066,3770,127470,5451,752382,11978,255657,6874,496725,9469,4257,867,15445,1941,7262,1109,8183,1555,180379,5431,131466,5031,48913,3179,4878,929,15952,1888,28083,2342,0400000US26,4577409,20270,2404655,12890,740100,8992,331026,6795,248464,6074,82562,4198,409074,8386,62348,3693,116833,5101,19841,2225,25676,2195,20560,1855,65521,3622,40634,2804,57661,2993,45950,2434,11711,1457,311236,8277,10232,1480,65579,3886,33967,2736,31612,2568,101037,4835,104249,4798,30139,3339,400178,8704,253805,7239,146373,5156,17626,1590,376729,8474,224350,7615,152379,5763,558786,10005,331438,8513,227348,7014,19085,2155,108070,4697,100193,4744,2172754,12778,750536,10133,242346,5157,146256,4746,96090,4164,508190,8884,27127,2148,18174,1751,14456,1727,43112,2844,19109,2131,174249,5934,33706,2487,178257,5232,117937,4608,60320,3867,469755,9327,102157,4523,15833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1429,5923,1114,3572,900,81247,4402,32423,2269,77994,4180,433509,7574,142234,4978,291275,6712,4062,643,9106,1470,5340,988,3766,894,84250,3599,62395,3076,21855,1830,2204,696,5233,999,14418,1597,0400000US27,2736118,11490,1435026,7864,488944,7495,240491,5663,179310,5079,61181,3827,248453,5900,54565,2945,49747,2649,16543,1525,17758,1754,13991,1461,40439,2790,24545,2097,30865,1785,24715,1662,6150,770,160925,5472,7837,1507,25782,2323,13700,1756,12082,1278,54766,3190,53724,3714,18816,2157,261891,6804,166242,5785,95649,4125,15108,1328,223391,5680,136879,5218,86512,3668,284767,6690,150322,5017,134445,5314,13198,1429,67776,3568,53471,3398,1301092,9032,509234,7206,173649,5560,99580,4324,74069,3648,335585,5949,21929,1952,7486,1113,13487,1552,33935,2470,14818,1594,102260,3842,26710,2084,114960,4810,73943,3957,41017,2407,260931,7998,59772,3802,9495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
1560,3806,1164,3545,989,42373,3475,19969,2524,31352,2870,196770,6755,73168,4513,123602,4721,2002,805,5336,1304,3836,1108,1500,478,56232,3570,43103,3158,13129,1782,775,403,6395,1504,5959,1184,0400000US28,1206851,11719,631637,8312,147867,5817,69522,3767,53691,3368,15831,1905,78345,4018,8762,1329,13704,1915,5211,1142,7398,1296,5837,1264,16088,2099,5689,1126,15656,2251,9025,1547,6631,1628,70197,4363,2062,781,19677,2346,10361,1735,9316,1630,16086,2236,26437,2828,5935,1396,97820,5517,60879,4424,36941,3459,13686,1938,136019,5828,86772,4573,49247,4151,166048,5956,83330,4829,82718,4452,6774,1365,43313,3561,32631,3114,575214,7973,191397,6126,54902,3425,33989,2802,20913,2350,136495,5478,4478,1028,2337,719,2419,740,9166,1542,5445,1245,53898,3876,5140,1099,53612,3466,34301,3192,19311,2101,123477,5042,22432,2681,7351,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
