GEO_ID,C18036_001E,C18036_001M,C18036_002E,C18036_002M,C18036_003E,C18036_003M,C18036_004E,C18036_004M,C18036_005E,C18036_005M,C18036_006E,C18036_006M,C18036_007E,C18036_007M,C18036_008E,C18036_008M,C18036_009E,C18036_009M,C18036_010E,C18036_010M,C18036_011E,C18036_011M,C18036_012E,C18036_012M,C18036_013E,C18036_013M,C18036_014E,C18036_014M,C18036_015E,C18036_015M,NAME,C18036_001EA,C18036_001MA,C18036_002EA,C18036_002MA,C18036_003EA,C18036_003MA,C18036_004EA,C18036_004MA,C18036_005MA,C18036_005EA,C18036_006EA,C18036_006MA,C18036_007EA,C18036_007MA,C18036_008EA,C18036_008MA,C18036_009EA,C18036_009MA,C18036_010MA,C18036_010EA,C18036_011EA,C18036_011MA,C18036_012EA,C18036_012MA,C18036_013EA,C18036_013MA,C18036_014EA,C18036_014MA,C18036_015MA,C18036_015EA,state
0400000US13,6045994,7200,429752,11269,201673,7614,60820,4575,140853,5843,228079,7352,77325,4169,150754,6776,5616242,11646,2749169,9605,261584,10383,2487585,12953,2867073,9132,389877,11016,2477196,13296,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,796938,3600,41835,3442,22383,2258,5237,1290,17146,1797,19452,2161,6661,1250,12791,1694,755103,5005,368858,3188,24822,2515,344036,3890,386245,3247,34471,3506,351774,4419,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,922187,2620,64204,3747,32227,2789,9048,1402,23179,2442,31977,2149,9588,1471,22389,1946,857983,4336,432276,3836,41877,3372,390399,4659,425707,2611,52364,3328,373343,3814,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8244270,6431,465108,9759,233201,7083,60070,3947,173131,5780,231907,6472,74670,3888,157237,5137,7779162,10697,3856706,8950,317864,10799,3538842,14493,3922456,8139,462281,11637,3460175,12840,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4018490,4336,300492,9043,138316,5905,37029,3307,101287,4921,162176,6182,53921,3725,108255,4911,3717998,9825,1860914,7736,156425,7796,1704489,8154,1857084,7382,222480,8783,1634604,9728,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1854138,2715,119430,5450,57873,3146,17591,2001,40282,2589,61557,3803,21194,2291,40363,2854,1734708,5785,872597,3819,69444,4498,803153,5394,862111,4491,90509,4204,771602,5445,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1731500,3397,108775,4886,53706,3045,16166,2445,37540,2523,55069,3597,19254,2221,35815,2761,1622725,5803,810011,4126,69247,4081,740764,5649,812714,4398,97647,4328,715067,5830,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2704327,4684,334507,8743,159929,6151,53372,4376,106557,4727,174578,5545,69950,4011,104628,5254,2369820,10770,1167957,7485,121611,6194,1046346,9028,1201863,7402,180359,8074,1021504,10692,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2708084,5364,257694,8881,136138,5669,43046,3501,93092,4460,121556,5848,42295,3364,79261,4230,2450390,10705,1171549,7073,130787,6579,1040762,9009,1278841,6921,235957,8316,1042884,10480,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,860094,2300,84034,4064,39447,2525,12530,1822,26917,1622,44587,2806,17977,2086,26610,2014,776060,4641,382077,3231,27995,2360,354082,3905,393983,3315,45042,3447,348941,4951,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3658867,4420,197870,7886,97789,5064,20535,2227,77254,4765,100081,4783,26190,2671,73891,4439,3460997,9275,1658660,6179,82522,5172,1576138,7498,1802337,5870,132827,7495,1669510,8845,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4166219,3897,267361,7626,131103,5906,39270,3101,91833,4858,136258,5147,47842,3690,88416,4792,3898858,9130,1909361,7031,122779,7457,1786582,10433,1989497,6310,178044,8001,1811453,8685,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6510501,5392,531155,12052,255543,7433,76988,4338,178555,5876,275612,7814,92313,4988,183299,6484,5979346,12998,2961973,8171,281096,9845,2680877,13102,3017373,9571,380064,9393,2637309,11705,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3355870,3624,183803,5554,93780,4116,27784,2175,65996,3165,90023,4105,28370,2086,61653,3492,3172067,5914,1595180,4776,111924,4340,1483256,6150,1576887,5341,141472,5919,1435415,7319,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1806568,4030,215161,7454,100773,4647,34989,3555,65784,3853,114388,4810,45082,3356,69306,4178,1591407,8525,766362,6212,100105,5483,666257,8317,825045,5066,164745,7697,660300,8648,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3699545,4536,317540,9001,150306,6233,44009,3587,106297,5458,167234,5554,60616,3750,106618,4937,3382005,10214,1662093,8003,150073,6510,1512020,10177,1719912,6250,204076,8027,1515836,9530,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,607628,2208,47951,3503,26212,2856,8927,1589,17285,2171,21739,1906,7229,1362,14510,1707,559677,4358,278009,3318,26559,2750,251450,4268,281668,2903,39168,2917,242500,3445,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1107752,2245,61196,2915,30665,2155,9695,1354,20970,1729,30531,2325,10805,1462,19726,1885,1046556,3696,527913,3000,41698,3628,486215,4157,518643,2565,57555,3527,461088,3823,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1628280,2730,95920,4816,49272,3218,10875,1680,38397,2831,46648,3645,11732,1938,34916,3013,1532360,5227,780826,4245,53920,3939,726906,5339,751534,4638,79611,5191,671923,5910,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,868592,2003,56662,3750,26789,2477,7851,1461,18938,2026,29873,2811,8393,1511,21480,2083,811930,4268,405021,3305,19973,2583,385048,3975,406909,3513,29324,3104,377585,4200,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5637301,4838,304731,9204,150366,6027,35791,3389,114575,5441,154365,5964,38709,3223,115656,4914,5332570,11274,2625035,8260,146470,7354,2478565,10435,2707535,7097,215966,8887,2491569,9713,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1229975,3348,88595,5057,45153,3426,14045,1988,31108,2915,43442,3112,15321,1689,28121,3048,1141380,6005,555291,4166,74665,5266,480626,5986,586089,4015,103788,5354,482301,5386,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12455783,7936,821724,15504,395893,10114,122026,6105,273867,7326,425831,9968,158288,6423,267543,7768,11634059,17705,5669345,11847,533929,13167,5135416,13757,5964714,11703,764501,15991,5200213,19626,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5649956,7177,489417,12257,231757,8879,67921,3999,163836,7564,257660,8373,87213,5196,170447,7412,5160539,13449,2529360,11156,244637,8845,2284723,13492,2631179,10468,356128,10814,2275051,13625,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,392307,1755,19316,1969,9073,1427,2043,672,7030,1371,10243,1254,3628,856,6615,913,372991,2440,188690,1952,15484,1740,173206,2641,184301,1865,22109,2349,162192,2653,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7305141,5576,579030,11256,277679,8791,81004,4294,196675,7347,301351,7507,109869,4837,191482,6579,6726111,12930,3309096,9203,288643,12156,3020453,15033,3417015,8291,422204,12527,2994811,13723,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2225855,4205,222097,6470,107216,4050,31690,2629,75526,3553,114881,4516,38727,2930,76154,3840,2003758,6731,984533,4677,116177,5567,868356,6491,1019225,5475,163072,6545,856153,7355,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2419752,3607,185075,7645,88861,4788,27137,2968,61724,3681,96214,5324,32409,3152,63805,4754,2234677,7569,1120993,5617,116159,5410,1004834,6772,1113684,5216,139070,6415,974614,7374,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7826515,6295,619621,12148,302166,9025,87875,4733,214291,7229,317455,7211,113122,4579,204333,5883,7206894,14728,3546847,10346,276661,7538,3270186,12170,3660047,8759,395330,11583,3264717,13875,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,681734,1877,51317,3361,24666,2484,5615,1140,19051,2273,26651,2617,7890,1692,18761,2137,630417,3787,309761,3172,22314,3077,287447,4689,320656,2945,35318,3536,285338,4950,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2737862,4461,256384,8067,121186,5514,34907,3279,86279,4454,135198,5698,44565,3712,90633,4795,2481478,8970,1199168,6560,121211,7064,1077957,9181,1282310,6167,189645,7110,1092665,9688,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,480933,1814,25793,2213,12474,1684,3627,865,8847,1374,13319,1639,4390,954,8929,1349,455140,3160,229460,2589,22810,2249,206650,3317,225680,2208,29555,2372,196125,2813,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3885040,5627,399271,9757,189019,6990,58883,4279,130136,6077,210252,6433,79294,4366,130958,5605,3485769,11350,1719888,8787,172907,7420,1546981,11923,1765881,7679,252286,9096,1513595,11068,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,14900148,10085,944107,18553,456636,11266,128327,4830,328309,10094,487471,11557,161300,7110,326171,9142,13956041,20613,6930633,14002,793675,16788,6136958,20877,7025408,12970,1120556,18947,5904852,21516,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1584473,2657,80820,3806,36289,2487,8553,1467,27736,2241,44531,2877,11866,1855,32665,2521,1503653,4634,756724,3687,62855,5018,693869,6135,746929,3223,82901,5108,664028,5544,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,411397,1165,31741,2447,14120,1600,3617,872,10503,1395,17621,1633,6975,1094,10646,1307,379656,2762,188990,2156,11397,1311,177593,2288,190666,2135,17254,1752,173412,2907,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4914694,8782,318221,8676,153859,5968,35184,3651,118675,4983,164362,6946,45934,3959,118428,5839,4596473,11897,2232620,9329,141787,7030,2090833,10847,2363853,8566,211034,8441,2152819,11895,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4195757,5019,314684,9809,149367,6322,45537,4100,103830,5179,165317,6137,54909,3674,110408,5326,3881073,10570,1940981,7613,162610,6915,1778371,8196,1940092,6957,203056,7552,1737036,8654,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1165350,2475,163124,6274,83254,4340,25600,2414,57654,3689,79870,3649,28968,2494,50902,3411,1002226,6582,493331,4720,54049,3850,439282,6101,508895,3970,83791,4788,425104,5833,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3583659,3645,208856,6690,102276,4293,26231,1830,76045,3655,106580,4822,36474,2921,70106,3432,3374803,7724,1696541,5446,132442,6410,1564099,8358,1678262,5756,169366,6612,1508896,8775,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,334706,1925,23098,2714,11695,1824,2756,791,8939,1478,11403,1577,3372,823,8031,1297,311608,2909,158074,2387,9913,1722,148161,2552,153534,2136,14321,2112,139213,2749,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2496973,3030,318697,9239,160721,5984,98158,5383,62563,3495,157976,5647,94274,4095,63702,3607,2178276,9300,1027601,6154,373311,8776,654290,10955,1150675,5756,481981,10542,668694,11033,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
