GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,NAME,B25074_001MA,B25074_001EA,B25074_002MA,B25074_002EA,B25074_003EA,B25074_003MA,B25074_004EA,B25074_004MA,B25074_005MA,B25074_005EA,B25074_006MA,B25074_006EA,B25074_007MA,B25074_007EA,B25074_008EA,B25074_008MA,B25074_009EA,B25074_009MA,B25074_010EA,B25074_010MA,B25074_011MA,B25074_011EA,B25074_012MA,B25074_012EA,B25074_013MA,B25074_013EA,B25074_014EA,B25074_014MA,B25074_015EA,B25074_015MA,B25074_016MA,B25074_016EA,B25074_017MA,B25074_017EA,B25074_018MA,B25074_018EA,B25074_019EA,B25074_019MA,B25074_020EA,B25074_020MA,B25074_021EA,B25074_021MA,B25074_022MA,B25074_022EA,B25074_023MA,B25074_023EA,B25074_024MA,B25074_024EA,B25074_025EA,B25074_025MA,B25074_026EA,B25074_026MA,B25074_027MA,B25074_027EA,B25074_028MA,B25074_028EA,B25074_029MA,B25074_029EA,B25074_030EA,B25074_030MA,B25074_031EA,B25074_031MA,B25074_032EA,B25074_032MA,B25074_033MA,B25074_033EA,B25074_034MA,B25074_034EA,B25074_035MA,B25074_035EA,B25074_036EA,B25074_036MA,B25074_037EA,B25074_037MA,B25074_038MA,B25074_038EA,B25074_039MA,B25074_039EA,B25074_040MA,B25074_040EA,B25074_041EA,B25074_041MA,B25074_042EA,B25074_042MA,B25074_043MA,B25074_043EA,B25074_044MA,B25074_044EA,B25074_045MA,B25074_045EA,B25074_046EA,B25074_046MA,B25074_047EA,B25074_047MA,B25074_048EA,B25074_048MA,B25074_049MA,B25074_049EA,B25074_050MA,B25074_050EA,state
0400000US01,506786,9952,120365,5724,1755,599,2759,899,5185,1103,5176,1044,77739,4266,27751,2793,114881,5169,6825,1304,6982,1203,7465,1421,9839,1821,67817,4487,15953,2183,118204,5323,18082,2192,23538,2869,23034,2860,16314,2018,23317,2477,13919,1563,67194,4582,31436,2716,14739,2062,7344,1395,4007,1158,2582,976,7086,973,55203,4257,37887,3266,7900,1890,1622,711,117,116,709,374,6968,1384,18255,2583,15195,2259,889,453,323,342,295,363,0,265,1553,599,12684,1825,11071,1830,158,149,0,265,0,265,63,104,1392,520,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,81629,2772,5784,1042,0,235,0,235,19,30,17,31,3665,915,2083,609,12451,1828,451,345,587,372,503,318,1181,433,8802,1526,927,318,16576,1984,786,359,1117,477,1595,550,2410,767,8629,1660,2039,544,16096,1919,2703,671,3484,1040,3445,1024,2574,980,1390,593,2500,781,15705,1703,6438,1252,3311,947,1830,703,961,512,1031,653,2134,652,8096,1361,4664,984,1149,529,1462,619,42,79,156,256,623,279,6921,1132,5664,1065,206,198,0,235,0,235,0,235,1051,414,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701951,12863,92328,6052,975,489,2054,958,3734,1051,2044,731,66218,5025,17303,2357,117551,6460,2817,964,3278,1127,5417,1512,6023,1419,90973,6127,9043,1610,177296,8913,10965,1836,19679,3041,27016,2790,32198,3417,76811,5239,10627,1790,124080,6636,33164,3948,29361,3377,24306,2411,15200,2291,16438,2107,5611,1357,112467,6001,58730,4027,25324,3000,14632,2221,6546,1521,3204,1037,4031,1032,40898,3515,32252,3475,5895,1278,533,252,499,409,467,346,1252,592,37331,3596,33505,3553,1786,642,446,383,190,249,216,153,1188,558,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350016,7559,75835,4658,1261,578,1471,546,2663,803,3411,1173,51332,3897,15697,1939,81597,5559,3332,872,3729,997,7100,1482,7737,1674,50246,4322,9453,1404,85702,3908,13798,1844,15726,1804,15538,2080,13040,1997,17004,2586,10596,1447,50557,3589,24582,2742,11122,1675,5240,1222,2861,1011,1457,588,5295,1296,37367,3163,25207,2600,5462,1457,1115,582,420,411,565,501,4598,939,11393,1935,10031,1881,309,220,66,114,0,257,0,257,987,477,7565,1598,6795,1622,0,257,0,257,0,257,0,257,770,428,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5049030,24989,513335,11365,2273,824,3195,833,14206,1993,14650,2152,376002,11463,103009,5134,816852,15211,15200,2309,17572,1917,48956,3643,39586,3036,664053,13475,31485,3057,1048095,15866,40629,3891,47644,4243,92693,5590,123041,6489,705668,13332,38420,2880,815974,15289,83252,4655,128011,6296,166452,6490,137575,6463,275806,8501,24878,2501,893536,15741,258879,8907,215930,7669,165970,7517,104645,5529,122118,6094,25994,2682,448496,12011,237110,8163,102805,5799,53684,4036,21889,2926,19723,2775,13285,1920,512742,12822,394395,11062,69039,4273,21492,2238,7733,1507,5673,1467,14410,2070,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,577567,10807,85289,4560,1915,905,1341,569,4877,1066,2061,710,58610,3956,16485,2094,101515,4964,3220,1065,3609,1064,5805,1198,5781,1373,78745,4237,4355,1005,148041,6600,8313,1381,18845,2253,23375,3075,22626,2320,67968,4456,6914,1445,98838,5873,24696,3017,23840,2312,20338,2887,11761,1624,14426,2104,3777,925,86743,5338,42908,3991,21067,2285,10775,1823,4797,1391,3923,1178,3273,888,31427,3435,23009,3304,4636,1075,1295,657,485,279,756,400,1246,518,25714,2474,22374,2372,1207,541,179,181,210,279,47,77,1697,759,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,404061,6979,56511,3641,892,501,1298,628,4103,875,3316,928,40025,3189,6877,1346,66629,4060,3430,937,2980,789,6734,1251,4782,1013,45885,3176,2818,766,84384,4578,3691,869,6504,1519,9602,1500,13198,1813,47814,3778,3575,963,65332,3999,7207,1502,13801,1921,17634,2272,10931,1699,14061,1930,1698,610,68192,4059,30907,3123,15762,2091,8939,1773,5078,1396,5109,1303,2397,896,29988,2488,21039,2064,4897,1152,1957,802,558,454,669,397,868,397,33025,2821,26781,2686,2509,620,1239,600,408,330,440,308,1648,577,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,81916,3849,12565,1818,161,235,480,424,541,278,249,195,8991,1618,2143,542,13103,2000,798,350,618,355,1016,497,452,333,9457,1709,762,444,15839,2040,1059,588,1180,535,1382,504,2894,958,8832,1587,492,253,15705,2476,1605,779,4460,1137,2955,882,3232,1069,2580,1061,873,428,13421,1940,7542,1410,2754,1056,1766,730,413,259,406,306,540,310,7042,1411,6297,1399,414,348,102,108,0,261,135,175,94,99,4241,1108,3831,1040,286,334,0,261,0,261,0,261,124,140,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,135870,4564,27484,3034,567,386,1090,596,1924,762,1516,756,17727,2401,4660,1310,16820,2594,1534,577,516,321,1676,647,807,434,12176,1999,111,129,23960,2384,2979,1063,1552,508,3254,907,2826,964,12845,1909,504,314,19854,2028,2919,807,4329,983,4248,1065,2426,708,5468,1252,464,351,22368,2264,8935,1431,5368,1130,3521,924,1588,610,2383,750,573,585,10166,1779,5943,1308,1709,723,1021,517,881,517,376,323,236,209,15218,1933,10632,1480,2638,973,988,555,229,219,301,310,430,210,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2111941,22368,293592,8891,2154,885,3527,915,13105,1859,11009,1965,195376,7553,68421,4656,376024,9915,8810,1484,7738,1389,11437,2058,17385,2493,307708,8948,22946,2224,525556,11954,22764,2853,34236,3592,61414,4899,76742,5364,305951,9856,24449,2888,362505,10723,54477,4277,77881,4807,83717,4574,56997,4108,72690,5257,16743,2092,323206,9553,130949,6966,86660,6403,46845,3516,24743,3013,21091,2587,12918,2052,127117,6914,85074,5889,22643,2687,8273,1677,3054,910,2394,789,5679,1232,103941,6823,83897,6174,9709,1559,3268,1019,1187,515,1044,461,4836,1085,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
