GEO_ID,B18042_001E,B18042_001M,B18042_002E,B18042_002M,B18042_003E,B18042_003M,B18042_004E,B18042_004M,B18042_005E,B18042_005M,B18042_006E,B18042_006M,B18042_007E,B18042_007M,NAME,B18042_001MA,B18042_001EA,B18042_002EA,B18042_002MA,B18042_003MA,B18042_003EA,B18042_004MA,B18042_004EA,B18042_005MA,B18042_005EA,B18042_006MA,B18042_006EA,B18042_007EA,B18042_007MA,state
0400000US01,24438,416,17993,1002,21384,1294,13264,1693,24970,362,31131,275,19213,469,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29979,1168,18586,4983,20963,10139,17488,3443,30399,535,37163,1203,24209,1134,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27365,257,19029,1237,22033,2119,17012,1407,27756,354,31816,292,23149,445,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22209,226,16399,1097,20524,1305,13679,1499,22605,341,28007,620,18225,429,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29822,214,21551,479,24243,991,19065,1140,30135,105,35022,227,24385,227,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29688,448,19453,1747,23704,2726,15825,1767,30159,226,35444,365,24007,443,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,34321,609,22478,2194,24520,3948,20949,2801,34965,509,41942,446,27943,739,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30898,513,19970,3257,19798,3991,20205,4719,31335,526,37060,1001,26145,872,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36701,984,20855,2903,23445,5929,18298,5661,37233,1264,39920,1838,35778,1415,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26569,145,19725,938,22792,1527,16473,992,26857,153,31278,176,22493,197,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,26996,199,18243,1523,22009,1392,15780,755,27319,205,32121,221,22439,295,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30150,558,21211,2521,26040,4655,17346,4706,30445,495,35421,799,26151,644,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23541,479,14350,3252,18671,2396,10735,1588,24031,482,30001,608,17662,586,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,29604,273,20111,836,24827,2373,16887,1051,30039,179,36256,240,23308,328,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26477,197,17153,883,21346,1074,13608,1227,26867,206,33221,390,21072,231,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25310,216,14158,1470,17459,3007,12232,1076,25719,225,31156,296,20690,278,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25684,278,16216,1648,20179,2356,13344,2228,26058,273,31641,347,20629,327,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24901,314,16910,1106,20764,1266,12448,1547,25435,255,30973,340,20544,317,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23334,385,16331,789,21101,2180,12470,1466,23884,387,31595,286,17325,309,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25180,344,15382,1586,18218,3410,12905,1982,25599,333,31184,452,20789,427,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35657,310,25998,1203,31279,1975,22055,980,35985,317,41686,359,30693,326,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,32799,452,20823,1382,28688,3132,16129,1454,33435,437,41246,280,27060,351,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27002,181,17459,1058,21531,1178,14476,1285,27380,197,35247,330,21246,178,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30221,144,17539,1400,19350,2197,16112,1333,30563,148,36938,307,24277,356,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22221,260,15806,901,20817,1762,13113,1298,22614,406,28121,766,18031,487,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25399,207,16319,1126,20520,1379,13407,2184,25829,209,31344,243,21057,249,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21408,377,12221,1709,21117,5164,8656,1905,21786,387,27724,1203,16973,635,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25039,303,15452,1242,20494,2343,11554,1257,25408,285,30764,371,20600,334,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30258,227,23717,1712,25860,1920,22328,2674,30465,238,34980,783,25785,380,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31055,370,20172,2764,25537,4047,16300,2023,31360,365,39586,1084,24997,575,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,35559,275,24640,1646,30008,3191,20603,1702,35898,278,42887,800,28933,551,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22274,396,14304,2401,16769,3505,12849,2333,22655,585,27937,1106,18597,734,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30539,133,20283,597,22497,1399,18322,910,30818,134,36033,237,26048,176,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,25319,169,17935,1083,22106,1454,14686,903,25640,184,30458,226,21265,202,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,23521,593,12623,1880,18034,4421,10747,1897,24049,630,30786,538,18234,967,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26462,156,17606,882,21717,1312,15521,790,26835,155,32936,394,21318,174,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22773,368,16356,880,20723,1625,13270,1166,23311,367,29091,957,18501,444,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25509,314,16086,958,18042,1984,13583,2364,25998,295,31414,381,21128,305,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,27283,133,17791,935,21185,1021,15287,985,27733,224,34467,336,22049,158,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28144,1031,21487,1635,22058,1972,20535,4049,28754,1064,34961,1298,23129,926,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24679,273,16815,1143,20834,1834,13986,1636,25094,201,30283,275,20575,260,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23679,548,13583,2171,16622,2456,11296,1234,24147,575,28057,858,20302,479,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25102,203,16776,989,20805,1060,13042,1334,25475,203,30739,245,20829,229,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25097,137,17732,677,21807,871,14299,824,25396,139,30383,170,20518,142,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23615,418,17371,1552,23284,3534,14313,1901,23936,442,31685,485,16337,419,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25713,450,16060,2593,17655,4794,15205,4718,26122,444,30845,620,21722,549,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31025,213,20743,975,26508,1888,16676,1043,31315,218,37351,328,25597,312,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,29784,427,20617,834,24574,2607,16682,1163,30247,227,36873,380,23086,349,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22680,534,14737,1110,21770,3286,11868,973,23298,581,29988,773,17645,603,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27262,202,15898,1193,19349,1993,13226,1777,27666,289,34664,465,21932,214,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25226,725,16827,5861,22964,14471,13613,2734,25638,716,33898,1784,18651,1057,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14275,207,12674,703,12977,949,12387,922,14402,224,14511,270,14273,313,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
