GEO_ID,C20005H_001E,C20005H_001M,C20005H_002E,C20005H_002M,C20005H_003E,C20005H_003M,C20005H_004E,C20005H_004M,C20005H_005E,C20005H_005M,C20005H_006E,C20005H_006M,C20005H_007E,C20005H_007M,C20005H_008E,C20005H_008M,C20005H_009E,C20005H_009M,C20005H_010E,C20005H_010M,C20005H_011E,C20005H_011M,C20005H_012E,C20005H_012M,C20005H_013E,C20005H_013M,C20005H_014E,C20005H_014M,C20005H_015E,C20005H_015M,C20005H_016E,C20005H_016M,C20005H_017E,C20005H_017M,C20005H_018E,C20005H_018M,C20005H_019E,C20005H_019M,C20005H_020E,C20005H_020M,C20005H_021E,C20005H_021M,C20005H_022E,C20005H_022M,C20005H_023E,C20005H_023M,C20005H_024E,C20005H_024M,C20005H_025E,C20005H_025M,C20005H_026E,C20005H_026M,C20005H_027E,C20005H_027M,C20005H_028E,C20005H_028M,C20005H_029E,C20005H_029M,C20005H_030E,C20005H_030M,C20005H_031E,C20005H_031M,C20005H_032E,C20005H_032M,C20005H_033E,C20005H_033M,C20005H_034E,C20005H_034M,C20005H_035E,C20005H_035M,C20005H_036E,C20005H_036M,C20005H_037E,C20005H_037M,C20005H_038E,C20005H_038M,C20005H_039E,C20005H_039M,NAME,C20005H_001MA,C20005H_001EA,C20005H_002MA,C20005H_002EA,C20005H_003EA,C20005H_003MA,C20005H_004EA,C20005H_004MA,C20005H_005MA,C20005H_005EA,C20005H_006MA,C20005H_006EA,C20005H_007MA,C20005H_007EA,C20005H_008EA,C20005H_008MA,C20005H_009EA,C20005H_009MA,C20005H_010MA,C20005H_010EA,C20005H_011MA,C20005H_011EA,C20005H_012MA,C20005H_012EA,C20005H_013EA,C20005H_013MA,C20005H_014EA,C20005H_014MA,C20005H_015MA,C20005H_015EA,C20005H_016MA,C20005H_016EA,C20005H_017MA,C20005H_017EA,C20005H_018EA,C20005H_018MA,C20005H_019EA,C20005H_019MA,C20005H_020MA,C20005H_020EA,C20005H_021MA,C20005H_021EA,C20005H_022MA,C20005H_022EA,C20005H_023MA,C20005H_023EA,C20005H_024EA,C20005H_024MA,C20005H_025EA,C20005H_025MA,C20005H_026MA,C20005H_026EA,C20005H_027MA,C20005H_027EA,C20005H_028MA,C20005H_028EA,C20005H_029EA,C20005H_029MA,C20005H_030EA,C20005H_030MA,C20005H_031MA,C20005H_031EA,C20005H_032MA,C20005H_032EA,C20005H_033MA,C20005H_033EA,C20005H_034MA,C20005H_034EA,C20005H_035EA,C20005H_035MA,C20005H_036EA,C20005H_036MA,C20005H_037EA,C20005H_037MA,C20005H_038EA,C20005H_038MA,C20005H_039MA,C20005H_039EA,state
0400000US01,2559781,2960,1236791,1884,624967,7628,113,134,624854,7645,10463,1342,55788,3074,100444,5107,198230,6961,141972,5772,117957,4280,611824,7442,328069,6440,283755,6243,128525,4654,55820,3632,31285,2997,36621,2959,17749,1973,13755,1773,1322990,2139,394247,6407,52,87,394195,6417,9729,1524,80515,4394,103144,5041,123766,5105,54188,3216,22853,2244,928743,6972,565141,7673,363602,7947,195322,6484,81870,4094,31854,2824,41955,2895,8636,1429,3965,885,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,354538,1222,185460,1011,88611,3204,0,235,88611,3204,1440,541,4051,1072,10302,1712,25107,2097,23004,1950,24707,2263,96849,3204,28051,1689,68798,3300,20876,2134,11443,1740,8119,1134,12361,1463,9668,1626,6331,935,169078,640,55765,2870,0,235,55765,2870,1018,449,4368,1280,10285,1590,21785,2248,13095,1492,5214,1009,113313,2924,45615,2780,67698,2857,28752,2429,12627,1560,8620,1293,10003,1508,5788,1196,1908,570,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3026047,3080,1477700,1984,702096,9191,104,120,701992,9192,10590,1842,48439,3903,89731,5203,212805,7307,161288,5993,179139,5795,775604,9316,411138,6164,364466,10206,147761,5946,73256,5034,41609,3413,46270,3327,28119,2659,27451,2387,1548347,2288,483979,8177,106,126,483873,8169,9424,1539,56367,3878,103225,5649,170003,6281,91415,4375,53439,3157,1064368,8724,619348,9354,445020,8719,191288,6712,106564,5707,48511,2917,62803,3849,24951,2509,10903,1501,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1729667,2284,837650,1881,393473,6323,117,117,393356,6331,8146,1384,46602,3397,81062,4362,129278,4599,71443,3604,56825,2563,444177,6571,235689,5480,208488,6475,94141,4669,42945,3297,25019,2420,26364,2312,11987,1640,8032,1110,892017,1787,271064,6310,101,122,270963,6323,8162,1393,67902,3750,77481,4066,80001,3999,27042,2168,10375,1527,620953,6412,356859,5914,264094,6172,143629,5427,63189,3833,21350,2150,26551,1837,7199,1051,2176,652,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13033221,9997,6407736,6512,3010095,21624,730,404,3009365,21586,38129,2768,157954,7425,260413,8491,675475,11890,735905,12659,1141489,14414,3397641,22147,1642619,14921,1755022,17260,613033,11527,301994,8482,188133,8360,246127,6084,182583,6064,223152,6231,6625485,6364,1915394,15987,491,296,1914903,15942,37293,3107,164684,6153,268230,8418,601010,10142,446891,11396,396795,8790,4710091,16900,2555784,17990,2154307,17402,849223,12779,441292,9576,262833,7288,291853,7063,191136,6418,117970,6001,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2766912,3064,1366107,2127,720357,9025,192,167,720165,9038,14561,2238,41716,3420,83160,4425,206894,6960,178432,6158,195402,5182,645750,9340,248677,5417,397073,8561,156956,5606,72308,4372,50637,4341,53701,3337,31093,2791,32378,2714,1400805,2450,471072,7747,0,271,471072,7747,11392,1617,47931,3264,88996,4748,170675,5751,97129,4718,54949,3118,929733,8158,423314,6293,506419,7094,222722,5770,113119,5181,59938,2961,69680,3864,28898,2229,12062,1365,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2135655,4130,1021716,2544,532956,6146,129,113,532827,6142,6123,1041,18638,2448,42648,3386,135388,4615,148721,5369,181309,5792,488760,6992,222005,4794,266755,6208,110533,5004,44709,3407,26133,2630,34016,2439,24841,2111,26523,1978,1113939,2288,349363,6465,49,80,349314,6481,4807,1100,20694,2248,53854,3551,123486,5205,88208,3856,58265,3537,764576,7262,388056,6470,376520,6330,150328,4464,80024,3549,51315,3566,48438,3199,32575,2428,13840,1545,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,481074,1101,230659,993,117829,2677,76,128,117753,2669,741,352,6281,1185,13041,1597,38078,2558,31269,2476,28343,2079,112830,2725,55580,2288,57250,2730,25020,2015,11939,1603,5930,1072,7923,1513,3651,811,2787,677,250415,617,83836,3685,58,93,83778,3681,1487,565,7407,1371,18614,2351,32251,2176,15558,1947,8461,1520,166579,3865,90954,3200,75625,3370,36182,2442,14943,1877,8780,1210,9181,1314,4924,1073,1615,482,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,166859,515,82015,434,48306,2132,0,292,48306,2132,149,132,2062,972,3404,1117,7682,1142,10823,1485,24186,1633,33709,2167,11150,1672,22559,2134,6955,1745,3044,979,2807,837,3047,918,2180,592,4526,938,84844,296,39154,1957,0,292,39154,1957,128,149,1314,697,1296,519,9233,1484,10680,1493,16503,1654,45690,1998,15960,1410,29730,2078,11688,1644,4236,1055,2736,805,5444,1147,2431,670,3195,814,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9279626,6967,4491316,5406,2060355,14957,725,469,2059630,15053,25862,2540,167442,7281,323423,10243,645089,12304,451948,9426,445866,9717,2430961,14603,1396050,9745,1034911,13358,409199,8739,210237,8102,122020,5419,137093,5226,75718,4431,80644,3999,4788310,4506,1420189,13518,490,271,1419699,13530,28959,2943,186532,7854,342960,9406,505711,10896,224780,8078,130757,6003,3368121,15138,2086870,15299,1281251,14237,569758,11458,302375,7888,147326,5828,169229,6374,61838,3374,30725,2633,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
