GEO_ID,B18034_001E,B18034_001M,B18034_002E,B18034_002M,B18034_003E,B18034_003M,B18034_004E,B18034_004M,B18034_005E,B18034_005M,B18034_006E,B18034_006M,B18034_007E,B18034_007M,B18034_008E,B18034_008M,B18034_009E,B18034_009M,B18034_010E,B18034_010M,B18034_011E,B18034_011M,B18034_012E,B18034_012M,B18034_013E,B18034_013M,B18034_014E,B18034_014M,B18034_015E,B18034_015M,B18034_016E,B18034_016M,B18034_017E,B18034_017M,B18034_018E,B18034_018M,B18034_019E,B18034_019M,B18034_020E,B18034_020M,B18034_021E,B18034_021M,B18034_022E,B18034_022M,B18034_023E,B18034_023M,B18034_024E,B18034_024M,B18034_025E,B18034_025M,B18034_026E,B18034_026M,B18034_027E,B18034_027M,B18034_028E,B18034_028M,B18034_029E,B18034_029M,B18034_030E,B18034_030M,B18034_031E,B18034_031M,B18034_032E,B18034_032M,B18034_033E,B18034_033M,B18034_034E,B18034_034M,B18034_035E,B18034_035M,B18034_036E,B18034_036M,B18034_037E,B18034_037M,B18034_038E,B18034_038M,B18034_039E,B18034_039M,B18034_040E,B18034_040M,B18034_041E,B18034_041M,B18034_042E,B18034_042M,B18034_043E,B18034_043M,B18034_044E,B18034_044M,B18034_045E,B18034_045M,B18034_046E,B18034_046M,B18034_047E,B18034_047M,B18034_048E,B18034_048M,B18034_049E,B18034_049M,B18034_050E,B18034_050M,B18034_051E,B18034_051M,B18034_052E,B18034_052M,B18034_053E,B18034_053M,B18034_054E,B18034_054M,B18034_055E,B18034_055M,NAME,B18034_001MA,B18034_001EA,B18034_002EA,B18034_002MA,B18034_003EA,B18034_003MA,B18034_004EA,B18034_004MA,B18034_005MA,B18034_005EA,B18034_006MA,B18034_006EA,B18034_007EA,B18034_007MA,B18034_008EA,B18034_008MA,B18034_009EA,B18034_009MA,B18034_010MA,B18034_010EA,B18034_011MA,B18034_011EA,B18034_012MA,B18034_012EA,B18034_013EA,B18034_013MA,B18034_014EA,B18034_014MA,B18034_015MA,B18034_015EA,B18034_016MA,B18034_016EA,B18034_017MA,B18034_017EA,B18034_018EA,B18034_018MA,B18034_019EA,B18034_019MA,B18034_020MA,B18034_020EA,B18034_021MA,B18034_021EA,B18034_022MA,B18034_022EA,B18034_023MA,B18034_023EA,B18034_024EA,B18034_024MA,B18034_025MA,B18034_025EA,B18034_026MA,B18034_026EA,B18034_027MA,B18034_027EA,B18034_028MA,B18034_028EA,B18034_029EA,B18034_029MA,B18034_030MA,B18034_030EA,B18034_031MA,B18034_031EA,B18034_032MA,B18034_032EA,B18034_033MA,B18034_033EA,B18034_034MA,B18034_034EA,B18034_035EA,B18034_035MA,B18034_036MA,B18034_036EA,B18034_037MA,B18034_037EA,B18034_038MA,B18034_038EA,B18034_039MA,B18034_039EA,B18034_040EA,B18034_040MA,B18034_041MA,B18034_041EA,B18034_042MA,B18034_042EA,B18034_043MA,B18034_043EA,B18034_044MA,B18034_044EA,B18034_045MA,B18034_045EA,B18034_046EA,B18034_046MA,B18034_047MA,B18034_047EA,B18034_048MA,B18034_048EA,B18034_049MA,B18034_049EA,B18034_050MA,B18034_050EA,B18034_051EA,B18034_051MA,B18034_052MA,B18034_052EA,B18034_053MA,B18034_053EA,B18034_054MA,B18034_054EA,B18034_055MA,B18034_055EA,state
0400000US01,4183331,3707,176570,6359,70218,4071,4457,1064,2368,805,2089,723,1145,663,408,414,737,475,38105,2887,11069,1498,27036,2637,26511,1883,3565,948,22946,1767,106352,4640,2042,699,1009,554,1033,404,1212,659,170,168,1042,593,51567,3684,17065,1882,34502,3316,51531,3260,9462,1565,42069,3047,4006761,7263,1936901,6583,348987,3812,74214,4505,274773,5789,162123,5093,33732,3149,128391,4824,1209299,5893,128187,6827,1081112,8461,216492,2386,17643,1899,198849,3227,2069860,5698,325810,3437,75026,4950,250784,5601,150986,5404,38092,3405,112894,4932,1303589,5997,211729,6304,1091860,7703,289475,3245,42761,2390,246714,3466,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,14326,2117,5851,1235,505,375,180,244,325,316,359,315,29,52,330,312,3443,925,638,408,2805,846,1544,543,96,111,1448,522,8475,1634,267,233,0,235,267,233,57,78,0,235,57,78,4992,1251,1678,806,3314,934,3159,852,701,347,2458,709,582866,2862,296223,2499,55989,1470,9093,1708,46896,1974,25591,1997,2251,757,23340,1980,196411,2584,16435,2141,179976,2722,18232,778,419,201,17813,814,286643,2410,49975,1581,7325,1708,42650,1951,24405,1686,3228,834,21177,1875,192123,2375,20477,2540,171646,3345,20140,1067,614,302,19526,1155,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,149282,7000,61376,4056,4818,1284,1660,817,3158,1012,1357,779,534,459,823,628,31470,2816,7955,1720,23515,2516,23731,2535,2967,1013,20764,2354,87906,4990,3222,957,698,430,2524,824,1606,570,474,260,1132,518,39373,3224,11610,1935,27763,2390,43705,3426,6018,1473,37687,2931,5420668,13083,2702218,8564,482617,3564,85929,5393,396688,6129,214684,6386,45535,3639,169149,5857,1680925,6869,174058,8806,1506867,8819,323992,2855,19336,2136,304656,3597,2718450,6495,460155,3524,86273,6183,373882,6191,192912,5752,47353,4118,145559,5882,1680567,4965,226991,8767,1453576,9537,384816,3722,33627,2895,351189,3972,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,109211,5581,44915,3023,1491,501,931,380,560,289,644,349,173,165,471,301,26560,2443,9144,1623,17416,1875,16220,1579,1725,530,14495,1512,64296,3849,1707,653,924,466,783,521,567,367,164,228,403,292,31731,2877,10593,1681,21138,2171,30291,2287,6820,1149,23471,1985,2423380,5775,1182659,4971,207270,3233,46534,3557,160736,4201,92839,4039,18229,2485,74610,3687,741353,5234,85797,5010,655556,6320,141197,1957,9668,1140,131529,2073,1240721,4749,196542,3071,45671,3697,150871,4379,85829,3912,23813,2671,62016,3218,776462,4457,127583,5724,648879,6917,181888,2787,27196,2077,154692,3400,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,940419,16722,384381,9664,29084,2942,8419,1517,20665,2377,10874,1647,2439,872,8435,1311,188251,7909,51098,3741,137153,6973,156172,6136,18110,2184,138062,5809,556038,12044,17655,2129,4115,1053,13540,1987,7874,1499,1483,764,6391,1319,224714,8237,63017,4395,161697,7191,305795,8243,44439,3335,261356,7607,32029405,17919,15939247,12553,2869521,9762,515522,15085,2353999,17011,1316300,11411,231701,9260,1084599,13182,10269794,12981,967073,21820,9302721,21474,1483632,7129,95689,5021,1387943,8227,16090158,15711,2751979,7578,493044,14525,2258935,14841,1245754,11720,257625,9039,988129,12710,10229925,12346,1270041,23063,8959884,24608,1862500,8900,161332,6427,1701168,10490,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,91122,5354,38879,3074,1921,754,247,215,1674,721,1353,527,130,161,1223,510,23220,2497,6559,1310,16661,2064,12385,1341,1747,691,10638,1239,52243,4034,1112,476,200,193,912,425,542,280,0,271,542,280,24987,3028,6440,1439,18547,2284,25602,2333,4263,905,21339,2125,4212648,6338,2106374,4836,350815,3073,53160,4005,297655,4918,151489,5168,25847,3511,125642,4649,1413633,5790,125923,5649,1287710,7391,190437,2010,10359,1449,180078,2064,2106274,5303,336542,3078,49680,4320,286862,4594,144199,4585,32298,2948,111901,4313,1392878,4749,155951,6753,1236927,7128,232655,2345,22130,1965,210525,2812,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,79906,4129,31503,2489,2095,742,324,280,1771,703,469,275,99,115,370,248,15138,1824,3124,1019,12014,1580,13801,1656,1359,565,12442,1540,48403,3287,1516,640,83,142,1433,631,430,413,0,269,430,413,19484,2095,5296,1195,14188,1639,26973,2251,1978,580,24995,2159,3108203,4922,1510014,3386,256465,2350,26724,2960,229741,3639,109854,3512,11895,1748,97959,3566,971693,2855,53959,3884,917734,4733,172002,2033,8515,1285,163487,2212,1598189,4275,246572,2527,26517,3108,220055,3569,99467,3118,11147,1812,88320,3162,1021298,3412,88947,4731,932351,5579,230852,2299,15262,1718,215590,2652,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,22555,2308,11424,1708,783,392,181,156,602,370,141,173,0,261,141,173,7403,1543,1953,851,5450,1221,3097,732,14,24,3083,735,11131,1471,60,105,0,261,60,105,0,261,0,261,0,261,5503,930,1299,474,4204,894,5568,1086,568,413,5000,1038,746868,2359,359802,2296,60760,1178,10480,2225,50280,2267,27832,1809,4146,1271,23686,2058,226724,2233,15939,2673,210785,3218,44486,1002,2051,804,42435,962,387066,1961,59295,1516,8758,1732,50537,2068,25416,1989,5023,1399,20393,1607,245482,1853,27143,2712,218339,3033,56873,1234,4974,1084,51899,1516,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,16361,1483,6267,1176,519,378,131,151,388,352,247,255,192,243,55,89,3203,864,1622,725,1581,621,2298,688,620,427,1678,590,10094,1291,121,141,54,89,67,111,102,124,66,109,36,60,3377,820,1835,631,1542,601,6494,1315,1767,686,4727,1195,498838,2048,231138,2247,33272,974,12054,1748,21218,1868,13607,1345,3994,952,9613,1342,160711,2348,21021,2470,139690,2659,23548,721,2090,513,21458,806,267700,2790,31947,1049,11560,1670,20387,1788,14720,1756,5394,1416,9326,1440,185119,1903,30333,2956,154786,3456,35914,1466,5881,1094,30033,1618,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,546652,12989,220865,8419,13573,2106,3951,1226,9622,1591,4541,1257,1211,651,3330,999,112800,6426,35778,3187,77022,5011,89951,4346,15758,2366,74193,4027,325787,9545,6563,1491,2365,770,4198,1109,3815,993,1198,606,2617,838,136581,6698,44424,3728,92157,5216,178828,6800,33124,3114,145704,6697,15999695,13494,7803744,11681,1196705,6903,199992,9963,996713,10453,559567,9219,89505,5505,470062,9475,4846072,12345,414854,11923,4431218,14626,1201400,4831,85060,4318,1116340,6357,8195951,12918,1159188,5874,185700,8902,973488,9494,524736,8859,110336,6587,414400,8737,5030447,9366,616020,14524,4414427,17993,1481580,7236,163318,6588,1318262,9431,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
