GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001EA,B19001A_001MA,B19001A_002MA,B19001A_002EA,B19001A_003MA,B19001A_003EA,B19001A_004MA,B19001A_004EA,B19001A_005EA,B19001A_005MA,B19001A_006EA,B19001A_006MA,B19001A_007MA,B19001A_007EA,B19001A_008MA,B19001A_008EA,B19001A_009MA,B19001A_009EA,B19001A_010MA,B19001A_010EA,B19001A_011EA,B19001A_011MA,B19001A_012MA,B19001A_012EA,B19001A_013MA,B19001A_013EA,B19001A_014MA,B19001A_014EA,B19001A_015MA,B19001A_015EA,B19001A_016EA,B19001A_016MA,B19001A_017MA,B19001A_017EA,state
0400000US01,1300598,7693,113936,5730,85601,3611,79230,4091,83344,4063,76746,3947,77686,4649,69247,4578,67039,3833,60432,3490,112216,4058,139440,5526,146546,5324,81122,4471,39318,2931,34247,2446,34448,2650,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,171704,2821,5938,1074,7321,1202,4731,1000,6446,1092,7298,1156,7556,1244,7694,1204,8436,1309,7464,1249,14622,1651,21683,2088,27816,2359,16472,1618,11119,1494,10674,1275,6434,944,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1825775,10426,116380,5725,93552,5027,94892,4965,113136,5393,100450,5328,110255,5348,105940,5600,98318,4580,86488,3987,157930,6414,196323,7060,216362,6486,136412,5291,70003,3154,68285,3909,61049,3516,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,887577,6840,77897,4980,64912,3997,64807,3442,66544,4134,61158,3937,56364,3058,51997,3234,50860,3374,46956,2986,79001,4061,84766,3902,87612,4216,39633,2648,22381,2272,16675,1864,16014,1603,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8048560,20064,417005,11122,400085,9498,381198,9370,392847,9207,361956,9365,372553,8464,359722,9595,355925,9007,325891,8037,625098,11448,843610,11323,1038428,14117,745383,12755,445279,11604,472544,9604,511036,10351,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1585708,8879,98731,4428,73343,4997,69296,4710,88730,3905,76554,4688,86062,4566,79662,4774,82471,4914,69430,4047,132424,5124,174182,5764,210362,7157,136081,5220,71461,3509,70322,3628,66597,3283,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1100308,6712,49130,2949,45511,3210,40834,3080,44140,2984,43471,3098,46920,2883,45386,3541,46823,3565,39930,2941,83445,4650,120282,4708,163686,5401,111533,4235,66783,3496,69273,3469,83161,3705,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243361,3102,12213,2089,9818,1279,11668,1644,12932,1669,12294,1638,12004,1699,14015,1595,11204,1623,11670,1611,20867,2257,27873,2550,34254,2389,21406,1741,12944,1969,9591,1253,8608,1283,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,99845,2582,6093,1420,1164,520,1798,585,2685,745,2367,883,2904,915,3263,724,3292,851,3192,895,6526,932,9856,1452,12800,1915,11720,1639,5936,994,9586,1412,16663,1817,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5718584,21712,384693,10031,323987,8616,331909,9319,347718,8904,338402,9227,338609,9629,316303,9268,310855,8527,274492,9388,507676,10179,603023,12450,650175,13288,398245,10250,199702,6952,182446,6776,210349,5973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2208250,11303,140605,5980,111661,4909,106740,5296,108495,5231,112578,5446,116270,5710,113061,5988,108701,6474,97539,4729,191184,6503,249291,7713,285277,6876,182185,6820,97668,3716,97965,4761,89030,4273,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,144536,3209,9693,1471,6099,1237,5163,1265,6018,1224,4265,1031,6956,1369,6531,1233,6506,1306,5409,994,13507,1924,16488,2063,19953,2035,12537,1830,8001,1407,7840,1041,9570,1183,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,518039,4243,35444,2908,31808,2602,32598,2315,35410,2764,34813,2581,36742,2976,30006,2666,30624,2519,25296,2280,51217,3261,59367,3516,55224,3088,27730,2299,12740,1475,10321,1582,8699,1202,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3567775,13227,202293,5859,174162,6371,166765,5243,177799,6656,169389,5470,178105,6692,169916,5197,176303,5402,156812,5487,310554,7208,405824,9559,479208,10085,306596,6789,167130,5600,164531,5167,162388,6262,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2137621,9923,143061,6469,120382,5259,119558,4963,134481,4966,124762,4845,132350,5240,121681,5523,120154,5383,105667,4447,200591,6376,258955,6475,265989,7845,138048,5079,61225,3296,50564,3340,40153,2129,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1143713,5777,78024,4204,72871,3661,63675,3397,73358,3517,72084,3061,71916,3636,67390,3408,69529,3390,61208,2768,111166,4130,129064,4015,133912,4319,64708,2750,30008,2482,22934,1821,21866,1644,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,956453,6209,63769,3092,56439,3150,55596,3080,59360,3775,56787,3593,58996,3198,54388,3296,51276,2868,49399,3307,83836,3652,106765,4028,118450,4326,59452,2890,33365,2515,25162,2497,23413,1795,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1488576,7787,160941,6955,112690,4520,100686,4605,103171,4677,84730,3933,86723,3948,84869,4252,80781,4396,70388,3663,124724,5136,151871,4947,151373,5068,81281,3862,38773,2947,30496,2536,25079,2405,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1071671,6890,85266,4380,69030,4188,61702,3513,63815,3516,61067,3557,63605,3507,55470,3494,57137,3797,49084,3178,93039,5195,113944,4982,130446,3967,68780,3196,37953,2582,31748,2969,29585,2463,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,532129,4062,41667,2386,38163,2798,34385,2938,33342,2699,32637,2703,33045,2397,28180,2408,30434,2457,26789,2321,49581,2736,58907,3667,61175,3552,29952,2215,13353,1403,11940,1309,8579,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1352932,7376,51232,2851,45946,3094,44757,3198,47374,3327,46859,3100,51247,3070,49943,3177,56916,4117,54811,3243,113803,5157,146807,5171,202299,6985,152668,5462,92964,3387,98768,4999,96538,3865,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2090307,10601,128811,5542,107784,5208,87301,4881,88953,5057,80877,4290,88892,4423,84966,4815,87431,4451,78913,4570,165808,6014,220998,6978,290280,7507,214131,5769,127434,4993,121474,4999,116254,4375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3181299,10018,204249,6364,177723,5473,166370,5969,184339,5565,174507,5727,186539,5381,170547,4959,163691,4416,151291,4733,291694,6352,365376,7649,399906,6814,239265,5850,119739,3989,103154,4164,82909,3505,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1860437,7068,97888,4239,92564,3526,80829,3285,86331,3822,91517,3572,97433,3940,91258,3783,96109,3563,88185,3391,173106,4388,225206,5908,269835,5558,155062,5281,81418,3145,71044,3040,62652,3304,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,681878,6257,60297,3785,46320,3306,44894,3538,45699,3484,44472,3620,41331,2910,33153,2702,35164,2937,33611,2659,59065,3874,66884,3781,79420,3954,43784,3045,18705,2233,15424,1635,13655,1655,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1972941,8944,143818,5618,124810,5249,114557,4593,128812,4945,124412,5487,122477,4613,106710,4250,113667,5708,100277,4630,178266,5558,217383,6162,224035,6746,121477,4326,57564,2985,50522,3256,44154,2964,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
