GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001EA,B19001A_001MA,B19001A_002MA,B19001A_002EA,B19001A_003MA,B19001A_003EA,B19001A_004MA,B19001A_004EA,B19001A_005EA,B19001A_005MA,B19001A_006EA,B19001A_006MA,B19001A_007MA,B19001A_007EA,B19001A_008MA,B19001A_008EA,B19001A_009MA,B19001A_009EA,B19001A_010MA,B19001A_010EA,B19001A_011EA,B19001A_011MA,B19001A_012MA,B19001A_012EA,B19001A_013MA,B19001A_013EA,B19001A_014MA,B19001A_014EA,B19001A_015MA,B19001A_015EA,B19001A_016EA,B19001A_016MA,B19001A_017MA,B19001A_017EA,state
0400000US30,342915,3310,27418,2354,22720,2011,23122,2200,24235,2244,22837,1965,21339,2104,22260,2083,19379,1794,18204,1863,32686,2292,37332,2647,35833,2104,16191,1537,8336,1240,6802,1078,4221,686,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,636552,3922,43175,2829,38563,2282,35115,2450,43395,2850,39666,2547,36829,2637,35613,2426,35054,2179,33583,1939,58042,3052,74106,3112,76138,3066,42337,2560,18655,1825,13262,1224,13019,1316,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,730841,6255,40690,3369,30942,2894,35259,3019,34513,2853,36710,3207,39620,3258,35048,3190,40216,3519,34176,3233,63549,4220,94575,5448,102485,5084,59184,3376,29719,2883,30294,2598,23861,2202,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,485537,4074,24399,2206,22549,1914,19989,1997,22942,2131,22355,2301,23161,2097,21841,2124,23750,2070,19410,1810,44131,3088,58897,3164,73797,3899,45379,3322,24393,2404,22020,1881,16524,1675,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2295939,10205,101300,5187,91572,5092,90684,4105,91894,4799,86888,4206,86514,4522,82300,4847,96420,5217,85184,4608,177110,6575,235471,7315,334470,8568,240173,7392,156267,5337,166744,4686,172948,4632,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,531273,5375,48355,3665,37344,3065,28774,2804,37421,3064,30146,3014,30237,2209,30236,2579,29519,2599,22908,2376,46658,3025,52201,3052,59132,3172,32152,2630,19249,2276,15466,1713,11475,1452,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5026741,16339,331854,8750,267829,7029,245067,6933,235681,6708,239351,6871,243948,7692,219051,6438,219486,7108,206450,5946,405460,9392,522498,10786,645925,12872,433233,9087,245861,6799,255699,7107,309348,7993,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2540575,11427,187128,6320,145324,6244,136564,4883,153703,7009,147855,5597,149396,6765,135868,5464,131243,5357,123685,5540,237552,8293,276883,6720,305834,6084,172621,5324,82014,4232,78281,3514,76624,4125,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,254089,2516,20509,1835,19079,1770,15684,1759,14736,1720,15420,1759,16144,1834,15521,1487,13717,1150,14423,1551,23143,1790,30563,2046,28363,1841,12847,1318,5466,877,4149,780,4325,860,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3830302,12134,267463,7480,226450,7535,218688,6250,230716,6924,214761,6710,237761,7104,210032,6419,210516,6071,187384,5965,346607,7778,436364,8054,468385,8201,251347,6232,128182,4060,103700,4245,91946,3710,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1091196,7056,92076,4605,76632,3714,73369,4049,76955,3734,70191,4350,72505,3524,60469,3308,60724,3738,53828,3578,97285,4323,112344,4432,111960,4315,57109,3407,28160,2094,23334,1995,24255,1926,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1300635,7643,94078,5196,82686,3865,68874,3896,79839,4130,75819,4154,78745,4210,69424,3668,69857,3825,66389,3842,123799,5474,137722,4488,153978,6116,82816,4484,45763,3404,35741,2599,35105,2661,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4181129,12264,279803,7531,259721,6128,243366,6706,247053,6695,233915,7305,239434,5976,217267,6481,218844,6074,194229,7330,376918,7851,453137,8312,509516,9717,297268,7292,150103,5951,135706,4761,124849,5195,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,349958,3511,23485,2625,20611,2208,17619,2144,16877,1962,17336,1914,16191,1972,14058,1571,15578,1948,16697,1827,29353,3180,37585,2568,51639,3587,30831,2390,17453,1900,13166,1447,11479,1567,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1162049,7807,79711,4355,66308,3363,63818,3420,65656,4187,68621,4286,68132,3629,66871,3799,65572,4121,58334,3911,104533,4446,132439,4709,146180,5833,73855,4081,38455,3138,31186,2295,32378,2480,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,286759,2639,22565,1985,18285,1635,16417,1790,18155,1841,18451,1911,18593,1974,17024,1799,15482,1409,14173,1584,29384,2082,32689,2215,33814,2123,14246,1650,7235,1255,4581,844,5665,1130,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1931649,9060,179418,7512,131446,5582,114306,4466,126094,5540,121994,5107,119537,5178,106762,4746,104429,4402,93397,4307,166973,6916,204208,7793,200763,5727,107979,5293,52841,3467,50565,3051,50937,2946,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5939747,20798,450369,11689,340917,10174,328325,9220,343616,8821,331061,9473,333099,8310,309159,8252,309035,8463,263088,7585,494246,10500,598934,9563,706213,12510,440903,9998,234952,7728,222999,6550,232831,6737,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,743229,5418,37458,2900,30543,2599,35202,2747,40659,3117,39192,2930,43222,3109,43861,3202,42629,2605,38802,2712,73501,3511,97301,3989,99124,4580,53572,2779,27306,1921,23095,2199,17762,1467,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,246251,2492,15459,1559,15467,1862,13610,1691,14706,1568,13784,1515,13021,1538,14208,1403,15448,1790,11920,1343,22862,1964,28114,2025,30779,1857,17384,1534,8620,948,5973,962,4896,843,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2149196,9494,110172,5360,92172,4623,86556,4167,95312,4135,95807,4761,100979,4838,93750,4472,102500,4938,91659,5281,184302,6114,236669,7238,291872,7982,192659,6811,118713,4767,127888,4431,128186,4717,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2093066,8381,134751,5382,100484,4811,93447,4251,104732,4596,99184,5546,111999,5147,109308,5062,115652,5916,92587,3643,181116,5364,246854,7924,283966,8115,172030,6217,92153,3482,82120,3960,72683,3789,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,707231,5691,77497,3870,61048,3241,61341,3287,52450,2980,49680,2889,47480,3160,41464,2881,37662,2960,33542,2809,55221,3296,66593,3074,64993,4143,29424,2743,12889,1587,8169,1391,7778,1253,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2011192,8267,109939,4445,111066,3696,106167,3621,111356,4452,109772,3778,117516,4633,109897,4589,112940,4624,97693,3924,197258,6426,250552,6173,272900,5159,144431,3886,65020,3407,49810,2588,44875,2704,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,193792,2606,11218,1701,8706,1344,11482,1583,12534,1602,12120,1898,12286,1669,11927,1678,8912,1090,10006,1308,19370,2002,21656,1890,25176,2125,14496,1594,5597,924,4768,1029,3538,981,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,929820,8622,293308,7321,117170,4250,89241,4316,76188,4060,57729,3017,51118,2832,37953,2228,35880,2725,27576,2455,42010,2864,38319,2364,29341,2250,14667,1562,6968,1236,6166,1127,6186,1084,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
