GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002EA,B17012_002MA,B17012_003MA,B17012_003EA,B17012_004MA,B17012_004EA,B17012_005EA,B17012_005MA,B17012_006EA,B17012_006MA,B17012_007EA,B17012_007MA,B17012_008MA,B17012_008EA,B17012_009MA,B17012_009EA,B17012_010EA,B17012_010MA,B17012_011EA,B17012_011MA,B17012_012EA,B17012_012MA,B17012_013MA,B17012_013EA,B17012_014MA,B17012_014EA,B17012_015MA,B17012_015EA,B17012_016EA,B17012_016MA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019MA,B17012_019EA,B17012_020MA,B17012_020EA,B17012_021EA,B17012_021MA,B17012_022EA,B17012_022MA,B17012_023EA,B17012_023MA,B17012_024MA,B17012_024EA,B17012_025MA,B17012_025EA,B17012_026MA,B17012_026EA,B17012_027EA,B17012_027MA,B17012_028EA,B17012_028MA,B17012_029EA,B17012_029MA,B17012_030MA,B17012_030EA,B17012_031MA,B17012_031EA,B17012_032EA,B17012_032MA,B17012_033EA,B17012_033MA,B17012_034EA,B17012_034MA,B17012_035MA,B17012_035EA,state
0400000US01,1222858,13632,153968,6153,47888,3128,19753,1536,20029,2750,7170,1419,936,586,106080,5137,12032,2086,4123,1171,6032,1493,1824,671,53,85,94048,4885,9342,1540,60359,3871,22889,2749,1458,639,1068890,11900,840721,11014,487310,7558,293930,7722,56080,3498,3401,832,228169,7381,62735,4137,31196,2963,28764,2799,2665,882,110,186,165434,5957,67324,3493,88241,4090,9717,1804,152,195,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,1390,650,1060,485,784,305,1075,516,8583,1667,1581,520,181,119,1159,506,147,97,94,65,7002,1605,400,284,4370,1210,1899,717,333,285,145047,3941,113020,3529,56981,3090,41570,3014,12263,1832,2206,696,32027,2440,10967,1304,4006,907,6365,1093,553,247,43,45,21060,2155,5973,1156,13139,1609,1834,548,114,92,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,21100,1989,21765,2625,19907,2481,3103,1006,82504,4471,13633,1977,3394,996,6119,1186,3627,1196,493,455,68871,4418,6528,1199,39610,3758,18551,2554,4182,1220,1327890,11552,1038933,11051,588900,9029,333627,8065,106150,5743,10256,1523,288957,7380,101444,4667,42158,3755,48048,3751,9313,1667,1925,839,187513,6137,65230,3967,103024,4642,18081,2237,1178,685,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,12582,1738,14375,1639,7308,1547,794,327,63935,4413,9348,1651,1604,587,6035,1500,1396,551,313,317,54587,4208,7099,1286,32944,3445,12907,1844,1637,783,659201,9520,532170,8393,310528,6893,181906,5749,37449,2795,2287,648,127031,5447,39473,3476,18056,2147,18741,2427,2417,843,259,325,87558,4328,35514,3106,45692,2937,5997,1291,355,374,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,88176,4031,139444,6184,105980,5153,20407,2669,454715,11295,81530,5386,16580,2091,45465,4091,16520,2522,2965,925,373185,9741,42337,3456,214703,8124,97724,5247,18421,2660,7495071,27100,5697694,26800,2775658,21930,2261417,21044,615292,12469,45327,3168,1797377,19504,616902,13764,275852,9032,290284,9669,47330,3383,3436,757,1180475,13628,469204,10916,605984,11952,98221,5301,7066,1694,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,12754,1685,16457,2051,9306,1971,1836,626,60499,4498,10096,1962,2440,939,5208,1387,2237,844,211,352,50403,3914,3920,1031,32141,2785,12841,2119,1501,780,1095371,10184,893795,11607,481046,8626,323519,7920,83144,4354,6086,1165,201576,6652,70333,4269,29345,3119,36191,3344,4690,1192,107,128,131243,5243,45776,2791,74705,4151,10375,1659,387,327,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,6108,1140,4890,1073,3543,944,307,321,37530,2746,4106,938,733,342,3063,902,310,318,0,269,33424,2619,3243,1077,20248,1946,8749,1665,1184,662,841970,8324,665808,7636,353731,6583,253146,5742,56532,3013,2399,888,176162,5527,49082,3648,24009,2304,22299,2516,2683,932,91,108,127080,5207,51119,3590,66327,3973,9269,1758,365,274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,1682,613,1392,742,1104,646,177,200,11899,2094,1737,894,219,209,1175,773,343,509,0,261,10162,1883,650,318,6338,1497,2750,1143,424,438,197311,4638,152854,4240,87071,3039,52692,3297,12031,1882,1060,566,44457,3088,13472,1884,5563,1218,7510,1505,218,205,181,296,30985,2492,12602,1645,16044,1909,2086,710,253,335,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1733,687,537,336,755,594,158,153,14507,1841,1066,499,267,158,602,420,197,251,0,292,13441,1743,1931,755,7302,1399,3675,1096,533,425,91069,3784,52688,3527,34172,2506,15564,1834,2904,775,48,83,38381,2511,8335,1429,5337,1200,2298,889,652,448,48,85,30046,2249,12903,1534,14448,1525,2347,775,348,342,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,79355,4475,50233,3590,23976,2692,5005,1203,258537,9427,40871,3866,12315,1581,21436,2772,6536,1613,584,421,217666,8310,27186,3037,134975,6266,47337,3732,8168,1558,4215868,21877,3293558,19523,1995292,17075,1076698,14124,207631,7976,13937,1962,922310,15734,278739,8719,138045,6212,129011,6738,11147,1664,536,375,643571,12902,257250,7590,337862,9656,45618,4366,2841,896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
