GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001EA,B06003_001MA,B06003_002MA,B06003_002EA,B06003_003MA,B06003_003EA,B06003_004EA,B06003_004MA,B06003_005MA,B06003_005EA,B06003_006EA,B06003_006MA,B06003_007MA,B06003_007EA,B06003_008MA,B06003_008EA,B06003_009MA,B06003_009EA,B06003_010EA,B06003_010MA,B06003_011MA,B06003_011EA,B06003_012MA,B06003_012EA,B06003_013MA,B06003_013EA,B06003_014MA,B06003_014EA,B06003_015EA,B06003_015MA,state
0400000US01,4599030,0,2230594,3956,2368436,3956,3261356,18246,1574499,11207,1686857,11329,1175927,17349,570315,10945,605612,10621,31698,3310,17346,2188,14352,2260,130049,5097,68434,3753,61615,3128,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,344757,1779,325296,1779,260324,5869,132857,3814,127467,4164,350518,5942,181967,4123,168551,3681,12145,2200,6489,1330,5656,1409,47066,3744,23444,2709,23622,2055,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,3085331,2212,3080987,2212,2200209,26606,1109048,15358,1091161,16131,2966993,24046,1456851,14095,1510142,14995,70033,5203,36458,3010,33575,3537,929083,18802,482974,10079,446109,11989,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,1377539,3500,1433333,3500,1723478,14609,842485,8634,880993,10048,963130,13909,469083,8268,494047,9276,16918,2410,7970,1544,8948,1690,107346,4254,58001,3164,49345,2733,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,18225275,5662,18232274,5662,19089635,57197,9595758,35258,9493877,33869,7070335,39658,3472979,26729,3597356,23260,395512,10569,200995,6943,194517,7527,9902067,50752,4955543,32214,4946524,29040,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,2393355,2622,2360022,2622,2000357,23037,1011678,13297,988679,13258,2199272,20647,1095282,11616,1103990,12717,64252,4809,33905,3439,30347,3009,489496,12993,252490,8293,237006,6986,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,1705842,1761,1798967,1761,1953665,16438,960674,10562,992991,10446,988006,14053,471473,9169,516533,9524,110780,5378,50277,3345,60503,3944,452358,13441,223418,7975,228940,7481,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,413560,1013,439916,1013,400956,8912,197075,5209,203881,5399,371850,9314,175576,5442,196274,5693,11948,1759,5995,1282,5953,1261,68722,4737,34914,2786,33808,2888,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,272604,785,308926,785,232943,6312,107618,4085,125325,3920,267450,5879,125243,3960,142207,4059,7317,1647,2706,678,4611,1238,73820,4254,37037,2765,36783,2800,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,8878166,6724,9211723,6724,6079334,39295,3020879,23275,3058455,26421,8068780,34809,3912907,19826,4155873,23137,516141,14648,255732,8591,260409,8697,3425634,30892,1688648,18726,1736986,17704,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9363941,0,4613727,5818,4750214,5818,5200328,28715,2530033,19045,2670295,17223,3202311,31151,1563873,19906,1638438,18131,101712,6626,53064,4701,48648,3739,859590,14932,466757,9757,392833,8159,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1285498,0,643073,1564,642425,1564,709105,12707,356596,7345,352509,7552,329486,7849,179352,5163,150134,5371,36745,4056,19323,2646,17422,2739,210162,10411,87802,6032,122360,5891,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1466465,0,735971,2002,730494,2002,661708,9509,336606,7829,325102,5642,709780,9303,350940,7052,358840,5696,12937,1721,6654,1151,6283,1180,82040,4500,41771,2759,40269,2589,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12831970,0,6315239,2761,6516731,2761,8580066,32541,4224635,20108,4355431,18448,2364603,23573,1121657,15603,1242946,14539,113701,7061,54299,4177,59402,4911,1773600,27617,914648,16865,858952,15539,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6313520,0,3104461,3835,3209059,3835,4329973,18983,2133555,11824,2196418,14390,1685606,18514,813400,11751,872206,13902,34334,3522,16907,2009,17427,2313,263607,8444,140599,5208,123008,4930,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
