GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,NAME,B16008_001MA,B16008_001EA,B16008_002MA,B16008_002EA,B16008_003EA,B16008_003MA,B16008_004MA,B16008_004EA,B16008_005MA,B16008_005EA,B16008_006MA,B16008_006EA,B16008_007MA,B16008_007EA,B16008_008MA,B16008_008EA,B16008_009EA,B16008_009MA,B16008_010MA,B16008_010EA,B16008_011MA,B16008_011EA,B16008_012MA,B16008_012EA,B16008_013MA,B16008_013EA,B16008_014EA,B16008_014MA,B16008_015MA,B16008_015EA,B16008_016MA,B16008_016EA,B16008_017MA,B16008_017EA,B16008_018MA,B16008_018EA,B16008_019MA,B16008_019EA,B16008_020EA,B16008_020MA,B16008_021MA,B16008_021EA,B16008_022MA,B16008_022EA,B16008_023EA,B16008_023MA,B16008_024MA,B16008_024EA,B16008_025EA,B16008_025MA,B16008_026MA,B16008_026EA,B16008_027MA,B16008_027EA,B16008_028MA,B16008_028EA,B16008_029MA,B16008_029EA,B16008_030EA,B16008_030MA,B16008_031EA,B16008_031MA,B16008_032MA,B16008_032EA,B16008_033MA,B16008_033EA,B16008_034EA,B16008_034MA,B16008_035MA,B16008_035EA,B16008_036EA,B16008_036MA,B16008_037MA,B16008_037EA,B16008_038EA,B16008_038MA,B16008_039MA,B16008_039EA,B16008_040MA,B16008_040EA,B16008_041MA,B16008_041EA,state
0400000US01,4305303,2767,4176793,5741,808775,3241,782221,4020,19622,2447,2794,814,3360,1053,778,602,3368018,4564,3313804,5664,35833,3440,13444,1621,2997,972,1940,790,128510,4988,40039,3386,2393,852,1489,722,230,290,366,316,308,288,0,265,37646,2998,12942,1650,4492,1210,8354,1643,9264,1683,2594,1141,88471,4808,10773,1877,1332,624,5583,1382,1510,818,2005,789,343,337,77698,4273,12538,1843,42046,2392,7055,1532,13223,1927,2836,1311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,575987,3890,128889,1466,113639,2506,3551,1092,2323,736,3084,969,6292,1032,447098,3525,404908,4290,9747,1821,5433,1125,3916,1023,23094,1431,46585,3622,22339,2411,1206,467,767,401,67,115,121,104,251,215,0,235,21133,2318,4639,934,3180,1024,2346,696,10042,1274,926,1067,24246,2923,2111,791,346,335,561,357,122,107,1082,648,0,235,22135,2565,2530,815,5543,1461,3888,1267,9286,1740,888,701,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,4768606,18723,1056223,7102,774576,11070,236698,8339,9734,1939,8439,1758,26776,2996,3712383,15573,3200744,13592,370615,11094,33843,2434,10896,1760,96285,4198,918567,18755,272698,10194,11169,2167,3604,976,5534,1631,1020,568,384,252,627,426,261529,9475,61166,3752,120628,6640,37845,4517,32821,3264,9069,1984,645869,16206,80318,6384,4885,1825,66920,5897,3662,1657,2656,1067,2195,1854,565551,13183,49327,4086,443617,12214,31116,3303,31939,3314,9552,2716,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,2509692,4243,488940,3009,460070,3526,22953,1780,1715,714,2685,830,1517,1317,2020752,4099,1979175,4851,27564,2388,8365,1692,3560,1314,2088,954,106439,4179,30500,2591,1349,597,779,424,401,336,74,122,95,145,0,257,29151,2397,8071,1332,10406,1675,2870,741,6821,1046,983,671,75939,3779,8006,1417,852,560,5926,1206,320,213,778,368,130,214,67933,3335,7354,1708,49146,2838,3226,1110,6537,1229,1670,989,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,23949559,49834,6266160,16798,3770416,27977,2021811,24346,136466,7530,303253,8638,34214,5643,17683399,44103,14731234,46904,2297656,30120,275723,8271,334970,11171,43816,4291,9835324,49720,4256293,35943,93009,6995,19800,2681,32183,4150,13374,2014,23733,2696,3919,1375,4163284,33966,543837,11512,1447085,25537,595666,17476,1454030,19815,122666,8527,5579031,45512,499211,14900,25602,3229,347523,15305,38254,4517,80095,5325,7737,2074,5079820,38968,324088,10041,3442364,34681,399988,13245,844623,18063,68757,6731,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,3931796,12749,781273,4395,665204,6779,94502,5726,9434,1528,9550,1367,2583,986,3150523,10766,2912842,11848,178994,7596,39127,3112,12158,1916,7402,1723,482586,12726,149870,7439,7837,1514,5471,1319,617,384,877,532,832,436,40,67,142033,7442,36757,3173,40380,3978,26816,2960,33120,3654,4960,1239,332716,13398,41538,3920,3088,1092,30314,3308,2490,836,3372,1147,2274,1458,291178,10919,30100,3065,200305,8866,23786,3263,26769,4031,10218,2145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,2854348,13319,581142,3833,493105,5781,57282,3061,22819,3528,5767,1141,2169,1028,2273206,11844,2037085,12226,149815,6325,75640,4749,5872,1444,4794,1064,448390,13343,210836,9225,10025,2200,4515,1152,2004,916,2520,1037,857,460,129,155,200811,8339,61534,4716,30372,3435,79115,5558,23370,2602,6420,1619,237554,11580,24628,3301,4264,1147,6770,1640,8986,2030,3848,1061,760,614,212926,10131,38804,4076,62620,4524,81492,7082,24361,2682,5649,1789,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,727859,4703,141241,1933,125628,2349,10695,1569,2982,908,496,421,1440,1294,586618,4238,556002,4072,19539,2252,9160,1574,1378,648,539,286,68526,4777,28944,3949,1262,775,637,472,170,288,109,182,83,141,263,249,27682,3749,10761,2511,4537,1447,5694,1174,3922,855,2768,1273,39582,4221,4142,1740,899,773,1624,1042,823,567,513,395,283,309,35440,3361,6328,1449,15197,1867,5571,1777,5440,1212,2904,1210,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,473693,4236,75857,1478,68735,1276,6262,1439,801,512,0,292,59,97,397836,3853,373764,4054,12562,1865,7975,1495,1517,736,2018,866,72857,4248,23861,2899,624,556,228,302,299,472,97,168,0,292,0,292,23237,2773,9825,1586,5409,1232,4289,1180,2419,782,1295,520,48996,3941,3369,1662,300,305,1977,1322,695,697,156,282,241,240,45627,3180,9922,2130,18514,2218,8319,1693,4655,1171,4217,1380,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,13565856,30765,2660843,11167,2111845,14606,434544,9809,82708,7146,18955,2207,12791,2841,10905013,26065,9809889,25349,875949,18048,180906,8311,21528,2742,16741,2447,3406403,30226,1546540,19270,41098,3827,12764,2001,15399,2244,10517,2219,1639,538,779,478,1505442,18113,377690,12112,741197,13656,250421,10058,101777,5631,34357,2978,1859863,27214,199073,9351,28628,3225,120386,7315,39288,4507,6493,1481,4278,1928,1660790,23620,270076,10114,984493,20430,310924,13630,67656,4757,27641,3531,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
