GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001MA,C25122_001EA,C25122_002EA,C25122_002MA,C25122_003MA,C25122_003EA,C25122_004EA,C25122_004MA,C25122_005EA,C25122_005MA,C25122_006MA,C25122_006EA,C25122_007EA,C25122_007MA,C25122_008MA,C25122_008EA,C25122_009EA,C25122_009MA,C25122_010EA,C25122_010MA,C25122_011MA,C25122_011EA,C25122_012MA,C25122_012EA,C25122_013MA,C25122_013EA,C25122_014MA,C25122_014EA,C25122_015EA,C25122_015MA,C25122_016EA,C25122_016MA,C25122_017EA,C25122_017MA,C25122_018MA,C25122_018EA,C25122_019MA,C25122_019EA,C25122_020EA,C25122_020MA,C25122_021EA,C25122_021MA,C25122_022EA,C25122_022MA,C25122_023MA,C25122_023EA,C25122_024MA,C25122_024EA,C25122_025MA,C25122_025EA,C25122_026EA,C25122_026MA,C25122_027EA,C25122_027MA,C25122_028EA,C25122_028MA,C25122_029MA,C25122_029EA,C25122_030MA,C25122_030EA,C25122_031EA,C25122_031MA,state
0400000US01,506786,9952,120365,5724,60713,4383,37505,3373,2550,854,19597,2338,114881,5169,46818,3096,48650,3936,3460,1098,15953,2183,118204,5323,30943,2792,68118,4063,5224,1390,13919,1563,67194,4582,12342,1747,41958,3743,5808,1534,7086,973,55203,4257,6372,1497,33873,3275,7990,1643,6968,1384,30939,3147,3339,1065,15821,2052,8834,1813,2945,797,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,81629,2772,5784,1042,1448,561,1927,722,837,504,1572,560,12451,1828,3496,834,6894,1288,1134,638,927,318,16576,1984,1568,594,10076,1626,2893,830,2039,544,16096,1919,816,425,8725,1499,4055,1087,2500,781,15705,1703,261,169,6419,1078,6891,1316,2134,652,15017,1746,450,280,3911,1042,8982,1426,1674,463,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701951,12863,92328,6052,35531,3750,39294,3793,9880,1640,7623,1382,117551,6460,28823,3297,66419,4937,13266,2284,9043,1610,177296,8913,19796,2529,116199,7191,30674,3361,10627,1790,124080,6636,8922,1857,78689,4485,30858,2847,5611,1357,112467,6001,4431,1149,58621,4210,45384,4502,4031,1032,78229,4608,2989,945,26531,2925,46269,3612,2440,868,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350016,7559,75835,4658,39561,3327,24395,2822,2129,827,9750,1451,81597,5559,34032,3207,35509,3565,2603,889,9453,1404,85702,3908,24700,2238,46337,3019,4069,1142,10596,1447,50557,3589,8902,1538,32389,3322,3971,1094,5295,1296,37367,3163,6345,1492,21602,2512,4822,1289,4598,939,18958,2278,1735,793,10426,1533,5040,1302,1757,641,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5049030,24989,513335,11365,122431,5453,209384,7950,149998,6070,31522,3178,816852,15211,167486,5701,408224,9501,209657,7429,31485,3057,1048095,15866,63431,4843,538924,13304,407320,10862,38420,2880,815974,15289,23716,2395,344970,9851,422410,11508,24878,2501,893536,15741,15236,1828,270349,9379,581957,13095,25994,2682,961238,16533,9235,1465,149560,6910,774748,13414,27695,2813,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,577567,10807,85289,4560,31199,2542,38250,3325,10843,2034,4997,1064,101515,4964,26941,3223,55970,3595,14249,1921,4355,1005,148041,6600,15698,1829,95359,5108,30070,3411,6914,1445,98838,5873,5957,1341,62362,5092,26742,2601,3777,925,86743,5338,2589,896,44284,3757,36597,3623,3273,888,57141,4050,982,524,19756,2630,33460,2901,2943,902,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,404061,6979,56511,3641,21989,2446,20777,2460,11318,2012,2427,783,66629,4060,21655,2124,30173,3192,11983,1625,2818,766,84384,4578,7152,1167,49742,3725,23915,2466,3575,963,65332,3999,1743,599,35803,3162,26088,2704,1698,610,68192,4059,1752,620,31219,3034,32824,3149,2397,896,63013,3636,709,452,19295,2364,40493,3211,2516,697,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,81916,3849,12565,1818,3932,1197,6325,1406,1528,666,780,424,13103,2000,3921,779,6310,1480,2110,702,762,444,15839,2040,1841,694,10725,1778,2781,771,492,253,15705,2476,720,616,9772,1965,4340,1096,873,428,13421,1940,394,343,7495,1386,4992,1322,540,310,11283,1759,214,243,4800,1114,6051,1260,218,171,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,135870,4564,27484,3034,12152,2137,8060,1444,6257,1207,1015,532,16820,2594,5450,1297,8004,1626,3255,919,111,129,23960,2384,3295,1107,13843,1841,6318,1371,504,314,19854,2028,1296,532,9492,1368,8602,1585,464,351,22368,2264,460,318,8940,1298,12395,1770,573,585,25384,2477,496,388,5347,1121,18875,2260,666,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2111941,22368,293592,8891,93286,5538,131109,6257,45990,4002,23207,2721,376024,9915,69370,4161,212490,7359,71218,4615,22946,2224,525556,11954,36296,3463,328406,10144,136405,6676,24449,2888,362505,10723,15414,2418,202478,8069,127870,6451,16743,2092,323206,9553,9200,2285,136926,7188,164162,6769,12918,2052,231058,9043,4357,1221,56813,5017,159373,7757,10515,1686,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
