GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002MA,C15002H_002EA,C15002H_003MA,C15002H_003EA,C15002H_004MA,C15002H_004EA,C15002H_005MA,C15002H_005EA,C15002H_006EA,C15002H_006MA,C15002H_007MA,C15002H_007EA,C15002H_008MA,C15002H_008EA,C15002H_009MA,C15002H_009EA,C15002H_010MA,C15002H_010EA,C15002H_011MA,C15002H_011EA,state
0400000US01,2195747,2641,1048031,2086,185835,5978,327904,6611,272031,7311,262261,5879,1147716,1160,197239,6230,377967,8118,325714,7242,246796,6098,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,297450,650,153858,565,10603,1630,42168,2309,54504,2615,46583,2612,143592,362,8107,1831,35312,2725,52001,2716,48172,3125,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2636542,2081,1275860,1287,103226,5253,320980,10219,428242,9246,423412,9308,1360682,1324,106117,4489,365511,8909,492138,8337,396916,8552,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1479962,1910,708020,1404,125685,4993,253573,5822,181701,5111,147061,4675,771942,1323,128253,5235,287163,6562,211969,5521,144557,5270,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11252889,7305,5485470,3632,399766,10452,1176501,13520,1723647,16169,2185556,15735,5767419,4657,447382,9629,1339431,15717,1976678,17147,2003928,17626,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2366177,2665,1159771,1626,74780,3773,260420,7309,345687,7705,478884,7371,1206406,1626,73361,3840,286708,6027,386586,7016,459751,5989,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1848126,2507,875932,1388,79179,3762,252695,7230,203511,5801,340547,7575,972194,1302,87978,3722,286485,6288,253727,5389,344004,6130,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,412821,778,196030,723,23946,2187,65292,3490,48440,3029,58352,2811,216791,215,24337,2391,75040,3540,58026,3588,59388,2897,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,135583,434,68046,412,1717,590,2473,870,5648,1146,58208,1412,67537,146,879,456,2624,757,6829,1077,57205,1200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8183958,6579,3926532,4598,447961,10554,1142280,13855,1144232,14804,1192059,14855,4257426,3817,443024,9884,1430088,15349,1315571,15317,1068743,12259,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3748116,3981,1804273,3073,264216,7564,514512,10000,449051,9650,576494,8827,1943843,2305,265059,6442,593198,10831,519158,9641,566428,10851,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,230126,874,119307,838,6464,1121,24925,2106,37225,2404,50693,2487,110819,195,6281,1220,20635,1743,37539,2509,46364,2785,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,817631,1088,402753,617,39539,2606,122646,4569,134257,4782,106311,3612,414878,768,38867,2752,128418,4583,154517,4673,93076,4325,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5785908,2171,2770584,1525,264797,7309,792600,10190,772138,11582,941049,11114,3015324,1158,298974,8242,918685,11331,871982,11435,925683,11001,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3551079,2230,1705136,1482,229674,5938,636403,8969,443217,8858,395842,7503,1845943,1312,242384,7117,707933,8609,499746,9342,395880,7889,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1821766,1481,875349,1035,91830,3554,326014,4767,243505,5438,214000,5174,946417,833,86381,3104,334318,5621,299409,5688,226309,5426,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1492902,1842,718373,1467,60580,3603,220176,5773,207980,5643,229637,5108,774529,945,67929,2637,234593,5604,250769,5725,221238,4498,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2535408,1959,1208423,1574,261591,7469,427767,7861,271125,6340,247940,6048,1326985,1238,251660,7081,453700,8265,357526,7451,264099,6429,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1825037,2670,879209,1459,149604,5673,303490,6552,214480,5939,211635,6111,945828,1758,147786,5204,340422,7161,239332,6444,218288,6647,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,891146,1622,426033,991,52606,3347,158366,4113,106695,3743,108366,3778,465113,862,45688,2930,168986,4906,128460,4175,121979,3661,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2284120,1237,1090073,857,114067,4875,280091,6852,251870,7128,444045,7474,1194047,772,118162,4882,321447,7193,307468,7552,446970,7430,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3585372,4431,1689775,2645,171742,6522,486386,8969,359364,8513,672283,9480,1895597,2656,173662,6142,538952,7478,469120,9428,713863,9215,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5335760,1269,2585816,878,295317,6404,820976,10790,785737,9610,683786,10245,2749944,769,285704,7186,932489,11181,859350,11207,672401,9042,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3014232,1242,1467739,705,121012,4360,428579,7344,452181,7421,465967,7128,1546493,731,106606,3646,440692,6958,524421,6654,474774,8098,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178031,2115,562917,1635,106680,4941,174916,5681,152420,5414,128901,5229,615114,1493,99946,5011,195948,5667,186294,5763,132926,5418,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3272668,1766,1568075,758,224710,6795,538150,9087,399225,7933,405990,7020,1704593,1380,238399,6794,569018,8748,482846,8747,414330,8032,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,576589,1525,283647,1374,29206,2093,89113,3714,82985,2863,82343,3406,292942,545,23551,1855,95314,3139,92326,3662,81751,3314,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,998300,993,482019,571,39522,2115,151382,3800,150679,4022,140436,3957,516281,712,37259,2603,161391,3751,177399,4325,140232,3755,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1059519,2345,534593,1723,46343,3557,163229,5609,182805,5579,142216,5713,524926,1572,46506,3226,171493,6006,191599,6504,115328,4728,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,848147,937,410199,276,46398,3277,126072,4274,107235,4317,130494,4119,437948,724,39515,2409,135428,4939,127529,4570,135476,4267,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3835880,3208,1818458,2027,178742,5210,526468,9341,411143,7888,702105,8633,2017422,1839,198013,6112,662567,8876,471586,8537,685256,8674,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,605059,1964,290479,1324,20433,2044,66332,3870,90533,4003,113181,3602,314580,1343,21010,2337,77540,4101,102422,4124,113608,3786,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8140876,4005,3864710,2220,395407,9098,1108367,14870,923032,11388,1437904,15231,4276166,2591,427024,9235,1310883,13086,1051220,11942,1487039,12333,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4194807,4191,2000356,2879,303964,9335,573616,11120,538928,10251,583848,10149,2194451,2432,297870,7917,639370,9415,664895,11191,592316,10866,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,380679,743,187701,643,22120,1548,60070,2783,56686,2513,48825,2715,192978,274,21527,1410,55104,2036,65795,2257,50552,2016,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6478676,1614,3095082,1067,392420,7457,1164377,12775,770081,11767,768204,10549,3383594,993,424676,8979,1287816,13847,917080,11874,754022,11358,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1771102,1807,845453,1322,110025,3853,284656,7178,238826,6486,211946,5311,925649,1102,125279,4181,313980,6392,272310,6859,214080,5885,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2114836,1456,1020965,1220,97948,4904,269979,6719,342298,8195,310740,7389,1093871,735,96057,5457,302478,6265,394996,8658,300340,7375,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7156332,1720,3397977,1194,409143,9254,1318821,12619,726843,10137,943170,9669,3758355,1109,461602,9514,1515566,11045,838956,10711,942231,9466,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,593763,1322,278371,662,42444,3497,80557,3563,64039,3325,91331,3750,315392,913,44853,3061,96521,4062,77256,4029,96762,4632,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1967870,2276,941976,1154,148779,5884,275453,7041,246644,5659,271100,6085,1025894,1809,144697,4930,321884,6233,296523,6212,262790,6523,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,456266,1142,222640,754,24365,1956,79038,3006,62608,2737,56629,2321,233626,808,22450,1799,75153,2790,73657,2961,62366,3338,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3256220,2406,1557867,1857,285125,7993,530149,8891,363062,7537,379531,7175,1698353,1361,298017,7029,588680,8266,445110,9120,366546,8397,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7795894,4676,3759159,3297,355322,8765,972030,13006,1121543,12891,1310264,13724,4036735,3079,409348,10134,1131719,14654,1272445,15097,1223223,12644,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1219919,979,596653,691,38300,2739,139651,5148,212480,5215,206222,5110,623266,564,39359,2595,166159,4360,250903,4250,166845,3798,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,412516,216,198738,212,22584,1730,68275,2936,45561,2379,62318,2790,213778,57,18743,1561,66248,2702,58349,2631,70438,3041,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3579348,3107,1723965,2413,213152,7106,451050,10219,419890,9652,639873,8049,1855383,1754,212859,6114,502087,10033,502107,10135,638330,9622,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3412675,1993,1662823,1654,130118,4982,429554,9373,545542,9108,557609,8546,1749852,864,129730,5442,456831,9995,633926,10651,529365,8850,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
