GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,NAME,C05008_001MA,C05008_001EA,C05008_002MA,C05008_002EA,C05008_003EA,C05008_003MA,C05008_004EA,C05008_004MA,C05008_005MA,C05008_005EA,C05008_006MA,C05008_006EA,C05008_007MA,C05008_007EA,C05008_008EA,C05008_008MA,C05008_009EA,C05008_009MA,C05008_010MA,C05008_010EA,C05008_011MA,C05008_011EA,C05008_012MA,C05008_012EA,C05008_013MA,C05008_013EA,C05008_014EA,C05008_014MA,C05008_015EA,C05008_015MA,C05008_016MA,C05008_016EA,C05008_017MA,C05008_017EA,C05008_018MA,C05008_018EA,C05008_019EA,C05008_019MA,C05008_020EA,C05008_020MA,C05008_021MA,C05008_021EA,C05008_022MA,C05008_022EA,C05008_023MA,C05008_023EA,C05008_024MA,C05008_024EA,C05008_025EA,C05008_025MA,C05008_026EA,C05008_026MA,C05008_027MA,C05008_027EA,C05008_028MA,C05008_028EA,C05008_029MA,C05008_029EA,C05008_030EA,C05008_030MA,C05008_031EA,C05008_031MA,C05008_032MA,C05008_032EA,C05008_033MA,C05008_033EA,C05008_034MA,C05008_034EA,C05008_035MA,C05008_035EA,C05008_036EA,C05008_036MA,C05008_037EA,C05008_037MA,C05008_038MA,C05008_038EA,C05008_039MA,C05008_039EA,C05008_040MA,C05008_040EA,C05008_041EA,C05008_041MA,C05008_042EA,C05008_042MA,C05008_043MA,C05008_043EA,C05008_044MA,C05008_044EA,C05008_045MA,C05008_045EA,C05008_046MA,C05008_046EA,C05008_047EA,C05008_047MA,C05008_048EA,C05008_048MA,C05008_049MA,C05008_049EA,C05008_050MA,C05008_050EA,C05008_051MA,C05008_051EA,state
0400000US13,859590,14932,466757,9757,39387,3908,10174,1917,14095,2704,15118,2109,97383,3301,26328,3229,35803,3344,35252,2816,283848,7679,119126,7354,98333,6945,66389,5340,180747,7457,83446,7082,64545,5935,32756,3743,103101,8070,35680,4022,33788,4650,33633,3769,46139,3611,16305,2619,15421,1750,14413,2091,392833,8159,46869,4443,10564,2755,11312,2182,24993,2734,108745,3576,31094,3367,39672,2966,37979,2538,195577,6467,73228,5552,70251,4777,52098,4828,95747,5073,42167,4461,41320,3234,12260,2230,99830,6129,31061,3890,28931,3449,39838,3789,41642,4777,15571,3032,15643,2555,10428,1687,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,210162,10411,87802,6032,3517,1044,1078,501,213,175,2226,876,70290,5179,14434,2947,14835,2162,41021,3440,3854,1220,589,367,1617,893,1648,654,1637,699,231,184,470,363,936,495,2217,947,358,321,1147,756,712,434,10141,2272,5191,1900,1934,758,3016,674,122360,5891,5946,1314,1507,732,953,517,3486,968,98582,4612,20064,2675,22993,2470,55525,3376,4080,981,1237,622,1148,651,1695,613,1278,597,491,419,208,188,579,399,2802,917,746,499,940,621,1116,516,13752,2517,6681,2024,2328,931,4743,1060,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,82040,4500,41771,2759,5809,1112,1158,699,1330,531,3321,944,4571,931,2147,786,1115,423,1309,569,28800,2266,7023,1520,9708,1513,12069,1543,26786,2297,6562,1494,9251,1528,10973,1472,2014,749,461,434,457,344,1096,454,2591,962,649,353,699,750,1243,548,40269,2589,7206,1175,1250,507,2209,819,3747,953,6649,966,2237,700,1743,704,2669,693,22735,1924,7205,1558,9495,1842,6035,1112,20464,1936,6255,1492,8823,1775,5386,1032,2271,772,950,481,672,412,649,360,3679,1212,865,526,914,877,1900,575,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1773600,27617,914648,16865,201770,7781,44938,4536,65629,5110,91203,4706,209539,5632,49404,4411,69266,4968,90869,4362,471354,11840,106264,7458,164760,9581,200330,5676,409952,11520,90904,6526,148333,9013,170715,5878,61402,6043,15360,3456,16427,2880,29615,3167,31985,3681,10179,2197,11126,2428,10680,1497,858952,15539,218934,8720,40203,4395,71283,4913,107448,5645,229107,6216,61026,4092,72137,5124,95944,4698,379153,8418,89055,6896,139185,7643,150913,6717,314893,8844,73988,6671,122614,7220,118291,5509,64260,4915,15067,2970,16571,2949,32622,3218,31758,3738,11172,2377,10180,2067,10406,1490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,263607,8444,140599,5208,19123,2401,4925,1314,4847,1104,9351,1378,34976,2474,14756,2369,9559,1549,10661,1268,76503,3462,30232,3085,28465,2939,17806,2124,61926,3376,23684,2629,24432,2756,13810,1715,14577,2714,6548,1753,4033,1213,3996,1221,9997,1841,3735,1248,3869,1032,2393,833,123008,4930,24819,2529,3952,1218,4730,1165,16137,1844,35553,2396,14735,2400,8793,1338,12025,1690,54027,3424,21202,3066,19452,2105,13373,1553,40851,3206,16120,2767,15342,1862,9389,1176,13176,2110,5082,1340,4110,1350,3984,1014,8609,1809,3228,1017,2623,1175,2758,809,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,112299,5601,59841,3477,9634,2106,2284,838,4855,1691,2495,755,18350,1284,5219,966,6395,1146,6736,1057,26307,1959,8267,1523,9218,1501,8822,1300,19276,2254,6174,1114,6304,1441,6798,1194,7031,1615,2093,995,2914,795,2024,852,5550,1300,2960,1181,1484,622,1106,428,52458,3298,10274,1859,2671,885,2885,1042,4718,971,18083,1405,6348,1394,5386,1058,6349,1119,18817,1504,6212,1213,6079,1167,6526,1035,13779,1450,4365,1080,4674,1034,4740,1055,5038,1107,1847,780,1405,511,1786,628,5284,1545,2408,1163,1638,677,1238,500,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,173394,6709,90578,4174,5275,1207,960,490,1316,787,2999,706,24078,1827,7264,1329,7312,1521,9502,1305,55483,3430,18012,2740,20981,2480,16490,1933,47404,3343,15118,2324,18313,2535,13973,1890,8079,1923,2894,1380,2668,832,2517,871,5742,1575,2333,1134,2227,750,1182,515,82816,3858,9508,1486,1885,942,1971,774,5652,1178,24941,1958,7789,1524,7564,1534,9588,1167,41773,2514,13268,1864,15265,2069,13240,1756,33364,2076,10385,1530,13083,1912,9896,1322,8409,1551,2883,966,2182,705,3344,1259,6594,1533,2678,923,1876,707,2040,654,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,111724,5836,60409,4212,10330,1956,2495,830,3618,959,4217,1297,16486,1471,6581,1276,6210,1428,3695,940,27060,2708,16184,2604,7535,1570,3341,838,20033,2561,12694,2491,5481,1312,1858,721,7027,1301,3490,1172,2054,865,1483,531,6533,1749,2957,1378,1981,849,1595,644,51315,3002,13242,1816,2881,935,3542,930,6819,1092,18375,1856,6895,1340,5532,1038,5948,1169,14660,1292,8219,1332,3754,957,2687,786,7636,1089,5146,1009,1813,664,677,313,7024,1218,3073,980,1941,811,2010,730,5038,1196,2420,1122,1205,623,1413,581,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,125204,5828,66266,4161,6623,1552,1889,917,1444,723,3290,879,22421,2207,3811,1140,7180,1916,11430,1664,33692,2947,14147,2220,7282,1511,12263,1710,15256,2593,9092,1900,3853,1170,2311,767,18436,2581,5055,1432,3429,928,9952,1625,3530,1187,1003,736,1414,694,1113,497,58938,3028,9446,1511,1621,743,1427,560,6398,1341,19252,1858,3395,1062,6527,1477,9330,1353,26741,2340,7944,2080,5915,1302,12882,1525,6240,1409,3679,1367,1338,549,1223,592,20501,2328,4265,1721,4577,1204,11659,1504,3499,974,1023,568,1286,690,1190,423,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,41956,3835,17218,2236,4229,1023,785,429,574,313,2870,837,2740,791,1144,482,525,304,1071,510,2083,728,644,423,593,396,846,384,328,286,0,223,126,222,202,189,1755,682,644,423,467,310,644,346,8166,1630,1456,621,1946,969,4764,905,24738,2463,7007,1201,1397,618,1179,468,4431,832,6175,1035,2131,893,1841,532,2203,644,1672,699,569,392,603,444,500,318,213,148,67,94,25,44,121,114,1459,693,502,380,578,445,379,307,9884,1617,1547,835,1681,945,6656,1097,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,683157,14510,337072,8815,37145,2890,7342,1560,10902,1862,18901,1980,110560,3413,30537,3257,32690,2741,47333,3231,126195,4720,49075,4832,33761,3379,43359,3574,20751,3461,11556,3015,5329,1097,3866,1438,105444,5327,37519,4648,28432,3243,39493,3384,63172,5660,28301,4088,18849,2842,16022,2224,346085,7638,50251,3992,9631,2101,12094,1664,28526,2629,119918,3555,33155,3125,36015,2833,50748,2404,115904,5193,34442,3476,36822,3240,44640,4011,10673,2140,5778,1849,2669,791,2226,1183,105231,5349,28664,3062,34153,2933,42414,3883,60012,5008,25572,3361,20020,2790,14420,2067,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
