GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,NAME,C05008_001MA,C05008_001EA,C05008_002MA,C05008_002EA,C05008_003EA,C05008_003MA,C05008_004EA,C05008_004MA,C05008_005MA,C05008_005EA,C05008_006MA,C05008_006EA,C05008_007MA,C05008_007EA,C05008_008EA,C05008_008MA,C05008_009EA,C05008_009MA,C05008_010MA,C05008_010EA,C05008_011MA,C05008_011EA,C05008_012MA,C05008_012EA,C05008_013MA,C05008_013EA,C05008_014EA,C05008_014MA,C05008_015EA,C05008_015MA,C05008_016MA,C05008_016EA,C05008_017MA,C05008_017EA,C05008_018MA,C05008_018EA,C05008_019EA,C05008_019MA,C05008_020EA,C05008_020MA,C05008_021MA,C05008_021EA,C05008_022MA,C05008_022EA,C05008_023MA,C05008_023EA,C05008_024MA,C05008_024EA,C05008_025EA,C05008_025MA,C05008_026EA,C05008_026MA,C05008_027MA,C05008_027EA,C05008_028MA,C05008_028EA,C05008_029MA,C05008_029EA,C05008_030EA,C05008_030MA,C05008_031EA,C05008_031MA,C05008_032MA,C05008_032EA,C05008_033MA,C05008_033EA,C05008_034MA,C05008_034EA,C05008_035MA,C05008_035EA,C05008_036EA,C05008_036MA,C05008_037EA,C05008_037MA,C05008_038MA,C05008_038EA,C05008_039MA,C05008_039EA,C05008_040MA,C05008_040EA,C05008_041EA,C05008_041MA,C05008_042EA,C05008_042MA,C05008_043MA,C05008_043EA,C05008_044MA,C05008_044EA,C05008_045MA,C05008_045EA,C05008_046MA,C05008_046EA,C05008_047EA,C05008_047MA,C05008_048EA,C05008_048MA,C05008_049MA,C05008_049EA,C05008_050MA,C05008_050EA,C05008_051MA,C05008_051EA,state
0400000US01,130049,5097,68434,3753,6740,1236,1571,592,1329,543,3840,1034,18850,2029,6671,1743,5209,1629,6970,1613,35635,2184,19419,2576,10361,1676,5855,1151,24367,2584,13256,2621,8063,1456,3048,976,11268,2075,6163,1671,2298,834,2807,848,7209,1878,2803,1208,2495,1184,1911,769,61615,3128,10564,1428,2059,674,1536,581,6969,1019,20530,1791,8470,1343,4868,1057,7192,1029,26387,2089,13118,2199,7867,1554,5402,1353,14761,2079,8157,1860,4544,1117,2060,932,11626,2198,4961,1451,3323,1170,3342,828,4134,1060,1156,766,929,494,2049,570,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47066,3744,23444,2709,4685,1358,982,652,1273,649,2430,1001,10007,1387,2608,1092,2847,779,4552,931,5973,1293,2129,897,1169,623,2675,704,3367,1009,1233,581,545,363,1589,609,2606,1162,896,767,624,479,1086,527,2779,1325,922,501,1024,1117,833,416,23622,2055,4235,1080,1034,769,617,359,2584,660,12583,936,3396,901,4291,1080,4896,985,4611,1220,2024,1201,1551,746,1036,394,2934,1257,1807,1201,486,431,641,339,1677,768,217,264,1065,608,395,262,2193,811,270,249,782,607,1141,434,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,929083,18802,482974,10079,37412,3929,7468,1610,9885,2146,20059,2480,55081,3208,15856,2467,15222,2124,24003,2261,364358,8756,127710,8443,123566,7321,113082,4547,333417,9560,116604,9092,115435,6922,101378,4553,30941,4111,11106,3010,8131,2263,11704,1794,26123,3129,11179,2763,5199,1155,9745,1751,446109,11989,50395,3984,9131,2151,11381,2141,29883,2621,62775,3121,16739,2277,17576,1950,28460,2291,302505,10368,89425,7603,108512,7165,104568,5224,275228,10071,81788,7560,103350,7177,90090,4853,27277,3317,7637,1974,5162,1534,14478,2271,30434,3024,8756,2267,6382,1379,15296,1964,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,107346,4254,58001,3164,4154,879,805,398,974,509,2375,618,9809,1575,3847,1244,1690,559,4272,1000,41852,2684,16635,2187,13634,1971,11583,1736,32136,2784,13080,2318,10781,1757,8275,1448,9716,1750,3555,1080,2853,922,3308,1162,2186,686,832,483,389,261,965,425,49345,2733,5709,989,910,436,1034,542,3765,816,12620,1346,3871,884,3006,895,5743,976,28174,2143,9935,2034,11918,1740,6321,1144,20658,2044,6798,1713,9820,1509,4040,1100,7516,1614,3137,1318,2098,727,2281,783,2842,822,882,504,621,321,1339,546,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9902067,50752,4955543,32214,318422,9514,53653,4810,84500,5053,180269,7109,1568030,16165,294079,10258,443376,11838,830575,13606,2900125,26151,618279,19614,842486,18973,1439360,16703,2356053,28798,499723,19110,704927,18600,1151403,15391,544072,13884,118556,8925,137559,7390,287957,9524,168966,8615,33545,4220,47255,3968,88166,5158,4946524,29040,363802,9802,51930,4596,89995,6083,221877,7571,1788775,16401,361251,12274,521251,12477,906273,12800,2617616,23406,506044,15410,799992,16001,1311580,17335,2040382,23802,399322,14434,655737,14696,985323,16575,577234,13166,106722,7234,144255,6706,326257,9931,176331,8439,35535,3519,45375,4288,95421,5454,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,489496,12993,252490,8293,29145,2942,5398,1448,9999,1867,13748,1719,42380,3325,12461,2698,12275,1938,17644,2120,162629,7029,50975,5498,65409,4780,46245,3496,145193,7516,46140,5441,59334,4509,39719,3511,17436,2802,4835,1563,6075,1467,6526,1537,18336,2380,7459,1887,4411,1209,6466,1031,237006,6986,39257,3207,6929,1741,11309,1916,21019,2150,54031,2643,15825,2571,14520,1927,23686,2484,126799,5796,43299,4911,51644,3297,31856,3063,109651,5700,37634,4596,46728,3520,25289,2896,17148,2468,5665,1636,4916,1231,6567,1222,16919,2516,6496,1705,3545,955,6878,1256,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,452358,13441,223418,7975,67912,4703,11160,2433,17142,2658,39610,2983,46370,2567,16483,1869,14086,1937,15801,1616,90119,5116,27776,3594,33319,3418,29024,2773,11889,2624,6227,1983,4108,1266,1554,649,78230,5001,21549,2980,29211,3396,27470,2748,19017,2437,5461,1782,5182,1348,8374,1357,228940,7481,82216,5505,13316,2548,19494,3167,49406,2813,48117,1653,16570,1820,15630,1755,15917,1425,80910,4163,20551,3420,28652,3311,31707,2914,8375,1938,3784,1463,2571,858,2020,883,72535,4049,16767,2913,26081,3185,29687,2735,17697,2571,3231,1203,3642,1265,10824,1533,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,68722,4737,34914,2786,5649,1323,885,793,1142,574,3622,872,8565,970,3340,708,2165,541,3060,750,16185,1852,6183,1391,5950,1480,4052,1192,8875,1451,3971,1206,3771,1107,1133,563,7310,1593,2212,901,2179,1007,2919,960,4515,1648,1392,1109,1136,484,1987,1052,33808,2888,6293,1361,840,593,1170,725,4283,939,9633,897,3373,636,2634,600,3626,800,13173,2064,5355,1131,4823,1844,2995,875,5429,1169,3462,1080,1253,515,714,503,7744,1940,1893,762,3570,1794,2281,759,4709,1562,1495,932,1849,1003,1365,543,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,73820,4254,37037,2765,5146,1146,1790,617,1146,534,2210,709,6183,1271,1651,1015,1782,948,2750,791,19066,1853,7344,1553,5171,1487,6551,1186,2045,898,1830,899,118,150,97,139,17021,2080,5514,1551,5053,1476,6454,1198,6642,1647,2370,948,1575,806,2697,927,36783,2800,6307,1231,1999,766,761,432,3547,895,7621,1188,2498,951,1867,728,3256,803,16588,1795,3954,959,4806,1371,7828,1525,272,212,134,116,54,94,84,132,16316,1827,3820,955,4752,1386,7744,1554,6267,1542,2583,1035,1632,682,2052,720,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3425634,30892,1688648,18726,176081,7584,36685,4286,38037,3801,101359,4716,157048,5452,38907,3671,45496,4056,72645,3318,1268508,17716,368199,14471,361194,13267,539115,11983,190638,9604,83512,7209,63938,6605,43188,4587,1077870,16542,284687,11946,297256,10781,495927,11826,87011,4718,22697,2816,26186,2572,38128,3351,1736986,17704,212210,7400,36670,3671,42086,3813,133454,5438,174148,4718,46208,3848,50226,3601,77714,3836,1255824,15251,321747,12296,367050,12626,567027,12580,112707,7142,47339,4952,39838,4992,25530,2816,1143117,13987,274408,10522,327212,10914,541497,12480,94804,5157,23307,3113,25921,2987,45576,2939,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
