GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,NAME,B08513_001EA,B08513_001MA,B08513_002MA,B08513_002EA,B08513_003MA,B08513_003EA,B08513_004MA,B08513_004EA,B08513_005MA,B08513_005EA,B08513_006EA,B08513_006MA,B08513_007MA,B08513_007EA,B08513_008MA,B08513_008EA,B08513_009MA,B08513_009EA,B08513_010EA,B08513_010MA,B08513_011EA,B08513_011MA,B08513_012EA,B08513_012MA,B08513_013MA,B08513_013EA,B08513_014MA,B08513_014EA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017EA,B08513_017MA,B08513_018MA,B08513_018EA,B08513_019MA,B08513_019EA,B08513_020MA,B08513_020EA,B08513_021MA,B08513_021EA,B08513_022EA,B08513_022MA,B08513_023EA,B08513_023MA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026MA,B08513_026EA,B08513_027EA,B08513_027MA,B08513_028EA,B08513_028MA,B08513_029EA,B08513_029MA,B08513_030MA,B08513_030EA,B08513_031MA,B08513_031EA,B08513_032MA,B08513_032EA,B08513_033EA,B08513_033MA,B08513_034EA,B08513_034MA,B08513_035MA,B08513_035EA,B08513_036EA,B08513_036MA,B08513_037MA,B08513_037EA,B08513_038MA,B08513_038EA,B08513_039EA,B08513_039MA,B08513_040MA,B08513_040EA,B08513_041MA,B08513_041EA,B08513_042MA,B08513_042EA,B08513_043MA,B08513_043EA,B08513_044EA,B08513_044MA,B08513_045EA,B08513_045MA,B08513_046MA,B08513_046EA,B08513_047EA,B08513_047MA,B08513_048MA,B08513_048EA,B08513_049MA,B08513_049EA,B08513_050EA,B08513_050MA,B08513_051MA,B08513_051EA,B08513_052MA,B08513_052EA,B08513_053MA,B08513_053EA,B08513_054MA,B08513_054EA,B08513_055EA,B08513_055MA,B08513_056EA,B08513_056MA,state
0400000US01,1928379,13688,1833464,13482,57312,2849,22848,2645,34464,2869,37603,2809,24972,2492,12631,1706,1616147,13464,1551506,13541,35923,2811,19012,2593,16911,1804,28718,2620,20289,2416,8429,1382,213281,7763,189038,7045,18430,2399,2871,813,15559,2331,5813,1474,2395,786,3418,1156,8928,1399,8343,1408,199,200,115,124,84,101,386,394,374,394,12,21,22213,2625,19495,2450,1496,723,419,375,1077,650,1222,571,703,449,519,350,18886,2276,17836,2203,609,401,49,82,560,406,441,289,393,289,48,80,48924,3402,47246,3382,655,244,382,212,273,173,1023,530,818,475,205,233,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322541,5905,274203,6086,13463,1954,7110,1493,6353,1300,34875,2534,20866,2202,14009,2035,215678,5187,191366,5481,7116,1470,4567,1269,2549,803,17196,2090,11457,1994,5739,1233,40654,3632,33064,3048,2332,998,586,314,1746,990,5258,1282,2670,866,2588,1023,3709,1167,3358,1105,97,145,0,265,97,145,254,252,228,254,26,45,29712,2145,19661,2061,2408,778,1121,555,1287,509,7643,1021,3658,692,3985,742,16734,1510,13257,1366,431,300,209,201,222,230,3046,713,1841,466,1205,537,16054,1764,13497,1774,1079,696,627,586,452,461,1478,486,1012,421,466,292,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2707593,15533,1964099,18877,589315,11504,278488,9458,310827,9891,154179,7228,112180,6461,41999,4287,2023952,17977,1526302,18157,384010,11138,205551,7725,178459,7512,113640,6417,84224,5647,29416,3227,374532,12818,214809,7688,140249,10008,46025,4298,94224,8960,19474,2715,11649,1981,7825,2172,55974,4177,33455,3646,19278,2679,7368,1655,11910,2079,3241,1137,2480,1026,761,521,63265,5183,42395,4310,14247,3090,5300,1319,8947,2546,6623,2068,4984,2016,1639,694,65935,5006,42761,3111,18987,3245,6452,1944,12535,2530,4187,1165,3140,1116,1047,557,123935,6389,104377,5744,12544,1995,7792,1662,4752,1275,7014,1524,5703,1406,1311,619,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1228961,10799,1143651,11205,62098,2790,22766,2326,39332,2944,23212,2758,15572,2424,7640,1475,987535,11256,932104,11081,38780,3206,15429,2060,23351,2715,16651,2112,11627,2025,5024,1075,158605,6650,135425,5802,18839,2802,5688,1481,13151,2301,4341,1290,2663,955,1678,712,5136,1120,4896,1119,193,246,123,223,70,111,47,78,47,78,0,265,21554,2514,18873,2274,2208,811,1067,522,1141,599,473,322,392,299,81,111,16165,2091,14668,1895,1219,865,230,216,989,833,278,312,278,312,0,265,39966,3313,37685,2789,859,442,229,252,630,395,1422,899,565,381,857,643,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16337246,39536,9445364,43799,4523772,28384,2060745,28170,2463027,27308,2368110,26171,1454686,20881,913424,17727,11926851,45574,7254499,42366,2950167,28585,1554413,25677,1395754,20234,1722185,23233,1092015,18597,630170,14380,2033750,25872,863112,16018,863436,20078,275819,10101,587617,17926,307202,9438,163852,6921,143350,6940,810854,16913,343501,11586,338308,11861,90363,5734,247945,10675,129045,5881,72648,5003,56397,4450,437939,11797,234394,8193,142013,7493,51993,4394,90020,5232,61532,4931,34664,3287,26868,3383,348806,9664,196421,7767,114276,6799,31685,3407,82591,6443,38109,3814,22341,2930,15768,2098,779046,16629,553437,12675,115572,6069,56472,4438,59100,4588,110037,6491,69166,4765,40871,3559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2384763,12996,1999432,14681,269116,8588,116732,6426,152384,7638,116215,5417,77412,5001,38803,3543,1793338,12923,1527690,14489,181678,7222,85523,5237,96155,6460,83970,4698,57444,4354,26526,3044,254863,9686,188410,9351,52521,4448,16899,2717,35622,3571,13932,2026,7511,1567,6421,1622,74891,4711,56796,3678,12181,2361,3407,1114,8774,2150,5914,1773,2610,1120,3304,1230,72074,4595,59707,4056,9177,1950,3650,1105,5527,1520,3190,888,2632,841,558,380,52467,3884,42011,3430,7152,1736,3175,1013,3977,1466,3304,877,1974,733,1330,664,137130,5709,124818,5169,6407,1253,4078,885,2329,788,5905,1359,5241,1252,664,398,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1697791,11729,1359987,13973,152944,5280,82463,4503,70481,4419,184860,9597,114051,5878,70809,6356,1368272,11664,1129648,13363,100508,4639,59116,3680,41392,3551,138116,7176,90640,5072,47476,4126,146441,6993,96217,5299,26121,3372,11299,2268,14822,2374,24103,3860,11485,2027,12618,2779,50571,4012,32753,3232,10473,1748,4189,1213,6284,1257,7345,1550,3080,879,4265,1323,50591,4185,34646,3283,8368,2021,3594,1160,4774,1818,7577,1570,4143,1008,3434,1240,22441,3032,14751,2243,5090,1374,2468,943,2622,975,2600,1076,986,490,1614,977,59475,3119,51972,3087,2384,693,1797,586,587,309,5119,1010,3717,845,1402,486,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,410043,7121,362700,7010,24157,2219,11648,1710,12509,1596,23186,2581,16612,2160,6574,1383,334700,7462,299209,6812,16497,2429,9550,1691,6947,1489,18994,2347,13947,2018,5047,1171,38649,3177,32529,2926,3594,900,972,490,2622,927,2526,824,1463,490,1063,603,9019,1675,7370,1414,1227,855,440,350,787,712,422,296,355,272,67,109,11020,1887,8607,1797,1796,683,428,276,1368,687,617,328,361,206,256,248,6257,1388,5499,1207,581,697,0,265,581,697,177,173,177,173,0,265,10398,1446,9486,1338,462,296,258,221,204,231,450,375,309,338,141,168,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,720382,12903,567779,11567,60478,5158,31419,3830,29059,3806,92125,5149,68875,4623,23250,2590,312973,8753,249601,7986,24542,3021,13432,2340,11110,2210,38830,3483,29352,3266,9478,1369,79600,5866,58454,4674,8690,2174,3195,987,5495,1936,12456,2289,8132,1537,4324,1479,264602,8208,210199,7571,22901,2991,12410,1894,10491,2378,31502,3046,24184,2665,7318,1531,35274,2885,28025,2514,2308,894,1422,737,886,553,4941,1130,3731,1063,1210,627,16435,2367,12207,2088,1245,622,666,396,579,396,2983,997,2337,816,646,548,11498,1692,9293,1517,792,363,294,226,498,312,1413,583,1139,529,274,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111142,28173,5879106,30199,1643300,17935,846825,18156,796475,15442,588736,15164,348994,11536,239742,9215,6439684,30077,4798099,29352,1209591,16514,691887,17385,517704,13018,431994,13666,274218,10139,157776,8137,884381,19678,544268,15448,257113,10582,87004,5400,170109,8130,83000,5825,36689,3161,46311,4510,158485,8950,79844,5782,51626,5693,14772,2355,36854,5834,27015,3549,8973,2020,18042,3093,135615,7011,92641,5747,31773,3935,12610,1980,19163,3139,11201,2002,6279,1445,4922,1504,166679,8458,105280,5254,48744,5882,15500,2186,33244,5560,12655,2567,6085,1459,6570,2082,326298,11200,258974,8809,44453,3700,25052,2654,19401,2454,22871,2909,16750,2180,6121,1518,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
