GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002EA,B14004_002MA,B14004_003EA,B14004_003MA,B14004_004EA,B14004_004MA,B14004_005MA,B14004_005EA,B14004_006MA,B14004_006EA,B14004_007EA,B14004_007MA,B14004_008EA,B14004_008MA,B14004_009EA,B14004_009MA,B14004_010MA,B14004_010EA,B14004_011MA,B14004_011EA,B14004_012MA,B14004_012EA,B14004_013EA,B14004_013MA,B14004_014EA,B14004_014MA,B14004_015MA,B14004_015EA,B14004_016MA,B14004_016EA,B14004_017MA,B14004_017EA,B14004_018MA,B14004_018EA,B14004_019EA,B14004_019MA,B14004_020EA,B14004_020MA,B14004_021EA,B14004_021MA,B14004_022MA,B14004_022EA,B14004_023MA,B14004_023EA,B14004_024EA,B14004_024MA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027MA,B14004_027EA,B14004_028MA,B14004_028EA,B14004_029MA,B14004_029EA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032MA,B14004_032EA,B14004_033MA,B14004_033EA,state
0400000US17,10169211,2444,4953359,3136,285805,7560,1277,485,183759,5654,55892,4004,44877,3055,131674,4877,827,364,73052,3584,32781,3039,25014,2280,4535880,9519,281577,1584,408038,6814,814506,5067,3031759,5219,5215852,2805,353974,8971,1365,561,197801,6975,79370,4889,75438,4008,167877,6056,306,231,89137,4623,40048,2764,38386,2728,4694001,8897,268276,1674,337666,6858,749219,6143,3338840,5337,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5010795,3062,2440311,3002,139001,4620,208,170,89275,3662,29760,2633,19758,2123,43860,3575,155,196,27695,2606,7299,1434,8711,1149,2257450,7024,142509,1771,203644,4500,386535,3829,1524762,3972,2570484,3240,177276,5880,368,255,95118,4107,45585,3238,36205,2862,54068,2888,225,160,33733,2189,8636,1381,11474,1700,2339140,7022,133407,1838,173704,4225,357732,4084,1674297,5082,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2397350,2038,1170327,2149,72187,3467,225,210,50855,2533,12242,1544,8865,1270,26113,1898,110,124,18020,1348,3954,983,4029,872,1072027,4743,66000,1278,93935,3394,163964,2263,748128,2290,1227023,2278,77848,4074,29,36,46841,2685,17334,1875,13644,1519,35678,2341,37,63,22754,1727,5337,959,7550,1098,1113497,5380,63384,1176,83134,3272,150001,2663,816978,2459,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2190376,1902,1077383,2389,79336,4179,218,219,53120,3354,15997,1976,10001,1325,16224,1900,0,237,7760,962,3653,1054,4811,841,981823,4959,63035,1269,95720,3636,155676,2842,667392,3374,1112993,2121,92305,3336,284,230,56591,2613,16976,1759,18454,1671,19488,1965,0,237,9411,1277,4282,1053,5795,1120,1001200,3960,57431,1236,75621,3395,147422,2572,720726,2484,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3381302,2493,1636524,3140,84595,4465,677,324,53518,3340,18911,2258,11489,1627,21382,2429,159,160,12358,1885,3842,821,5023,1357,1530547,5894,88601,1728,136844,4380,265380,2745,1039722,3494,1744778,2863,123114,5162,251,209,66513,3372,32244,3268,24106,2375,27991,2504,147,173,13734,1454,7467,1673,6643,1346,1593673,6369,85734,1602,109994,3455,244984,4069,1152961,4140,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3386670,2961,1623910,2950,87359,4690,341,270,59292,3999,17217,2188,10509,1681,15289,1768,0,267,9054,1549,3133,923,3102,776,1521262,5242,95160,2368,165275,5799,256789,5312,1004038,3772,1762760,3154,126144,5105,711,600,76910,3664,28382,2676,20141,2273,27492,2935,0,267,15841,2170,5972,1336,5679,1293,1609124,6111,91687,2429,137881,4287,242807,4132,1136749,3790,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1096285,1113,529833,1215,22273,2373,64,106,12071,1613,4722,1147,5416,976,10365,1066,0,223,8078,941,862,376,1425,472,497195,2671,28638,445,38865,1819,70332,1504,359360,1426,566452,1168,32092,2179,0,223,15695,1439,7184,1153,9213,1262,12913,1517,0,223,7892,1029,1893,648,3128,740,521447,2717,27881,603,33773,1668,66999,1504,392794,1770,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4501537,1982,2145983,1978,128314,5618,1406,545,73918,3550,26949,2876,26041,2629,50097,3667,523,291,22213,2070,13500,2123,13861,1778,1967572,6845,124103,1640,173514,4251,310944,4961,1359011,4091,2355554,1890,187525,6689,3210,779,91370,4374,49156,3114,43789,3279,67310,3538,427,335,29148,2586,17178,2109,20557,2220,2100719,6859,118273,1553,145920,4601,300151,4605,1536375,4455,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5249776,1728,2509303,2031,103435,4226,429,305,66550,2949,20514,2495,15942,2019,123882,5448,810,303,76065,4148,29831,2708,17176,2115,2281986,6664,131903,1344,178310,4531,357294,4447,1614479,3393,2740473,2107,139122,6275,870,436,79889,4332,30435,2845,27928,2586,149931,6017,1195,578,96305,4019,28638,3032,23793,2783,2451420,7200,125853,1411,146036,5323,350338,4317,1829193,4708,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8076640,2387,3934276,3123,262881,7695,1311,464,172305,5370,53024,4214,36241,2605,56212,3575,140,166,30557,2852,13735,1793,11780,1391,3615183,8142,233357,1703,299029,5701,567911,5038,2514886,4657,4142364,2722,343145,7851,2041,540,193389,5191,79141,4183,68574,3370,74906,3389,735,438,35389,2406,18303,1977,20479,1627,3724313,8252,220834,1695,248887,5207,529449,5058,2725143,4464,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4134380,1842,2040336,2217,113905,4371,376,211,74384,3175,23577,2149,15568,1901,42099,2986,47,75,25498,2608,7530,1032,9024,1473,1884332,5133,114814,1049,167772,3964,311121,2976,1290625,3164,2094044,2259,136674,4678,372,221,81781,3484,28249,2388,26272,2246,57594,2871,189,159,34280,2277,10953,1491,12172,1500,1899776,5576,109411,1201,138008,3717,288076,3528,1364281,3205,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2284716,2629,1088736,3682,62328,3515,225,284,45986,3183,9771,1894,6346,1385,10023,1758,0,283,4987,1441,2742,867,2294,760,1016385,5529,66540,2293,107734,4630,169246,4906,672865,3301,1195980,3114,92150,4926,246,203,56889,3965,20398,2236,14617,1995,14041,1928,60,97,7212,1203,2637,968,4132,1218,1089789,5864,66032,2207,89123,4071,162480,3966,772154,3535,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4674246,2904,2256115,3209,105374,4865,682,323,70358,3810,19877,2206,14457,1580,52750,2945,375,220,29168,2147,13043,1984,10164,1400,2097991,6234,130057,1527,192380,4187,345532,3956,1430022,4183,2418131,2718,150932,5406,903,380,86620,3779,31883,2283,31526,2822,58903,3199,118,142,30475,2405,14476,1974,13834,1841,2208296,5961,121827,1515,162008,4346,333120,3274,1591341,4086,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,769036,1445,381912,1800,23396,2432,135,147,14682,1782,5551,1231,3028,687,2655,815,0,228,1344,684,650,377,661,314,355861,2773,21422,1074,34408,1818,51081,1906,248950,1451,387124,1740,31351,2790,94,108,17514,2103,7272,1321,6471,1193,3709,947,0,228,1669,642,730,481,1310,492,352064,3145,20851,1265,26237,2142,46332,1932,258644,1830,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1400725,1171,689040,1579,44627,2950,124,129,27768,2312,10538,1666,6197,1058,11860,1457,0,213,7313,1162,2054,634,2493,825,632553,3201,39871,744,61052,2515,105363,2484,426267,2284,711685,1295,52789,2940,174,151,30556,2144,12693,1827,9366,1228,17572,2161,231,190,11432,1581,3444,1141,2465,699,641324,3466,37404,768,48932,2236,95817,2532,459171,1896,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1965437,1149,998292,2595,42377,3551,406,318,20745,2301,12341,1676,8885,1700,7362,1401,44,76,2173,626,2287,859,2858,920,948553,4605,52561,1169,89561,3107,179762,3492,626669,3087,967145,2312,61401,4351,401,232,30421,2779,14967,2272,15612,1841,11985,2123,144,234,3244,951,3509,1134,5088,1311,893759,4817,50799,958,70618,3245,159477,3291,612865,2583,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1075279,1285,525124,1659,23768,2414,0,251,15663,1704,4142,1084,3963,1085,14228,1666,105,173,8657,1281,3216,1106,2250,666,487128,3469,29570,601,37491,2214,69869,1879,350198,1809,550155,1715,32285,2175,228,201,18692,1624,6371,1240,6994,1047,18670,1893,150,175,11634,1359,2413,593,4473,1009,499200,3307,28009,711,28208,2087,67954,1883,375029,1991,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7006178,1117,3383711,1923,163749,6696,516,276,108284,4975,30328,3116,24621,2100,83588,4656,517,292,48889,3317,18992,2112,15190,1770,3136374,7676,189071,1115,238964,5426,498399,4548,2209940,3520,3622467,2025,206079,6635,709,330,118096,4936,42664,2895,44610,3364,101073,4741,443,252,57095,3677,19446,2174,24089,2035,3315315,8095,180015,1402,192339,5581,472944,4089,2470017,4574,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1533025,1891,748013,1953,54578,3946,339,324,28743,2669,14211,2218,11285,1615,9048,1487,573,343,3922,1163,1824,710,2729,775,684387,4724,44036,1411,73056,3250,112847,3341,454448,3398,785012,1808,71597,4701,600,423,35076,2538,18673,2777,17248,2109,8514,1380,172,281,2714,932,2483,811,3145,764,704901,5453,43056,1527,61305,2772,106794,3246,493746,3252,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15606628,2416,7456901,3147,365515,8209,3713,837,248693,7703,67588,4361,45521,3280,260378,8435,3161,813,163762,5578,57716,4163,35739,3164,6831008,11444,408631,1888,573505,7798,1117950,5971,4730922,5596,8149727,3259,463826,11139,3990,1048,272925,7413,96320,5009,90591,4538,354348,10085,2309,718,215813,6751,75053,4878,61173,3877,7331553,13959,392130,2137,472114,7790,1094492,7151,5372817,6924,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7072249,4351,3424679,5017,198224,6797,1673,699,115570,4662,43705,3812,37276,3178,52661,3725,738,399,28710,2807,12293,1878,10920,1507,3173794,9119,189571,3435,301892,6320,547921,6563,2134410,6145,3647570,4079,274607,6784,2013,643,143378,5142,63046,3925,66170,3833,70909,3772,531,310,40335,2774,12789,1733,17254,2083,3302054,8930,176237,3351,226366,5974,520183,6638,2379268,6093,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,519296,1132,256985,1533,21534,1707,0,200,15828,1221,3331,951,2375,492,2726,605,0,200,2176,506,176,152,374,237,232725,1936,13914,572,24211,1617,35781,1472,158819,1051,262311,1527,26972,1777,0,200,18783,1575,3984,913,4205,840,4859,903,0,200,3478,746,883,434,498,221,230480,2284,13127,639,17914,1724,30050,1195,169389,1683,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
