GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001MA,C16006_001EA,C16006_002EA,C16006_002MA,C16006_003EA,C16006_003MA,C16006_004MA,C16006_004EA,C16006_005MA,C16006_005EA,C16006_006EA,C16006_006MA,state
0400000US01,95686,2039,23493,3007,71583,2844,25053,3311,46530,3334,610,365,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32625,1064,15386,2208,16492,2299,8511,1816,7981,1597,747,647,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1587073,885,417556,16427,1167086,16376,585586,15148,581500,15220,2431,930,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,119668,1871,26705,2840,92679,2896,33279,3128,59400,3298,284,247,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11690013,552,2537344,45052,9117918,45553,4516444,37799,4601474,43151,34751,4499,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,829460,803,343651,11824,484186,11779,223630,8203,260556,10849,1623,528,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,356268,554,78305,5601,276026,5962,152685,6032,123341,5073,1937,905,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46613,0,7915,2105,38349,2222,16237,2122,22112,2079,349,351,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44103,0,8962,1878,35030,1893,16752,2154,18278,2667,111,183,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3343391,2267,434406,15108,2890895,16306,1439821,21758,1451074,20633,18090,3204,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,597962,2792,83722,6234,512057,5528,190382,9375,321675,9325,2183,1147,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,87656,0,70029,2429,13292,2190,10092,1996,3200,872,4335,1388,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,122840,558,35315,3234,87034,3296,46285,3386,40749,3100,491,277,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1677989,1916,272445,11702,1399852,11824,679391,17282,720461,18061,5692,1792,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,263530,2255,72214,4946,190206,5297,83400,4612,106806,5312,1110,669,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,99900,1664,31022,3047,68426,3015,30426,2777,38000,2468,452,384,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,208000,1029,63160,4363,143842,4493,68540,4885,75302,4360,998,566,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,73224,2898,24775,3069,48188,3172,17560,2459,30628,3230,261,255,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113011,1975,38297,3754,73616,3398,34947,3205,38669,3952,1098,622,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11153,707,5060,971,5782,948,3829,815,1953,724,311,303,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,301062,1338,66197,6525,232653,6648,110825,5790,121828,6477,2212,748,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,464301,593,94563,6392,359718,6387,189391,6109,170327,6279,10020,2487,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,352676,1210,143899,5610,206949,5891,108958,6218,97991,5598,1828,920,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,168313,1473,49096,3789,117319,3765,51622,3298,65697,3386,1898,925,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40810,2227,14526,2459,26097,2748,9001,1604,17096,2510,187,247,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,138883,2341,60343,4133,77001,4321,39904,3097,37097,3245,1539,744,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18233,1056,12364,1634,5479,1544,3870,1372,1609,656,390,323,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,112518,883,29828,2917,82531,3077,33525,2851,49006,2934,159,205,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,540463,641,120417,9619,418988,9708,189823,8359,229165,9095,1058,415,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26633,691,10254,1564,15974,1452,11028,1474,4946,1127,405,462,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1238468,467,196286,9430,1036201,9802,503285,11275,532916,12596,5981,1362,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,782952,364,292697,10134,488210,10178,324300,9255,163910,8267,2045,737,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2871728,1675,475144,14755,2381868,15059,1227812,19206,1154056,21168,14716,2418,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,513511,3787,72661,5823,439107,7226,151144,6162,287963,8517,1743,808,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8177,700,4406,1013,3771,904,2561,634,1210,659,0,200,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238009,1913,97273,4904,139152,5048,75824,3834,63328,3602,1584,716,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,213504,1561,64705,4798,148220,4955,66557,3877,81663,4139,579,322,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,335044,792,83638,5643,249680,5465,105066,5510,144614,6772,1726,1124,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,469887,1288,123602,6023,343588,6102,197895,6458,145693,6385,2697,1249,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,105326,541,15103,2179,89696,2175,42612,2658,47084,2965,527,292,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,129237,1965,23348,3004,104601,3201,36054,3077,68547,3759,1288,927,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13943,1268,5498,1299,8445,1315,3723,1034,4722,1192,0,216,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,160483,2423,36362,4276,123143,3827,42935,4181,80208,4111,978,628,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7442667,1269,1481839,25285,5947589,25351,3245466,28705,2702123,33173,13239,2885,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,249973,620,72243,5500,176790,5318,76864,5267,99926,6190,940,449,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6062,636,3601,602,2420,555,1734,522,686,340,41,65,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
