GEO_ID,B06011_001E,B06011_001M,B06011_002E,B06011_002M,B06011_003E,B06011_003M,B06011_004E,B06011_004M,B06011_005E,B06011_005M,NAME,B06011_001MA,B06011_001EA,B06011_002EA,B06011_002MA,B06011_003MA,B06011_003EA,B06011_004EA,B06011_004MA,B06011_005EA,B06011_005MA,state
0400000US01,20354,225,19107,346,23829,655,23473,4009,17207,754,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25793,573,13639,1056,32519,1080,27544,6038,22951,1634,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,24753,252,20995,453,28515,454,29134,3085,19814,532,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19413,275,18444,354,20859,328,20604,1720,18927,781,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25621,119,26032,156,32499,357,30741,785,21316,142,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,27177,253,22832,574,31919,315,30825,2471,21056,499,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,30421,278,29351,675,36273,721,18803,1455,26697,732,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27119,536,25242,891,29873,1079,21462,4555,25241,2383,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,30928,821,23593,1791,38918,2051,45578,11889,27579,1697,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,23636,164,20947,224,26752,181,21273,577,20715,186,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,23973,239,20670,284,30379,281,27319,2774,21580,470,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27520,576,26898,550,32294,956,30544,2347,22847,1205,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21804,335,21158,571,22703,585,24431,2585,19572,1503,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,25849,146,25741,205,28540,495,22011,1608,23530,472,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23551,202,23579,288,24297,400,26565,3036,19786,898,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,23321,251,23807,321,22530,582,23059,2739,20959,827,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23628,328,22337,333,26175,464,23123,3520,21307,749,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20680,212,19896,331,22910,687,19567,3252,20921,1146,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19681,287,18439,303,24303,750,26288,2362,19551,1598,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22075,287,20832,360,26065,593,22821,3148,20333,2276,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,31886,238,26427,362,40111,402,33427,3114,30093,995,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,28621,317,28077,414,35752,682,17160,1377,25087,619,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23809,170,23804,196,23801,371,22119,1923,24059,790,Michigan,null,null,null,null,null,null,null,null,null,null,26
