GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,B08524_050E,B08524_050M,B08524_051E,B08524_051M,B08524_052E,B08524_052M,B08524_053E,B08524_053M,B08524_054E,B08524_054M,B08524_055E,B08524_055M,B08524_056E,B08524_056M,NAME,B08524_001EA,B08524_001MA,B08524_002MA,B08524_002EA,B08524_003EA,B08524_003MA,B08524_004MA,B08524_004EA,B08524_005MA,B08524_005EA,B08524_006EA,B08524_006MA,B08524_007MA,B08524_007EA,B08524_008MA,B08524_008EA,B08524_009MA,B08524_009EA,B08524_010MA,B08524_010EA,B08524_011EA,B08524_011MA,B08524_012EA,B08524_012MA,B08524_013MA,B08524_013EA,B08524_014MA,B08524_014EA,B08524_015MA,B08524_015EA,B08524_016MA,B08524_016EA,B08524_017EA,B08524_017MA,B08524_018EA,B08524_018MA,B08524_019EA,B08524_019MA,B08524_020MA,B08524_020EA,B08524_021MA,B08524_021EA,B08524_022MA,B08524_022EA,B08524_023MA,B08524_023EA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026MA,B08524_026EA,B08524_027EA,B08524_027MA,B08524_028MA,B08524_028EA,B08524_029EA,B08524_029MA,B08524_030EA,B08524_030MA,B08524_031MA,B08524_031EA,B08524_032MA,B08524_032EA,B08524_033MA,B08524_033EA,B08524_034EA,B08524_034MA,B08524_035EA,B08524_035MA,B08524_036EA,B08524_036MA,B08524_037MA,B08524_037EA,B08524_038EA,B08524_038MA,B08524_039EA,B08524_039MA,B08524_040EA,B08524_040MA,B08524_041MA,B08524_041EA,B08524_042MA,B08524_042EA,B08524_043MA,B08524_043EA,B08524_044EA,B08524_044MA,B08524_045EA,B08524_045MA,B08524_046MA,B08524_046EA,B08524_047EA,B08524_047MA,B08524_048MA,B08524_048EA,B08524_049MA,B08524_049EA,B08524_050EA,B08524_050MA,B08524_051MA,B08524_051EA,B08524_052MA,B08524_052EA,B08524_053MA,B08524_053EA,B08524_054MA,B08524_054EA,B08524_055EA,B08524_055MA,B08524_056EA,B08524_056MA,state
0400000US01,1928379,13688,597238,11772,289791,9659,488093,10388,12721,1621,219771,7800,317412,9119,3353,858,1616147,13464,518992,11344,230826,7915,424252,9887,8243,1425,165906,6320,265044,8013,2884,728,213281,7763,47940,3307,38566,3903,39507,3317,2877,1047,44564,3764,39607,3281,220,199,8928,1399,1343,585,3193,1038,1638,742,0,265,585,497,2169,633,0,265,22213,2625,6486,1357,6838,1531,3957,775,416,297,1653,730,2699,1035,164,182,18886,2276,3916,952,4655,1270,2740,961,390,307,2507,807,4593,1249,85,123,48924,3402,18561,1857,5713,1006,15999,2273,795,615,4556,1151,3300,979,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322541,5905,110022,4361,53748,3325,76054,4577,5032,1026,37975,2818,35216,2836,4494,973,215678,5187,79279,4099,32093,2810,54684,4000,1482,511,23843,2643,21240,2127,3057,833,40654,3632,11668,1627,7663,1660,10291,1660,774,416,5978,1241,3486,735,794,416,3709,1167,905,426,328,253,926,484,0,265,820,674,651,504,79,132,29712,2145,8155,989,7324,1174,5281,939,1030,626,2663,760,5056,846,203,159,16734,1510,3189,684,2968,786,2434,652,1529,514,3168,745,3366,913,80,83,16054,1764,6826,1027,3372,1002,2438,722,217,183,1503,680,1417,708,281,390,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2707593,15533,877494,14912,461910,13142,741003,14817,13095,3046,335675,10299,271323,9193,7093,1805,2023952,17977,696192,12951,322723,11617,575412,13119,5345,1214,221386,9229,198922,8083,3972,910,374532,12818,85113,5164,70355,5278,80680,4751,5074,2130,88515,7304,44238,4852,557,443,55974,4177,9509,1522,16026,2278,17776,2557,502,357,4569,1213,7226,1553,366,402,63265,5183,15726,2744,16321,2349,17031,3059,656,410,5493,1718,6753,2087,1285,797,65935,5006,14798,1956,17379,2977,13179,2130,1017,1060,10408,2074,8616,1769,538,445,123935,6389,56156,3889,19106,2675,36925,3210,501,530,5304,1140,5568,1278,375,314,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1228961,10799,346379,9756,192341,6485,310179,7660,17161,2260,129099,5613,231504,6869,2298,673,987535,11256,287091,8361,148628,5919,257319,6748,11717,1642,96145,4888,184819,6366,1816,630,158605,6650,37056,2724,27037,3262,31588,3271,2661,885,26087,2677,33899,2690,277,221,5136,1120,1145,584,1795,762,915,445,172,177,275,238,834,365,0,265,21554,2514,4459,954,6061,1125,4629,1403,547,355,1621,733,4074,961,163,144,16165,2091,2283,690,3259,909,2304,939,816,651,1730,654,5731,1304,42,70,39966,3313,14345,2074,5561,1302,13424,1495,1248,441,3241,1076,2147,872,0,265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16337246,39536,5643129,29318,2711965,28086,4224588,35063,210476,9505,1573843,24391,1903726,25086,69519,4281,11926851,45574,4326647,27885,1777939,22091,3222827,31019,86707,5890,1105999,21643,1369943,20331,36789,3594,2033750,25872,512860,12347,372899,12549,433919,11636,96149,7731,315865,9944,294579,9164,7479,1605,810854,16913,227861,8930,209732,9234,205304,9014,3511,1234,46696,4131,116495,7196,1255,642,437939,11797,122385,5628,123138,8204,112324,5171,8146,1971,22366,2493,41637,4150,7943,1143,348806,9664,105012,5174,72655,5003,63762,4781,11152,2259,40447,5027,52485,5090,3293,906,779046,16629,348364,9754,155602,7352,186452,7723,4811,1233,42470,3528,28587,2940,12760,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2384763,12996,872697,12044,380501,12128,611930,11913,13065,1881,262700,9322,227595,7738,16275,1733,1793338,12923,661845,10363,268549,9309,483016,10134,6991,1391,189453,7180,175809,6255,7675,1437,254863,9686,71778,4642,45948,4154,50173,4146,2603,1007,54004,4783,28880,2948,1477,774,74891,4711,24022,2053,18495,3375,20225,2454,0,265,4651,1532,7442,1800,56,89,72074,4595,23812,2545,17414,2668,15654,2340,1092,708,3221,986,4105,1174,6776,330,52467,3884,19768,2353,11926,2191,8732,1451,300,199,4843,1473,6696,1502,202,134,137130,5709,71472,3934,18169,2639,34130,3040,2079,837,6528,1577,4663,921,89,109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1697791,11729,643333,11014,281151,8498,442822,8980,2682,702,143612,6122,181058,8633,3133,777,1368272,11664,539703,9984,206095,6737,362269,8206,1329,547,113898,5462,143264,7425,1714,578,146441,6993,40188,3049,30793,3126,32851,3274,746,483,20124,2982,21686,2327,53,87,50571,4012,12838,1817,15216,2293,14529,2188,111,130,2021,878,5856,1463,0,265,50591,4185,15651,2317,14347,2322,12319,1884,141,161,3262,1095,4069,1153,802,375,22441,3032,5016,1205,5772,1391,5477,1319,74,120,1878,925,4086,1298,138,150,59475,3119,29937,2238,8928,1552,15377,1752,281,216,2429,801,2097,626,426,146,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,410043,7121,149885,5963,64246,3896,112217,4950,1334,550,41605,3204,39486,4039,1270,622,334700,7462,125970,5401,49311,3864,91795,4421,758,373,33764,2835,32243,3629,859,411,38649,3177,12441,1839,6705,1349,10018,1916,117,115,5641,1182,3610,885,117,192,9019,1675,2279,836,2466,998,2546,828,74,123,425,397,1229,628,0,265,11020,1887,2823,796,3118,1280,3373,767,159,125,262,264,1285,880,0,265,6257,1388,1222,635,1234,806,1425,501,226,282,1020,607,920,491,210,346,10398,1446,5150,1027,1412,452,3060,811,0,265,493,332,199,161,84,148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,720382,12903,430257,10039,95167,5406,129411,6415,897,609,31336,3727,28053,3013,5261,1295,312973,8753,184896,6301,40813,4015,50696,3759,17,28,17004,2413,17153,2357,2394,710,79600,5866,44298,3876,7788,1630,14984,2131,0,265,8132,1990,3607,1290,791,370,264602,8208,162327,6042,38526,3558,52662,3876,136,162,4906,1254,5089,1109,956,411,35274,2885,21209,2297,5615,1382,6911,1500,215,162,261,246,699,476,364,275,16435,2367,10562,1878,1134,630,2602,1018,195,316,555,403,1275,719,112,138,11498,1692,6965,1154,1291,559,1556,575,334,320,478,427,230,236,644,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111142,28173,2532856,28164,1446888,23519,2312923,22707,59824,6701,971499,18933,757601,16488,29551,2231,6439684,30077,2110744,25798,1096007,20040,1895053,22369,27553,3667,695363,14566,597614,15077,17350,2036,884381,19678,196700,8462,173698,8167,206866,7543,21324,4324,195605,9345,87624,6215,2564,726,158485,8950,21689,2545,55452,5081,42767,4008,3372,1659,14528,2899,19935,3166,742,495,135615,7011,29285,2844,42471,4337,36337,3244,3440,1282,9736,2043,10860,2229,3486,789,166679,8458,30584,2775,43402,4323,30766,3728,2981,1071,31247,5018,26714,3612,985,420,326298,11200,143854,7488,35858,3390,101134,6069,1154,779,25020,3195,14854,2316,4424,863,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
