GEO_ID,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,NAME,B03002_001MA,B03002_001EA,B03002_002MA,B03002_002EA,B03002_003MA,B03002_003EA,B03002_004EA,B03002_004MA,B03002_005MA,B03002_005EA,B03002_006MA,B03002_006EA,B03002_007MA,B03002_007EA,B03002_008EA,B03002_008MA,B03002_009MA,B03002_009EA,B03002_010EA,B03002_010MA,B03002_011MA,B03002_011EA,B03002_012MA,B03002_012EA,B03002_013MA,B03002_013EA,B03002_014MA,B03002_014EA,B03002_015EA,B03002_015MA,B03002_016EA,B03002_016MA,B03002_017EA,B03002_017MA,B03002_018MA,B03002_018EA,B03002_019MA,B03002_019EA,B03002_020MA,B03002_020EA,B03002_021EA,B03002_021MA,state
0400000US01,4599030,0,4487598,1722,3171700,1221,1204136,4373,19524,2400,45539,3286,1416,1212,2828,1146,42455,3709,1411,665,41044,3625,111432,1722,66258,4203,5185,1440,1068,913,343,289,1828,1381,32162,4100,4588,1480,2581,1080,2007,792,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,632555,854,443944,665,20419,1969,86688,2860,29622,1823,3526,722,616,511,47740,4253,656,562,47084,4268,37498,854,16226,2381,1057,823,1338,684,529,662,227,327,11352,2270,6769,1819,2320,940,4449,1582,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,4362941,0,3668571,2336,198854,4099,252214,4935,139386,2682,9326,1286,10410,2024,84180,7473,4573,1336,79607,7180,1803377,0,1072739,21283,8983,2869,25518,4378,5472,1606,1634,1103,622940,18615,66091,6775,47186,4966,18905,3879,Arizona,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,2672589,1791,2145922,1207,435987,4599,21166,2161,28016,2252,1929,416,2325,1123,37244,3948,1060,625,36184,3821,138283,1791,62302,5491,1693,924,1621,884,152,118,116,130,65939,5401,6460,1567,4392,1180,2068,1003,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,23383394,0,15600175,11660,2201043,11673,168486,6350,4424529,15210,120837,3384,150184,12651,718140,19834,53680,4520,664460,19442,13074155,0,6209981,59418,59605,6523,97477,8170,58723,4822,8646,2365,6146418,59548,493305,18073,347921,14975,145384,8320,California,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,3818967,0,3400011,2328,170995,4351,29223,2538,127082,2659,3700,548,9937,2268,78019,5318,3872,1084,74147,5418,934410,0,534960,14753,6907,1601,11938,2332,5997,3175,45,75,327505,13969,47058,4631,29274,3832,17784,2679,Colorado,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,3112874,0,2610863,3558,321569,3683,6493,1177,116322,2229,914,541,13958,4089,42755,3915,3834,1673,38921,3458,391935,0,189481,9126,11142,2998,826,546,732,521,91,152,169230,9932,20433,3373,15002,2909,5431,1948,Connecticut,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,799640,0,586778,1087,173855,1620,2519,631,23678,938,154,182,2092,1159,10564,1954,597,517,9967,1847,53836,0,28860,3659,2990,1249,62,96,735,734,0,261,19463,3613,1726,755,934,435,792,541,Delaware,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,533755,0,183519,532,319076,2464,1563,311,19637,415,203,206,1969,1031,7788,2291,672,566,7116,2199,47775,0,16876,3367,3029,1615,340,276,190,175,0,292,26158,3401,1182,607,990,563,192,218,District of Columbia,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,14446900,1791,11040168,8986,2700306,9731,46767,4262,385579,4605,7127,1632,63736,8463,203217,10578,21773,4192,181444,9663,3642989,1791,2727080,23709,78243,8026,7383,2036,7848,1974,1998,1259,706767,20813,113670,9711,80703,8150,32967,4793,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
