GEO_ID,B24010A_001E,B24010A_001M,B24010A_002E,B24010A_002M,B24010A_003E,B24010A_003M,B24010A_004E,B24010A_004M,B24010A_005E,B24010A_005M,B24010A_006E,B24010A_006M,B24010A_007E,B24010A_007M,B24010A_008E,B24010A_008M,B24010A_009E,B24010A_009M,B24010A_010E,B24010A_010M,B24010A_011E,B24010A_011M,B24010A_012E,B24010A_012M,B24010A_013E,B24010A_013M,B24010A_014E,B24010A_014M,B24010A_015E,B24010A_015M,B24010A_016E,B24010A_016M,B24010A_017E,B24010A_017M,B24010A_018E,B24010A_018M,B24010A_019E,B24010A_019M,B24010A_020E,B24010A_020M,B24010A_021E,B24010A_021M,B24010A_022E,B24010A_022M,B24010A_023E,B24010A_023M,B24010A_024E,B24010A_024M,B24010A_025E,B24010A_025M,B24010A_026E,B24010A_026M,B24010A_027E,B24010A_027M,B24010A_028E,B24010A_028M,B24010A_029E,B24010A_029M,B24010A_030E,B24010A_030M,B24010A_031E,B24010A_031M,B24010A_032E,B24010A_032M,B24010A_033E,B24010A_033M,B24010A_034E,B24010A_034M,B24010A_035E,B24010A_035M,B24010A_036E,B24010A_036M,B24010A_037E,B24010A_037M,B24010A_038E,B24010A_038M,B24010A_039E,B24010A_039M,B24010A_040E,B24010A_040M,B24010A_041E,B24010A_041M,B24010A_042E,B24010A_042M,B24010A_043E,B24010A_043M,B24010A_044E,B24010A_044M,B24010A_045E,B24010A_045M,B24010A_046E,B24010A_046M,B24010A_047E,B24010A_047M,B24010A_048E,B24010A_048M,B24010A_049E,B24010A_049M,B24010A_050E,B24010A_050M,B24010A_051E,B24010A_051M,B24010A_052E,B24010A_052M,B24010A_053E,B24010A_053M,B24010A_054E,B24010A_054M,B24010A_055E,B24010A_055M,B24010A_056E,B24010A_056M,B24010A_057E,B24010A_057M,B24010A_058E,B24010A_058M,B24010A_059E,B24010A_059M,B24010A_060E,B24010A_060M,B24010A_061E,B24010A_061M,B24010A_062E,B24010A_062M,B24010A_063E,B24010A_063M,NAME,B24010A_001EA,B24010A_001MA,B24010A_002MA,B24010A_002EA,B24010A_003MA,B24010A_003EA,B24010A_004EA,B24010A_004MA,B24010A_005EA,B24010A_005MA,B24010A_006EA,B24010A_006MA,B24010A_007MA,B24010A_007EA,B24010A_008MA,B24010A_008EA,B24010A_009EA,B24010A_009MA,B24010A_010EA,B24010A_010MA,B24010A_011EA,B24010A_011MA,B24010A_012EA,B24010A_012MA,B24010A_013MA,B24010A_013EA,B24010A_014EA,B24010A_014MA,B24010A_015EA,B24010A_015MA,B24010A_016EA,B24010A_016MA,B24010A_017EA,B24010A_017MA,B24010A_018MA,B24010A_018EA,B24010A_019EA,B24010A_019MA,B24010A_020EA,B24010A_020MA,B24010A_021EA,B24010A_021MA,B24010A_022EA,B24010A_022MA,B24010A_023EA,B24010A_023MA,B24010A_024MA,B24010A_024EA,B24010A_025EA,B24010A_025MA,B24010A_026EA,B24010A_026MA,B24010A_027EA,B24010A_027MA,B24010A_028EA,B24010A_028MA,B24010A_029MA,B24010A_029EA,B24010A_030EA,B24010A_030MA,B24010A_031EA,B24010A_031MA,B24010A_032EA,B24010A_032MA,B24010A_033EA,B24010A_033MA,B24010A_034EA,B24010A_034MA,B24010A_035MA,B24010A_035EA,B24010A_036EA,B24010A_036MA,B24010A_037EA,B24010A_037MA,B24010A_038EA,B24010A_038MA,B24010A_039EA,B24010A_039MA,B24010A_040MA,B24010A_040EA,B24010A_041EA,B24010A_041MA,B24010A_042EA,B24010A_042MA,B24010A_043EA,B24010A_043MA,B24010A_044EA,B24010A_044MA,B24010A_045EA,B24010A_045MA,B24010A_046MA,B24010A_046EA,B24010A_047MA,B24010A_047EA,B24010A_048MA,B24010A_048EA,B24010A_049EA,B24010A_049MA,B24010A_050EA,B24010A_050MA,B24010A_051EA,B24010A_051MA,B24010A_052MA,B24010A_052EA,B24010A_053MA,B24010A_053EA,B24010A_054EA,B24010A_054MA,B24010A_055EA,B24010A_055MA,B24010A_056EA,B24010A_056MA,B24010A_057MA,B24010A_057EA,B24010A_058MA,B24010A_058EA,B24010A_059EA,B24010A_059MA,B24010A_060EA,B24010A_060MA,B24010A_061EA,B24010A_061MA,B24010A_062MA,B24010A_062EA,B24010A_063MA,B24010A_063EA,state
0400000US01,1494764,12378,829694,6964,245857,6229,117450,5034,85071,4164,6719,1226,25660,2376,128407,5074,19341,2560,32222,2517,6308,1119,9918,1349,9310,1399,18257,1911,9563,1370,23488,2384,79722,5076,2115,643,21936,2310,20629,2808,28724,2729,6318,1278,138705,5804,93029,4660,45676,3182,7727,1341,180409,7053,107962,5401,72447,4287,177274,6228,95275,4512,81999,4277,665070,8184,254713,6504,80415,3779,50594,3224,825,328,28996,2194,174298,5416,8317,1441,5238,1186,4253,1001,9517,1419,8228,1363,61809,2896,9969,1381,66967,3875,107890,5410,18164,2233,3783,835,40378,4044,15882,2116,29683,2840,247123,6349,85142,4484,161981,5298,2338,722,8036,1595,4529,1203,3507,1086,44970,3518,30372,2677,14598,2077,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,240716,5334,131190,3824,44394,2774,19216,1999,14928,1860,187,156,4101,968,25178,2255,2606,762,5838,1242,3005,850,2212,786,1891,640,4812,931,1819,572,2995,857,15274,1970,470,294,4607,1012,4148,1017,4941,1286,1108,383,18405,2320,8934,1448,9471,1644,3748,991,29513,2483,20070,2361,9443,1129,19856,2264,6417,1453,13439,1682,109526,3308,48683,2601,16507,1860,11433,1486,33,57,5041,952,32176,2355,1576,775,916,368,1091,446,3114,846,1816,612,10917,1408,3069,904,9677,1574,19917,1920,2839,840,1055,366,6353,1233,3516,984,6154,1185,35744,2814,11311,1500,24433,2433,393,278,1362,588,1045,590,317,209,3427,985,856,464,2571,873,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2207146,17301,1227419,11771,388749,10444,195248,7804,143715,6952,3300,1086,48233,3448,193501,7349,38391,3279,44427,3222,8267,1545,14154,1898,11403,1581,29752,2888,21015,2187,26092,2383,173268,9138,3409,1087,37833,3650,59308,5114,56626,4804,16092,2526,245694,9131,158144,6925,87550,5551,7169,2252,249218,9932,174600,8835,74618,4765,163321,7386,70177,5103,93144,5620,979727,11571,371310,8513,138771,5635,81109,4731,814,462,56848,3769,232539,6638,12678,1600,6914,1052,6460,1308,17777,2043,12277,1915,80787,4233,21452,2342,74194,4154,186049,7952,25666,3018,10495,1754,61699,5150,32757,3474,55432,5126,370892,8066,128720,5137,242172,6657,2176,776,10344,2311,6671,1971,3673,1168,38956,3716,22419,2676,16537,2444,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1018167,9948,547169,6371,145908,5206,76680,3875,49509,3014,12721,1444,14450,1825,69228,3831,9750,1595,11855,1564,2781,751,7229,1150,4588,999,13392,1617,5933,1287,13700,1722,55214,3502,1456,583,13561,1682,15211,2175,20450,2100,4536,955,95883,4542,61167,3839,34716,2802,11343,1713,109124,4836,64856,4012,44268,2743,129697,5450,65075,3690,64622,4199,470998,7173,161941,6129,46822,3106,27126,2369,2366,681,17330,1926,115119,5371,3619,797,1688,617,2401,711,7516,1267,5043,1191,44037,3017,5907,1047,44908,3331,89128,4336,21160,2026,3111,837,32353,2663,12836,1714,19668,2080,174381,5937,61258,3775,113123,4886,1538,418,4763,1078,2433,826,2330,793,39247,3228,28692,2477,10555,1716,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10353290,42428,5767952,30526,2062453,18422,981386,14025,721896,13755,28049,2758,231441,7561,1081067,14172,184600,6606,194235,6880,62729,3675,58790,4311,82496,4926,186716,5840,175762,6354,135739,5689,722826,17334,18004,2260,167339,6867,219986,10032,237385,10123,80112,3963,1086416,17614,696761,14370,389655,9873,115200,7491,979674,18887,663161,15726,316513,9822,801383,15528,358457,10251,442926,11346,4585338,25012,1856626,16325,688959,12371,423275,10488,5564,1335,260120,8522,1167667,14034,59198,3990,34009,2925,55924,3438,89947,4733,69741,3927,452726,9463,137324,6163,268798,9053,821047,15933,123796,6840,37926,4045,247310,9129,132921,7658,279094,7319,1626440,20256,597969,12595,1028471,17688,33886,3268,31840,3180,18370,2294,13470,2100,215499,8783,135261,6872,80238,5374,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2066785,14974,1124661,9728,417207,7906,207246,6875,149120,6068,10746,1651,47380,3200,209961,5613,50762,3032,46044,2955,13468,1585,9986,1440,11417,1574,28337,2406,24269,3105,25678,2463,138626,6369,3602,1004,30458,2533,45886,4459,43511,3567,15169,2458,200820,6872,131648,5556,69172,4333,8626,1514,213572,8716,145892,7469,67680,4005,145810,6517,60844,3538,84966,5026,942124,8962,389081,7645,146081,5038,84343,3746,3250,745,58488,3284,243000,6430,16441,1874,7964,1211,10577,1505,18875,2250,14251,1896,84073,4178,22641,2548,68178,4036,170975,7272,27524,2474,9521,1521,58097,4259,28059,3225,47774,4189,333905,7949,123068,5330,210837,6206,2961,909,7654,1248,4631,939,3023,771,37548,3186,21657,2315,15891,1954,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1436598,10006,758591,7235,285987,7978,142220,5780,102573,5144,855,356,38792,3009,143767,5481,26858,2278,27726,2447,9515,1546,5728,1036,12886,1512,23885,2445,18313,2048,18856,2081,95639,4688,3065,798,25482,2545,25499,2847,31126,2757,10467,1569,145305,4745,94706,4055,50599,2982,1573,503,121810,4825,76580,3585,45230,3252,108277,5906,58142,4178,50135,3754,678007,6847,304322,5936,105913,4549,62487,3339,625,419,42801,3048,198409,5022,10744,1641,4006,1073,7468,1191,14500,1691,11434,1170,74410,3665,16142,1999,59705,3230,108896,4809,24053,2566,4327,1022,32338,2762,14240,1887,33938,2888,229456,5846,79024,4202,150432,5460,438,279,3488,941,1459,564,2029,724,31407,2965,23649,2443,7758,1316,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,302309,4825,160554,3067,54872,2865,27515,2679,19774,2419,1537,573,6204,1161,27357,2343,5141,1213,4820,1061,3155,835,1727,564,2204,729,4994,1128,2221,698,3095,832,19602,2081,368,253,4929,1024,5746,1321,5733,1357,2826,1028,33191,2610,20333,2218,12858,1368,916,461,28140,2464,17589,1726,10551,1395,23833,2607,10921,1566,12912,1697,141755,3992,57210,2979,18679,2031,11903,1523,371,239,6405,1228,38531,2423,1473,475,1125,577,1690,573,3502,1005,2609,973,12960,1306,2747,695,12425,1391,26340,2637,4034,991,1308,565,11790,1933,2709,906,6499,1073,51540,2974,18450,2093,33090,2576,203,155,1230,597,495,285,735,473,5232,1287,3081,791,2151,817,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,132778,2962,67320,2491,51767,2519,19410,1948,12719,1873,76,130,6615,1101,32357,2211,5199,966,2462,675,3545,779,869,416,8375,1294,3887,835,6294,1181,1726,653,5286,1645,45,77,656,334,2584,1097,1176,879,825,443,8065,1389,3723,1001,4342,1000,549,460,708,406,372,303,336,272,945,474,384,342,561,368,65458,1923,49351,2351,16358,1661,11126,1392,0,292,5232,911,32993,2496,4027,1015,376,250,5015,1079,1193,453,7120,1430,6369,1208,7102,1196,1791,546,5527,1340,390,266,311,241,1538,598,1355,794,1933,639,10428,1661,3842,1047,6586,1186,0,292,152,183,95,156,57,95,0,292,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6415884,29904,3499038,17408,1080596,15331,570957,9730,427917,9188,9482,1457,133558,5530,509639,10664,83323,4490,95792,5650,20915,2450,32215,2774,39044,2998,74210,5110,71326,3941,92814,4827,488820,13934,11256,1849,118480,6173,147228,6843,157024,8244,54832,4451,708816,12556,476630,11697,232186,7354,31638,4405,749631,15373,498403,14626,251228,7924,439537,13368,167811,7074,271726,10112,2916846,18309,1066819,14522,396905,10374,247419,8094,1878,577,147608,6132,669914,13084,30691,2601,16450,2143,17150,2001,45156,3672,49777,3449,231006,7848,59662,4250,220022,7206,516818,12428,81638,6321,31026,2942,184567,7665,89906,5143,129681,6017,1175228,15375,434858,10068,740370,12840,12901,2370,33567,3157,23233,2509,10334,1699,111513,6021,65483,4436,46030,4390,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
