GEO_ID,B14001B_001E,B14001B_001M,B14001B_002E,B14001B_002M,B14001B_003E,B14001B_003M,B14001B_004E,B14001B_004M,B14001B_005E,B14001B_005M,B14001B_006E,B14001B_006M,B14001B_007E,B14001B_007M,NAME,B14001B_001MA,B14001B_001EA,B14001B_002MA,B14001B_002EA,B14001B_003MA,B14001B_003EA,B14001B_004EA,B14001B_004MA,B14001B_005EA,B14001B_005MA,B14001B_006MA,B14001B_006EA,B14001B_007MA,B14001B_007EA,state
0400000US01,1159184,5231,380800,7091,38602,2816,168959,3563,85439,3595,87800,5005,778384,7280,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20788,2270,7381,2342,1413,671,2349,1227,1740,1157,1879,886,13407,1196,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,198185,5108,68657,4434,5312,1378,29680,2457,14355,1773,19310,2241,129528,4013,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,414398,4660,138715,4366,20513,2595,58344,2633,30548,2393,29310,2855,275683,4339,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2165579,13613,732043,12870,72816,5403,284401,6266,177071,5521,197755,7689,1433536,9743,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,169500,4205,54111,3951,5314,1238,22624,2275,10554,1221,15619,2464,115389,3506,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,319400,4518,113515,4301,9820,1651,47359,2575,27045,1931,29291,3025,205885,3998,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,168463,2100,55999,3149,6632,1284,22996,1575,11663,1286,14708,2023,112464,2965,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,308542,2852,91763,3250,9901,1780,36175,1728,21536,1890,24151,2314,216779,3369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2639071,12912,908419,12575,119418,5867,369374,7001,212972,6575,206655,8038,1730652,13182,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2662677,9280,899799,10914,107784,4882,385842,6236,207748,6636,198425,7174,1762878,10916,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26850,2045,8270,1482,819,765,2647,936,1921,1103,2883,1088,18580,1760,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6350,1119,3083,863,130,198,814,448,261,235,1878,759,3267,828,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1808446,7064,633968,9564,76241,4632,263383,5774,148718,4456,145626,6209,1174478,7939,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,523608,5066,185864,5010,23390,2669,77796,3497,41705,2792,42973,3857,337744,5588,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,63961,2780,26849,2295,2702,862,11595,1549,5554,1026,6998,1638,37112,2375,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,147247,3174,49717,3042,4260,1124,19512,1320,12318,1409,13627,2072,97530,3157,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,295093,4434,97877,3749,10840,1708,38736,2023,23228,2050,25073,2253,197216,3499,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1289917,4820,428018,7050,57182,3982,193395,5209,97470,4766,79971,4497,861899,6305,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13075,2666,6784,1760,579,256,2779,1225,2259,788,1167,557,6291,1317,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1556894,6341,510536,9059,50136,3193,196882,4022,114131,3927,149387,6404,1046358,9357,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,372539,6026,136308,4671,12542,1964,50512,3035,33068,2940,40186,2741,236231,5144,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1363009,6927,461241,7060,44969,3068,189965,4228,125765,3436,100542,4459,901768,6451,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,213199,4235,88557,4451,10422,1865,33842,2422,21774,2065,22519,2465,124642,3571,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1030809,5807,358922,6392,44503,3655,159826,3490,81224,3135,73369,4328,671887,6565,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,629416,5113,208763,4825,25526,2650,89368,3402,51064,2391,42805,3284,420653,4975,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4103,711,1656,745,250,401,722,379,487,356,197,143,2447,664,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,67616,2264,23438,1702,2112,626,10050,1110,5492,952,5784,1228,44178,1826,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,172855,3370,47895,2981,4564,1245,23773,2319,11070,1426,8488,1571,124960,2799,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,13106,1143,4843,1150,564,398,1734,752,911,644,1634,749,8263,1291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1137903,7921,370282,7796,45816,3647,150290,3909,88797,3101,85379,4846,767621,7318,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38768,1922,15304,1551,1936,808,6023,1071,3596,970,3749,983,23464,1617,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
