GEO_ID,B17004_001E,B17004_001M,B17004_002E,B17004_002M,B17004_003E,B17004_003M,B17004_004E,B17004_004M,B17004_005E,B17004_005M,B17004_006E,B17004_006M,B17004_007E,B17004_007M,B17004_008E,B17004_008M,B17004_009E,B17004_009M,B17004_010E,B17004_010M,B17004_011E,B17004_011M,B17004_012E,B17004_012M,B17004_013E,B17004_013M,B17004_014E,B17004_014M,B17004_015E,B17004_015M,B17004_016E,B17004_016M,B17004_017E,B17004_017M,B17004_018E,B17004_018M,B17004_019E,B17004_019M,NAME,B17004_001MA,B17004_001EA,B17004_002MA,B17004_002EA,B17004_003EA,B17004_003MA,B17004_004EA,B17004_004MA,B17004_005EA,B17004_005MA,B17004_006MA,B17004_006EA,B17004_007MA,B17004_007EA,B17004_008EA,B17004_008MA,B17004_009EA,B17004_009MA,B17004_010EA,B17004_010MA,B17004_011MA,B17004_011EA,B17004_012MA,B17004_012EA,B17004_013EA,B17004_013MA,B17004_014EA,B17004_014MA,B17004_015EA,B17004_015MA,B17004_016MA,B17004_016EA,B17004_017MA,B17004_017EA,B17004_018MA,B17004_018EA,B17004_019EA,B17004_019MA,state
0400000US01,3511613,3936,514022,14045,194743,7469,17298,2330,69011,4707,108434,5886,319279,8865,21025,2329,107814,5188,190440,6975,2997591,14508,1467364,7994,796177,10528,325035,8756,346152,6950,1530227,9153,548024,8799,408837,8949,573366,9581,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,498719,1441,46566,3961,19868,2170,1660,572,11843,1616,6365,1131,26698,2881,1977,924,12663,1926,12058,2086,452153,4497,232656,2610,108112,3319,89528,3697,35016,2054,219497,3377,76367,3490,88101,3346,55029,2910,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4632142,12525,577275,17353,251142,10440,36841,3377,94054,6276,120247,6529,326133,10574,23217,3144,107383,5888,195533,8150,4054867,15827,2036226,9352,1110177,11739,475324,10415,450725,7356,2018641,10672,713404,10549,571714,10041,733523,10987,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2132059,3705,321212,10501,125043,5666,15244,2307,47583,4017,62216,3546,196169,7189,14426,1937,72312,4969,109431,4915,1810847,11528,899600,6475,471148,6975,214919,6456,213533,5404,911247,8314,331340,7635,259601,6500,320306,5871,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27376057,10321,3165126,45025,1367189,26168,199152,9538,526816,14248,641221,15456,1797937,27308,111565,6013,594050,14476,1092322,18481,24210931,46204,12122028,29161,6432675,30706,3158162,29399,2531191,20488,12088903,26677,4075331,26254,3738539,25389,4275033,23737,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3629783,4004,391647,11246,170565,6406,23197,2790,79210,5473,68158,3709,221082,8219,16093,2509,92136,5680,112853,5663,3238136,11598,1636120,6951,931659,11398,450560,10338,253901,6514,1602016,8576,594473,9001,555890,9994,451653,7808,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2687085,3278,201581,8179,78951,4815,6000,1332,30056,3087,42895,3308,122630,5419,5642,1330,44179,2929,72809,4536,2485504,9244,1209389,5892,674997,8345,311578,8079,222814,5356,1276115,6024,456174,7505,423568,7117,396373,7178,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,651101,1526,63172,5105,24165,3167,3602,1173,9222,1548,11341,2269,39007,3437,2901,1030,16060,2056,20046,2126,587929,5349,287389,3372,157768,4041,67909,3755,61712,2810,300540,3720,118671,4628,84574,4406,97295,3603,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,451350,1126,74815,5443,29539,2885,1341,579,9661,1662,18537,2460,45276,3905,2624,823,15326,2250,27326,3016,376535,5465,175447,3048,101528,2878,39987,2799,33932,2244,201088,4380,98401,3457,51477,3977,51210,2664,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14211464,7172,1611282,27603,642573,15142,68695,4535,225924,9618,347954,10866,968709,19410,71081,5098,301913,12143,595715,15032,12600182,27929,6206565,15190,3269518,22950,1392358,19097,1544689,13227,6393617,20394,2307151,21791,1699392,19140,2387074,18882,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
