GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001MA,C14005_001EA,C14005_002EA,C14005_002MA,C14005_003MA,C14005_003EA,C14005_004MA,C14005_004EA,C14005_005MA,C14005_005EA,C14005_006MA,C14005_006EA,C14005_007EA,C14005_007MA,C14005_008MA,C14005_008EA,C14005_009MA,C14005_009EA,C14005_010MA,C14005_010EA,C14005_011MA,C14005_011EA,C14005_012MA,C14005_012EA,C14005_013MA,C14005_013EA,C14005_014MA,C14005_014EA,C14005_015EA,C14005_015MA,C14005_016MA,C14005_016EA,C14005_017MA,C14005_017EA,C14005_018EA,C14005_018MA,C14005_019MA,C14005_019EA,state
0400000US13,567386,8431,292473,6200,223379,5829,69094,4547,37246,3116,30859,2984,6387,1612,31848,3610,20233,3043,11615,1766,274913,6325,230310,6072,44603,3764,24801,3121,18274,2820,6527,1433,19802,2410,9714,1819,10088,1813,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,68521,2450,36022,1594,26502,1669,9520,1397,6938,1037,6668,1085,270,236,2582,866,1659,693,923,566,32499,1744,26965,1835,5534,1039,3991,844,3250,784,741,437,1543,718,838,516,705,455,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,88760,2903,45458,2426,35148,2151,10310,1288,6162,1039,5186,891,976,535,4148,1041,2923,906,1225,524,43302,1848,36226,1987,7076,1448,4831,1210,4203,1108,628,413,2245,701,1466,599,779,438,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,750891,6519,391700,5363,324861,6182,66839,4089,41188,3095,32324,2940,8864,1529,25651,2398,14811,1781,10840,1450,359191,4331,313908,5380,45283,3108,29448,2830,21236,2515,8212,1455,15835,1817,8089,1345,7746,1259,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,367725,5111,190823,3564,159668,3899,31155,2819,15971,1927,13224,1828,2747,970,15184,1872,9953,1432,5231,981,176902,3576,151061,3574,25841,2499,13195,1966,9783,1585,3412,1166,12646,1481,5145,1037,7501,1257,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,178420,3293,93114,2450,80103,2523,13011,1616,8871,1244,7898,1164,973,435,4140,919,3051,757,1089,453,85306,2321,75456,2588,9850,1362,6039,1068,4807,1030,1232,411,3811,891,2736,725,1075,466,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,165379,4220,86649,3086,72721,2710,13928,1670,9655,1348,8347,1270,1308,447,4273,922,2863,762,1410,471,78730,2515,68235,2637,10495,1682,7561,1458,6580,1395,981,418,2934,859,1831,706,1103,450,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,232480,5077,119515,3857,94807,3353,24708,2657,12947,1874,11467,1879,1480,532,11761,1780,7095,1528,4666,1051,112965,3456,94070,3288,18895,2116,10166,1520,7015,1316,3151,770,8729,1701,3565,957,5164,1276,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,270096,6145,131797,3822,98589,4067,33208,3242,16385,2154,12181,1754,4204,1182,16823,2501,10133,1847,6690,1389,138299,4383,110272,4287,28027,2903,14174,2331,10178,1818,3996,1301,13853,1875,6852,1455,7001,1380,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,72276,2166,36611,1433,31718,1558,4893,861,3439,686,2940,625,499,290,1454,541,894,364,560,331,35665,1362,31452,1361,4213,863,2652,740,2355,729,297,151,1561,471,800,363,761,271,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,330779,4255,168739,3186,135924,3636,32815,2300,21058,2165,17968,1909,3090,912,11757,1640,7199,1212,4558,1079,162040,3058,137023,3502,25017,2573,15715,2117,12384,1978,3331,988,9302,1707,4411,1097,4891,1199,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,362985,4223,182132,3211,157617,3596,24515,2375,15050,2041,11936,1888,3114,880,9465,1758,5853,1432,3612,936,180853,3138,165009,3824,15844,1886,10499,1701,8580,1557,1919,642,5345,1255,3169,954,2176,685,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,602599,5700,309359,4020,260909,4311,48450,3283,25847,2377,20244,1869,5603,1180,22603,2012,11941,1405,10662,1631,293240,4051,257057,4779,36183,2469,22454,1936,17311,1609,5143,1102,13729,1761,6641,1181,7088,1266,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,300228,4101,153752,2637,131173,2812,22579,2013,14707,1852,12755,1705,1952,741,7872,1190,4922,938,2950,698,146476,3037,132094,3167,14382,1664,9885,1186,8723,1214,1162,522,4497,1072,2667,772,1830,576,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,184030,5447,92978,4571,72324,3981,20654,2788,9892,1601,8093,1338,1799,776,10762,1957,5956,1471,4806,1074,91052,4168,74259,4095,16793,2076,8435,1532,6354,1369,2081,888,8358,1810,4274,1323,4084,1338,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,336229,4808,174847,3573,145556,3448,29291,2558,17625,1871,15431,1768,2194,776,11666,1569,6653,1248,5013,1278,161382,3427,137774,3230,23608,2340,14825,1905,10663,1422,4162,1002,8783,1420,4686,1080,4097,996,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,56609,2186,28928,1284,22952,1359,5976,1007,2955,688,2283,604,672,451,3021,746,2060,660,961,370,27681,1732,23354,1727,4327,1117,2417,886,1856,742,561,528,1910,669,1381,610,529,232,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,107032,2622,55380,1937,47561,1870,7819,1118,4631,886,4239,868,392,225,3188,699,1962,531,1226,529,51652,1870,44316,1888,7336,1170,4668,970,3747,889,921,503,2668,679,1513,578,1155,511,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,129375,3527,65501,2666,47652,2663,17849,1780,11092,1549,9512,1593,1580,599,6757,1422,3995,1112,2762,812,63874,2782,49539,2898,14335,2262,8149,1452,6830,1327,1319,612,6186,1743,2402,961,3784,1376,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,76085,2163,38611,1502,34482,1614,4129,822,2457,658,2189,627,268,214,1672,600,1331,497,341,234,37474,1510,33793,1600,3681,1237,2258,879,1574,680,684,422,1423,730,568,459,855,576,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,471889,5107,244077,3786,207017,4491,37060,2793,22405,2524,17250,2199,5155,1275,14655,1611,7138,1262,7517,1245,227812,3372,201797,3523,26015,2610,18362,2188,12887,1721,5475,1352,7653,1663,4597,1201,3056,1134,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,119183,3640,60718,2780,47412,2437,13306,1773,6407,1255,4144,1074,2263,835,6899,1455,4560,1175,2339,836,58465,2901,47099,3132,11366,1944,5938,1136,4093,1039,1845,503,5428,1450,1555,735,3873,1119,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1126014,7050,571548,4825,491455,5386,80093,4703,42425,3393,28721,2695,13704,2057,37668,3009,18605,2222,19063,2276,554466,5116,491849,6420,62617,4103,36898,3183,23691,2594,13207,2066,25719,2833,11013,1671,14706,2273,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,502698,7605,263634,5484,212201,5297,51433,3658,28953,2485,25030,2445,3923,1116,22480,2500,13803,2116,8677,1714,239064,5753,202937,5414,36127,2709,22137,2231,16005,2156,6132,1469,13990,1949,7342,1572,6648,1135,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,42307,1974,21101,1194,17519,1333,3582,864,2447,738,1948,643,499,337,1135,433,680,278,455,333,21206,1338,18681,1060,2525,910,2180,900,1749,860,431,291,345,184,217,140,128,116,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,658824,6009,331953,5132,284544,5219,47409,3434,27869,2559,23266,2360,4603,1087,19540,2447,10498,1658,9042,1669,326871,4329,285248,4695,41623,2903,25560,2305,20580,2222,4980,1024,16063,2171,8639,1406,7424,1670,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,206676,5385,108342,3892,89717,3677,18625,1991,11379,1546,9121,1360,2258,725,7246,1249,4313,1049,2933,878,98334,3422,79665,3089,18669,2001,10337,1446,7695,1101,2642,818,8332,1412,4631,1187,3701,840,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,196959,4232,101282,2763,79502,2999,21780,2253,13603,1745,11784,1508,1819,734,8177,1527,5593,1122,2584,965,95677,2817,80620,3084,15057,1751,9576,1372,7064,1203,2512,772,5481,1218,2724,861,2757,814,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,733097,6431,373094,4008,315353,4768,57741,3300,34427,2276,28767,2192,5660,1120,23314,2659,14437,2197,8877,1328,360003,4523,315815,4813,44188,2839,25964,2430,19708,1824,6256,1171,18224,2244,9078,1484,9146,1609,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,67301,2044,33951,1570,28104,1648,5847,1190,3598,901,2757,877,841,457,2249,757,1500,713,749,369,33350,1678,29018,1815,4332,1182,2040,775,1742,756,298,238,2292,839,1802,780,490,293,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,262266,5084,135402,3801,103967,3266,31435,2804,18411,2356,15252,2377,3159,1023,13024,2247,7845,1544,5179,1538,126864,3907,105943,4018,20921,2457,14035,2180,10765,1927,3270,1059,6886,1474,2631,917,4255,1122,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,46299,2069,23773,1609,20437,1523,3336,754,1740,546,1687,543,53,70,1596,540,1000,432,596,322,22526,1282,19227,1239,3299,798,1815,579,1375,534,440,287,1484,559,1029,458,455,302,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,332307,5658,172954,4233,140698,4295,32256,2637,19588,2566,15234,2257,4354,1030,12668,1619,7868,1338,4800,1105,159353,3392,132467,3994,26886,2318,19269,2037,13440,1877,5829,1277,7617,1346,3421,816,4196,1066,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1407924,11749,723160,7868,578922,9638,144238,6719,80059,5040,64403,4710,15656,1995,64179,4130,42160,3552,22019,2452,684764,7833,568985,7436,115779,5979,75074,4375,48719,3860,26355,2410,40705,3854,18515,2170,22190,2770,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,166417,3343,80994,2374,64727,2369,16267,1661,10989,1420,8908,1279,2081,542,5278,1141,4344,1010,934,373,85423,2193,71456,2380,13967,1787,9387,1402,7932,1381,1455,518,4580,1273,3215,1033,1365,580,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,39909,1179,20242,916,16900,990,3342,687,2310,608,1802,524,508,394,1032,452,743,379,289,204,19667,906,17115,1013,2552,813,1982,720,1703,682,279,208,570,336,172,152,398,304,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,441045,6918,229528,4691,184784,4804,44744,2908,30670,2241,26833,2168,3837,1039,14074,2135,9174,1765,4900,1034,211517,5012,184403,4975,27114,2606,18143,2231,14777,2137,3366,802,8971,1575,5113,1170,3858,1029,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,362990,5078,188610,4085,155276,3943,33334,3099,20073,2636,17104,2440,2969,939,13261,2000,8484,1622,4777,1065,174380,2794,148657,3366,25723,1805,16046,1377,12525,1348,3521,931,9677,1399,4930,1162,4747,969,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,96799,3320,51476,2354,41653,2224,9823,1621,5249,1234,4008,1091,1241,596,4574,1116,2406,897,2168,711,45323,2244,38234,2184,7089,1305,3640,943,2455,832,1185,432,3449,911,2104,677,1345,503,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,322829,3946,167555,2746,142158,3150,25397,1962,16340,1552,13602,1508,2738,725,9057,1658,5311,1250,3746,920,155274,2781,133856,3060,21418,1968,14544,1616,11781,1230,2763,997,6874,1195,3656,863,3218,944,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,29340,1770,15728,1381,12935,1223,2793,775,1705,511,1373,463,332,209,1088,621,803,518,285,281,13612,1234,11124,1232,2488,706,1549,643,1395,626,154,154,939,413,174,188,765,370,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,235390,3652,120674,2612,94537,2758,26137,1728,13817,1479,8335,1263,5482,1009,12320,1469,5115,944,7205,1047,114716,2690,96248,3002,18468,2049,10565,1391,5081,897,5484,1114,7903,1512,1749,715,6154,1351,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
