GEO_ID,B09002_001E,B09002_001M,B09002_002E,B09002_002M,B09002_003E,B09002_003M,B09002_004E,B09002_004M,B09002_005E,B09002_005M,B09002_006E,B09002_006M,B09002_007E,B09002_007M,B09002_008E,B09002_008M,B09002_009E,B09002_009M,B09002_010E,B09002_010M,B09002_011E,B09002_011M,B09002_012E,B09002_012M,B09002_013E,B09002_013M,B09002_014E,B09002_014M,B09002_015E,B09002_015M,B09002_016E,B09002_016M,B09002_017E,B09002_017M,B09002_018E,B09002_018M,B09002_019E,B09002_019M,B09002_020E,B09002_020M,NAME,B09002_001EA,B09002_001MA,B09002_002MA,B09002_002EA,B09002_003MA,B09002_003EA,B09002_004EA,B09002_004MA,B09002_005EA,B09002_005MA,B09002_006EA,B09002_006MA,B09002_007EA,B09002_007MA,B09002_008MA,B09002_008EA,B09002_009MA,B09002_009EA,B09002_010EA,B09002_010MA,B09002_011EA,B09002_011MA,B09002_012EA,B09002_012MA,B09002_013MA,B09002_013EA,B09002_014MA,B09002_014EA,B09002_015EA,B09002_015MA,B09002_016EA,B09002_016MA,B09002_017EA,B09002_017MA,B09002_018MA,B09002_018EA,B09002_019MA,B09002_019EA,B09002_020MA,B09002_020EA,state
0400000US13,2119780,14239,1423784,18223,249709,7915,164410,6149,81420,4783,468570,10383,459675,10850,695996,15406,124064,8067,22860,3566,15235,2253,5335,1243,38678,4424,41956,3945,571932,16058,76138,5156,62783,4422,29454,3389,198808,8045,204749,8442,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,229156,5829,177376,6911,27977,2336,21027,2133,9952,1564,59370,3957,59050,3338,51780,6055,12864,2543,1365,723,1476,754,159,129,4935,1399,4929,1172,38916,5448,6006,1631,4640,1594,1281,520,12446,2927,14543,2216,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,364025,3534,291759,6467,50834,2435,35206,2204,15583,1529,95780,3640,94356,3993,72266,5808,18900,3141,2266,719,1846,691,718,427,6170,1592,7900,1679,53366,5148,7827,1636,4974,1151,3238,966,17928,2789,19399,2716,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2880331,13761,2086221,19352,343612,8090,238757,6898,118743,5713,695912,10040,689197,10602,794110,17641,153871,9347,30407,3521,17495,2455,7833,1603,47282,4862,50854,4534,640239,15304,82259,4333,64488,4867,30211,2899,221168,8902,242113,8381,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1415611,7992,992771,13410,156887,5546,109768,4839,56101,3047,323551,6910,346464,7844,422840,12163,99843,7518,20857,3182,10913,2028,5293,1408,28101,3158,34679,3559,322997,11718,48502,3641,36954,3456,19627,2839,104173,5369,113741,4853,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,659476,4339,497936,7584,77100,3067,57145,2663,26445,2126,162010,5343,175236,4681,161540,8021,38902,3731,5835,1056,4557,1043,1836,787,13534,1733,13140,1976,122638,7067,17705,1789,14049,1673,7081,1298,39110,3839,44693,3386,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,631908,4903,469011,7685,79127,3644,52752,2670,29454,2241,152980,4230,154698,4978,162897,8325,36902,3660,5937,1541,3478,900,1572,732,11314,1604,14601,2175,125995,7277,20078,2571,14948,2088,6775,1325,41731,3722,42463,3386,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,877919,6327,613061,10987,104606,4590,68447,3341,35180,2705,202706,5743,202122,6632,264858,10241,53468,5024,8311,1666,6378,1350,2662,776,17365,2466,18752,2653,211390,10679,30422,3397,22069,2608,11525,1819,66779,5298,80595,5603,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,925187,8466,578587,12429,90678,4763,64903,3393,31254,2902,193132,6328,198620,7074,346600,12755,59397,6335,9483,1879,6922,1636,2700,965,17952,2671,22340,2761,287203,12946,39040,3808,34177,3737,14142,2054,98544,6866,101300,6017,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,257832,2988,180515,4767,26233,1828,19383,1593,9511,1220,57560,2788,67828,2832,77317,4883,19983,2292,3167,939,1224,439,633,359,6755,1182,8204,1300,57334,4174,8801,1488,6241,1240,3255,1010,17735,2109,21302,2341,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1199291,8246,848361,12808,139417,4879,96512,4516,45394,3102,280772,7599,286266,6649,350930,12194,70948,6467,13552,2108,6564,1662,2478,863,22403,3289,25951,3326,279982,11014,34760,3072,25569,2600,14287,2000,96869,6582,108497,5508,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1333785,7054,992015,12146,168836,5385,108052,4859,55319,4192,327233,8169,332575,7316,341770,12187,61175,5654,9636,1713,6431,1617,2863,1021,18411,2678,23834,3096,280595,11775,34227,3355,26340,3272,13509,1842,92378,5557,114141,5896,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2236699,11210,1585563,16098,239667,5799,176488,4498,86799,4185,528080,9379,554529,10095,651136,16581,127305,6652,21094,2185,12108,1916,6008,1159,35079,3276,53016,4387,523831,16399,66992,4711,51677,3455,25751,2294,177873,8435,201538,7833,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1167931,6008,890314,8923,148843,4052,103425,3350,50584,2743,287200,5062,300262,6053,277617,8281,73763,4314,11544,1877,6547,1218,3859,956,24178,2278,27635,2424,203854,7524,29197,2634,21301,1973,11350,1567,66602,3751,75404,4915,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,629170,7975,374618,10615,58354,3911,37515,3096,19446,2208,125059,5988,134244,6328,254552,10405,38635,4561,8007,1583,5545,1642,1583,658,11394,2146,12106,2054,215917,9846,33712,3349,21826,2644,10500,1729,68828,4801,81051,5710,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1276487,8837,904521,11896,142575,4522,104161,4504,48326,3309,295941,6748,313518,7980,371966,10145,71292,5506,12898,2004,8134,1526,3431,806,21268,2574,25561,2748,300674,10002,43277,3457,35750,3404,15639,2137,98787,6368,107221,5639,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,197909,2650,152556,4451,25751,1938,16523,1439,6614,1002,50612,2730,53056,2411,45353,3992,12027,2159,1837,690,1091,562,419,342,4816,1269,3864,927,33326,3763,3966,1005,3259,960,1595,653,11547,1810,12959,1749,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,412082,3226,317073,6061,57507,2465,36139,2094,16763,1342,100442,3944,106222,3353,95009,5736,21580,2744,4252,1019,1930,604,1161,411,7532,1651,6705,1230,73429,5138,11272,1623,8381,1423,3795,1012,24935,2531,25046,2590,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,561125,5595,386991,9545,67238,3939,48344,2815,20949,2187,127895,6192,122565,5115,174134,9229,51937,5743,8849,1899,6339,1645,3080,864,15713,2446,17956,2939,122197,8954,18882,3054,11912,2376,7279,1570,40900,4168,43224,4220,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,275320,3303,211956,5336,32293,2294,20950,1868,11396,1619,68397,3359,78920,3528,63364,4592,19468,2925,3341,1300,1878,677,1023,640,6464,1538,6762,1608,43896,4278,4934,1501,3729,913,2556,830,13848,2038,18829,2380,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1888209,8266,1419944,13002,224883,5263,163888,4936,77629,4078,476952,7856,476592,9635,468265,12421,91173,6786,19732,2856,10610,1916,4222,1224,24080,2779,32529,3158,377092,12321,44380,3789,34547,2968,18748,2708,128257,7162,151160,6624,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,441708,6107,294458,8917,45363,3251,32838,2494,13320,2064,101739,4786,101198,4910,147250,7723,40222,4734,7634,1797,5037,1286,1748,828,12336,2244,13467,2193,107028,7478,14612,2370,12771,2247,5517,1267,31767,3110,42361,4091,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3988830,12283,2759840,22857,446294,8036,318430,7738,149624,5242,906632,12576,938860,11092,1228990,22081,214954,12046,41502,4021,24438,3314,12213,2489,61727,4932,75074,5589,1014036,20069,130500,5839,97399,5197,49704,3694,336404,10731,400029,11779,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1896908,10819,1288957,15899,217988,6687,152779,5238,72166,4615,421812,10138,424212,9020,607951,15224,118835,9185,22520,3258,13718,2301,7155,1614,33143,4383,42299,3437,489116,14881,66046,5344,54532,4492,23850,2670,162891,7473,181797,8315,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,131672,1903,102399,3056,17654,1545,11182,1099,4888,759,33652,1768,35023,1717,29273,2668,7007,1308,966,368,584,320,69,79,2573,697,2815,766,22266,2369,3168,879,1903,605,1173,490,7282,1474,8740,1321,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2482294,10275,1712932,16568,270475,5993,183751,6185,91203,4042,561183,10255,606320,10333,769362,17733,148465,8378,24017,2685,17168,2295,9224,1571,42636,3866,55420,4301,620897,16110,90977,5315,66450,4457,32783,2900,205478,6975,225209,8458,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,779029,6970,536934,10324,87251,3605,61391,2980,29643,2731,181878,6012,176771,5447,242095,9376,53426,5081,9164,1657,6124,1370,3068,848,15265,2238,19805,2538,188669,8115,28879,2542,20291,2117,10730,1715,62788,4594,65981,4892,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,778502,6647,566814,10044,93568,4085,60339,3581,33060,2552,186389,5921,193458,5381,211688,9862,57774,5229,10345,2237,6566,1429,3157,1058,18477,2797,19229,2439,153914,8908,20931,2655,15623,2554,7353,1576,49391,4409,60616,4544,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2530971,9896,1801698,15351,269110,4785,194136,4897,100913,3979,595839,10048,641700,9606,729273,14879,155088,10138,22665,2671,18230,2510,6210,1364,49906,4535,58077,4977,574185,15653,79721,5169,54602,3952,25106,2991,189864,8270,224892,9497,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,214375,3582,143663,4964,23123,2170,16159,1580,7505,1278,48359,3053,48517,3283,70712,5038,12708,2212,2864,1079,1079,531,530,352,4178,1292,4057,1011,58004,4832,6580,1271,4820,1258,2998,893,19376,2261,24230,3062,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,890066,8508,570269,12870,89634,3801,66356,3206,30165,2822,185909,7277,198205,6467,319797,10959,52531,6223,9842,2014,6256,1566,3773,1278,16598,2617,16062,2608,267266,10772,38850,3304,26979,3093,14096,2456,86507,5987,100834,5389,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,170267,2577,129466,3571,19892,1685,14255,1014,7306,1008,42115,2372,45898,2333,40801,4036,12472,2193,2255,685,1466,637,784,410,3346,877,4621,1268,28329,3215,4956,1145,4011,1074,1429,583,8167,1552,9766,1574,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1262319,10392,858442,10929,136649,4969,96598,4157,45611,3037,289807,7155,289777,7323,403877,10923,79934,7009,15134,2655,6433,1608,3839,1312,23960,3272,30568,3120,323943,11083,49441,4100,35251,3447,16941,2382,106300,5912,116010,6126,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5648890,21995,4008479,30652,674408,11350,481016,10591,225078,6170,1334178,16101,1293799,18559,1640411,30751,322532,15099,65832,6534,37435,4201,14859,2385,89227,7051,115179,6328,1317879,27643,189174,8321,158352,8150,68452,4415,443544,12780,458357,12089,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,732951,4449,614381,10065,119538,3572,78842,2800,33957,2233,197777,5368,184267,4935,118570,8798,28549,4031,4973,1422,3024,966,1502,691,7530,1837,11520,1867,90021,6980,11790,2122,8210,1614,5079,1279,29345,3225,35597,3702,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,122991,1625,89221,2841,12547,1352,9721,999,4516,1010,28067,1646,34370,1941,33770,2615,7860,1569,1190,479,813,452,685,387,2038,648,3134,768,25910,2445,2300,630,3103,955,968,397,9324,1272,10215,1361,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1617549,9857,1186505,12306,197259,5786,141728,5274,65633,3881,381660,8660,400225,8684,431044,13280,86218,6230,16315,2152,8868,1735,3244,910,26310,3376,31481,3419,344826,12376,46235,4152,37936,3989,17571,2502,112004,6111,131080,6104,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1385326,8193,1014163,11468,163965,5162,109833,3875,56238,3678,332776,8025,351351,8527,371163,11869,91750,5865,14990,2291,10072,1704,3727,1098,27500,3361,35461,3461,279413,12121,34387,3388,28523,3194,14574,2379,95464,5604,106465,5769,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,343741,3609,248866,6638,37128,1935,29320,2572,12555,1748,82530,3785,87333,3647,94875,6621,22028,3203,4187,1191,2119,764,590,377,6448,1341,8684,1605,72847,6061,10775,1571,7370,1546,2945,1007,25519,2927,26238,2850,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1218300,5598,897999,12231,143873,4114,100956,3204,49410,3023,293800,5544,309960,6501,320301,12316,75515,5859,13470,1859,6916,1073,4055,901,22656,2455,28418,2694,244786,10829,34265,3071,25249,2341,12396,1883,81742,5524,91134,4946,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,107868,2648,81058,3900,13858,1431,8212,1167,4926,1048,25247,1861,28815,1949,26810,3626,8642,1774,2089,749,548,333,486,347,1803,710,3716,954,18168,3061,2503,926,2412,914,733,407,6323,1366,6197,1473,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,811285,7853,470600,11379,62484,4494,49273,3527,25565,2383,160148,6148,173130,6585,340685,11010,37400,4193,8168,1394,4791,1232,1612,541,10215,1943,12614,2013,303285,11190,32804,3438,31061,2727,15988,2172,108276,6116,115156,5466,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
