GEO_ID,C06008_001E,C06008_001M,C06008_002E,C06008_002M,C06008_003E,C06008_003M,C06008_004E,C06008_004M,C06008_005E,C06008_005M,C06008_006E,C06008_006M,C06008_007E,C06008_007M,C06008_008E,C06008_008M,C06008_009E,C06008_009M,C06008_010E,C06008_010M,C06008_011E,C06008_011M,C06008_012E,C06008_012M,C06008_013E,C06008_013M,C06008_014E,C06008_014M,C06008_015E,C06008_015M,C06008_016E,C06008_016M,C06008_017E,C06008_017M,C06008_018E,C06008_018M,C06008_019E,C06008_019M,C06008_020E,C06008_020M,C06008_021E,C06008_021M,C06008_022E,C06008_022M,C06008_023E,C06008_023M,C06008_024E,C06008_024M,C06008_025E,C06008_025M,NAME,C06008_001MA,C06008_001EA,C06008_002MA,C06008_002EA,C06008_003EA,C06008_003MA,C06008_004MA,C06008_004EA,C06008_005MA,C06008_005EA,C06008_006MA,C06008_006EA,C06008_007EA,C06008_007MA,C06008_008MA,C06008_008EA,C06008_009EA,C06008_009MA,C06008_010MA,C06008_010EA,C06008_011MA,C06008_011EA,C06008_012EA,C06008_012MA,C06008_013MA,C06008_013EA,C06008_014EA,C06008_014MA,C06008_015EA,C06008_015MA,C06008_016MA,C06008_016EA,C06008_017MA,C06008_017EA,C06008_018EA,C06008_018MA,C06008_019MA,C06008_019EA,C06008_020EA,C06008_020MA,C06008_021MA,C06008_021EA,C06008_022MA,C06008_022EA,C06008_023EA,C06008_023MA,C06008_024MA,C06008_024EA,C06008_025EA,C06008_025MA,state
0400000US01,3682816,2732,988715,14550,1883086,22282,538855,11889,272160,6823,2499402,14819,701021,12535,1215034,17458,372521,9141,210826,5369,1034072,14241,243937,8935,581180,13157,152272,7280,56683,3353,29275,3154,9817,1723,14003,1807,5070,1352,385,231,120067,4918,33940,3379,72869,3953,8992,1712,4266,975,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524378,1179,171898,4835,266023,6488,66128,4402,20329,1919,152367,5145,85516,3924,48344,2944,13707,1689,4800,795,318122,5668,74128,4643,184775,5542,46458,3381,12761,1670,9769,2004,3723,1279,4879,1197,1034,432,133,122,44120,3441,8531,1645,28025,2421,4929,1124,2635,744,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4806252,1626,1441518,15766,2421756,22317,665229,13536,277749,7906,1200803,20435,589885,13651,428393,12920,145823,6971,36702,2904,2688234,16457,592972,13660,1468705,19025,422536,10347,204021,6458,60892,4392,22407,2983,25303,2394,11204,2280,1978,758,856323,16878,236254,11377,499355,13034,85666,4933,35048,3397,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2237108,2323,538460,10263,1200636,16393,330917,9558,167095,5876,1281770,12362,335000,8325,655486,11093,186361,7620,104923,4182,840076,11465,170276,7380,477193,8999,134697,6695,57910,3397,14745,2306,4999,1286,7371,1495,2278,970,97,102,100517,3836,28185,3043,60586,3742,7581,1571,4165,1079,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28569779,3305,9732918,34879,13843433,50055,3443079,28921,1550349,19318,12118172,49673,5738897,36738,4575129,38357,1432208,21486,371938,9613,6666070,35739,1521690,23093,3377566,27491,1081285,16357,685529,11948,345262,10765,108724,5720,172253,7773,49614,3622,14671,2281,9440275,45336,2363607,29474,5718485,36268,879972,18217,478211,11549,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3778016,2360,1096726,14912,1997304,23105,502146,12424,181840,5374,1270410,17828,496026,11791,555696,12155,165591,6971,53097,2771,2006749,17091,476413,11624,1133547,16278,285634,8214,111155,4742,54840,4295,19083,2814,28291,2581,6120,1293,1346,524,446017,11029,105204,6733,279770,9353,44801,3926,16242,2394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839111,909,879704,10375,1459339,14436,318126,10256,181942,5555,1423350,13879,540450,11497,640979,12684,156538,7263,85383,3672,891518,12301,209776,7326,510265,9991,105292,5205,66185,3535,98640,4471,31941,3269,42800,3553,18670,2295,5229,1143,425603,12426,97537,6941,265295,9667,37626,3628,25145,2386,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,685569,860,214894,6071,334769,9161,91556,5153,44350,2350,277101,7334,110976,4663,113981,5180,36495,2998,15649,1665,332623,7353,84296,5093,175997,6974,46982,3827,25348,1971,10795,1558,3919,969,4657,1149,1635,713,584,479,65050,4416,15703,3024,40134,3219,6444,1791,2769,894,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,486138,487,262607,6399,131025,6928,60004,3585,32502,2254,160346,5000,98734,4418,27052,3188,24209,2352,10351,1644,249082,5190,128438,4642,73483,4887,27660,2245,19501,1687,7128,1611,3003,942,2788,1175,982,488,355,337,69582,3915,32432,3063,27702,3300,7153,1332,2295,816,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789121,3369,4040890,28510,7504140,37126,2133721,24445,1110370,15876,3583501,30476,1706676,22884,1265742,18885,471394,12524,139689,6385,7502293,29147,1473660,22406,4156010,28525,1135275,17869,737348,12261,460020,13231,122587,7640,234887,9796,77014,4921,25532,2970,3243307,27546,737967,16801,1847501,22982,450038,12319,207801,7531,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7325075,3740,2308808,20183,3573402,32089,1024661,18414,418204,8894,3626254,23001,1260407,18325,1580967,22182,527719,14274,257161,7829,2813403,26815,784220,15177,1488079,21542,406827,11387,134277,4903,85169,5804,33610,3877,39445,3727,10710,1668,1404,668,800249,14358,230571,10701,464911,13525,79405,5286,25362,3081,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039527,595,332193,6653,531806,8444,110448,5338,65080,3262,524805,10621,199070,7802,237169,7207,50956,3702,37610,2260,287781,6195,85356,3999,153147,5794,38429,3463,10849,1445,29661,3594,11510,2494,14908,1993,2897,678,346,240,197280,8994,36257,3951,126582,6695,18166,2480,16275,1964,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1140486,1327,272985,7203,654197,11640,152969,6856,60335,3308,431593,8330,128513,6150,227590,7737,56110,3779,19380,2062,623754,8256,126235,5669,370309,9188,88847,5283,38363,2599,10730,1488,3259,971,5544,897,1453,597,474,316,74409,4052,14978,2383,50754,2847,6559,1352,2118,722,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10169211,2444,3318202,21014,5054730,31498,1138423,19020,657856,11360,6273082,27546,2328130,20602,2846538,24952,718130,14562,380284,6982,2116331,19996,553651,11898,1103312,15736,273998,8785,185370,6475,99693,6674,27923,3449,48386,3887,16699,2627,6685,1389,1680105,25191,408498,13194,1056494,19207,129596,6778,85517,5073,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5010795,3062,1386975,13323,2615347,21118,686454,14386,322019,7026,3245923,16266,959323,12948,1638391,17344,450411,10309,197798,5787,1494071,15372,354350,8855,817643,12389,209919,8172,112159,4774,30441,3299,9005,1661,16546,2051,4226,1065,664,379,240360,7641,64297,4120,142767,6300,21898,2549,11398,1613,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2397350,2038,639253,8684,1327056,14338,268978,8169,162063,4460,1684471,9461,449537,8906,927629,12121,186951,6558,120354,4173,598059,10040,159173,5324,328082,8581,73094,3938,37710,2004,10888,1499,3985,950,5671,1037,896,395,336,301,103932,5164,26558,2715,65674,4280,8037,1540,3663,782,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2190376,1902,582595,9150,1198522,12086,270925,7195,138334,4000,1190267,10562,353484,7435,617844,10454,139542,5321,79397,3502,823820,10405,184899,6137,469576,8449,115797,4577,53548,3040,17757,2034,6690,1371,9171,1382,1668,722,228,180,158532,5835,37522,3288,101931,4587,13918,2192,5161,1061,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
