GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001EA,C16004_001MA,C16004_002MA,C16004_002EA,C16004_003MA,C16004_003EA,C16004_004MA,C16004_004EA,C16004_005MA,C16004_005EA,C16004_006MA,C16004_006EA,C16004_007MA,C16004_007EA,C16004_008MA,C16004_008EA,C16004_009EA,C16004_009MA,C16004_010MA,C16004_010EA,C16004_011MA,C16004_011EA,C16004_012EA,C16004_012MA,C16004_013MA,C16004_013EA,C16004_014EA,C16004_014MA,C16004_015MA,C16004_015EA,C16004_016MA,C16004_016EA,C16004_017EA,C16004_017MA,C16004_018MA,C16004_018EA,C16004_019EA,C16004_019MA,C16004_020EA,C16004_020MA,C16004_021MA,C16004_021EA,C16004_022EA,C16004_022MA,C16004_023EA,C16004_023MA,C16004_024EA,C16004_024MA,C16004_025EA,C16004_025MA,C16004_026EA,C16004_026MA,C16004_027MA,C16004_027EA,C16004_028MA,C16004_028EA,C16004_029MA,C16004_029EA,C16004_030EA,C16004_030MA,C16004_031EA,C16004_031MA,C16004_032MA,C16004_032EA,C16004_033MA,C16004_033EA,C16004_034EA,C16004_034MA,C16004_035EA,C16004_035MA,C16004_036EA,C16004_036MA,C16004_037EA,C16004_037MA,C16004_038MA,C16004_038EA,C16004_039MA,C16004_039EA,C16004_040MA,C16004_040EA,C16004_041EA,C16004_041MA,C16004_042EA,C16004_042MA,C16004_043MA,C16004_043EA,state
0400000US01,4305303,2767,821941,2798,785042,3985,25435,2572,15572,2348,9863,1894,4670,1204,3749,1200,921,578,5673,1356,3461,1106,2212,958,1121,880,993,849,128,209,2872991,2288,2738322,5586,79433,3494,34073,3697,45360,2697,24651,2297,18312,2071,6339,1278,23439,2223,10979,1766,12460,1749,7146,2161,5851,1779,1295,1003,610371,2183,600962,2049,2938,768,2053,689,885,360,4202,915,2667,626,1535,789,2045,803,503,276,1542,725,224,210,69,89,155,191,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,132206,1151,114752,2423,4179,1125,3358,1052,821,462,2566,753,2061,748,505,326,4417,1125,3143,882,1274,665,6292,1032,4524,952,1768,477,446331,1167,375167,4131,17981,2311,9722,1854,8259,1535,10789,1852,7799,1455,2990,1427,20831,1663,9301,1598,11530,1803,21563,2206,15926,1601,5637,1609,44035,987,36910,1016,489,232,457,231,32,55,878,339,778,326,100,117,2413,589,484,316,1929,522,3345,454,1211,316,2134,388,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,1147710,1647,783065,10822,309152,8913,215725,8873,93427,6624,14416,2688,11766,2222,2650,1226,11479,2083,9116,1831,2363,848,29598,3594,27382,3537,2216,1014,3749712,1828,2645175,12831,858511,11151,393665,10921,464846,10917,78635,6095,57007,4547,21628,2843,67640,4173,35258,3298,32382,3565,99751,4979,83935,4401,15816,2304,789751,1291,666062,3714,76349,2470,38294,2828,38055,2621,24169,2350,15517,1678,8652,1757,8016,911,2343,527,5673,912,15155,1298,8231,1485,6924,1316,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,498295,2325,461701,3487,29280,1694,19124,1984,10156,1651,2109,756,2012,756,97,115,3558,841,1838,630,1720,756,1647,1447,1570,1450,77,129,1728976,2178,1612339,4388,84885,2737,31148,2794,53737,2893,11642,2203,10091,2067,1551,525,15488,1844,7565,1590,7923,1445,4622,1887,3081,1220,1541,956,388860,1797,382261,1910,2231,659,1136,498,1095,429,2819,835,2381,745,438,331,1430,565,650,465,780,365,119,102,108,106,11,21,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,6858380,3523,3815818,28538,2401517,23849,1776958,22183,624559,15924,188094,8049,161295,7539,26799,3851,407081,9261,298441,8005,108640,6190,45870,5734,38083,5639,7787,1974,22998673,3973,12968596,46350,6588341,33995,2900679,34639,3687662,36235,1015893,23230,702611,16811,313282,13369,2223368,21433,1126580,17371,1096788,19706,202475,12162,141650,10001,60825,4851,3927830,3373,2630563,10880,598764,5916,210063,7118,388701,8316,255484,9002,120783,5106,134701,6705,410255,5371,100189,5244,310066,6319,32764,3277,13630,1773,19134,2784,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,830648,1969,673763,6822,125433,5812,84525,5194,40908,4214,12801,1774,10302,1670,2499,724,13754,1822,8937,1644,4817,1401,4897,1646,3594,1272,1303,1373,3106849,2418,2565175,11135,381397,9567,162626,6893,218771,8734,73650,5358,56562,4249,17088,2738,64876,4191,33234,3391,31642,2948,21751,3055,13083,2208,8668,2018,476885,1893,414524,3271,38282,2177,23881,2016,14401,2009,16079,2059,10847,1578,5232,1482,7171,1111,1849,671,5322,1036,829,407,456,253,373,265,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,615795,988,501884,5551,66056,3073,51467,3234,14589,2241,34325,4218,28726,3787,5599,1634,10472,1395,7397,1322,3075,760,3058,1218,2233,829,825,618,2216478,1397,1747475,10382,225416,5382,122158,5566,103258,4121,179202,9448,110614,6066,68588,5670,49734,3225,28612,3011,21122,2658,14651,2539,10748,1803,3903,1204,470465,1346,389948,4327,17391,962,5047,1044,12344,1153,57045,3868,31332,2629,25713,2664,3869,804,1508,566,2361,701,2212,625,1265,434,947,433,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,146645,427,127164,2043,12489,1659,8481,1537,4008,1046,3914,1013,2921,833,993,613,1092,640,978,570,114,130,1986,1352,1841,1342,145,220,535186,765,465738,3334,37388,2200,18247,2199,19141,1907,16526,2375,13016,2250,3510,1179,9537,1475,5381,1116,4156,931,5997,1812,4423,1380,1574,827,114554,674,107353,970,1885,664,746,378,1139,613,3899,752,2793,627,1106,619,1203,329,535,304,668,368,214,353,214,353,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,79850,641,69263,1227,8538,1035,6806,1374,1732,920,1593,937,1085,653,508,625,156,282,0,292,156,282,300,260,300,260,0,292,395245,498,327889,3722,33768,2660,16249,2300,17519,2503,19057,2624,15395,2325,3662,1235,7649,1626,4579,1301,3070,992,6882,1530,4850,1103,2032,873,71455,454,65622,1078,2717,550,1415,558,1302,619,1526,543,1249,515,277,209,942,434,584,367,358,300,648,458,648,458,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,2901014,3606,2153237,13959,570329,9810,451225,10618,119104,6971,132513,8286,104236,6987,28277,4059,27087,2787,19383,2502,7704,1390,17848,3310,14945,3207,2903,1527,11037128,3459,7983101,24899,2231846,16749,1125014,20722,1106832,18321,587774,18532,343663,12282,244111,11767,168842,7594,88973,5128,79869,5596,65565,5072,46026,4421,19539,2839,3034117,3207,2474554,7391,369793,4237,89409,4966,280384,5076,154477,5904,93034,5193,61443,4171,22119,2603,8989,1664,13130,1871,13174,2124,8320,1620,4854,1181,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
