GEO_ID,B13001_001E,B13001_001M,B13001_002E,B13001_002M,B13001_003E,B13001_003M,B13001_004E,B13001_004M,B13001_005E,B13001_005M,B13001_006E,B13001_006M,B13001_007E,B13001_007M,B13001_008E,B13001_008M,B13001_009E,B13001_009M,NAME,B13001_001MA,B13001_001EA,B13001_002EA,B13001_002MA,B13001_003EA,B13001_003MA,B13001_004MA,B13001_004EA,B13001_005MA,B13001_005EA,B13001_006MA,B13001_006EA,B13001_007EA,B13001_007MA,B13001_008EA,B13001_008MA,B13001_009MA,B13001_009EA,state
0400000US24,1494645,3432,714866,10261,3400,956,215142,6840,496324,7805,779779,10604,199332,2824,336959,6997,243488,7541,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1678956,3600,780345,9817,2021,731,224147,5896,554177,7944,898611,9545,221514,2194,411877,5906,265220,7371,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2552101,4931,1222914,11797,5222,1010,395356,6800,822336,8577,1329187,11672,361035,2892,566555,7024,401597,8551,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1319404,3035,678530,8239,2659,799,225161,5875,450710,5660,640874,8401,179515,2255,283984,5859,177375,5666,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741288,3282,344769,6710,1538,523,125908,4824,217323,5025,396519,6946,111712,3953,165919,5244,118888,5082,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1470765,4671,735764,8971,4840,1164,269260,5531,461664,7001,735001,9457,198830,2829,308500,5931,227671,6997,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228888,1970,117800,3931,814,551,39365,2666,77621,2473,111088,4380,33466,1585,47054,2612,30568,2461,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,435907,1863,232146,4305,1536,574,86686,2930,143924,3135,203761,4450,63011,1640,89450,3132,51300,2946,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,620480,3121,317863,6531,2251,938,124523,4560,191089,4582,302617,6827,78132,2394,128674,4318,95811,4223,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,338367,2247,175456,4483,756,574,48205,3087,126495,3319,162911,4709,46250,1222,68448,3117,48213,2904,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2221847,4478,1112381,11193,3864,999,312306,7113,796211,8440,1109466,10575,284750,2686,482831,7097,341885,7592,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488878,2297,222640,6199,1672,734,83350,3854,137618,4081,266238,5873,69417,2568,116434,4556,80387,3545,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5019466,6714,2247534,16822,8473,1679,680312,12232,1558749,13516,2771932,17140,676475,3892,1259886,11934,835571,13072,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2263745,5214,1173699,14687,7771,1531,418804,8317,747124,10751,1090046,14824,292792,5062,465511,8708,331743,10212,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,158181,1505,80313,2577,344,275,28730,1768,51239,1919,77868,2807,25305,1267,33840,1764,18723,1773,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2882990,4820,1385563,14515,4376,1030,465401,9360,915786,8647,1497427,14814,399989,3345,639799,9828,457639,7944,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,886224,3577,462320,7752,5293,1126,180091,5303,276936,5105,423904,8422,120100,3025,179110,5593,124694,5036,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,917319,3249,451978,8604,1820,608,164675,5271,285483,5874,465341,8518,120973,2818,203989,5592,140379,5286,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3065425,4361,1462938,13203,6511,1153,428312,7005,1028115,10476,1602487,13215,437761,3166,688809,7132,475917,9740,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,278770,1672,121655,4298,601,367,35364,2246,85690,3126,157115,4265,40202,1295,69766,2571,47147,3213,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1096619,3736,526081,7788,3528,1019,182740,4847,339813,5803,570538,8137,152764,3530,243376,5607,174398,5317,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187780,1931,100308,2967,882,550,34952,2355,64474,1719,87472,3248,27097,1305,37728,2539,22647,2020,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1534897,4361,786001,9917,5815,1144,287480,7237,492706,6795,748896,10275,194503,3318,316819,6790,237574,6628,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091625,7299,3162848,18977,29992,3089,1244073,12986,1888783,13366,2928777,20024,830067,6652,1260735,13979,837975,13550,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,663666,2399,378430,7381,4730,1000,190026,5245,183674,4202,285236,6662,99321,1853,122311,4901,63604,3736,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,157892,1249,75687,2767,581,386,21237,1542,53869,2038,82205,2953,22918,626,33637,1787,25650,1989,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1994827,4920,1026329,10785,4745,1360,340708,7627,680876,8214,968498,11009,258579,4638,423061,7713,286858,7437,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1635347,4266,822313,10144,5349,1188,292762,6088,524202,7817,813034,9822,214567,2805,351587,6815,246880,7453,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,437003,2382,230016,4988,1425,543,80542,3369,148049,3434,206987,5530,56704,2208,86933,3351,63350,3496,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1394304,3288,709543,9045,3348,836,229996,5236,476199,6231,684761,8548,189979,1817,302257,5109,192525,5653,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,126795,1513,67920,2806,240,207,24960,1980,42720,2096,58875,2880,17559,1093,25979,2188,15337,1863,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1013624,2236,428492,9090,6736,1265,159881,5425,261875,6145,585132,8809,137848,2308,267388,5287,179896,5714,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
