GEO_ID,B18001_001E,B18001_001M,B18001_002E,B18001_002M,B18001_003E,B18001_003M,B18001_004E,B18001_004M,B18001_005E,B18001_005M,B18001_006E,B18001_006M,B18001_007E,B18001_007M,B18001_008E,B18001_008M,B18001_009E,B18001_009M,B18001_010E,B18001_010M,B18001_011E,B18001_011M,B18001_012E,B18001_012M,B18001_013E,B18001_013M,B18001_014E,B18001_014M,B18001_015E,B18001_015M,B18001_016E,B18001_016M,B18001_017E,B18001_017M,B18001_018E,B18001_018M,B18001_019E,B18001_019M,B18001_020E,B18001_020M,B18001_021E,B18001_021M,B18001_022E,B18001_022M,B18001_023E,B18001_023M,B18001_024E,B18001_024M,B18001_025E,B18001_025M,B18001_026E,B18001_026M,B18001_027E,B18001_027M,B18001_028E,B18001_028M,B18001_029E,B18001_029M,B18001_030E,B18001_030M,B18001_031E,B18001_031M,B18001_032E,B18001_032M,B18001_033E,B18001_033M,B18001_034E,B18001_034M,B18001_035E,B18001_035M,B18001_036E,B18001_036M,B18001_037E,B18001_037M,B18001_038E,B18001_038M,B18001_039E,B18001_039M,B18001_040E,B18001_040M,B18001_041E,B18001_041M,B18001_042E,B18001_042M,B18001_043E,B18001_043M,NAME,B18001_001EA,B18001_001MA,B18001_002MA,B18001_002EA,B18001_003MA,B18001_003EA,B18001_004MA,B18001_004EA,B18001_005MA,B18001_005EA,B18001_006EA,B18001_006MA,B18001_007MA,B18001_007EA,B18001_008MA,B18001_008EA,B18001_009EA,B18001_009MA,B18001_010MA,B18001_010EA,B18001_011MA,B18001_011EA,B18001_012MA,B18001_012EA,B18001_013MA,B18001_013EA,B18001_014EA,B18001_014MA,B18001_015MA,B18001_015EA,B18001_016MA,B18001_016EA,B18001_017EA,B18001_017MA,B18001_018MA,B18001_018EA,B18001_019MA,B18001_019EA,B18001_020MA,B18001_020EA,B18001_021EA,B18001_021MA,B18001_022MA,B18001_022EA,B18001_023EA,B18001_023MA,B18001_024EA,B18001_024MA,B18001_025MA,B18001_025EA,B18001_026EA,B18001_026MA,B18001_027MA,B18001_027EA,B18001_028EA,B18001_028MA,B18001_029EA,B18001_029MA,B18001_030MA,B18001_030EA,B18001_031MA,B18001_031EA,B18001_032EA,B18001_032MA,B18001_033MA,B18001_033EA,B18001_034EA,B18001_034MA,B18001_035EA,B18001_035MA,B18001_036MA,B18001_036EA,B18001_037EA,B18001_037MA,B18001_038MA,B18001_038EA,B18001_039EA,B18001_039MA,B18001_040EA,B18001_040MA,B18001_041MA,B18001_041EA,B18001_042MA,B18001_042EA,B18001_043EA,B18001_043MA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,323122,4052,26832,2538,8410,1515,175078,4913,157964,5337,10707,1654,6407,1571,1252364,5177,1021065,8321,90332,4253,140967,4941,144955,1791,90292,2383,26803,1941,27860,2121,98048,1466,43145,2373,19656,2115,35247,2018,2198624,3769,333072,3204,316115,3701,12325,1655,4632,1305,166515,5464,153865,5114,7451,1586,5199,1212,1358031,4644,1103445,8726,93116,4817,161470,6070,176461,1798,108459,2801,34129,2399,33873,2533,164545,1951,59594,2841,30500,2244,74451,3135,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,53858,1557,3053,758,684,385,28227,2183,25673,2172,1196,478,1358,667,200259,2423,169534,3648,17205,2053,13520,1553,12918,506,7323,883,3317,756,2278,583,6858,571,3184,560,1511,360,2163,566,299208,1647,51951,1390,49272,1517,2087,767,592,366,25907,1993,24567,1909,978,433,362,270,198051,1885,169092,3030,11879,1596,17080,2452,13062,662,8364,930,2922,725,1776,498,10237,779,3571,863,2134,574,4532,880,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,458782,3941,30005,3561,8442,1761,221313,5255,206966,5700,9568,1827,4779,1163,1715641,5067,1520961,7688,79918,3913,114762,5361,187879,1216,132608,2802,31088,1990,24183,1892,159844,1194,84485,3347,33927,2586,41432,2787,2823588,2265,471787,3040,453491,3411,13553,2155,4743,1025,202117,4793,192159,4841,5694,1184,4264,1200,1721163,3993,1502852,7889,90604,4986,127707,6089,214483,1263,152815,3542,31556,2218,30112,2740,214038,1461,103993,3586,38544,2882,71501,3694,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,187510,2999,21715,2132,4365,927,102494,3945,93691,4027,5919,1184,2884,631,769848,4568,614046,7002,59019,3760,96783,4322,92533,1121,55085,2098,19779,1855,17669,1494,64884,907,25958,1838,15687,1466,23239,1693,1318610,2596,201611,2673,188860,2899,10332,1604,2419,679,95431,3864,88183,3913,4517,940,2731,916,809389,3640,649432,6718,59591,3667,100366,4431,107805,1082,64938,2178,19999,1820,22868,1782,104374,1462,37022,1970,20923,1778,46429,2174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,2771476,8563,134792,6024,42290,3780,1376487,11063,1291442,11456,50098,3432,34947,2915,10469924,10407,9359672,20296,474557,12858,635695,13116,910392,2743,656688,6610,132896,4684,120808,5403,729412,2709,373043,6358,139552,4473,216817,6881,16776348,6260,2817252,6773,2719412,9044,72513,4338,25327,2781,1321474,10900,1255954,12599,41036,3771,24484,2855,10469327,10073,9286681,18819,490888,12161,691758,12427,1069078,2312,736038,6843,156242,4565,176798,6201,1099217,3237,477247,6837,198191,5646,423779,7685,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,334696,3328,18387,1999,3922,1221,163254,5042,150200,4959,8166,1446,4888,1051,1439040,4781,1281400,8226,70857,4003,86783,4866,119527,1445,85156,2323,20062,1793,14309,1674,83295,1282,44011,1738,16770,1757,22514,1543,2174566,2883,342671,2884,328813,3087,11584,1566,2274,672,154746,4545,146858,4588,4716,1068,3172,840,1418892,4209,1263892,7227,71553,3870,83447,4677,134570,1458,97230,2671,19162,1874,18178,1881,123687,1638,58201,2639,23411,2060,42075,2733,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,245113,2747,14470,1650,3206,809,123996,3134,115973,3357,6060,1278,1963,574,993249,2668,890871,4702,48315,4177,54063,3510,102307,847,76798,2079,14171,1492,11338,1387,83496,987,45849,2015,17107,1620,20540,1754,1675755,1996,252320,2225,242278,2679,8185,1381,1857,660,118748,3359,113644,3229,3677,959,1427,621,1046862,2872,933512,5038,47894,3278,65456,3660,120160,1009,91105,2577,15910,1840,13145,1817,137665,1291,68824,2417,23443,2032,45398,2311,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,57317,1625,4816,1370,892,368,31207,1703,29115,1931,1561,558,531,312,234722,1697,202502,3057,14415,1882,17805,2281,27086,586,19406,1156,4009,910,3671,895,20497,497,10285,1041,4047,698,6165,838,405426,1210,60642,1223,58077,1259,2399,791,166,167,30532,1888,28593,1911,1124,522,815,488,251811,1662,219206,3257,14095,2043,18510,2093,33002,620,23117,1151,5742,932,4143,907,29439,565,14493,1355,5199,897,9747,1379,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,31101,1238,2348,763,640,412,18224,1933,16698,1935,1076,449,450,323,165455,2582,146511,3650,9356,1575,9588,1496,14839,526,11328,754,2100,693,1411,595,11007,468,6308,812,1606,566,3093,631,287525,1221,32685,876,30416,1143,1795,847,474,311,21730,2034,19777,1848,1656,698,297,237,190702,1469,169275,2947,11258,1965,10169,1407,20367,524,13964,1134,2952,747,3451,741,22041,602,10966,1366,4001,818,7074,1280,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,1137675,7706,76443,5045,21134,2611,586931,9116,540389,8722,29804,3471,16738,2567,4963880,10054,4326318,18358,273158,9115,364404,10372,658836,2522,479906,5262,103245,4626,75685,3449,632515,2557,341398,5544,129888,4930,161229,5434,8576346,6918,1186390,4852,1135737,6761,39652,3326,11001,2000,557378,8152,525068,8639,21009,3066,11301,1820,5172170,7891,4488790,14287,278168,9312,405212,10345,779786,2714,564777,7419,113537,4984,101472,4484,880622,2883,433634,8193,160693,5238,286295,8078,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
