GEO_ID,C20005_001E,C20005_001M,C20005_002E,C20005_002M,C20005_003E,C20005_003M,C20005_004E,C20005_004M,C20005_005E,C20005_005M,C20005_006E,C20005_006M,C20005_007E,C20005_007M,C20005_008E,C20005_008M,C20005_009E,C20005_009M,C20005_010E,C20005_010M,C20005_011E,C20005_011M,C20005_012E,C20005_012M,C20005_013E,C20005_013M,C20005_014E,C20005_014M,C20005_015E,C20005_015M,C20005_016E,C20005_016M,C20005_017E,C20005_017M,C20005_018E,C20005_018M,C20005_019E,C20005_019M,C20005_020E,C20005_020M,C20005_021E,C20005_021M,C20005_022E,C20005_022M,C20005_023E,C20005_023M,C20005_024E,C20005_024M,C20005_025E,C20005_025M,C20005_026E,C20005_026M,C20005_027E,C20005_027M,C20005_028E,C20005_028M,C20005_029E,C20005_029M,C20005_030E,C20005_030M,C20005_031E,C20005_031M,C20005_032E,C20005_032M,C20005_033E,C20005_033M,C20005_034E,C20005_034M,C20005_035E,C20005_035M,C20005_036E,C20005_036M,C20005_037E,C20005_037M,C20005_038E,C20005_038M,C20005_039E,C20005_039M,NAME,C20005_001EA,C20005_001MA,C20005_002EA,C20005_002MA,C20005_003MA,C20005_003EA,C20005_004MA,C20005_004EA,C20005_005MA,C20005_005EA,C20005_006EA,C20005_006MA,C20005_007EA,C20005_007MA,C20005_008EA,C20005_008MA,C20005_009EA,C20005_009MA,C20005_010EA,C20005_010MA,C20005_011MA,C20005_011EA,C20005_012MA,C20005_012EA,C20005_013MA,C20005_013EA,C20005_014EA,C20005_014MA,C20005_015EA,C20005_015MA,C20005_016MA,C20005_016EA,C20005_017MA,C20005_017EA,C20005_018MA,C20005_018EA,C20005_019MA,C20005_019EA,C20005_020EA,C20005_020MA,C20005_021EA,C20005_021MA,C20005_022MA,C20005_022EA,C20005_023MA,C20005_023EA,C20005_024MA,C20005_024EA,C20005_025EA,C20005_025MA,C20005_026EA,C20005_026MA,C20005_027MA,C20005_027EA,C20005_028MA,C20005_028EA,C20005_029MA,C20005_029EA,C20005_030EA,C20005_030MA,C20005_031EA,C20005_031MA,C20005_032MA,C20005_032EA,C20005_033MA,C20005_033EA,C20005_034MA,C20005_034EA,C20005_035EA,C20005_035MA,C20005_036EA,C20005_036MA,C20005_037MA,C20005_037EA,C20005_038MA,C20005_038EA,C20005_039MA,C20005_039EA,state
0400000US01,3613506,3951,1722543,3249,815451,10213,113,134,815338,10233,16297,1875,101019,3767,147864,7051,254473,7950,165846,5908,129839,4812,907092,9792,488884,8016,418208,8851,201719,6324,87604,5042,43488,3462,48541,3225,21760,2411,15096,1877,1890963,3725,569354,8649,52,87,569302,8657,17608,2099,136184,6029,154264,6416,164801,6110,67705,3703,28740,2382,1321609,9733,790661,9634,530948,10182,299033,8731,119075,5565,44092,3170,51955,3360,11465,1844,5328,1294,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,512833,1465,263056,1730,113520,3450,0,235,113520,3450,2271,729,6466,1171,16289,2249,33335,2530,27478,2366,27681,2279,149536,3579,43675,2491,105861,3679,37966,2778,17664,2018,12851,1620,16888,1713,12969,1928,7523,1099,249777,1615,78344,3473,0,235,78344,3473,2369,903,7998,1681,15957,1975,30107,2562,15957,1619,5956,1108,171433,3608,68285,3698,103148,3817,46448,3144,20950,1922,12532,1610,13951,1566,7144,1378,2123,577,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4717049,3806,2345227,3228,1152537,11388,104,120,1152433,11389,21403,2837,144222,6524,207460,8094,349633,10093,216338,7021,213377,6895,1192690,12129,606733,8366,585957,12338,250883,8767,122432,6232,70495,4138,72196,4420,37522,3145,32429,2377,2371822,3240,737854,10922,106,126,737748,10920,18578,2482,126314,4696,170542,7038,243218,8142,114523,4987,64573,3680,1633968,11565,946245,13158,687723,11185,318195,8905,169118,7767,72825,4036,82054,4509,31512,2593,14019,1781,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2199028,3350,1063193,3233,487881,7593,117,117,487764,7595,11488,1787,71133,5053,106027,5257,158909,5380,80022,3773,60185,2726,575312,7793,299976,6155,275336,7492,128223,5468,60199,3978,32329,2884,32090,2590,13550,1721,8945,1171,1135835,2857,346120,7668,101,122,346019,7677,10492,1624,94494,4368,98846,4894,97579,4611,32755,2428,11853,1679,789715,7678,448726,6355,340989,6538,189732,5621,80838,4098,28349,2797,31109,1900,8577,1119,2384,662,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28014513,10333,13904727,7850,6685796,29782,1002,501,6684794,29705,114808,5562,853255,16318,1019249,18773,1693546,17394,1349399,16863,1654537,16866,7218931,30675,3403615,22184,3815316,28509,1426698,18334,811874,16566,449915,11041,506625,10989,303704,7614,316500,6726,14109786,7767,4195675,25486,850,420,4194825,25347,116794,6219,667067,14645,747624,15658,1255035,16536,790490,15207,617815,11959,9914111,26795,5505375,27395,4408736,23059,1932654,21701,980623,17357,499195,11741,511250,9084,308016,7997,176998,7208,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3712889,4084,1860862,3112,966094,10782,192,167,965902,10793,21269,2551,85968,4864,144599,6318,283686,8174,211951,6874,218429,5670,894768,11010,337810,7278,556958,10445,222552,7223,111258,5800,73753,4994,74363,4291,38151,3222,36881,3056,1852027,3345,611814,9325,51,81,611763,9318,18611,2013,78762,4461,123275,6271,215172,6729,113482,5101,62461,3622,1240213,9904,580150,8704,660063,9358,302135,7695,152755,6343,76584,3651,82506,4261,32986,2477,13097,1438,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2786887,3320,1339158,2673,682788,8252,129,113,682659,8240,8957,1408,36612,4077,75582,4751,180204,6174,177529,6410,203775,6535,656370,8340,291149,5862,365221,8210,154610,5928,68645,4316,36492,3010,45463,3657,29772,2661,30239,2369,1447729,1976,462411,7328,49,80,462362,7338,7909,1493,35771,2909,78707,4710,161907,6288,108179,4670,69889,4429,985318,7598,494029,7692,491289,7554,200702,5308,111962,4057,66351,4402,59224,3850,37310,2670,15740,1520,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,672673,1518,321432,1067,161690,4073,76,128,161614,4065,2047,849,13329,1883,20997,2130,53346,3064,38258,3089,33637,2310,159742,4188,77573,3407,82169,3850,35797,2384,16890,2213,9159,1652,11215,1766,5165,1107,3943,901,351241,1246,121876,4556,58,93,121818,4552,2521,716,12150,1840,29392,2943,47076,3046,19958,2143,10721,1685,229365,4767,123040,3673,106325,4324,52078,2904,20801,2468,12321,1610,12527,1579,6749,1330,1849,492,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,479776,1126,220920,980,106209,3582,0,292,106209,3582,845,424,7267,1841,17364,2506,27938,2539,17629,1811,35166,2325,114711,3727,57709,2851,57002,3543,23541,2671,8742,1535,7023,1565,7502,1445,4072,1003,6122,1107,258856,972,101393,3495,0,292,101393,3495,1966,769,7199,1602,14437,2036,28649,2531,23143,2287,25999,2364,157463,3858,83315,3448,74148,4251,32679,2963,12751,1789,8082,1447,11637,1590,4528,997,4471,906,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14547170,7173,7066792,7276,3354153,22676,840,504,3353313,22767,55661,3875,432995,12431,658124,14538,1026269,14969,618079,11239,562185,11532,3712639,21295,2025636,13120,1687003,19043,691713,13525,367666,10767,211154,7247,210734,6932,103731,5004,102005,5109,7480378,7280,2380352,21077,537,269,2379815,21085,64514,4303,450276,12236,607491,13193,767791,14258,313157,9897,176586,7136,5100026,21671,3068283,19819,2031743,19395,929802,13696,508275,11872,225285,7408,239977,8275,88514,4329,39890,2895,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
