GEO_ID,B11004_001E,B11004_001M,B11004_002E,B11004_002M,B11004_003E,B11004_003M,B11004_004E,B11004_004M,B11004_005E,B11004_005M,B11004_006E,B11004_006M,B11004_007E,B11004_007M,B11004_008E,B11004_008M,B11004_009E,B11004_009M,B11004_010E,B11004_010M,B11004_011E,B11004_011M,B11004_012E,B11004_012M,B11004_013E,B11004_013M,B11004_014E,B11004_014M,B11004_015E,B11004_015M,B11004_016E,B11004_016M,B11004_017E,B11004_017M,B11004_018E,B11004_018M,B11004_019E,B11004_019M,B11004_020E,B11004_020M,NAME,B11004_001MA,B11004_001EA,B11004_002EA,B11004_002MA,B11004_003EA,B11004_003MA,B11004_004EA,B11004_004MA,B11004_005EA,B11004_005MA,B11004_006MA,B11004_006EA,B11004_007MA,B11004_007EA,B11004_008EA,B11004_008MA,B11004_009EA,B11004_009MA,B11004_010EA,B11004_010MA,B11004_011MA,B11004_011EA,B11004_012MA,B11004_012EA,B11004_013EA,B11004_013MA,B11004_014EA,B11004_014MA,B11004_015EA,B11004_015MA,B11004_016MA,B11004_016EA,B11004_017MA,B11004_017EA,B11004_018MA,B11004_018EA,B11004_019EA,B11004_019MA,B11004_020EA,B11004_020MA,state
0400000US01,1222858,13632,888609,11580,381546,8696,82234,4591,77657,4098,221655,6933,507063,7835,334249,8550,74767,4587,39448,3574,8869,1820,5455,1367,25124,2757,35319,3207,259482,6700,182816,5952,36020,3408,39288,3173,107508,4960,76666,3856,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,117329,3572,58958,3115,13409,1952,14287,1627,31262,2251,58371,3125,40610,2570,12548,1357,8361,1286,2548,711,1046,479,4767,893,4187,897,28062,2352,21689,2005,5182,1189,4042,1034,12465,1556,6373,1180,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,1104808,11797,494808,8654,112574,5634,133802,5458,248432,6894,610000,9063,371461,8499,115077,4892,69525,4726,19300,2458,12764,2181,37461,3353,45552,3813,256384,7207,184626,6058,35339,3170,40705,3652,108582,4972,71758,4099,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,567229,8579,244119,6296,58612,4208,53736,3408,131771,4914,323110,6914,190966,7167,48821,3874,29161,2824,7462,1515,4804,1161,16895,1883,19660,2405,142145,5997,99532,4643,23641,2705,21959,2811,53932,3172,42613,3340,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,6051701,25589,3187867,21899,717333,12696,794140,11615,1676394,18768,2863834,21228,2252092,21647,698432,14287,406000,11977,101817,6190,77839,5285,226344,8594,292432,8880,1553660,16324,1042119,15224,176669,7721,218962,9019,646488,13693,511541,10993,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,934148,11111,440348,8626,113011,5135,102596,6018,224741,6018,493800,8419,262075,8681,80429,4678,48644,3952,12964,2153,6700,1329,28980,2751,31785,3138,181646,6741,131950,6014,27721,3365,26946,3074,77283,3587,49696,2963,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,680656,7528,320817,6699,76230,3579,63262,3866,181325,5988,359839,6611,213692,5379,53188,3842,28446,2803,6605,1370,4793,1186,17048,2079,24742,2440,160504,5038,106142,4692,18642,2585,20237,1930,67263,3691,54362,3773,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,157209,4491,68456,3671,17478,1865,14994,1974,35984,2781,88753,3042,56356,3852,15209,2161,9427,1896,3504,1074,876,565,5047,1172,5782,1235,41147,3043,27895,2469,6751,1448,5432,1029,15712,2009,13252,1686,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,55871,3656,19966,2284,8273,1532,3287,907,8406,1443,35905,2562,52888,2845,9401,1476,3797,1132,667,415,474,354,2656,999,5604,1195,43487,2681,28653,2112,4786,955,6308,1290,17559,1636,14834,1752,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,3452127,20939,1377480,14447,314198,9562,292588,8444,770694,11353,2074647,17902,1180847,15939,319610,8930,169250,7559,49584,4178,23246,2979,96420,5490,150360,6328,861237,13446,576801,12134,119855,6437,105501,6193,351445,9091,284436,7600,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,1639379,18643,783890,13103,187365,7080,172666,6605,423859,9417,855489,12625,657315,12427,164983,5619,91874,4613,23161,2755,14546,2394,54167,4164,73109,4072,492332,10531,357879,10434,69292,4957,73448,5202,215139,6925,134453,4925,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,222725,4561,102283,4078,23962,2366,26820,2658,51501,2854,120442,4248,78377,3837,24266,2152,12299,1602,2722,860,2614,1012,6963,1221,11967,1621,54111,3447,31901,3028,7084,1560,7968,1396,16849,2049,22210,1791,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,313995,6154,145507,5202,36662,2727,38537,2596,70308,3704,168488,4073,68691,4179,21561,2267,14418,1994,3169,955,1678,595,9571,1663,7143,1266,47130,3544,34240,3256,7573,1493,5937,1414,20730,2536,12890,1571,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,2355451,16953,1127595,12332,272533,8139,255509,7336,599553,9703,1227856,12423,790891,12713,203522,6644,110002,5397,32998,3250,17747,2045,59257,3865,93520,4692,587369,10318,403756,8749,82756,4772,78398,4600,242602,7093,183613,5812,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,1248625,11324,548987,8892,123368,5358,118717,5326,306902,6467,699638,6531,396406,9273,112552,6412,71808,5071,20762,3011,11121,1800,39925,3299,40744,3176,283854,7866,203995,7239,45276,3913,36161,2951,122558,4987,79859,4108,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,641334,7974,271421,5743,66321,3928,58386,2813,146714,4635,369913,5592,155636,4878,45067,2725,28506,2421,8765,1592,3421,957,16320,1801,16561,1674,110569,4479,80674,4190,20830,2371,14962,2045,44882,3452,29895,2316,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,571689,7277,256791,7210,59072,3872,60751,3628,136968,4657,314898,5866,152864,5318,40990,2910,26930,2346,6764,1393,2844,762,17322,1919,14060,1643,111874,4310,81506,3970,20303,2321,15254,1912,45949,3036,30368,2349,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,832504,11443,362523,7556,86616,4716,73503,3789,202404,5930,469981,7801,273900,7746,68360,3441,38544,2971,10227,1853,4135,882,24182,2514,29816,3033,205540,7235,140747,6238,30005,2513,23709,2713,87033,5001,64793,3284,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
