GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001MA,B12002A_001EA,B12002A_002EA,B12002A_002MA,B12002A_003EA,B12002A_003MA,B12002A_004EA,B12002A_004MA,B12002A_005MA,B12002A_005EA,B12002A_006MA,B12002A_006EA,B12002A_007MA,B12002A_007EA,B12002A_008EA,B12002A_008MA,B12002A_009EA,B12002A_009MA,B12002A_010MA,B12002A_010EA,B12002A_011MA,B12002A_011EA,B12002A_012MA,B12002A_012EA,B12002A_013EA,B12002A_013MA,state
0400000US26,6538921,5990,3203542,3837,986366,9387,1777549,13176,30357,2931,83167,3446,326103,8266,3335379,3634,791743,9532,1769139,14377,38617,2561,339427,5368,396453,9155,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3702943,5359,1819143,3574,580286,7368,1028117,8657,14169,1647,43067,2327,153504,5051,1883800,2700,479678,7129,1017509,9777,18657,2076,174880,3795,193076,5966,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1425564,2517,691265,2656,181659,5576,399194,7470,13060,2127,20000,1977,77352,4123,734299,2174,136615,3923,399822,6678,13458,1827,97662,3717,86742,4081,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3987428,4556,1934597,2907,547980,9921,1097451,12221,25010,2212,53795,3072,210361,6889,2052831,2708,445219,6117,1091120,11252,36894,3137,225027,5438,254571,7951,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,699187,1703,347026,1417,100017,2705,195389,4538,4172,952,8875,1156,38573,3127,352161,1070,76054,3148,192706,3924,4045,1019,36812,1744,42544,2417,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1259527,3191,615855,2122,181650,3878,357255,5105,5985,1105,15157,1237,55808,3145,643672,1772,145718,3251,354788,5546,6069,1119,70051,2537,67046,3567,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1485881,8702,760633,4569,235606,5603,390828,7510,13499,2065,22166,2645,98534,4622,725248,4979,163401,6027,368638,6984,15568,2574,69345,3233,108296,4893,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1027703,2031,501490,1184,157573,4195,272923,5428,5587,1416,12810,1473,52597,4276,526213,1391,133820,4378,273630,6833,7411,1394,48782,2225,62570,3907,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4976890,13711,2404828,8254,771164,9799,1355143,11408,32452,3291,77180,3761,168889,5393,2572062,7405,639691,9134,1316374,12959,45847,3987,310029,6539,260121,7138,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1071555,9449,524392,5413,160354,5348,283750,6489,8246,1536,15136,1924,56906,3797,547163,5845,132876,5824,270960,5964,10123,1796,52933,2430,80271,3883,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10595930,19552,5106520,11872,1784565,14554,2698814,17332,92260,4681,150084,5346,380797,8892,5489410,10780,1556850,14224,2612138,18092,132859,6747,644867,10254,542696,9439,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5096942,9526,2477386,6825,673933,8903,1455154,14875,57165,4782,59523,3468,231611,8989,2619556,4500,521222,8019,1443310,14568,77135,5261,285864,5969,292025,9333,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,478541,1006,238399,856,76533,2648,135127,3711,1350,517,6225,888,19164,1800,240142,793,58285,2320,130081,3442,1376,512,28775,1377,21625,1527,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7855850,5134,3801661,3461,1145379,11226,2101132,15003,47086,3861,110276,4086,397788,9944,4054189,3265,959958,11131,2080983,16612,67398,4112,445948,7185,499902,10513,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2201107,4001,1068178,2430,274724,5165,621071,7848,17505,2104,30410,2072,124468,5401,1132929,2762,212060,5226,605363,8656,22905,2360,136020,3436,156581,5174,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2625845,7490,1285998,4977,392264,6840,684724,9401,17622,2206,32427,2352,158961,6304,1339847,3596,321720,7483,673885,9966,26211,3043,127941,3598,190090,6570,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8671747,6524,4174221,4531,1308797,11169,2310266,13681,72256,3813,138428,4365,344474,8359,4497526,3641,1130594,9554,2267678,14876,89641,3865,563425,7527,446188,6943,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,738937,4031,351235,2680,124380,4234,179182,5049,3052,874,11194,1466,33427,2932,387702,1999,107681,3253,182368,5468,6379,1388,43917,2105,47357,3598,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2393043,3557,1165909,2874,320248,6744,679431,8669,25632,2924,31663,2275,108935,5824,1227134,2391,245870,5972,674332,7791,33755,2980,141445,4793,131732,5705,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,556843,1234,275383,989,79985,3021,163743,3778,1720,528,6261,863,23674,1796,281460,1023,60732,2699,159588,3847,3063,938,30694,1716,27383,2180,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3915440,4768,1902434,3713,497605,8733,1101203,13037,25576,2800,49153,2694,228897,8603,2013006,2687,385159,6776,1085963,13839,43744,3872,229639,5237,268501,8920,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,12864147,34203,6350744,19250,1915067,16734,3532454,23580,116749,6822,155256,5546,631218,12917,6513403,18351,1483194,13758,3408750,25600,188663,7472,624671,9680,808125,16009,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1688607,6428,838905,3839,251748,5557,495002,7460,8180,1513,14115,2086,69860,3569,849702,3591,207989,5623,493354,8410,10138,1667,54549,2763,83672,4008,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,499409,648,242653,546,76684,3025,131173,4311,3146,902,5627,755,26023,2311,256756,544,65989,2517,128005,3787,4635,1135,23427,1363,34700,2227,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4440965,8193,2173764,5413,642014,9375,1236785,10687,44417,3950,57041,3887,193507,7462,2267201,4642,518636,8477,1220438,11759,55813,4052,229470,5072,242844,7519,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4224438,8321,2086926,5153,654058,10304,1120187,13693,25612,2893,48219,3075,238850,7051,2137512,4433,509882,8685,1096067,11076,38353,3918,189940,5036,303270,8743,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1424456,1475,688776,1158,186836,4992,396180,6768,8774,1421,22386,1770,74600,4169,735680,1284,151686,4724,392313,7096,11151,1324,92112,3508,88418,4964,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3998306,4448,1968793,2806,617177,8515,1103675,10600,16044,1964,47730,2250,184167,6146,2029513,2613,495218,5499,1097566,8509,20470,2351,203644,4154,212615,6318,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,385158,1734,193543,1288,52903,2720,109155,3268,2538,993,4720,818,24227,2289,191615,1383,39027,2311,107411,3801,2051,711,17107,1459,26019,2573,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2324435,14381,1084721,8872,404200,8573,513440,7479,32753,3195,32774,2399,101554,4360,1239714,8354,369489,7824,518435,9895,50493,3577,140642,4093,160655,5649,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
