GEO_ID,B17018_001E,B17018_001M,B17018_002E,B17018_002M,B17018_003E,B17018_003M,B17018_004E,B17018_004M,B17018_005E,B17018_005M,B17018_006E,B17018_006M,B17018_007E,B17018_007M,B17018_008E,B17018_008M,B17018_009E,B17018_009M,B17018_010E,B17018_010M,B17018_011E,B17018_011M,B17018_012E,B17018_012M,B17018_013E,B17018_013M,B17018_014E,B17018_014M,B17018_015E,B17018_015M,B17018_016E,B17018_016M,B17018_017E,B17018_017M,B17018_018E,B17018_018M,B17018_019E,B17018_019M,B17018_020E,B17018_020M,B17018_021E,B17018_021M,B17018_022E,B17018_022M,B17018_023E,B17018_023M,B17018_024E,B17018_024M,B17018_025E,B17018_025M,B17018_026E,B17018_026M,B17018_027E,B17018_027M,B17018_028E,B17018_028M,B17018_029E,B17018_029M,B17018_030E,B17018_030M,B17018_031E,B17018_031M,B17018_032E,B17018_032M,B17018_033E,B17018_033M,B17018_034E,B17018_034M,B17018_035E,B17018_035M,NAME,B17018_001MA,B17018_001EA,B17018_002MA,B17018_002EA,B17018_003EA,B17018_003MA,B17018_004EA,B17018_004MA,B17018_005MA,B17018_005EA,B17018_006MA,B17018_006EA,B17018_007MA,B17018_007EA,B17018_008EA,B17018_008MA,B17018_009EA,B17018_009MA,B17018_010MA,B17018_010EA,B17018_011MA,B17018_011EA,B17018_012EA,B17018_012MA,B17018_013MA,B17018_013EA,B17018_014EA,B17018_014MA,B17018_015MA,B17018_015EA,B17018_016MA,B17018_016EA,B17018_017EA,B17018_017MA,B17018_018MA,B17018_018EA,B17018_019EA,B17018_019MA,B17018_020MA,B17018_020EA,B17018_021MA,B17018_021EA,B17018_022EA,B17018_022MA,B17018_023EA,B17018_023MA,B17018_024MA,B17018_024EA,B17018_025EA,B17018_025MA,B17018_026MA,B17018_026EA,B17018_027MA,B17018_027EA,B17018_028MA,B17018_028EA,B17018_029MA,B17018_029EA,B17018_030EA,B17018_030MA,B17018_031EA,B17018_031MA,B17018_032EA,B17018_032MA,B17018_033MA,B17018_033EA,B17018_034MA,B17018_034EA,B17018_035MA,B17018_035EA,state
0400000US01,1222858,13632,153968,6153,47888,3128,19417,2008,17280,1916,8382,1403,2809,921,106080,5137,12032,2086,5278,1421,4506,1124,1631,629,617,472,94048,4885,33937,3162,35059,3187,22138,2113,2914,864,1068890,11900,840721,11014,104225,5340,255632,6451,244895,6981,235969,6576,228169,7381,62735,4137,13685,1510,19861,2335,17968,2221,11221,1603,165434,5957,29915,2664,48401,3513,55223,3748,31895,2630,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,801,424,1956,727,1199,561,353,273,8583,1667,1581,520,220,104,602,209,575,456,184,170,7002,1605,1643,652,3073,1158,1917,760,369,220,145047,3941,113020,3529,6437,991,29132,2703,39820,2509,37631,2587,32027,2440,10967,1304,1989,495,3759,952,3330,839,1889,697,21060,2155,2111,481,5281,1046,10062,1724,3606,888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,26465,2882,18496,2419,14184,2144,6730,1453,82504,4471,13633,1977,4619,1108,5017,1363,3747,1074,250,171,68871,4418,24661,2674,21023,2427,19741,2427,3446,989,1327890,11552,1038933,11051,120671,5309,228085,6879,347251,9315,342926,7622,288957,7380,101444,4667,20031,2360,29916,3087,34566,3454,16931,2033,187513,6137,28409,2551,49237,3681,75071,4075,34796,3355,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,12382,1653,14240,1717,7090,1236,1347,539,63935,4413,9348,1651,3164,975,3385,966,2408,996,391,328,54587,4208,15136,1817,22075,2550,16123,2407,1253,547,659201,9520,532170,8393,72928,3672,178452,5516,153151,4905,127639,4982,127031,5447,39473,3476,9221,1399,14660,2047,10386,1535,5206,1321,87558,4328,14264,1569,30409,2709,30434,2818,12451,1683,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,173504,7675,83700,5715,56797,4000,40006,3120,454715,11295,81530,5386,37259,3525,20192,2595,17746,2247,6333,1283,373185,9741,145296,6672,101294,5046,99953,5784,26642,2877,7495071,27100,5697694,26800,818535,14377,1083025,17198,1690236,22216,2105898,17551,1797377,19504,616902,13764,139869,6950,165614,7574,181661,7686,129758,5750,1180475,13628,209221,7063,280903,8065,431424,8605,258927,7878,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,14612,1987,12211,1887,8606,1387,4924,974,60499,4498,10096,1962,3055,1035,3828,1183,2580,1016,633,328,50403,3914,13523,2007,16375,2434,16982,2367,3523,866,1095371,10184,893795,11607,70354,4399,183146,5960,260579,6995,379716,8275,201576,6652,70333,4269,10514,1862,21744,2617,20458,2288,17617,1996,131243,5243,14496,2045,34296,3147,46825,3113,35626,2792,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,4630,1220,5003,960,3234,1026,1981,583,37530,2746,4106,938,1801,667,1126,477,715,465,464,246,33424,2619,10414,1676,12432,1938,8591,1746,1987,755,841970,8324,665808,7636,46419,2646,164673,5689,164209,5884,290507,7056,176162,5527,49082,3648,6190,1241,18037,2257,12588,1788,12267,1831,127080,5207,15226,2054,42268,3429,42419,3037,27167,2582,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,1420,653,1559,597,1130,591,246,221,11899,2094,1737,894,671,520,628,577,176,203,262,219,10162,1883,2658,863,4643,1233,2644,900,217,213,197311,4638,152854,4240,14955,1979,43972,2627,39177,2548,54750,2767,44457,3088,13472,1884,3165,979,4810,1330,3079,975,2418,823,30985,2492,3565,840,10750,2029,10899,1763,5771,928,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1495,787,590,355,666,463,432,385,14507,1841,1066,499,359,264,248,165,172,215,287,332,13441,1743,5694,1094,3968,1147,3251,957,528,351,91069,3784,52688,3527,5262,1145,7379,1337,6188,1048,33859,2586,38381,2511,8335,1429,1968,773,2926,910,1607,688,1834,868,30046,2249,3999,951,9598,1573,9321,1330,7128,1223,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,52193,4318,52982,4108,29866,2857,23528,2417,258537,9427,40871,3866,15678,2432,14800,2301,7794,1470,2599,920,217666,8310,63449,5459,85512,5572,54802,4581,13903,1965,4215868,21877,3293558,19523,340962,9616,867063,14616,1006900,13572,1078633,15810,922310,15734,278739,8719,58484,4177,95739,4939,73791,4198,50725,3885,643571,12902,83582,5289,202775,8012,223315,7323,133899,6463,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
