GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001EA,B17002_001MA,B17002_002EA,B17002_002MA,B17002_003MA,B17002_003EA,B17002_004MA,B17002_004EA,B17002_005EA,B17002_005MA,B17002_006EA,B17002_006MA,B17002_007EA,B17002_007MA,B17002_008MA,B17002_008EA,B17002_009MA,B17002_009EA,B17002_010MA,B17002_010EA,B17002_011EA,B17002_011MA,B17002_012EA,B17002_012MA,B17002_013EA,B17002_013MA,state
0400000US01,4482152,2720,328422,15373,204752,11637,208890,10979,230522,13736,242639,13175,249934,13051,80247,7860,139076,11470,803355,23458,628453,15648,458856,17201,907006,17635,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,651997,1058,29396,3914,16005,3175,25518,5138,21896,3179,26202,3833,20081,2913,11773,3289,19374,4227,110630,8704,93840,7484,74418,5901,202864,7736,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6052150,12167,387860,20622,189453,14203,280036,18660,278766,17614,316756,19199,326962,18581,108153,11068,185329,17523,1058138,31565,863797,28610,622154,23422,1434746,26587,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2729090,2973,194345,11610,116270,9726,160540,11710,160644,9686,159079,9801,151884,10167,62380,6479,99403,9153,528698,18138,381981,15864,254861,11821,459005,12681,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35675356,7967,1939261,39449,1172602,39876,1578277,43344,1722182,44266,1736641,44100,1617782,46802,667864,29917,1002916,30930,5709918,74034,4521450,59625,3509357,60530,10497106,69718,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4653251,2663,255025,12234,130302,12425,170826,12220,179678,12721,187577,13967,191262,11180,67582,7017,132082,9874,749919,23671,661436,20215,528297,17536,1399265,25228,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3393432,2120,125807,8799,71742,7742,82559,7085,89754,7575,96002,8950,103355,8862,42925,6669,71923,7927,459492,17230,469843,14347,435993,15549,1344037,18858,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,828673,1089,40777,5162,24365,5277,26820,5477,22572,4363,29168,4831,28410,5087,10422,2082,20290,3883,143132,10207,127903,10754,106075,7444,248739,10458,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,551161,908,57613,6501,25964,4660,24523,4454,18597,3869,20196,4479,19977,4146,6273,1696,12047,2853,68873,6588,56013,6479,45262,5494,195823,7767,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17686295,6001,924418,28057,586438,22852,715731,24868,804164,29009,871874,28171,854743,29262,337540,16730,570297,21851,3263275,48349,2580334,44649,1909622,34117,4267859,48388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9082715,5257,596665,23143,334275,17462,402584,15548,419890,19998,447508,21851,405143,16974,164491,12254,277351,15991,1541095,33111,1300259,31662,931307,25122,2262147,31360,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1252117,2035,55353,6522,25086,3808,35708,5965,40174,6100,38499,5187,47821,7259,18978,4445,38579,6608,192053,13293,209361,14282,159062,11210,391443,13555,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1431508,2111,66530,5352,51801,5968,61846,5215,72357,7188,88667,8373,74993,6412,32367,4486,46568,6348,306595,11775,212048,10878,156956,9626,260780,10994,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12516453,4308,685970,21348,407769,19830,445294,19910,493485,24851,494615,20273,496105,16672,184243,12659,336203,17579,2059970,40641,1857245,33703,1439633,26594,3615921,34585,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6125557,3393,354711,17352,203539,11261,219462,11316,240812,12835,263697,13033,269493,13735,123784,11310,199298,10474,1182770,27639,993987,23012,716315,17535,1357689,20795,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878398,1906,138400,8336,79243,6388,98479,5972,117356,9226,128085,7551,130462,7813,50176,5167,86688,5834,591196,13351,484425,14036,358290,12344,615598,14053,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2679951,1806,133601,8253,89359,7116,108016,9032,115189,8356,118004,7187,122856,8140,51444,5740,75789,6171,508933,16880,422214,13816,300181,12599,634365,14464,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4087474,2992,281019,14554,195142,12728,217318,10356,205347,12234,200343,10965,186575,12061,78566,7654,140388,9630,743117,20541,612621,21002,429594,17636,797444,18003,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4165324,2394,344410,17617,222943,14851,225870,14049,216062,12113,225373,12767,207817,12824,79526,8052,128716,11844,720089,17346,568765,18343,408709,16493,817044,17146,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1285599,1319,62142,5715,48489,4439,55325,5434,49845,4154,70199,6291,61115,5256,23686,3110,36383,4382,249913,10288,205075,10610,148948,7238,274479,9168,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5475889,2880,197234,12130,117287,10537,113824,9401,144781,11563,155978,11566,166201,12187,73264,9090,121907,10717,760821,21733,775962,25743,686623,21947,2162007,29587,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6235586,2474,281556,13186,139632,10082,199000,12186,197322,11869,194072,14239,176078,11976,64911,6757,140160,8216,861679,25066,892234,24955,785279,20207,2303663,27476,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9852543,4524,593905,20146,354762,13889,383166,15717,381478,15616,402643,15098,427208,17227,160188,10497,258138,12592,1728501,31853,1515018,29160,1133885,22799,2513651,31937,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5036852,2551,214805,9779,114039,7895,162789,7597,157515,8042,178888,9207,186641,8890,75551,5743,123839,8221,820698,16465,807665,17113,656441,16863,1537981,20732,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2815425,2470,248216,12381,161470,9714,183057,13297,191403,13246,172949,11062,148407,10163,51881,5536,86595,8684,528354,20079,363416,17779,234427,11909,445250,15496,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5674490,3452,335669,16489,188825,10493,245090,12922,266546,14464,267262,14124,268064,14652,103030,8666,182099,9799,1089443,23642,851768,23496,638541,18121,1238153,25429,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,921449,1204,53887,4388,30763,4784,41005,4812,43701,5059,46683,5161,57211,6069,16000,3052,33434,4520,187918,9793,140777,6633,93603,4834,176467,7547,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1715413,1577,85928,6262,44899,3990,66210,5759,74849,7400,73935,6695,75228,6618,35637,4875,59336,5737,335270,11968,275315,10602,203607,9196,385199,10803,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2460755,1936,121528,9134,56332,7466,75853,7185,96397,10559,103391,8649,119661,10595,53413,7107,71074,7431,443865,16720,403485,15582,278460,12973,637296,15205,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1276753,1706,45978,5308,25284,5056,31142,3563,31746,4175,38364,4513,38742,4667,16232,3296,29853,3742,197335,11430,215079,11730,169878,11638,437120,10568,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8540402,3957,335670,17410,188434,14667,217769,11336,250035,14471,265463,14841,261913,15423,107379,9589,193652,13795,1170507,27900,1127433,30974,1019200,26921,3402947,32257,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1912288,2059,146170,10766,98827,8199,108697,8866,110236,7171,109632,11360,99456,10556,39842,5229,66710,6966,345147,16011,238749,10726,172003,9669,376819,11919,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18770190,6168,1182293,30078,646092,23352,833814,23514,737005,24329,781882,26168,743752,28302,281227,15452,493206,22018,2945429,45697,2530283,42728,2031982,42075,5563225,55521,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8591303,4200,538588,19360,337917,18478,384573,16879,417475,18402,447465,19592,432756,21331,168706,11152,269734,14823,1548271,27820,1210906,26306,913408,23695,1921504,28015,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,605883,1233,31293,3139,17024,2407,21039,2604,26061,3062,29012,4020,27350,3372,15100,2522,19472,2575,131162,6186,97104,6490,70715,4864,120551,7346,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11156019,4411,676737,25654,385649,18336,423977,19188,434326,15256,491994,17513,475021,15353,195518,11708,326380,15102,2055226,36386,1779314,27037,1284731,29151,2627146,34029,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3461976,3208,242617,12241,152037,10386,192937,11389,195717,11422,183881,9832,193116,11952,65947,6112,104381,8562,665872,16993,489917,16065,332620,12326,642934,16221,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3626910,2739,200849,11752,123819,9405,155945,10761,159690,10193,178601,12656,175391,12539,65811,7870,110139,8927,666098,21292,524218,18537,394708,13003,871641,16274,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12015358,4038,630764,19800,388184,17318,429280,17891,460092,19043,497739,19547,500161,17205,217014,10980,332165,14248,2153997,34926,1853419,29957,1435348,27366,3117195,32973,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1026114,898,47592,5892,27481,4806,38993,6050,40983,5007,38336,6047,41589,6389,17834,3865,25076,4702,165672,9488,146942,10060,135008,10292,300608,12538,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4182874,2974,289720,14263,161366,12849,205068,12549,213078,13540,225026,14515,202455,11634,78663,8421,131270,11954,791096,21264,606490,19297,443121,14844,835521,20436,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,753221,1100,44383,4254,21525,3080,36276,3905,26617,3564,38855,4299,36266,4131,18223,4171,23104,3509,152697,8885,125506,8045,84081,5910,145688,7645,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5877686,3813,416990,16701,258045,13209,277221,13708,296083,15334,311383,14600,290746,14644,115709,9835,193087,12158,1054617,25899,850455,22419,595602,18672,1217748,24044,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22887307,6627,1630666,37157,1053467,36127,1184556,36413,1237074,33559,1275441,32819,1216631,35397,450586,24893,722683,24691,3827527,57925,2920657,45872,2159572,41062,5208447,50968,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2508619,1594,109199,9347,66822,8513,89411,9520,102099,10060,121998,10774,132912,11033,48347,6367,80724,9114,554429,18677,411660,15884,283908,14004,507110,14321,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,603568,570,24060,3341,13963,2365,24258,3059,21463,2647,24851,3177,25944,3093,9693,1967,17592,2555,117974,7236,102745,7930,70890,4704,150135,7416,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7404188,3606,316439,13714,175929,11392,216200,13690,244199,13659,278720,14920,255752,13860,102402,10028,204580,10521,1169850,29948,1051874,26746,857881,23376,2530362,30565,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6261127,3442,315851,16735,189576,10834,231536,12170,235148,14867,250559,15086,256518,18015,108151,10679,156577,10362,1016583,26358,914087,19610,741772,20634,1844769,27779,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1770974,1689,128377,9639,93840,6986,84803,7662,107009,7407,91448,6667,101625,8569,37264,5149,57617,6102,348272,13584,254153,11328,180571,9400,285995,11980,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5401346,2490,245904,12630,150487,9086,195459,10334,195831,8596,209976,10024,223194,9618,80079,5960,149715,8727,997572,19906,918771,20208,685199,18103,1349159,23397,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,499930,1064,18316,3032,13940,3071,14518,2866,23120,3586,21033,3562,23041,3345,5338,1806,16832,3371,100801,7249,76975,6906,58288,4889,127728,6545,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3865264,3468,980257,29572,403379,17994,369774,14371,330879,13874,292222,16557,236061,12555,90281,7311,113225,7745,508208,18012,247719,12293,124286,8394,168973,10055,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
