GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001EA,B17023_001MA,B17023_002MA,B17023_002EA,B17023_003MA,B17023_003EA,B17023_004EA,B17023_004MA,B17023_005MA,B17023_005EA,B17023_006MA,B17023_006EA,B17023_007MA,B17023_007EA,B17023_008MA,B17023_008EA,B17023_009EA,B17023_009MA,B17023_010MA,B17023_010EA,B17023_011MA,B17023_011EA,B17023_012MA,B17023_012EA,B17023_013MA,B17023_013EA,B17023_014MA,B17023_014EA,B17023_015EA,B17023_015MA,B17023_016MA,B17023_016EA,B17023_017MA,B17023_017EA,B17023_018EA,B17023_018MA,B17023_019MA,B17023_019EA,B17023_020EA,B17023_020MA,B17023_021MA,B17023_021EA,B17023_022MA,B17023_022EA,B17023_023EA,B17023_023MA,B17023_024MA,B17023_024EA,B17023_025EA,B17023_025MA,B17023_026EA,B17023_026MA,B17023_027MA,B17023_027EA,B17023_028EA,B17023_028MA,B17023_029EA,B17023_029MA,B17023_030EA,B17023_030MA,B17023_031EA,B17023_031MA,B17023_032MA,B17023_032EA,B17023_033EA,B17023_033MA,B17023_034EA,B17023_034MA,B17023_035EA,B17023_035MA,state
0400000US01,1222858,13632,153968,6153,47888,3128,23408,1750,17152,2493,6485,1297,843,569,106080,5137,12032,2086,5184,1250,5396,1527,1399,614,53,85,94048,4885,21180,2478,52703,3694,19085,2492,1080,572,1068890,11900,840721,11014,516497,7826,270645,7148,50649,3486,2930,758,228169,7381,62735,4137,36222,3139,24148,2627,2255,724,110,186,165434,5957,88914,3761,69578,4193,6942,1492,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,1504,645,1011,482,736,294,1058,514,8583,1667,1581,520,328,173,1046,489,113,88,94,65,7002,1605,890,434,4062,1200,1746,698,304,284,145047,3941,113020,3529,59994,2961,39811,2961,11505,1677,1710,514,32027,2440,10967,1304,4777,985,5631,1036,516,237,43,45,21060,2155,7552,1293,11951,1553,1557,484,0,235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,23286,2113,21345,2650,18808,2451,2436,921,82504,4471,13633,1977,4769,1194,5553,1114,2934,984,377,397,68871,4418,12729,1690,37009,3325,15874,2334,3259,1147,1327890,11552,1038933,11051,614569,9069,317465,8675,98282,5518,8617,1451,288957,7380,101444,4667,52399,3770,39953,3722,8143,1527,949,557,187513,6137,84392,4124,89003,4353,13712,2046,406,335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,15110,1916,12545,1757,6737,1461,667,302,63935,4413,9348,1651,3113,933,4954,1265,1172,574,109,146,54587,4208,12941,1711,29284,3027,10884,1659,1478,759,659201,9520,532170,8393,327337,7013,168029,5718,34850,2443,1954,572,127031,5447,39473,3476,20920,2265,16242,2215,2052,836,259,325,87558,4328,45327,3348,37773,2695,4440,1145,18,31,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,100053,5068,138454,6019,99515,5207,15985,2206,454715,11295,81530,5386,24863,2518,41550,3699,13303,2312,1814,737,373185,9741,69815,4364,203339,7917,86983,4720,13048,2240,7495071,27100,5697694,26800,2941327,23570,2165925,19842,561044,12055,29398,2733,1797377,19504,616902,13764,335444,9950,245869,8606,34273,2997,1316,480,1180475,13628,592851,12243,514594,10249,70542,4077,2488,866,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,14031,1745,15503,1957,9372,1984,1447,565,60499,4498,10096,1962,3194,1122,4874,1248,2028,765,0,271,50403,3914,7183,1278,30267,2601,11802,2032,1151,707,1095371,10184,893795,11607,500314,8950,310563,7807,78607,4101,4311,1059,201576,6652,70333,4269,34425,3262,32403,2978,3446,1034,59,103,131243,5243,55803,3358,66435,4080,8724,1585,281,307,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,6826,1250,4371,979,3344,940,307,321,37530,2746,4106,938,1434,600,2362,748,310,318,0,269,33424,2619,5367,1205,19571,1987,7346,1443,1140,659,841970,8324,665808,7636,363605,6760,246205,5680,53863,3097,2135,848,176162,5527,49082,3648,26692,2486,20209,2340,2090,795,91,108,127080,5207,60357,3888,58664,3670,7882,1379,177,153,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,1721,615,1465,727,1069,646,100,154,11899,2094,1737,894,706,540,1031,786,0,261,0,261,10162,1883,1448,500,5786,1438,2504,1086,424,438,197311,4638,152854,4240,90344,2934,50131,3123,11653,1849,726,466,44457,3088,13472,1884,7294,1334,5881,1257,297,331,0,261,30985,2492,15853,1757,13877,1937,1255,523,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1812,686,585,425,628,557,158,153,14507,1841,1066,499,409,215,516,409,141,232,0,292,13441,1743,4439,1161,6076,1431,2643,879,283,266,91069,3784,52688,3527,35726,2514,14255,1799,2659,787,48,83,38381,2511,8335,1429,6163,1248,1569,716,555,427,48,85,30046,2249,17978,1619,10201,1522,1609,666,258,308,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,86071,4846,46494,3722,21864,2366,4140,1112,258537,9427,40871,3866,17384,2099,19026,2733,4073,1301,388,299,217666,8310,47850,4104,123455,6352,39393,3612,6968,1475,4215868,21877,3293558,19523,2073033,17504,1016731,13908,192454,7566,11340,1960,922310,15734,278739,8719,159274,6377,111250,6136,7764,1409,451,358,643571,12902,318344,8827,290349,8954,33302,3614,1576,688,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
