GEO_ID,B06004H_001E,B06004H_001M,B06004H_002E,B06004H_002M,B06004H_003E,B06004H_003M,B06004H_004E,B06004H_004M,B06004H_005E,B06004H_005M,NAME,B06004H_001MA,B06004H_001EA,B06004H_002EA,B06004H_002MA,B06004H_003MA,B06004H_003EA,B06004H_004MA,B06004H_004EA,B06004H_005MA,B06004H_005EA,state
0400000US01,3171700,1221,2185798,14596,937393,14023,20484,2360,28025,3168,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,443944,665,131034,4835,294043,4775,7008,1407,11859,1822,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3668571,2336,1054634,16970,2432557,18385,35808,2814,145572,8797,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145922,1207,1306852,12680,810147,12718,12719,1733,16204,2465,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15600175,11660,8823339,38533,5273415,32005,151024,6461,1352397,24365,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3400011,2328,1393158,17763,1866439,18838,43574,3437,96840,5318,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2610863,3558,1585188,12927,817489,11570,18123,1943,190063,9725,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,586778,1087,284601,6716,282063,6191,3430,813,16684,2503,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,183519,532,25230,2352,140409,2508,2937,796,14943,1876,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11040168,8986,3505022,25857,6769933,27955,109591,5335,655622,16900,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5501019,3920,3143892,19174,2180592,20580,48361,4612,128174,7620,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315822,649,63845,4550,226569,5283,6583,1295,18825,2718,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1265241,450,594335,9120,641030,9178,9874,1477,20002,2609,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8357564,3315,6090837,22127,1725126,17892,39367,3715,502234,17028,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5291080,3116,3813089,15447,1393614,15638,21259,2368,63118,4996,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2714414,1251,2056790,11328,619998,10807,8936,1307,28690,3728,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2237607,1552,1409781,12857,786260,11896,13277,1627,28289,3361,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3715900,1757,2732674,15449,930300,14482,18571,2028,34355,4328,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2689206,1773,2097463,12822,550880,11619,13201,1762,27662,3488,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1259089,2930,835594,8938,386492,8224,11438,1434,25565,2797,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3275198,1580,1745527,16593,1359542,15221,32888,3080,137241,7814,Maryland,null,null,null,null,null,null,null,null,null,null,24
