GEO_ID,C18004_001E,C18004_001M,C18004_002E,C18004_002M,C18004_003E,C18004_003M,C18004_004E,C18004_004M,C18004_005E,C18004_005M,C18004_006E,C18004_006M,C18004_007E,C18004_007M,C18004_008E,C18004_008M,C18004_009E,C18004_009M,C18004_010E,C18004_010M,C18004_011E,C18004_011M,C18004_012E,C18004_012M,C18004_013E,C18004_013M,C18004_014E,C18004_014M,C18004_015E,C18004_015M,C18004_016E,C18004_016M,C18004_017E,C18004_017M,C18004_018E,C18004_018M,C18004_019E,C18004_019M,C18004_020E,C18004_020M,C18004_021E,C18004_021M,NAME,C18004_001EA,C18004_001MA,C18004_002MA,C18004_002EA,C18004_003EA,C18004_003MA,C18004_004EA,C18004_004MA,C18004_005MA,C18004_005EA,C18004_006EA,C18004_006MA,C18004_007MA,C18004_007EA,C18004_008EA,C18004_008MA,C18004_009EA,C18004_009MA,C18004_010MA,C18004_010EA,C18004_011EA,C18004_011MA,C18004_012EA,C18004_012MA,C18004_013EA,C18004_013MA,C18004_014EA,C18004_014MA,C18004_015EA,C18004_015MA,C18004_016EA,C18004_016MA,C18004_017EA,C18004_017MA,C18004_018MA,C18004_018EA,C18004_019EA,C18004_019MA,C18004_020EA,C18004_020MA,C18004_021MA,C18004_021EA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,6035,1095,352329,4050,1427442,3763,148419,6043,1279023,6800,243003,1681,83009,3278,159994,3046,2198624,3769,333072,3204,4138,1392,328934,3306,1524546,3722,175038,5641,1349508,6124,341006,1418,139916,4233,201090,4169,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,193,146,57402,1384,228486,2076,18095,2091,210391,2921,19776,618,6459,963,13317,1022,299208,1647,51951,1390,512,333,51439,1367,223958,2030,20145,2371,203813,3197,23299,849,8992,1307,14307,1190,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,6965,1483,490264,3223,1936954,4703,120616,6135,1816338,8084,347723,1353,94980,3444,252743,3592,2823588,2265,471787,3040,3783,886,468004,2898,1923280,3362,149203,6352,1774077,6918,428521,1140,137320,4810,291201,4843,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,3539,990,210051,2978,872342,4383,101894,4478,770448,5709,157417,1244,57193,2625,100224,2733,1318610,2596,201611,2673,2798,775,198813,2645,904820,2917,111671,5343,793149,5992,212179,1719,93034,2864,119145,3049,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,36313,3678,2912245,8654,11846411,8943,645414,12797,11200997,14947,1639804,3067,437750,7997,1202054,8589,16776348,6260,2817252,6773,26466,2760,2790786,7156,11790801,8460,758015,13794,11032786,15785,2168295,3352,750296,10450,1417999,10585,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,3068,934,353937,2870,1602294,3307,88904,4555,1513390,5980,202822,1366,51407,2556,151415,2747,2174566,2883,342671,2884,1907,757,340764,2989,1573638,3457,96975,5204,1476663,6021,258257,1520,80466,3585,177791,3428,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,2754,845,260035,2196,1117245,2770,58081,3671,1059164,4320,185803,1263,44677,2274,141126,2463,1675755,1996,252320,2225,2542,954,249778,2320,1165610,2280,73058,3708,1092552,4380,257825,1301,72992,2980,184833,2772,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,503,299,62522,965,265929,1329,20534,2272,245395,2485,47583,560,13543,1284,34040,1367,405426,1210,60642,1223,134,173,60508,1239,282343,1325,22251,2351,260092,2606,62441,658,20452,1580,41989,1636,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,314,271,33775,974,183679,3548,9394,1548,174285,3959,25846,519,5894,881,19952,1002,287525,1221,32685,876,477,312,32208,865,212432,1486,13761,1959,198671,2290,42408,500,14358,1391,28050,1444,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,16112,2410,1219140,6093,5550811,9010,397829,11582,5152982,14224,1291351,2908,336781,7133,954570,7352,8576346,6918,1186390,4852,12166,2070,1174224,5293,5729548,7991,457367,10795,5272181,11747,1660408,2812,518878,9653,1141530,9901,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8455369,4186,4093402,6087,752883,4523,7474,1488,745409,4494,2979932,6442,202877,7546,2777055,9690,360587,2347,111342,4399,249245,4626,4361967,5579,721204,4769,6673,1328,714531,4876,3129904,5865,247293,7610,2882611,9381,510859,2546,202770,5421,308089,5439,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1151598,2607,560590,2273,91703,1375,665,334,91038,1431,393209,2532,23608,2159,369601,3348,75678,624,18870,1598,56808,1703,591008,1411,82948,1287,930,689,82018,1501,408766,1987,23028,2295,385738,3218,99294,730,28752,2294,70542,2181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1328476,1654,664014,2169,121684,1646,638,331,121046,1631,468251,2720,34646,2753,433605,3895,74079,795,20156,1474,53923,1671,664462,1962,115966,1840,1061,425,114905,1820,462260,1999,35345,2487,426915,2824,86236,1264,28167,2142,58069,2370,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
