GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,NAME,B21001_001EA,B21001_001MA,B21001_002EA,B21001_002MA,B21001_003MA,B21001_003EA,B21001_004MA,B21001_004EA,B21001_005MA,B21001_005EA,B21001_006EA,B21001_006MA,B21001_007EA,B21001_007MA,B21001_008EA,B21001_008MA,B21001_009EA,B21001_009MA,B21001_010MA,B21001_010EA,B21001_011MA,B21001_011EA,B21001_012MA,B21001_012EA,B21001_013EA,B21001_013MA,B21001_014EA,B21001_014MA,B21001_015EA,B21001_015MA,B21001_016MA,B21001_016EA,B21001_017MA,B21001_017EA,B21001_018EA,B21001_018MA,B21001_019EA,B21001_019MA,B21001_020EA,B21001_020MA,B21001_021MA,B21001_021EA,B21001_022MA,B21001_022EA,B21001_023MA,B21001_023EA,B21001_024EA,B21001_024MA,B21001_025EA,B21001_025MA,B21001_026MA,B21001_026EA,B21001_027MA,B21001_027EA,B21001_028MA,B21001_028EA,B21001_029EA,B21001_029MA,B21001_030EA,B21001_030MA,B21001_031EA,B21001_031MA,B21001_032MA,B21001_032EA,B21001_033EA,B21001_033MA,state
0400000US01,3473558,1963,1647582,2533,516426,3151,28000,3057,488426,4546,635332,3143,109413,5073,525919,5776,246342,1700,100053,3649,146289,3889,146820,1728,72933,2600,73887,2863,102662,1376,70008,1762,32654,1984,1825976,2214,520785,2772,6851,1391,513934,2868,673209,2781,13259,1562,659950,3120,271093,1358,3208,718,267885,1423,179039,1536,2215,614,176824,1603,181850,1584,2977,727,178873,1757,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,478581,1639,242061,1760,82103,1710,6602,1644,75501,2243,104082,1353,24026,1943,80056,2067,35762,748,18900,1188,16862,1255,13055,517,7965,711,5090,698,7059,558,5061,493,1998,521,236520,1220,77795,1522,1868,676,75927,1722,102610,1298,4374,1046,98236,1651,32194,860,856,406,31338,978,13062,662,172,178,12890,662,10859,780,243,171,10616,809,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4521911,3475,2238439,3361,766574,3477,38948,2676,727626,4724,823562,2190,127047,5326,696515,5600,296663,1080,126410,4279,170253,4224,189273,1111,103978,3106,85295,3184,162367,1055,121892,3100,40475,3137,2283472,1488,705889,1854,8581,1616,697308,2370,817136,1764,17413,2127,799723,3015,322336,1102,4650,797,317686,1317,215761,1197,3530,915,212231,1461,222350,1271,6457,1423,215893,1792,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2110583,1956,1015347,2574,317270,3231,17848,1889,299422,3545,382624,2897,64482,3798,318142,4211,153005,1518,63684,2936,89321,2840,94039,1032,47425,1747,46614,1804,68409,739,47739,1555,20670,1685,1095236,2019,314618,2283,3823,1170,310795,2579,390382,2006,7720,1265,382662,2507,163824,1293,2344,694,161480,1540,109113,1040,1300,546,107813,1079,117299,1210,1805,479,115494,1300,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26789221,5076,13224342,5317,4604533,5998,169288,7516,4435245,10325,5289613,4231,492072,11512,4797541,12065,1654401,2569,510249,8926,1144152,8616,921763,2432,376783,7164,544980,7134,754032,1813,444859,6190,309173,6158,13564879,3966,4311246,4197,30711,3714,4280535,5792,5226092,3782,59710,3878,5166382,5585,1775506,2030,18169,1969,1757337,2684,1081174,2048,12850,1574,1068324,2798,1170861,2012,27676,2063,1143185,3091,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3558782,2732,1774033,2699,601849,3414,32068,3249,569781,4532,722898,2530,118353,5673,604545,5872,242138,1394,104090,3152,138048,3108,120593,1457,66859,2681,53734,2507,86555,1178,62622,1803,23933,1711,1784749,2079,555847,2517,7191,1423,548656,2795,712050,2345,15180,1747,696870,2717,247115,1372,4273,852,242842,1553,136149,1389,2151,612,133998,1379,133588,1415,3463,786,130125,1660,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2680115,1252,1280756,1685,363951,1587,12039,2235,351912,2734,535960,1389,49926,3372,486034,3690,187276,890,68205,3021,119071,3142,103541,775,50154,2413,53387,2446,90028,516,62601,2003,27427,1997,1399359,1204,358279,1454,3541,970,354738,1815,559548,1489,7831,1298,551717,1921,204636,851,1647,648,202989,1084,122331,979,1163,459,121168,1117,154565,985,3024,603,151541,1201,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,647164,935,307630,828,93475,894,5639,1218,87836,1350,120479,842,19515,2144,100964,2313,45024,546,18793,1461,26231,1494,27468,498,14304,1133,13164,1142,21184,402,15693,815,5491,810,339534,708,97894,998,1008,445,96886,1122,126101,836,2486,668,123615,1034,49637,500,449,269,49188,578,33155,606,793,354,32362,732,32747,413,758,404,31989,570,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,461386,2626,210862,1885,78923,1749,4384,1672,74539,3252,77736,631,9759,1632,67977,1704,26697,382,7780,1099,18917,1165,15547,369,7435,943,8112,981,11959,284,7616,696,4343,769,250524,1060,92670,999,314,285,92356,1045,80842,289,1394,627,79448,679,33063,136,146,180,32917,224,20791,527,165,166,20626,583,23158,499,346,259,22812,550,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14016217,4032,6772611,5950,1949843,6568,116075,6759,1833768,9139,2535805,5577,370641,8969,2165164,10659,970291,2056,374070,7965,596221,7126,665212,2228,324277,5053,340935,5316,651460,2156,432111,5862,219349,5917,7243606,5094,1870365,5171,23736,2815,1846629,5894,2584813,4451,55681,4421,2529132,6339,1070983,2527,17402,2121,1053581,3302,786796,2424,10393,1188,776403,2580,930649,2474,22827,2066,907822,3484,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
