GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001MA,B14003_001EA,B14003_002MA,B14003_002EA,B14003_003MA,B14003_003EA,B14003_004EA,B14003_004MA,B14003_005EA,B14003_005MA,B14003_006EA,B14003_006MA,B14003_007MA,B14003_007EA,B14003_008MA,B14003_008EA,B14003_009EA,B14003_009MA,B14003_010EA,B14003_010MA,B14003_011EA,B14003_011MA,B14003_012MA,B14003_012EA,B14003_013MA,B14003_013EA,B14003_014MA,B14003_014EA,B14003_015EA,B14003_015MA,B14003_016EA,B14003_016MA,B14003_017MA,B14003_017EA,B14003_018MA,B14003_018EA,B14003_019MA,B14003_019EA,B14003_020EA,B14003_020MA,B14003_021EA,B14003_021MA,B14003_022MA,B14003_022EA,B14003_023MA,B14003_023EA,B14003_024MA,B14003_024EA,B14003_025MA,B14003_025EA,B14003_026MA,B14003_026EA,B14003_027EA,B14003_027MA,B14003_028EA,B14003_028MA,B14003_029MA,B14003_029EA,B14003_030EA,B14003_030MA,B14003_031MA,B14003_031EA,B14003_032EA,B14003_032MA,B14003_033EA,B14003_033MA,B14003_034MA,B14003_034EA,B14003_035EA,B14003_035MA,B14003_036MA,B14003_036EA,B14003_037MA,B14003_037EA,B14003_038EA,B14003_038MA,B14003_039EA,B14003_039MA,B14003_040MA,B14003_040EA,B14003_041EA,B14003_041MA,B14003_042MA,B14003_042EA,B14003_043EA,B14003_043MA,B14003_044EA,B14003_044MA,B14003_045MA,B14003_045EA,B14003_046EA,B14003_046MA,B14003_047MA,B14003_047EA,B14003_048MA,B14003_048EA,B14003_049EA,B14003_049MA,B14003_050EA,B14003_050MA,B14003_051MA,B14003_051EA,B14003_052MA,B14003_052EA,B14003_053MA,B14003_053EA,B14003_054EA,B14003_054MA,B14003_055EA,B14003_055MA,B14003_056MA,B14003_056EA,B14003_057MA,B14003_057EA,state
0400000US01,4429245,4698,2145519,5090,493820,7374,12908,1746,125881,4953,145103,4937,83938,2594,43036,2344,44425,2912,21603,2470,16926,2011,89867,4305,15710,1820,20125,2017,16746,2301,11719,1570,6177,1268,10438,1781,4666,1356,4286,1032,1561832,5945,35791,2900,11462,1497,3486,938,6483,1272,24058,2704,106636,4420,260469,3984,1113447,3675,2283726,4547,506994,6781,11665,1800,120598,4174,132332,4211,81138,2556,43483,2464,55457,3524,32491,2548,29830,2368,89044,4626,16251,2098,19265,1921,16087,1874,11033,1429,4257,894,10592,1601,4756,1348,6803,1249,1687688,6805,31617,2565,8113,1303,3289,1068,5143,1333,19735,2100,92190,3550,258471,4273,1269130,4044,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641857,1719,330773,2052,85363,3220,2095,544,21878,1665,23146,1945,14349,1029,8344,1265,6666,1259,3996,1066,4889,947,10010,1730,1683,643,2818,1323,1346,485,705,389,668,428,1126,603,951,529,713,448,235400,2901,6245,955,2179,641,681,438,1121,607,4642,1074,20337,1709,43595,1740,156600,1661,311084,1876,84782,3242,1875,514,18508,1748,21966,1475,16011,1000,7375,1553,6149,1189,5680,1210,7218,1302,9708,1562,2109,833,1876,733,1476,478,969,503,377,259,664,308,638,511,1599,691,216594,2999,5278,956,2117,560,203,161,857,423,2857,762,15531,1274,39136,1712,150615,1915,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5880670,5482,2937618,4445,722286,8181,19010,2366,192890,5755,208580,5594,120597,2818,47864,2590,58648,3849,44573,3546,30124,2720,88131,5506,12478,1659,19390,2675,12148,1547,8267,1832,5023,1206,8926,2112,11102,1667,10797,1685,2127201,9187,63019,3638,14782,1785,3827,1036,9138,1708,33750,2346,154251,4955,413674,4683,1434760,4483,2943052,5168,725309,9218,18768,2608,182551,4866,196477,5436,113952,2332,48786,3123,63886,4642,48947,3916,51942,3467,89628,4717,12837,1937,18147,2386,11748,1701,7886,1264,3951,877,9249,1876,11968,2620,13842,1816,2128115,8714,67385,4106,16258,2359,4123,1004,6949,1440,26596,2411,125158,5083,369267,5414,1512379,3748,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2695855,3244,1317012,4090,309064,5633,13336,1548,82089,3210,86406,3373,55306,2150,25324,1885,24350,2607,13066,1837,9187,1414,37937,3209,6217,1256,9618,1812,6600,1217,3972,965,3276,596,4202,876,2516,1104,1536,653,970011,5499,19710,2212,6775,1201,2403,717,2862,770,14088,2081,68004,3016,166667,3325,689502,3402,1378843,3580,315623,5590,15267,2207,79244,3454,81108,3209,49889,2188,23325,1941,29701,2465,19738,2448,17351,2171,38403,3011,5357,1050,8957,1488,5737,999,3032,760,3948,803,4403,875,3859,1166,3110,910,1024817,5556,19837,1806,8270,1508,1816,734,4211,893,10311,1477,59579,2977,160576,3135,760217,3083,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34864598,13099,17415589,12679,4428169,18674,157039,7696,1080423,13411,1248744,13479,749657,5023,331358,6336,431713,8817,235153,8305,194082,7032,710499,15950,113346,5311,143499,6703,122215,5941,62874,3458,42387,3023,81876,5960,75179,5600,69123,3757,12276921,18049,288535,8199,54342,3755,21945,2639,29894,2741,189275,5987,900329,9157,2411034,8815,8381567,9321,17449009,10787,4487899,23117,144252,6246,1046583,11748,1167289,11702,714325,5384,338836,6550,476346,10705,297216,8812,303052,7719,758824,16487,108273,5163,141650,5644,120195,5461,63224,4235,57779,3260,95926,5548,80815,4690,90962,4189,12202286,23737,268270,7105,48142,4615,20077,2431,23302,2538,135816,5498,711688,11576,2132863,9799,8862128,10207,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4557347,4491,2290604,3804,526201,8239,15546,1818,135456,4863,145016,4673,84646,1697,39540,2320,56216,3871,30103,3329,19678,2170,83084,4384,13494,1558,16970,1982,11694,1898,8423,1421,4096,925,8600,1654,9359,1550,10448,1584,1681319,7494,42822,2702,11448,1803,4268,1069,5465,1002,23484,2267,113147,4077,333009,4344,1147676,3858,2266743,4322,533226,7069,17638,1853,133780,4651,134977,4767,82915,2132,40851,2361,53338,3696,35291,3056,34436,2518,90767,5317,14772,1783,16373,2172,13738,2102,7365,1008,5059,1084,9426,1693,12119,1825,11915,1582,1642750,7759,38693,2928,8953,1598,3693,898,5468,1264,14474,1916,97003,4092,291620,4904,1182846,3885,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3387593,3016,1643641,2819,359127,4244,10153,1424,96021,3779,106352,3979,67111,1687,27321,1391,26297,2484,13025,2040,12847,1557,95484,4132,11201,1443,16997,2230,11638,1457,8817,1224,11084,1272,18618,2053,8145,1269,8984,1420,1189030,4934,19716,2016,4094,1049,2090,687,2133,748,10707,1036,69894,3131,183790,2640,896606,2288,1743952,2781,372686,5493,13755,1554,91360,4109,105429,4216,64533,1341,25619,1849,31110,2474,20504,2349,20376,2201,106520,4966,13274,1576,13265,1841,11854,1755,7747,1044,14535,1646,24577,2325,10373,1619,10895,1616,1264746,5243,16756,1950,2857,627,1670,721,1827,758,8685,1485,50985,2904,172093,2828,1009873,2895,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,817955,2015,395636,1850,86046,3149,2018,727,22454,2015,22386,2245,14569,1122,7101,938,9814,1490,3978,955,3726,847,21324,2311,2441,715,5624,1313,4707,983,2341,770,1257,362,2101,825,1690,624,1163,596,288266,2789,6675,1225,1210,639,476,272,1234,619,3762,834,17443,1523,47662,1433,209804,1373,422319,1671,84465,3062,1926,712,18680,1971,18679,1853,14308,947,9525,1028,10922,1955,4459,971,5966,1080,27774,2648,2940,759,6056,1388,7296,1290,2859,760,1077,440,3110,982,2569,774,1867,735,310080,3371,5570,1156,2169,849,1079,882,518,327,2819,782,14497,1786,49329,1513,234099,1556,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,558758,1584,261685,1532,46533,2883,3069,999,11055,1738,12503,1875,7166,622,3950,692,2770,707,3955,1169,2065,660,23778,2335,1889,699,2256,738,3442,1092,1844,641,2759,994,5054,1432,3920,943,2614,775,191374,3048,1718,708,720,432,748,480,713,421,2831,1193,14486,1679,42020,1660,128138,1135,297073,1439,49244,2729,1890,810,12119,1486,10969,1283,6888,778,4326,860,4600,1190,4512,1041,3940,757,30847,2922,1244,528,2702,916,2997,1014,2072,605,4065,1169,8448,1533,5540,1098,3779,1084,216982,3001,2398,841,479,371,422,311,755,443,1866,626,15915,1830,44571,1495,150576,1304,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17425514,8797,8537644,9293,1734891,15745,55552,4425,431116,9057,501462,10164,309260,4749,128030,5341,153178,6112,87086,4921,69207,4513,371418,10705,61169,4309,76518,4164,65859,4413,37795,3352,23436,2521,37815,3596,32877,3552,35949,3289,6431335,14672,116407,5192,27672,3032,13235,2444,21787,2525,84816,4351,405096,7988,1028772,8323,4733550,8016,8887870,7920,1763975,13852,49599,4112,411341,9211,471287,10247,296954,4504,129075,5033,175953,5252,113116,5649,116650,5144,399348,12240,60062,4395,82134,4647,65002,4100,33233,3053,27537,2480,45295,3544,36925,3672,49160,3398,6724547,17443,110466,4814,27008,3349,10504,1916,18847,2243,63824,4538,336752,6953,948359,8779,5208787,8125,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
