GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001MA,B10057_001EA,B10057_002EA,B10057_002MA,B10057_003EA,B10057_003MA,B10057_004MA,B10057_004EA,B10057_005EA,B10057_005MA,B10057_006MA,B10057_006EA,B10057_007MA,B10057_007EA,B10057_008EA,B10057_008MA,B10057_009EA,B10057_009MA,B10057_010MA,B10057_010EA,B10057_011MA,B10057_011EA,state
0400000US16,19860,2265,13895,2001,7438,1399,5369,1268,2069,607,6457,1453,5965,1263,2354,822,1282,585,1072,605,3611,989,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,246604,10465,146294,9289,65630,5250,47125,4358,18505,2580,80664,6194,100310,5847,34138,2911,20797,2214,13341,1777,66172,5134,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,103220,5990,65623,5284,36750,3897,27350,3242,9400,1788,28873,3258,37597,3473,13803,1971,9609,1691,4194,1020,23794,3139,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29517,2996,19569,2644,10839,1795,7163,1555,3676,940,8730,1671,9948,1418,3597,790,2553,734,1044,306,6351,1170,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37430,3102,25747,3013,15280,2031,11882,1704,3398,980,10467,1911,11683,1420,3720,928,2757,813,963,458,7963,1276,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,81726,5750,55095,4828,33713,4167,26027,3257,7686,1802,21382,2331,26631,2620,11591,1741,8224,1558,3367,759,15040,1984,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113099,6475,70428,5740,41011,4525,28801,3804,12210,1887,29417,3207,42671,3716,17218,1861,11927,1645,5291,804,25453,2947,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13489,1749,8116,1430,3921,1031,3057,829,864,414,4195,984,5373,1105,1386,564,716,395,670,356,3987,942,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,122858,6158,70527,5529,30267,3152,20738,2470,9529,1806,40260,4222,52331,3521,13961,1976,8389,1629,5572,1227,38370,3497,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,99671,5938,57533,4746,20077,2538,14629,2158,5448,1265,37456,3931,42138,3535,8869,1635,5873,1466,2996,824,33269,2978,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,157819,6838,90662,5406,42703,3500,30325,2768,12378,1850,47959,4046,67157,4299,22359,2153,14383,1877,7976,1343,44798,3323,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54442,3875,34924,3123,15763,2073,11710,1868,4053,953,19161,2346,19518,1719,5639,1103,4058,1013,1581,425,13879,1524,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,84593,5916,51437,4854,34003,3949,24172,3158,9831,1910,17434,2681,33156,3215,17197,2064,10435,1561,6762,1402,15959,2083,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96310,5560,58100,4785,29140,3121,21473,2570,7667,1341,28960,3853,38210,3000,14512,1731,9973,1571,4539,846,23698,2571,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12697,1753,8618,1652,4536,1001,3601,1011,935,414,4082,1278,4079,789,1363,492,1128,501,235,192,2716,670,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19365,1980,12691,1838,5794,1156,4664,990,1130,420,6897,1381,6674,1110,2666,601,1931,577,735,312,4008,935,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,50948,3716,31397,3314,14819,2442,10505,2104,4314,1278,16578,2729,19551,2550,5061,1231,2551,888,2510,838,14490,2142,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17418,2449,12509,2385,4084,1314,3514,1192,570,502,8425,1861,4909,868,1305,631,1037,710,268,260,3604,795,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,192704,7720,112740,6842,37223,3688,23546,2844,13677,2160,75517,5408,79964,4447,16636,1929,8883,1391,7753,1308,63328,4258,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,43505,4232,29106,3770,16564,2590,11137,2140,5427,1225,12542,2260,14399,2067,5490,1259,3680,1113,1810,653,8909,1616,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,404504,11439,235284,11283,75461,6060,48300,4842,27161,3206,159823,9154,169220,6279,46209,3620,26852,2806,19357,2256,123011,5864,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,177442,8349,113032,6709,64047,4884,48913,4409,15134,2380,48985,4726,64410,4809,21311,2325,13014,1775,8297,1379,43099,4277,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5107,1259,3786,1209,2194,1115,1866,1095,328,192,1592,563,1321,458,555,289,380,279,175,107,766,380,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189595,7181,111594,5645,61082,4194,43542,3525,17540,2076,50512,3502,78001,4301,30086,2680,19085,2274,11001,1402,47915,3113,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,75586,4357,48444,3629,30771,2814,19203,2351,11568,1749,17673,2419,27142,2335,12258,1528,6987,1329,5271,960,14884,1757,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,55096,4035,34344,3661,18065,2826,12711,2406,5354,1294,16279,2518,20752,2624,5744,1342,2986,1110,2758,880,15008,2135,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,194771,8179,116414,7069,50106,4495,35253,3701,14853,1886,66308,4485,78357,4609,26248,2873,17341,2427,8907,1556,52109,3078,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20850,2579,12736,2018,4010,1081,3054,1045,956,516,8726,1816,8114,1471,2106,900,1373,754,733,442,6008,1133,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,107666,6742,68272,5975,41682,4269,28526,3584,13156,2461,26590,3703,39394,3458,17900,2354,10425,1939,7475,1354,21494,2508,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8224,1419,4911,1238,2681,816,2040,635,641,467,2230,804,3313,792,2065,687,1087,502,978,400,1248,381,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,126231,6462,79644,5508,47601,4496,35296,3820,12305,1546,32043,3775,46587,3301,18650,2282,12462,1911,6188,1278,27937,2622,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,632992,14544,420800,13948,208883,10101,150667,8126,58216,5168,211917,10552,212192,7618,73007,4081,46554,3383,26453,2800,139185,5945,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,44387,3536,31625,3411,12518,2112,8320,1579,4198,1343,19107,2934,12762,1404,3134,907,1756,587,1378,621,9628,1204,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7546,1339,4858,1154,1519,597,893,341,626,368,3339,975,2688,736,740,351,389,256,351,249,1948,673,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,143191,5432,85936,5229,39023,3593,26738,2795,12285,2028,46913,3397,57255,4051,18234,2133,11663,1683,6571,1244,39021,3318,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,106347,6399,68798,5467,31187,3530,22273,2929,8914,1749,37611,4116,37549,3064,11972,1850,7979,1394,3993,1027,25577,2666,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33977,3018,25089,2916,16323,2735,11235,2176,5088,1246,8766,1641,8888,1393,4506,1024,2435,709,2071,648,4382,980,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,58197,3746,36166,3156,16886,2398,13018,2111,3868,956,19280,2417,22031,2120,7631,1178,6190,1177,1441,455,14400,1588,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6989,1595,4659,1343,2823,1008,2173,878,650,355,1836,728,2330,804,1143,517,575,325,568,424,1187,607,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120475,4619,74506,3899,39067,3032,24423,2536,14644,1847,35439,2882,45969,3365,20104,2080,12206,1731,7898,1159,25865,2478,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
