GEO_ID,C18007_001E,C18007_001M,C18007_002E,C18007_002M,C18007_003E,C18007_003M,C18007_004E,C18007_004M,C18007_005E,C18007_005M,C18007_006E,C18007_006M,C18007_007E,C18007_007M,C18007_008E,C18007_008M,C18007_009E,C18007_009M,C18007_010E,C18007_010M,C18007_011E,C18007_011M,C18007_012E,C18007_012M,C18007_013E,C18007_013M,C18007_014E,C18007_014M,C18007_015E,C18007_015M,NAME,C18007_001MA,C18007_001EA,C18007_002MA,C18007_002EA,C18007_003EA,C18007_003MA,C18007_004MA,C18007_004EA,C18007_005EA,C18007_005MA,C18007_006EA,C18007_006MA,C18007_007EA,C18007_007MA,C18007_008MA,C18007_008EA,C18007_009MA,C18007_009EA,C18007_010EA,C18007_010MA,C18007_011EA,C18007_011MA,C18007_012EA,C18007_012MA,C18007_013MA,C18007_013EA,C18007_014MA,C18007_014EA,C18007_015EA,C18007_015MA,state
0400000US22,3229210,4645,1522813,4076,1314613,4208,57205,3533,1257408,5633,208200,1715,32852,2334,175348,2683,1706397,3457,1417462,3719,59980,3765,1357482,5323,288935,1853,71001,3376,217934,3776,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1059503,2260,509599,1858,429435,1843,14158,1598,415277,2474,80164,609,8782,1170,71382,1285,549904,1633,445363,1566,18976,2039,426387,2604,104541,681,19193,1745,85348,1766,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4323366,4232,2036782,4376,1774866,4191,44599,3664,1730267,5576,261916,1335,29347,2288,232569,2363,2286584,2983,1927088,3079,54155,3455,1872933,4607,359496,1515,74251,3482,285245,3801,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5075137,3549,2421991,3184,2085443,3224,54240,3887,2031203,5120,336548,1528,39015,2618,297533,3036,2653146,3291,2183146,3315,66691,3819,2116455,5284,470000,1268,91819,4250,378181,4295,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7796666,5038,3771981,4609,3254406,4314,111431,4446,3142975,5608,517575,1702,62127,3037,455448,3226,4024685,4480,3329075,4334,136419,6197,3192656,7444,695610,1969,146442,4961,549168,5511,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3991934,3232,1965431,2922,1710669,2760,41043,2769,1669626,3771,254762,1513,25318,1885,229444,2248,2026503,3202,1694253,3053,40826,2738,1653427,3987,332250,1514,54597,2953,277653,2889,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2175344,3246,1021161,4305,880213,4344,44158,3761,836055,5721,140948,1997,23209,1997,117739,2849,1154183,3391,953343,3275,57910,3140,895433,4221,200840,1756,55374,2730,145466,2589,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4481911,4109,2148887,4463,1835874,4263,66058,4156,1769816,5970,313013,1434,41268,2498,271745,2968,2333024,3637,1908258,3602,82419,3557,1825839,5408,424766,1521,86779,3467,337987,3816,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,739254,2053,364683,1963,307750,1782,11342,1754,296408,2379,56933,918,7105,1220,49828,1246,374571,2163,306913,2087,9139,1379,297774,2548,67658,1003,11691,1249,55967,1512,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1343091,2229,660588,2024,567514,1994,9460,1336,558054,2356,93074,782,8563,956,84511,1216,682503,1592,559570,1671,13432,1546,546138,2193,122933,940,17011,1352,105922,1520,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1901021,2682,957241,3096,830895,3177,19480,1886,811415,3744,126346,974,14296,1629,112050,1718,943780,3055,799883,3211,25137,2439,774746,4155,143897,778,28737,2443,115160,2670,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1040117,1972,507621,2097,440302,1960,11004,1288,429298,2517,67319,792,6030,1015,61289,1232,532496,1953,447456,1828,15490,2233,431966,3231,85040,593,16485,1754,68555,1806,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6761874,4500,3243889,3823,2797629,3487,74013,4567,2723616,6124,446260,1720,57395,2861,388865,3730,3517985,3772,2888471,3504,82746,4719,2805725,6151,629514,2048,132069,4607,497445,4906,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1473581,3048,710098,2716,606224,2889,18886,2264,587338,3892,103874,1305,13062,1549,90812,1923,763483,2357,632953,2333,24626,2397,608327,3431,130530,1086,28204,2085,102326,2249,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15064633,6393,7151319,5909,6158446,6158,162767,6181,5995679,8048,992873,2546,130668,4820,862205,5099,7913314,6535,6504136,5364,214151,7220,6289985,8819,1409178,4773,309900,7839,1099278,9499,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6756097,6916,3225735,5849,2798671,5843,91925,5111,2706746,8475,427064,2451,56983,2458,370081,3387,3530362,5782,2933621,5850,112137,5181,2821484,7869,596741,2095,130691,4114,466050,4745,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,494015,1622,242276,1632,204938,1628,3531,885,201407,1720,37338,488,4131,666,33207,839,251739,1689,202770,1629,4013,785,198757,1766,48969,636,7607,924,41362,1033,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8859819,5303,4239522,5648,3633051,5170,117193,4910,3515858,6876,606471,2366,70763,3639,535708,4139,4620297,5613,3776048,4791,148965,5602,3627083,7322,844249,2752,172920,5112,671329,5419,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2703611,3931,1298912,3566,1105835,3572,39525,2470,1066310,4221,193077,1676,25168,1709,167909,2084,1404699,3794,1146637,3780,52996,3513,1093641,4718,258062,1714,55678,3045,202384,3413,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2902581,2961,1421483,2997,1219844,2861,33362,3187,1186482,4365,201639,1555,25167,2057,176472,2439,1481098,2920,1220423,3067,45544,3047,1174879,4030,260675,1830,52651,3066,208024,3333,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9768141,5479,4661394,4294,3923371,4064,123306,6174,3800065,7837,738023,2970,93970,4325,644053,4603,5106747,5271,4066583,4926,154191,5429,3912392,7393,1040164,2813,219129,5665,821035,5855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,842111,1768,400086,1767,343731,1685,8789,1318,334942,2209,56355,731,6287,1229,50068,1355,442025,1650,361487,1725,12721,1789,348766,2249,80538,712,16164,1426,64374,1434,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3313240,3961,1564537,3916,1340221,4134,51999,3672,1288222,5462,224316,2087,31702,2366,192614,2598,1748703,3429,1440283,3552,66037,3875,1374246,5200,308420,1613,73531,3465,234889,3497,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,594125,1668,292194,2020,246819,1788,5627,1066,241192,2131,45375,799,3777,794,41598,1053,301931,1669,243542,1765,6587,1275,236955,2009,58389,873,8818,985,49571,1182,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4664413,5180,2236234,4769,1929809,4735,78492,5813,1851317,7824,306425,1650,47415,3154,259010,3379,2428179,3915,2004335,3603,99146,4350,1905189,5983,423844,1950,102895,3843,320949,3754,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17231550,10343,8396233,8662,7443857,8342,209799,7864,7234058,11459,952376,3445,142225,5176,810151,5561,8835317,8851,7567532,8421,257329,9289,7310203,11660,1267785,3534,313388,7072,954397,7860,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1814379,2688,898017,2575,799540,2581,16580,2002,782960,3254,98477,767,12480,1468,85997,1703,916362,1999,796859,1900,21153,2380,775706,3084,119503,939,19953,1858,99550,2021,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,502877,1101,244575,1224,210319,1187,4596,841,205723,1406,34256,530,4216,771,30040,812,258302,1141,213778,1011,8476,1176,205302,1606,44524,554,7733,969,36791,1154,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5833208,8002,2778151,7239,2416178,7290,63905,4159,2352273,8466,361973,2393,42326,3035,319647,3883,3055057,3839,2568813,4488,76024,4255,2492789,6036,486244,2695,104863,4175,381381,4598,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4954093,4567,2423686,4365,2110648,4627,53155,3496,2057493,5609,313038,1669,40303,3253,272735,3252,2530407,3531,2127351,3733,81223,4142,2046128,5216,403056,1754,87622,3725,315434,3545,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1450152,2146,700544,2516,586159,2207,30791,2836,555368,3585,114385,1176,19451,1814,94934,1936,749608,2201,595565,2210,33175,2665,562390,3144,154043,1251,39934,2612,114109,2729,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4319054,3364,2118593,2871,1823427,2866,41566,3202,1781861,4373,295166,1218,29878,1872,265288,2145,2200461,3002,1811881,3238,50079,2964,1761802,4251,388580,1563,67419,2659,321161,3095,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,398761,1836,199815,1965,172569,1955,5308,1276,167261,2265,27246,431,3098,597,24148,693,198946,1389,167534,1379,6210,1210,161324,1878,31412,621,6264,941,25148,1027,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2998685,2950,1405061,2240,1189229,2279,96910,4695,1092319,4748,215832,589,66963,2957,148869,3004,1593624,2215,1311272,2125,89582,4319,1221690,4725,282352,620,128350,3359,154002,3412,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
