GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,NAME,B20005_001MA,B20005_001EA,B20005_002EA,B20005_002MA,B20005_003EA,B20005_003MA,B20005_004MA,B20005_004EA,B20005_005MA,B20005_005EA,B20005_006MA,B20005_006EA,B20005_007EA,B20005_007MA,B20005_008EA,B20005_008MA,B20005_009EA,B20005_009MA,B20005_010MA,B20005_010EA,B20005_011EA,B20005_011MA,B20005_012MA,B20005_012EA,B20005_013EA,B20005_013MA,B20005_014EA,B20005_014MA,B20005_015MA,B20005_015EA,B20005_016MA,B20005_016EA,B20005_017MA,B20005_017EA,B20005_018EA,B20005_018MA,B20005_019EA,B20005_019MA,B20005_020EA,B20005_020MA,B20005_021MA,B20005_021EA,B20005_022MA,B20005_022EA,B20005_023MA,B20005_023EA,B20005_024EA,B20005_024MA,B20005_025EA,B20005_025MA,B20005_026EA,B20005_026MA,B20005_027MA,B20005_027EA,B20005_028MA,B20005_028EA,B20005_029EA,B20005_029MA,B20005_030EA,B20005_030MA,B20005_031EA,B20005_031MA,B20005_032MA,B20005_032EA,B20005_033MA,B20005_033EA,B20005_034MA,B20005_034EA,B20005_035EA,B20005_035MA,B20005_036EA,B20005_036MA,B20005_037EA,B20005_037MA,B20005_038MA,B20005_038EA,B20005_039MA,B20005_039EA,B20005_040EA,B20005_040MA,B20005_041EA,B20005_041MA,B20005_042EA,B20005_042MA,B20005_043MA,B20005_043EA,B20005_044MA,B20005_044EA,B20005_045MA,B20005_045EA,B20005_046EA,B20005_046MA,B20005_047EA,B20005_047MA,B20005_048MA,B20005_048EA,B20005_049MA,B20005_049EA,B20005_050MA,B20005_050EA,B20005_051EA,B20005_051MA,B20005_052EA,B20005_052MA,B20005_053EA,B20005_053MA,B20005_054MA,B20005_054EA,B20005_055EA,B20005_055MA,B20005_056MA,B20005_056EA,B20005_057EA,B20005_057MA,B20005_058EA,B20005_058MA,B20005_059MA,B20005_059EA,B20005_060MA,B20005_060EA,B20005_061MA,B20005_061EA,B20005_062EA,B20005_062MA,B20005_063EA,B20005_063MA,B20005_064EA,B20005_064MA,B20005_065MA,B20005_065EA,B20005_066EA,B20005_066MA,B20005_067MA,B20005_067EA,B20005_068EA,B20005_068MA,B20005_069EA,B20005_069MA,B20005_070MA,B20005_070EA,B20005_071MA,B20005_071EA,B20005_072MA,B20005_072EA,B20005_073EA,B20005_073MA,B20005_074EA,B20005_074MA,B20005_075EA,B20005_075MA,B20005_076MA,B20005_076EA,B20005_077MA,B20005_077EA,B20005_078MA,B20005_078EA,B20005_079EA,B20005_079MA,B20005_080EA,B20005_080MA,B20005_081EA,B20005_081MA,B20005_082MA,B20005_082EA,B20005_083MA,B20005_083EA,B20005_084EA,B20005_084MA,B20005_085EA,B20005_085MA,B20005_086EA,B20005_086MA,B20005_087MA,B20005_087EA,B20005_088MA,B20005_088EA,B20005_089MA,B20005_089EA,B20005_090EA,B20005_090MA,B20005_091EA,B20005_091MA,B20005_092EA,B20005_092MA,B20005_093MA,B20005_093EA,B20005_094MA,B20005_094EA,B20005_095EA,B20005_095MA,state
0400000US01,3613506,3951,1722543,3249,815451,10213,113,134,815338,10233,2374,719,1615,546,5522,1303,6786,1309,24476,2156,17288,1888,32174,2808,27081,2344,44810,3770,27656,2973,75398,4192,84575,4787,61417,3449,62019,4117,46462,3594,57744,4161,62963,3369,45139,3064,59767,3059,70072,4062,907092,9792,488884,8016,418208,8851,83555,4583,47899,3478,40138,2830,30127,2442,35596,3124,17824,2295,21055,2607,13129,1631,17396,2586,6981,1033,19111,2281,16885,1988,12042,1916,11388,1730,8226,1475,8510,1389,7524,1526,5726,1274,6812,1202,8284,1255,1890963,3725,569354,8649,52,87,569302,8657,625,336,1381,547,4671,956,10931,1701,30562,3084,26947,2812,44741,3787,33934,2619,52136,3816,31630,2653,70498,4643,58977,4281,43431,3158,35515,2155,26878,2877,26606,2366,24108,2482,16991,2026,17319,1870,11421,1410,1321609,9733,790661,9634,530948,10182,114659,5502,74197,4596,64830,4386,45347,3638,54445,4328,22616,2443,28449,2372,13565,1717,18261,1908,8780,1441,17051,2237,14756,1757,14287,1593,14883,1835,8029,1203,5148,1136,4067,983,2250,729,2439,751,2889,1057,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,512833,1465,263056,1730,113520,3450,0,235,113520,3450,672,350,257,278,909,516,433,264,1702,563,813,474,2935,906,1016,537,4921,1239,3948,1543,7420,1724,7463,1334,7453,1319,10560,1733,7859,1365,7162,1246,10990,1711,9326,1209,14653,1978,13028,1634,149536,3579,43675,2491,105861,3679,13428,1663,9771,1573,9450,1844,5317,1067,6777,1339,3680,1036,5234,1187,1973,552,5171,1134,2487,882,5193,1000,5415,1017,3933,867,4737,1108,2803,599,3927,915,5196,1105,3846,1054,4114,860,3409,668,249777,1615,78344,3473,0,235,78344,3473,222,158,400,236,264,154,1483,808,1553,625,2144,1026,2498,906,1803,645,4598,1219,3974,933,7385,1409,8822,1415,8602,1455,7979,1403,4704,1156,5377,1246,5857,991,4723,1305,3490,822,2466,718,171433,3608,68285,3698,103148,3817,17600,2104,12024,2086,10929,1729,5895,1206,9474,1312,2863,638,5349,981,3264,990,4558,916,2663,728,5311,1066,4398,860,3122,814,3456,913,2975,733,2495,1039,3058,801,1591,574,1026,367,1097,414,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4717049,3806,2345227,3228,1152537,11388,104,120,1152433,11389,2193,729,2213,1154,8201,1685,8796,1873,32548,3335,26715,2649,49612,4735,35347,3576,62991,4114,45784,3912,98685,6013,106975,6166,94715,5948,83248,4738,64695,4651,71002,4073,87777,4533,57559,3887,96102,4816,117275,5173,1192690,12129,606733,8366,585957,12338,102255,4890,57309,4925,52922,4203,38397,2904,47591,3420,22368,2450,32542,3218,19931,1964,26981,3225,13623,1824,29891,2879,24582,2718,19542,2338,16725,2055,11347,1293,12884,1979,14669,1971,9969,1629,11721,1585,20708,2278,2371822,3240,737854,10922,106,126,737748,10920,1231,609,1347,611,8531,1711,7469,1437,29893,3417,21652,2482,45063,3702,29706,2862,47999,3739,41215,3878,81328,4997,83080,5153,64362,4579,55916,4326,39860,2973,40690,3404,43519,3313,30314,2763,36270,2953,28303,2615,1633968,11565,946245,13158,687723,11185,118465,5811,71061,4129,73171,4872,55498,3818,73062,5561,32086,3401,41695,3372,22275,2277,26108,2849,15928,1758,30789,2847,31407,3173,20738,2320,18603,2335,11306,1669,11557,1471,13869,1861,6086,1068,8295,1526,5724,1006,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2199028,3350,1063193,3233,487881,7593,117,117,487764,7595,1508,547,1784,688,3887,980,4309,1057,14196,2107,11143,1950,24101,2605,21693,2504,34532,2822,21937,2407,49558,3484,53842,3799,36794,2841,38424,3064,29849,2537,29362,2419,30931,2693,19729,1952,28371,2111,31814,1959,575312,7793,299976,6155,275336,7492,51994,3993,30589,2763,28017,2906,17623,2303,26140,2487,12562,1921,14058,2099,7439,1260,12828,1651,6390,1355,13111,1998,11663,1705,6470,1093,8802,1584,5155,1195,4272,1273,5294,884,3984,992,4193,901,4752,919,1135835,2857,346120,7668,101,122,346019,7677,901,402,997,579,3774,927,4820,1040,21612,2223,17318,1937,29432,3060,26132,2600,31243,2809,23670,2442,43933,2961,39099,2955,22742,1936,21933,2288,13805,1920,12436,1614,12274,1477,8045,1321,7438,1274,4415,982,789715,7678,448726,6355,340989,6538,76528,3955,45488,3306,39401,2619,28315,2738,33476,2947,19308,2263,16727,2017,11327,1393,11226,1729,6480,1221,10643,1446,9364,1418,7490,1057,8488,1188,5767,1073,4241,877,3195,769,1141,423,1069,492,1315,521,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28014513,10333,13904727,7850,6685796,29782,1002,501,6684794,29705,13933,1858,9900,1556,43716,3752,47259,4569,187914,7865,160338,7918,279585,11037,225418,8576,334451,11529,247009,9409,437789,12925,482768,11779,428166,12856,448231,9562,334381,9947,401963,10527,529605,10788,417831,12281,661609,12008,992928,13207,7218931,30675,3403615,22184,3815316,28509,525113,11593,343710,10461,326325,9488,231550,7416,330986,11065,156658,6591,196526,6544,127704,5534,175577,8573,101205,4620,173133,6572,173709,7047,121709,4821,127321,6150,83886,4841,94741,4422,119980,4932,88983,4463,134719,5767,181781,5667,14109786,7767,4195675,25486,850,420,4194825,25347,9999,1887,12652,1516,43667,3636,50476,3716,177818,8835,139144,7658,196683,6779,153422,6937,233753,9606,170963,6276,342908,11414,379316,11282,335342,10473,306291,9299,234086,6105,238071,8622,325966,9666,226453,7953,316473,8558,301342,8634,9914111,26795,5505375,27395,4408736,23059,702727,12194,462297,10169,449796,10296,317834,10071,432681,9958,182015,7728,231463,7667,134464,6208,191820,7097,112512,5950,194863,7423,182342,5884,128448,4996,116818,4769,83642,3806,92193,3746,123607,6289,92216,4333,100749,4873,76249,4729,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3712889,4084,1860862,3112,966094,10782,192,167,965902,10793,3048,1008,2630,753,5753,1251,9838,1607,23455,2964,14485,2607,26495,3022,21533,2731,44177,3576,29034,3294,71388,5132,80906,4409,74107,4388,75867,4689,52806,4096,65585,4025,82899,4489,63467,4069,95378,3851,123051,4403,894768,11010,337810,7278,556958,10445,87177,4285,56281,3559,46671,3762,32423,2936,44261,3038,19201,2406,30680,3440,17116,2045,27296,2718,15965,1876,30492,3206,25696,2392,17530,2119,19339,2102,11798,1659,10975,1585,15774,1843,11402,1615,14063,1954,22818,2237,1852027,3345,611814,9325,51,81,611763,9318,1966,657,2073,714,7726,1513,6846,1339,23509,2600,13298,1973,22446,2714,19509,2124,37469,3147,28317,2906,57489,4547,73136,4420,53196,3744,51471,3518,37369,2619,39216,3010,45526,3311,28740,2464,34449,2605,28012,2362,1240213,9904,580150,8704,660063,9358,114606,4647,73789,4229,65287,4354,48453,3834,64568,3616,28555,2743,38923,3159,20709,2382,29888,2812,15079,1858,31617,2746,30187,2601,21377,2109,17581,1956,13361,2085,10938,1396,14764,1684,7284,1285,6400,1005,6697,1096,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2786887,3320,1339158,2673,682788,8252,129,113,682659,8240,1548,708,1556,566,2684,808,3169,939,7021,1530,6110,1372,12850,2185,10631,2026,21744,2693,10201,1484,43637,3499,49554,3675,41368,3156,51878,3597,37404,3386,55098,4048,67341,3955,55090,3823,78620,3916,125155,4903,656370,8340,291149,5862,365221,8210,59319,3711,39045,2634,33467,2933,22779,2264,27969,2685,15314,2015,17128,2106,8234,1678,15473,2142,7390,1015,13629,1912,14715,1914,11779,2095,10622,1686,8347,1531,9679,1501,11079,1636,9014,1171,12213,1586,18026,1484,1447729,1976,462411,7328,49,80,462362,7338,821,440,1534,587,2750,776,2804,995,5886,1186,5940,1319,13288,2130,10657,1623,22299,2449,14735,2065,41673,3105,46795,3163,39964,2602,44252,3574,30896,2775,37022,2927,42868,2799,28289,2253,39900,3365,29989,2410,985318,7598,494029,7692,491289,7554,73610,3376,51425,2766,44974,2937,30693,3078,46295,3042,20342,2054,28251,2346,17074,1856,26225,2633,13231,1721,26895,2710,20923,2143,14518,1948,13332,1607,10451,1473,11576,1326,13945,1724,11789,1623,9440,1128,6300,1022,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,672673,1518,321432,1067,161690,4073,76,128,161614,4065,173,160,130,165,1121,727,623,362,3083,1006,2259,794,4551,1240,3436,916,7596,1332,3478,985,9923,1620,15383,1972,13236,1764,12833,1424,11894,1681,12483,1657,15912,2131,9863,1448,15308,1979,18329,1864,159742,4188,77573,3407,82169,3850,14293,1826,9822,1245,7697,1398,3985,985,8012,1478,2815,811,3498,988,2565,889,3425,815,1819,675,3915,933,3210,868,2623,799,3292,896,2090,649,1648,533,2072,692,1445,528,1662,460,2281,707,351241,1246,121876,4556,58,93,121818,4552,340,240,160,181,1159,475,862,457,2190,781,2908,897,4599,1271,2453,669,7211,1646,8003,1517,14178,2037,14817,1775,13098,1721,11698,1751,7463,1303,6180,1149,8250,1244,5528,913,5711,1110,5010,1025,229365,4767,123040,3673,106325,4324,20575,2073,12023,1601,11263,1564,8217,1340,7625,1091,3752,1059,5095,1003,4329,1215,4540,933,3467,947,4314,977,4454,1111,3346,763,2071,633,2656,752,2590,902,2704,868,1455,515,1109,431,740,292,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,479776,1126,220920,980,106209,3582,0,292,106209,3582,146,145,178,192,239,230,282,220,1692,782,749,398,2922,1080,1904,780,5581,1251,3499,1216,8284,1736,7828,1549,7765,1609,7485,1580,4860,1098,5468,1126,6057,1246,6104,1353,11695,1540,23471,1930,114711,3727,57709,2851,57002,3543,10585,1733,5996,1122,4318,928,2642,850,2689,822,2177,773,2453,828,1423,668,1528,632,1728,661,3767,1227,2884,879,1593,616,1046,439,1979,696,1294,471,2305,797,473,259,1928,664,4194,953,258856,972,101393,3495,0,292,101393,3495,149,181,0,292,962,459,855,579,1533,712,1321,639,1953,646,2392,939,4381,1140,2868,736,7188,1515,6812,1264,6094,1233,8584,1622,7159,1498,8121,1381,8422,1392,6600,1208,11317,1813,14682,1499,157463,3858,83315,3448,74148,4251,15707,1749,8008,1662,5172,1128,3792,913,4718,1214,1962,647,3536,823,2535,852,2746,777,2094,795,3242,886,3900,1017,3229,951,3034,760,1474,563,1297,533,1802,523,1429,542,2053,605,2418,695,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14547170,7173,7066792,7276,3354153,22676,840,504,3353313,22767,4646,1149,4666,1198,20313,2570,26036,2912,89777,6374,70651,4972,151835,6631,120732,7725,207610,8658,140978,7281,309536,10219,330166,9137,263637,9707,252535,8958,179931,7842,213247,8034,230801,7673,174031,6862,234649,7537,327536,9362,3712639,21295,2025636,13120,1687003,19043,250775,8690,166399,7087,157810,7286,116729,6297,156352,6658,60613,4901,96626,5654,54075,3827,83666,5067,42281,3426,85207,4672,74140,4269,52595,3871,52049,4188,31950,3175,37038,2763,41845,3506,24848,2543,34620,3049,67385,3893,7480378,7280,2380352,21077,537,269,2379815,21085,4449,1026,5029,1234,24582,3099,30454,3153,103601,5916,87961,5105,146963,7084,111751,5787,192146,7749,128250,5914,287095,9865,283858,8930,200116,7415,165858,6349,117959,4898,112443,5798,125759,6202,74955,3760,96358,5357,80228,4498,5100026,21671,3068283,19819,2031743,19395,326725,7539,218598,7075,218975,8668,165504,6561,223182,7336,95345,4879,122192,5852,67556,4400,87926,4617,44962,3503,92397,4197,86025,4522,64956,4388,56328,3797,32668,3010,35566,2899,35574,3159,17374,2167,19892,2251,19998,2210,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
