GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,NAME,C17010_001EA,C17010_001MA,C17010_002EA,C17010_002MA,C17010_003EA,C17010_003MA,C17010_004MA,C17010_004EA,C17010_005EA,C17010_005MA,C17010_006EA,C17010_006MA,C17010_007EA,C17010_007MA,state
0400000US01,1222858,13632,153968,6153,47888,3128,106080,5137,1068890,11900,840721,11014,228169,7381,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,8583,1667,145047,3941,113020,3529,32027,2440,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,82504,4471,1327890,11552,1038933,11051,288957,7380,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,63935,4413,659201,9520,532170,8393,127031,5447,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,454715,11295,7495071,27100,5697694,26800,1797377,19504,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,60499,4498,1095371,10184,893795,11607,201576,6652,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,37530,2746,841970,8324,665808,7636,176162,5527,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,11899,2094,197311,4638,152854,4240,44457,3088,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,14507,1841,91069,3784,52688,3527,38381,2511,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,258537,9427,4215868,21877,3293558,19523,922310,15734,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,254447,8999,77579,5080,176868,7016,2042247,16550,1561800,17647,480447,11130,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,8593,1588,12783,1967,279726,5264,214132,4338,65594,3376,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,35602,2629,18299,2010,17303,1875,347084,5517,295696,5972,51388,3713,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,285732,8528,92059,5082,193673,6502,2860610,18614,2263392,16515,597218,13032,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,148710,6770,46577,3366,102133,6312,1496321,12215,1202048,11005,294273,8588,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,58184,3653,19896,2154,38288,3104,738786,7218,621438,7583,117348,4319,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,62329,3366,22713,2277,39616,2585,662224,8195,548976,7458,113248,4750,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,144528,5686,59915,3679,84613,5107,961876,11068,772589,11194,189287,6054,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,154976,6335,43736,3592,111240,5583,917592,11016,704660,10482,212932,6522,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,358314,5380,31261,2882,10699,1308,20562,2556,327053,5560,266273,5330,60780,3905,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
