GEO_ID,B18041_001E,B18041_001M,B18041_002E,B18041_002M,B18041_003E,B18041_003M,B18041_004E,B18041_004M,B18041_005E,B18041_005M,B18041_006E,B18041_006M,B18041_007E,B18041_007M,NAME,B18041_001MA,B18041_001EA,B18041_002MA,B18041_002EA,B18041_003EA,B18041_003MA,B18041_004MA,B18041_004EA,B18041_005MA,B18041_005EA,B18041_006MA,B18041_006EA,B18041_007MA,B18041_007EA,state
0400000US01,24438,416,21966,1454,27310,2081,14207,1839,24514,418,30821,270,19028,471,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29979,1168,25229,2330,29117,4765,15512,8655,30152,831,36563,1084,24090,1228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27365,257,19976,1623,22387,2988,15880,2437,27500,326,31747,290,22946,448,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22209,226,18604,1351,21275,881,14818,1764,22363,243,27707,614,17991,424,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29822,214,23381,1046,27300,1556,16931,1187,29997,170,34677,321,24254,217,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29688,448,23669,2176,27809,2784,16900,2781,29915,400,35258,383,23705,439,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,34321,609,28398,3605,35176,6654,20491,3432,34458,627,41667,456,27713,680,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30898,513,25542,5788,28147,4644,21500,4735,30974,521,36727,965,25864,801,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36701,984,24945,6285,26667,5036,17215,15423,36928,1016,39604,1874,35341,1622,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26569,145,22020,823,25195,1114,17658,1480,26670,148,31140,167,22346,143,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,26996,199,21463,994,25619,2740,16744,1020,27094,198,31950,214,22246,246,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30150,558,23672,5058,33225,8728,11531,8926,30218,530,35275,878,25987,626,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23541,479,18585,2836,23040,3946,10114,3670,23715,499,29581,764,17425,480,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,29604,273,22891,1384,26963,1755,18002,1927,29765,278,36121,235,23070,332,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26477,197,22441,1222,27342,3426,15012,2543,26563,197,32802,382,20874,236,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25310,216,21497,1991,25738,2072,14347,3178,25381,215,30903,293,20473,263,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25684,278,18213,1981,21603,1753,15213,2351,25855,281,31529,330,20466,309,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24901,314,20640,1019,21049,1481,20086,2480,25067,271,30842,351,20155,310,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23334,385,20553,1562,25310,2482,12072,1705,23462,389,31417,289,17192,284,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25180,344,22155,2307,25784,2960,15781,1963,25275,343,30971,462,20571,427,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35657,310,26950,2151,31308,4078,22735,3029,35767,311,41562,359,30513,306,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,32799,452,26140,2178,31137,2154,18985,2601,32976,463,41144,286,26764,349,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27002,181,21592,931,27028,2037,14865,1585,27109,181,34999,434,21098,174,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30221,144,22321,2006,26625,2395,15671,2539,30325,148,36682,292,24058,347,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
