GEO_ID,B18013_001E,B18013_001M,B18013_002E,B18013_002M,B18013_003E,B18013_003M,B18013_004E,B18013_004M,B18013_005E,B18013_005M,B18013_006E,B18013_006M,B18013_007E,B18013_007M,B18013_008E,B18013_008M,B18013_009E,B18013_009M,B18013_010E,B18013_010M,B18013_011E,B18013_011M,B18013_012E,B18013_012M,B18013_013E,B18013_013M,B18013_014E,B18013_014M,B18013_015E,B18013_015M,B18013_016E,B18013_016M,B18013_017E,B18013_017M,B18013_018E,B18013_018M,B18013_019E,B18013_019M,NAME,B18013_001MA,B18013_001EA,B18013_002EA,B18013_002MA,B18013_003MA,B18013_003EA,B18013_004MA,B18013_004EA,B18013_005MA,B18013_005EA,B18013_006MA,B18013_006EA,B18013_007EA,B18013_007MA,B18013_008MA,B18013_008EA,B18013_009MA,B18013_009EA,B18013_010MA,B18013_010EA,B18013_011MA,B18013_011EA,B18013_012MA,B18013_012EA,B18013_013EA,B18013_013MA,B18013_014EA,B18013_014MA,B18013_015EA,B18013_015MA,B18013_016MA,B18013_016EA,B18013_017MA,B18013_017EA,B18013_018MA,B18013_018EA,B18013_019MA,B18013_019EA,state
0400000US01,1019143,4401,47724,3389,10121,1773,4940,1164,5181,1364,37603,3046,17219,1947,13578,2014,5566,1240,1240,660,971419,5674,268099,8016,42488,3329,225611,7896,703320,8178,126545,5352,258537,8941,194853,6897,123385,6061,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157743,2210,6382,1196,1582,642,1036,513,546,386,4800,1101,797,354,1594,702,2147,851,262,274,151361,2612,39447,2778,9439,1426,30008,2743,111914,3332,14961,2108,43067,2856,33209,3140,20677,2552,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1446643,4048,37862,3505,10057,1743,3845,1050,6212,1300,27805,2962,6940,1541,12920,1673,6351,1645,1594,677,1408781,4804,346094,11012,54986,3481,291108,11830,1062687,12404,229290,8824,349864,12232,290110,11452,193423,8683,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,619891,4369,30868,3044,6029,1162,1532,652,4497,1089,24839,2721,6974,1417,14458,2087,2628,835,779,617,589023,5376,149070,6202,22409,2147,126661,5627,439953,6361,65913,3972,187050,6525,115017,4975,71973,4760,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8768514,7402,244666,7653,62936,3888,20987,2720,41949,3358,181730,7511,65363,4699,70942,4590,33709,3249,11716,1803,8523848,10154,2450045,21761,332132,8170,2117913,21423,6073803,20826,1357823,21342,1925929,26760,1423692,20407,1366359,17554,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1142203,4340,34890,2664,9219,1496,2616,823,6603,1292,25671,2623,5887,1541,12631,1853,5077,1133,2076,846,1107313,5069,286371,8495,39864,2809,246507,7970,820942,9184,147419,6785,250010,9158,206252,6776,217261,6226,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,710546,2586,21435,2758,6934,1362,2868,868,4066,878,14501,2113,3022,704,6281,1542,3872,1268,1326,579,689111,3777,221628,5346,26381,2264,195247,5414,467483,6192,48597,3598,159512,7183,111446,5442,147928,5807,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,188453,1532,6893,1555,1628,569,588,328,1040,469,5265,1319,2197,911,2115,765,567,354,386,317,181560,2312,55233,3113,6166,1360,49067,2904,126327,3362,19437,2721,43292,3671,28887,2399,34711,3009,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,168088,4025,4831,1216,1624,734,599,501,1025,562,3207,892,1001,528,1377,548,519,414,310,282,163257,3856,50927,4173,5983,1085,44944,4168,112330,3015,12095,2121,22369,2616,13550,1898,64316,2869,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3738983,7294,124842,6919,29579,3365,14163,2147,15416,2184,95263,6071,34607,3490,42301,3835,13894,2069,4461,1073,3614141,10303,948321,18192,149642,7074,798679,17048,2665820,19518,449327,14608,996818,18568,683484,14907,536191,11496,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2177181,7365,68552,4978,14072,2008,5300,1188,8772,1614,54480,5047,20335,2735,24209,3228,7019,1292,2917,1026,2108629,9263,546182,10186,96807,6282,449375,9911,1562447,13906,307187,11314,542392,12502,374658,11003,338210,11249,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,268508,2661,6035,1324,754,371,335,263,419,256,5281,1266,1673,847,2831,1012,726,559,51,83,262473,2913,66501,3957,8997,1541,57504,3614,195972,4102,13579,1883,78579,4843,58786,3833,45028,3724,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,344240,2498,16070,2048,3692,1112,962,498,2730,940,12378,1895,4512,977,5347,1357,2303,858,216,183,328170,3163,85377,3964,15058,1780,70319,3771,242793,4414,33718,2940,93115,4381,75639,4273,40321,3112,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3006391,4573,85713,4820,22846,2242,7742,1173,15104,1947,62867,4316,20401,2223,27611,2852,11886,1996,2969,842,2920678,6105,856444,11378,126110,5109,730334,11792,2064234,12301,308801,11320,655210,14422,545723,11787,554500,11705,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1434263,4336,57262,4354,12163,1840,5348,1247,6815,1259,45099,3586,18418,2290,17402,2181,7778,1405,1501,570,1377001,6276,391373,8107,63927,3617,327446,7727,985628,9419,152349,5945,358298,9083,275153,8645,199828,7925,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,659855,2612,27398,3015,8368,1398,2802,874,5566,1044,19030,2335,4068,982,10082,1714,4144,1112,736,291,632457,3574,199789,5831,28623,2747,171166,5614,432668,6559,44498,3167,134873,5682,141006,5033,112291,4742,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,621217,3664,27407,2611,7096,1016,2851,768,4245,793,20311,2427,4919,1261,10180,1555,4622,962,590,336,593810,4487,188578,5014,26885,2151,161693,4622,405232,6398,52746,3588,130052,6538,123569,4989,98865,4956,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,938723,4413,51893,4048,10322,1679,5033,1166,5289,1262,41571,3729,18686,2888,15136,2438,6839,1408,910,557,886830,5220,234752,6761,33123,2723,201629,6557,652078,7841,96595,5431,260645,7224,177206,6162,117632,5637,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,982128,4732,46664,3585,10111,1680,4284,1201,5827,1341,36553,3049,18335,2234,12982,2212,4267,1278,969,495,935464,5534,253875,6837,45514,3392,208361,6249,681589,7321,126714,6799,271270,8425,168851,6919,114754,5164,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,262300,1586,19319,2059,3215,839,1224,533,1991,644,16104,2052,3357,942,8638,1477,3547,964,562,414,242981,2331,67396,3103,11683,1323,55713,2981,175585,3818,16455,2040,72943,3676,48922,2810,37265,2897,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1215620,3770,39439,3601,11305,1759,3672,975,7633,1392,28134,3026,9528,1919,12299,1856,4566,1068,1741,614,1176181,5289,355269,7091,44243,3069,311026,7197,820912,8600,99279,6017,273776,9168,196031,8551,251826,7197,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
