GEO_ID,C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,NAME,C17021_001MA,C17021_001EA,C17021_002MA,C17021_002EA,C17021_003EA,C17021_003MA,C17021_004MA,C17021_004EA,C17021_005EA,C17021_005MA,C17021_006EA,C17021_006MA,C17021_007MA,C17021_007EA,C17021_008EA,C17021_008MA,C17021_009MA,C17021_009EA,C17021_010EA,C17021_010MA,C17021_011EA,C17021_011MA,C17021_012MA,C17021_012EA,C17021_013EA,C17021_013MA,C17021_014EA,C17021_014MA,C17021_015EA,C17021_015MA,state
0400000US01,4482152,2720,742064,20891,533456,18613,170578,11559,362878,16256,47189,7036,315689,16167,208608,9560,3740088,21126,3264928,21154,2576201,26343,688727,20267,180129,11546,508598,18340,475160,11467,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,651997,1058,70919,7094,53777,6683,22126,4494,31651,5809,6607,1464,25044,5420,17142,2143,581078,7134,493132,8523,383587,10187,109545,7546,38886,4764,70659,6458,87946,5863,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6052150,12167,857349,27234,641395,26609,293504,20889,347891,17498,68809,9162,279082,17380,215954,11529,5194801,25586,4399884,27645,3384077,33047,1015807,25972,356038,15879,659769,24114,794917,16572,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2729090,2973,471155,16444,349516,15935,132128,11013,217388,13626,37368,5270,180020,13268,121639,5761,2257935,16253,1965564,18954,1586916,20524,378648,15046,115937,9991,262711,12874,292371,7863,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35675356,7967,4690140,69184,3590904,62437,1662727,48169,1928177,39809,432980,23301,1495197,37619,1099236,21952,30985216,70372,26693980,77264,20274671,97090,6419309,76493,2214277,53094,4205032,60175,4291236,34878,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4653251,2663,556153,17838,378737,18293,165021,13353,213716,14458,40569,6579,173147,12907,177416,8097,4097098,17959,3417213,23308,2798791,32466,618422,21384,212782,14002,405640,17648,679885,14279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3393432,2120,280108,12632,188940,12377,58592,6803,130348,9772,18430,3025,111918,9226,91168,5238,3113324,12738,2664606,17068,2125046,21366,539560,16575,148429,10712,391131,15909,448718,11061,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,828673,1089,91962,8734,63318,8741,18034,4622,45284,7305,7488,3048,37796,6646,28644,3198,736711,8671,626793,9443,479663,12626,147130,9916,46068,6893,101062,8292,109918,5551,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,551161,908,108100,7848,69296,6822,12200,3778,57096,6496,3474,1631,53622,6286,38804,3468,443061,8109,292726,8830,157931,10369,134795,8021,29048,5689,105747,7984,150335,5833,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17686295,6001,2226587,41963,1544556,41010,567714,25177,976842,33139,183325,13964,793517,28575,682031,13275,15459708,42816,12959458,50922,10016703,58032,2942755,50290,866504,28464,2076251,42006,2500250,24612,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
