GEO_ID,B18040_001E,B18040_001M,B18040_002E,B18040_002M,B18040_003E,B18040_003M,B18040_004E,B18040_004M,B18040_005E,B18040_005M,B18040_006E,B18040_006M,B18040_007E,B18040_007M,NAME,B18040_001MA,B18040_001EA,B18040_002MA,B18040_002EA,B18040_003MA,B18040_003EA,B18040_004MA,B18040_004EA,B18040_005EA,B18040_005MA,B18040_006MA,B18040_006EA,B18040_007MA,B18040_007EA,state
0400000US01,24438,416,17780,828,22232,1024,12512,911,25309,290,31414,285,19669,475,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29979,1168,21228,1982,24486,3476,17350,3076,30752,553,37684,1998,24726,1181,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27365,257,18053,1036,21010,1138,15677,1005,28242,360,32153,302,23522,439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22209,226,16430,744,20373,934,13218,1048,23134,373,28766,618,18580,431,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29822,214,20294,390,22854,673,16731,567,30427,102,35417,152,24769,237,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29688,448,18707,1358,22361,1281,14656,1845,30519,230,35973,372,24518,459,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,34321,609,21564,1091,24124,2778,19055,2102,35393,397,42432,782,28439,775,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30898,513,19627,2426,20480,3329,18473,3617,31646,530,37574,1309,26522,877,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36701,984,20251,3224,20933,3471,19028,5471,38124,1911,40556,1386,36291,1344,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26569,145,19164,702,21953,626,15980,684,27156,161,31586,184,22834,247,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,26996,199,18092,1037,21318,890,15667,693,27653,344,32438,304,22724,384,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30150,558,21147,1662,25161,4213,17214,3686,30643,495,35751,821,26312,635,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23541,479,13884,1809,18992,1973,10047,1537,24569,523,30340,447,18201,636,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,29604,273,19166,746,22293,987,15986,886,30326,152,36656,242,23679,335,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26477,197,17228,775,21663,790,12714,913,27222,218,33926,409,21319,237,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25310,216,13896,1080,17023,1630,11502,786,26117,228,31621,296,21005,273,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25684,278,15222,1008,17986,2374,12226,1040,26507,275,32133,361,21011,325,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24901,314,16306,722,18850,1424,13273,1353,25875,260,31500,366,20780,325,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23334,385,15821,717,21087,1374,11558,708,24470,400,32043,304,17729,474,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25180,344,15852,1270,20604,1410,12060,1279,26156,343,31783,471,21217,426,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35657,310,23578,1688,26477,1186,21091,999,36417,327,42192,369,30957,328,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,32799,452,18822,1943,23553,2379,14695,1617,34335,447,41798,295,27456,466,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27002,181,16002,551,20179,901,12435,663,28073,301,35935,320,21576,183,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30221,144,16502,835,19147,1452,14233,1222,30985,159,37627,552,24782,363,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22221,260,16129,712,19802,1877,13178,1229,23087,426,28755,808,18314,479,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25399,207,16221,705,20118,1110,12462,1090,26217,210,31774,254,21343,265,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21408,377,13535,1831,18588,3006,10057,1537,22112,393,29110,1392,17189,660,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25039,303,15061,1533,19299,2132,11138,878,25747,280,31195,391,20844,318,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30258,227,23650,1273,26433,1466,20475,2732,30600,227,35215,623,25969,377,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31055,370,17913,2112,24928,3740,13804,3504,31762,357,40210,606,25459,449,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,35559,275,22805,1262,27424,2001,18933,1405,36262,272,43871,824,29365,557,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22274,396,14773,1508,16530,1945,12975,1871,23265,634,28937,1233,18902,763,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30539,133,18963,513,21461,655,16451,648,31127,135,36472,242,26361,175,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,25319,169,16944,643,20887,752,13520,854,26040,185,30878,226,21596,203,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,23521,593,15367,2190,19548,3035,11692,1718,24421,681,31286,528,18374,1018,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26462,156,16669,469,20383,1065,14100,876,27224,156,33856,418,21612,182,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22773,368,15736,702,19999,1534,12487,741,23784,387,29991,708,18981,464,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25509,314,15975,815,18705,1667,12422,1272,26432,312,31835,397,21456,316,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,27283,133,16954,509,20516,687,13872,791,28387,225,35241,196,22335,157,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28144,1031,18948,2277,20971,1517,16359,2387,29755,962,35855,1069,23637,920,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24679,273,17161,873,20900,1094,13428,1433,25377,206,30620,301,20801,267,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23679,548,13978,1488,17021,1562,10764,1080,24663,586,28797,850,20635,484,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25102,203,16293,593,20567,892,12476,750,25813,207,31124,253,21131,220,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25097,137,17352,395,21490,549,13076,659,25728,139,30701,168,20814,141,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23615,418,17048,1188,22087,1677,12945,1443,24298,427,32148,518,16520,406,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25713,450,14562,2266,15903,4472,13742,2423,26710,465,31523,612,22091,564,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31025,213,20139,890,25136,1417,15941,880,31609,214,38206,694,25880,318,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,29784,427,19618,941,23741,2145,14881,972,30627,231,37504,644,23552,350,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22680,534,14964,1081,21511,1776,11422,827,23723,608,30349,561,18065,655,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27262,202,15758,792,19688,1313,12384,871,28262,308,35325,298,22188,215,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25226,725,17730,3940,24558,7338,11464,2651,25935,725,34531,1682,19166,1056,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14275,207,12248,387,12320,524,12158,586,14594,236,14715,286,14451,320,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
