GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002MA,B19101H_002EA,B19101H_003EA,B19101H_003MA,B19101H_004EA,B19101H_004MA,B19101H_005EA,B19101H_005MA,B19101H_006MA,B19101H_006EA,B19101H_007MA,B19101H_007EA,B19101H_008EA,B19101H_008MA,B19101H_009EA,B19101H_009MA,B19101H_010EA,B19101H_010MA,B19101H_011MA,B19101H_011EA,B19101H_012MA,B19101H_012EA,B19101H_013MA,B19101H_013EA,B19101H_014EA,B19101H_014MA,B19101H_015EA,B19101H_015MA,B19101H_016MA,B19101H_016EA,B19101H_017MA,B19101H_017EA,state
0400000US01,884073,9237,38135,3434,29335,2489,37303,2884,44062,3010,47580,3051,50448,4102,47785,3665,47320,3056,44001,2899,83584,3751,116123,5246,127876,4950,73048,4139,35910,2827,31454,2404,30109,2359,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,112684,3563,2722,751,2127,810,1618,580,2544,718,3585,839,3544,772,4534,1100,4577,947,4603,934,9344,1111,14672,1528,21747,2144,13374,1494,9378,1413,8716,1113,5599,945,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,970760,9700,26789,2760,21605,2675,27702,2807,37938,3372,41183,3420,47663,3115,50639,3526,49515,3426,48103,3034,87570,5345,120445,5218,154547,5022,100813,4696,53596,3084,53431,3434,49221,3053,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,598954,7494,27229,2854,24346,2455,33868,2463,37272,2803,39469,3067,38208,2780,35754,2931,35811,2819,33983,2487,62312,3580,69316,3656,75790,3686,35961,2617,19711,2218,15587,1711,14337,1553,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3968795,16536,94743,4812,74210,4816,107614,5994,120018,5451,118878,5967,133154,5520,136098,4872,145874,5927,140920,5143,295235,8024,432941,8727,615592,11248,492118,9554,318352,9027,344860,7320,398188,9079,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,899242,8455,22997,2459,17669,2419,18964,2407,29350,2547,31899,2971,34697,2725,36852,3522,40885,3042,36487,2658,77706,3741,113376,5288,155943,6112,107379,4315,58740,3144,59645,3406,56653,3131,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,690594,6744,10235,1526,9318,1668,11294,1531,15219,1751,18034,1706,23480,2338,22813,2437,22466,2099,23122,2356,49073,3102,79337,3610,124410,4960,92360,3758,57255,3153,59667,3270,72511,3389,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,154227,3678,3664,1066,2048,618,4408,1099,4638,966,6593,1113,6532,1139,8165,1449,7433,1327,7617,1410,13452,1694,19504,1778,26194,2042,17698,1554,11193,1700,7868,1076,7220,1130,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,29856,2074,391,321,224,145,0,292,317,243,233,208,377,282,346,216,320,228,124,148,790,383,1329,461,2627,629,4134,897,1952,508,5249,981,11443,1443,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2986500,17183,89927,5633,71740,3909,104628,5383,133009,5728,145798,5832,147990,5701,154327,6428,155633,5211,153622,6007,292429,7265,381246,9198,437329,9673,283409,8509,142278,5977,135456,6287,157679,4800,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1457689,11658,45978,3300,40086,3402,49249,3412,57461,3987,61585,4536,61968,3745,67332,4665,65457,4405,67439,3562,130860,5176,189557,6349,227216,6778,149636,5799,81811,3389,83548,4239,78506,3909,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,84324,2729,3640,935,2306,817,1681,760,2871,776,1954,725,3005,962,3593,891,3864,887,3170,830,6671,1047,9410,1525,13575,1666,8898,1493,6329,1213,5583,970,7774,1037,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,339761,5408,11913,1584,11754,1356,15425,1919,17872,1869,18043,1932,21505,2038,21053,2127,21025,2222,17876,1724,37183,2455,48720,3256,44778,2645,24876,2135,11189,1564,9032,1551,7517,1088,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2186908,12596,58925,3622,46679,3722,56109,4143,72815,3499,81776,4197,91270,4019,90003,4509,93623,4542,93289,4554,192058,4868,281400,7232,367185,8097,245672,5121,137572,5119,138614,4511,139918,6218,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1417557,10295,51665,4452,37828,3123,47532,3432,62676,3381,71105,4388,78778,4182,76101,3546,79873,3938,75644,3640,146052,5330,207048,5545,225613,6500,121588,4798,54345,2890,46088,3279,35621,2050,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,739195,6953,24771,2266,20103,2179,25485,2477,36323,2197,37206,2308,41174,2693,41764,2453,43094,2396,42114,2306,80697,3581,105186,3657,117531,4193,56319,2420,27352,2333,20260,1728,19816,1535,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,612691,6563,20080,2062,15256,1540,21299,2004,28353,2580,26752,2596,33518,2467,33129,2271,32727,2148,32903,2413,59032,3041,83380,3479,100287,3605,53069,2703,29895,2330,22074,2223,20937,1732,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,994454,10438,60573,4439,49608,3372,53216,3439,58266,3666,52380,3174,54509,3168,57091,3786,54162,3746,52676,3362,95486,4722,122466,4706,130367,4825,69761,3377,34205,2751,27478,2429,22210,2256,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,720067,8205,29344,2686,26163,2735,32842,2652,34967,2913,35940,2895,37855,2583,37701,2733,38895,3167,35043,2606,69860,4841,88775,4295,107082,3967,57938,2958,33887,2480,27575,2577,26200,2288,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345140,5541,14200,1805,11705,1565,16027,1827,17031,1774,19733,1902,20516,1838,18008,1855,21316,1920,17634,2029,36387,2142,48065,3135,49711,3084,25405,2060,11393,1309,10282,1209,7727,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,869230,7974,15065,1933,10922,1637,15940,1694,20085,2418,21682,2251,24465,2479,27692,2400,29176,2751,32762,2823,67808,3795,96437,3813,145714,5483,116640,4277,74985,3330,84908,4763,84949,3641,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1274351,10636,28149,3018,27084,2849,30196,3011,34491,2913,38967,2744,41730,2893,43255,3243,46379,3273,44978,2868,98727,4903,148393,5193,215552,5705,170719,5490,104027,3920,101517,3991,100187,3817,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2087741,12027,70302,4122,61388,3337,67283,3507,84216,3971,90033,4351,105895,4112,111282,3934,103077,3548,102710,3819,207763,5843,276631,6645,327663,5912,208519,5252,105750,3933,91738,3879,73491,3291,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1185272,8561,27090,2340,23364,2076,29451,1923,36604,2325,41994,2274,47451,2393,49637,2271,54676,2488,54425,2670,117016,4147,165654,4982,218028,5357,133107,4711,69603,2991,62201,2802,54971,2788,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,463884,7180,18781,2346,19210,2595,25272,2654,25339,2515,26905,2625,26186,2316,21760,2272,24144,2344,24933,2138,46506,3492,54817,3858,68205,3627,38988,2839,16468,1940,14251,1480,12119,1578,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1289859,10944,47246,3746,43256,3154,49448,3582,62221,3753,67708,3734,74482,3496,72729,3336,75128,4340,69094,3976,131601,5140,171415,5427,186584,6068,103581,3664,51107,3047,44681,3074,39578,2656,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,219242,4311,6710,996,6850,1313,9806,1228,12771,1473,12125,1565,13806,1635,14168,1379,13131,1555,13594,1622,23386,1875,30482,1953,31437,1993,14117,1557,7465,1188,5972,1059,3422,654,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,404261,5305,11366,1434,11309,1504,14281,1615,17535,1787,18064,1642,20030,1882,21596,1909,22013,1722,22895,1585,44258,2594,58953,2821,65456,2913,36175,2165,16395,1588,12415,1171,11520,1209,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,385430,6581,9794,1673,7500,1384,10194,1464,12482,1782,13930,1886,16181,2274,16391,1787,18767,2049,17440,2215,33414,3117,54824,3724,68465,3763,42533,2653,21665,2279,23608,2263,18242,1900,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319225,5106,6874,1159,6968,1336,6237,1159,10780,1588,12140,1529,12209,1597,12455,1482,14438,1897,13443,1626,30738,2381,43147,2987,59421,3559,37564,2985,20619,2069,17911,1741,14281,1472,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
