GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001MA,B10051_001EA,B10051_002EA,B10051_002MA,B10051_003EA,B10051_003MA,B10051_004EA,B10051_004MA,B10051_005EA,B10051_005MA,B10051_006MA,B10051_006EA,B10051_007MA,B10051_007EA,B10051_008EA,B10051_008MA,B10051_009EA,B10051_009MA,B10051_010EA,B10051_010MA,B10051_011EA,B10051_011MA,state
0400000US01,112765,6610,64660,4323,31821,3001,21593,2466,10228,1656,32839,3032,23882,2646,8957,1601,48105,4143,28656,3021,19449,2204,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15714,2576,6395,1297,2220,926,719,528,1501,669,4175,1076,2481,807,1694,594,9319,2067,5305,1318,4014,1377,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,132142,7426,53962,5290,17753,2623,9015,1770,8738,1559,36209,4419,27819,3853,8390,1705,78180,5736,39057,4382,39123,3952,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66016,4472,40148,3760,18183,2228,11983,1689,6200,1215,21965,3036,17472,2799,4493,940,25868,2922,15472,2084,10396,1927,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,955536,16053,272870,9827,76449,4909,39109,3684,37340,3643,196421,8291,130913,6858,65508,4481,682666,14392,314471,9854,368195,11354,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,80134,5160,35031,3506,15243,2447,7640,1549,7603,1932,19788,2147,16844,2141,2944,778,45103,3775,23707,3098,21396,2617,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,51530,4571,16878,2378,6415,1315,3756,925,2659,998,10463,1931,7546,1568,2917,938,34652,3665,11637,1776,23015,2951,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16540,2410,5607,1440,2544,905,1605,684,939,588,3063,1025,2132,836,931,603,10933,1764,6606,1588,4327,926,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12138,1762,6052,1263,2267,802,641,453,1626,586,3785,958,2684,816,1101,511,6086,1382,2747,1000,3339,960,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,367593,12345,142250,7706,53959,4862,29336,3336,24623,3080,88291,6202,60657,4657,27634,3525,225343,9745,95769,5934,129574,7369,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,204504,9368,95317,5702,39786,3684,24678,3294,15108,2007,55531,4488,42569,4246,12962,2014,109187,7041,57409,4970,51778,4399,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,50303,4383,12730,2248,3473,1027,1705,648,1768,751,9257,1760,5225,1400,4032,1004,37573,3649,13836,2451,23737,2461,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19860,2265,9792,1570,4577,1107,2806,996,1771,541,5215,1236,3845,1135,1370,567,10068,1829,5306,1502,4762,1180,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,246490,10462,99711,5951,32508,3087,17680,2236,14828,1940,67203,4891,50185,4517,17018,2198,146779,7835,69266,5734,77513,5257,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,103220,5990,50553,4137,21480,2272,14206,1959,7274,1458,29073,3047,22753,2629,6320,1464,52667,4483,31715,3630,20952,2257,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29517,2996,14436,2054,6609,1201,3573,922,3036,849,7827,1463,6143,1216,1684,636,15081,2087,8267,1437,6814,1302,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37430,3102,19000,2089,8239,1366,5783,1093,2456,707,10761,1775,8856,1503,1905,764,18430,2215,9160,1210,9270,1677,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,81726,5750,45304,4613,21753,2825,14199,2053,7554,1595,23551,3074,20052,2780,3499,1046,36422,3109,18997,2385,17425,2037,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113099,6475,58229,4977,22931,2960,12875,2114,10056,1663,35298,3833,27853,3539,7445,1421,54870,4270,28353,3166,26517,2390,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13489,1749,5307,1079,2973,752,1825,628,1148,472,2334,892,1948,785,386,217,8182,1299,4852,1020,3330,798,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,122802,6164,44228,3691,17679,2551,9122,1476,8557,1636,26549,3096,20005,2723,6544,1642,78574,5266,35102,3925,43472,3578,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,99447,5959,28946,3260,8384,1998,4907,1397,3477,943,20562,2785,15595,2606,4967,1114,70501,4844,28417,3154,42084,4168,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
