GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001MA,B08101_001EA,B08101_002EA,B08101_002MA,B08101_003EA,B08101_003MA,B08101_004MA,B08101_004EA,B08101_005MA,B08101_005EA,B08101_006MA,B08101_006EA,B08101_007MA,B08101_007EA,B08101_008EA,B08101_008MA,B08101_009EA,B08101_009MA,B08101_010MA,B08101_010EA,B08101_011MA,B08101_011EA,B08101_012MA,B08101_012EA,B08101_013EA,B08101_013MA,B08101_014EA,B08101_014MA,B08101_015MA,B08101_015EA,B08101_016MA,B08101_016EA,B08101_017EA,B08101_017MA,B08101_018MA,B08101_018EA,B08101_019EA,B08101_019MA,B08101_020MA,B08101_020EA,B08101_021MA,B08101_021EA,B08101_022MA,B08101_022EA,B08101_023MA,B08101_023EA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026MA,B08101_026EA,B08101_027EA,B08101_027MA,B08101_028EA,B08101_028MA,B08101_029MA,B08101_029EA,B08101_030EA,B08101_030MA,B08101_031MA,B08101_031EA,B08101_032EA,B08101_032MA,B08101_033MA,B08101_033EA,B08101_034MA,B08101_034EA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037MA,B08101_037EA,B08101_038MA,B08101_038EA,B08101_039MA,B08101_039EA,B08101_040EA,B08101_040MA,B08101_041EA,B08101_041MA,B08101_042EA,B08101_042MA,B08101_043EA,B08101_043MA,B08101_044MA,B08101_044EA,B08101_045MA,B08101_045EA,B08101_046EA,B08101_046MA,B08101_047EA,B08101_047MA,B08101_048MA,B08101_048EA,B08101_049MA,B08101_049EA,B08101_050MA,B08101_050EA,B08101_051EA,B08101_051MA,B08101_052EA,B08101_052MA,B08101_053EA,B08101_053MA,B08101_054EA,B08101_054MA,B08101_055MA,B08101_055EA,B08101_056MA,B08101_056EA,state
0400000US01,1964398,13741,80098,4713,202267,5689,887214,10003,459887,6610,168843,4980,91490,4328,74599,3751,1642370,13340,61957,4026,161107,4839,744249,9633,388845,7039,145486,4334,78579,3938,62147,3343,221523,7823,13208,1672,29564,2955,106128,5871,46024,3714,13926,1919,6881,1386,5792,1079,8948,1408,652,535,1363,702,3745,1078,1619,593,770,431,450,222,349,262,22003,2569,2096,651,4780,1180,6721,1425,4222,899,1850,761,1248,453,1086,477,20630,2245,1020,684,2403,891,8978,1459,5135,1036,1356,574,851,506,887,438,48924,3402,1165,451,3050,923,17393,2098,14042,2031,5455,1109,3481,860,4338,855,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,17253,2003,32586,2418,141205,3992,80114,2579,24455,2036,14986,1888,6772,1059,214722,5147,10444,1648,17840,1922,97749,4123,57083,2836,16881,1750,10349,1668,4376,864,40456,3594,3287,1083,5867,1286,19544,2019,7968,1525,2151,636,1251,648,388,246,3641,1133,71,88,592,524,1358,531,1040,605,372,335,208,248,0,235,28841,2113,2228,874,5337,1124,10608,1427,6160,903,2248,574,1582,343,678,328,13657,1283,460,236,1365,499,6052,861,3747,941,1239,640,391,213,403,368,16054,1764,763,543,1585,733,5894,1288,4116,798,1564,480,1205,614,927,338,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,128348,4990,283952,5617,1318578,12058,578957,7321,214149,5956,117614,5269,89940,3871,2038150,17778,79296,3894,194130,6533,984596,13863,452810,7153,169651,6186,90734,4634,66933,3338,378478,13068,29165,3101,54832,3942,191880,8866,65928,4275,19055,2578,11049,1725,6569,1156,57699,4275,4884,1222,9060,1989,27185,3044,10137,2022,3070,1087,1903,884,1460,646,63952,5145,7849,1501,11436,2038,27289,3801,8827,1763,4392,1084,2101,608,2058,596,69324,5081,5085,1177,10817,2283,32797,3733,11563,2023,4360,1195,2264,769,2438,706,123935,6389,2069,759,3677,1103,54831,4289,29692,2981,13621,1833,9563,1400,10482,1675,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,57939,3716,123652,4260,550091,6822,277355,4864,104877,3720,59902,3064,49876,2665,981639,11565,41514,3137,95535,3579,438373,7916,229918,5000,87867,3727,48896,2774,39536,2482,158090,6618,10707,1613,19853,2306,80796,4616,28043,2263,9206,1220,5257,922,4228,833,5256,1122,290,321,510,382,2729,877,1002,586,417,232,109,127,199,206,21851,2678,2352,748,3653,978,7068,1505,4701,1218,1820,653,1315,557,942,318,16890,2221,1590,546,2027,1008,6762,1349,3645,838,1532,624,729,459,605,325,39966,3313,1486,627,2074,772,14363,2093,10046,1996,4035,1138,3596,784,4366,916,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,650337,11814,1732759,14065,7811260,26275,3647573,16750,1279487,15813,695323,12231,519063,10822,11924695,44708,382558,10362,1196627,17403,5724924,28640,2762922,20481,973638,12694,515405,11066,368621,9446,2032313,26049,126866,5809,271251,11070,1019632,17382,395067,10296,117033,5040,61583,3653,40881,3036,811665,16844,44441,3980,101365,5447,403001,12834,155954,6261,52730,3897,32411,2580,21763,2523,440072,11595,54665,3419,73494,4701,180395,6546,71803,4683,28445,2802,16835,2166,14435,1775,348011,10039,23618,2498,48808,3782,172562,7777,63734,4386,22733,2321,10463,1548,6093,1126,779046,16629,18189,2335,41214,3871,310746,9930,198093,7193,84908,4630,58626,3968,67270,3678,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,102541,4099,239313,4952,1113944,8195,555061,5720,197290,4779,108664,4304,75707,3328,1796539,13211,68297,3412,173741,5806,832219,9859,430991,6401,150997,4500,83900,3970,56394,2872,254063,9710,15788,2015,29973,3489,131675,5686,50090,3201,14200,1766,7517,1481,4820,1075,75708,4729,3982,996,9608,1749,35884,3327,16410,1957,5506,1340,2905,760,1413,536,73495,4422,8931,1696,15334,2053,28108,3075,10662,1654,5637,1183,2718,694,2105,579,55585,3744,3332,883,6445,1527,27682,2585,11271,1564,4153,1119,1610,465,1092,482,137130,5709,2211,739,4212,1341,58376,3770,35637,2660,16797,1965,10014,1331,9883,1708,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,75055,3197,147683,4308,731714,5958,432328,4907,158904,5139,93391,3787,75910,3257,1366329,11841,45763,2931,110385,4899,587085,6761,357409,5839,129052,4460,77402,3450,59233,3013,143661,6736,12434,1853,15288,2202,65025,4205,28948,3113,11095,1703,5515,1058,5356,1061,69666,4762,4207,1146,5478,1111,29940,2999,17427,2206,6637,1107,3357,911,2620,775,52221,4299,9130,1291,10288,1631,17884,2158,8095,1742,3372,896,1877,691,1575,621,23633,3104,2265,854,3000,899,11901,2017,3601,1063,1747,753,699,414,420,303,59475,3119,1256,404,3244,748,19879,1664,16848,1726,7001,1183,4541,841,6706,986,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,18233,1821,37615,2406,181557,3729,91986,2415,33780,2559,20785,1853,14359,1636,321865,6945,12219,1649,28187,2425,149529,4047,75567,2961,27943,2305,17181,1754,11239,1291,37621,3527,3269,918,4989,1222,17348,2422,7859,1394,2070,544,1122,450,964,403,11151,1815,346,251,1083,662,5278,1434,2533,572,680,383,799,447,432,351,10865,1933,1353,474,2154,1035,3551,965,1471,735,1343,539,665,441,328,240,6415,1345,685,357,914,551,2154,858,1708,657,465,448,178,129,311,342,10398,1446,361,306,288,223,3697,866,2848,699,1279,533,840,397,1085,476,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,7188,1245,30349,2289,143561,3089,53318,1975,22514,1642,13524,1586,13553,1406,100615,4717,585,402,5422,1180,51805,3388,21923,2011,9861,1492,5294,1111,5725,975,17907,2839,111,135,1868,785,9078,1915,3634,1063,1421,502,1130,623,665,357,110682,5294,3288,874,14493,1981,57270,3811,19716,1782,7225,1302,4190,1113,4500,942,33625,2824,2367,825,6438,1266,15281,1723,4769,987,2426,704,1180,501,1164,530,9680,1759,323,333,658,316,5735,1471,2082,773,405,221,413,263,64,107,11498,1692,514,370,1470,752,4392,924,1194,562,1176,484,1317,531,1435,500,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,327021,9420,776683,11527,3686310,18432,1874738,13284,707007,12741,415130,9368,356152,8878,6454480,30048,212596,7661,576766,11183,2943819,22784,1528077,13812,575192,10980,339949,9322,278081,7077,886045,19734,64594,5081,115733,6472,421623,14229,170249,7017,58270,3603,30898,2744,24678,2407,159785,8928,10833,1860,23380,3030,65910,6033,32127,3466,14436,1827,6635,1347,6464,1372,137621,6912,16957,2287,23236,2344,51196,4962,23507,2384,9817,1660,6056,1032,6852,1268,178812,8855,14558,2582,23797,3025,78730,5615,38069,3261,12022,1564,6204,1036,5432,975,326298,11200,7483,1303,13771,2328,125032,7161,82709,4424,37270,3274,25388,2443,34645,2961,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
