GEO_ID,C22001_001E,C22001_001M,C22001_002E,C22001_002M,C22001_003E,C22001_003M,NAME,C22001_001MA,C22001_001EA,C22001_002MA,C22001_002EA,C22001_003EA,C22001_003MA,state
0400000US01,1796058,10547,182205,6222,1613853,10961,Alabama,null,null,null,null,null,null,01
0400000US02,229878,2779,19165,1999,210713,3015,Alaska,null,null,null,null,null,null,02
0400000US04,2224992,11475,151366,6111,2073626,12692,Arizona,null,null,null,null,null,null,04
0400000US05,1103428,7576,131564,5016,971864,8639,Arkansas,null,null,null,null,null,null,05
0400000US06,12151227,18090,525699,10757,11625528,21028,California,null,null,null,null,null,null,06
0400000US08,1846988,9333,92037,4875,1754951,9590,Colorado,null,null,null,null,null,null,08
0400000US09,1325443,5814,74615,4298,1250828,7543,Connecticut,null,null,null,null,null,null,09
0400000US10,320110,3955,22010,2196,298100,3797,Delaware,null,null,null,null,null,null,10
0400000US11,250456,3518,22867,2382,227589,3606,District of Columbia,null,null,null,null,null,null,11
0400000US12,7106042,22495,528223,11871,6577819,21984,Florida,null,null,null,null,null,null,12
0400000US13,3376763,13781,272688,8255,3104075,14605,Georgia,null,null,null,null,null,null,13
0400000US15,432632,4384,28383,2653,404249,4533,Hawaii,null,null,null,null,null,null,15
0400000US16,548555,3560,33287,2745,515268,3962,Idaho,null,null,null,null,null,null,16
0400000US17,4724252,12168,373776,10544,4350476,16029,Illinois,null,null,null,null,null,null,17
0400000US18,2435274,11216,204924,7391,2230350,12055,Indiana,null,null,null,null,null,null,18
0400000US19,1208765,6039,89273,3894,1119492,6772,Iowa,null,null,null,null,null,null,19
0400000US20,1088288,6040,70750,3950,1017538,7136,Kansas,null,null,null,null,null,null,20
0400000US21,1651911,8409,209327,6718,1442584,10006,Kentucky,null,null,null,null,null,null,21
0400000US22,1564978,7812,367263,7920,1197715,10330,Louisiana,null,null,null,null,null,null,22
0400000US23,548247,3968,67317,3504,480930,4814,Maine,null,null,null,null,null,null,23
0400000US24,2089031,6574,101102,5651,1987929,8156,Maryland,null,null,null,null,null,null,24
0400000US25,2446485,10151,158348,5249,2288137,10671,Massachusetts,null,null,null,null,null,null,25
0400000US26,3869117,11246,377514,8018,3491603,13341,Michigan,null,null,null,null,null,null,26
0400000US27,2042297,7113,101402,4093,1940895,7041,Minnesota,null,null,null,null,null,null,27
0400000US28,1075521,7501,186727,6848,888794,8508,Mississippi,null,null,null,null,null,null,28
0400000US29,2305027,10294,239092,8028,2065935,11584,Missouri,null,null,null,null,null,null,29
0400000US30,372190,3596,28942,2360,343248,3781,Montana,null,null,null,null,null,null,30
0400000US31,700888,4044,47769,2690,653119,4846,Nebraska,null,null,null,null,null,null,31
0400000US32,936828,5750,36069,3274,900759,5952,Nevada,null,null,null,null,null,null,32
0400000US33,504503,4403,23127,2346,481376,4511,New Hampshire,null,null,null,null,null,null,33
0400000US34,3135490,10908,125306,5975,3010184,12281,New Jersey,null,null,null,null,null,null,34
0400000US35,726033,5057,63047,4381,662986,5711,New Mexico,null,null,null,null,null,null,35
0400000US36,7088376,16391,681594,13943,6406782,18697,New York,null,null,null,null,null,null,36
0400000US37,3454068,13312,304554,7832,3149514,13846,North Carolina,null,null,null,null,null,null,37
0400000US38,272352,2425,16975,1851,255377,2850,North Dakota,null,null,null,null,null,null,38
0400000US39,4499506,13030,417221,9597,4082285,16037,Ohio,null,null,null,null,null,null,39
0400000US40,1385300,8701,145576,4790,1239724,8728,Oklahoma,null,null,null,null,null,null,40
0400000US41,1449662,7388,154726,6269,1294936,8159,Oregon,null,null,null,null,null,null,41
0400000US42,4845603,12498,359597,8243,4486006,12713,Pennsylvania,null,null,null,null,null,null,42
0400000US44,405627,3350,24388,2179,381239,3865,Rhode Island,null,null,null,null,null,null,44
0400000US45,1656978,10079,165344,5756,1491634,10206,South Carolina,null,null,null,null,null,null,45
0400000US46,312477,2799,22515,2133,289962,3376,South Dakota,null,null,null,null,null,null,46
0400000US47,2375123,11752,293017,7922,2082106,12360,Tennessee,null,null,null,null,null,null,47
0400000US48,8109388,19850,797179,14162,7312209,22264,Texas,null,null,null,null,null,null,48
0400000US49,814028,5168,44709,3240,769319,6201,Utah,null,null,null,null,null,null,49
0400000US50,253808,2408,22717,2269,231091,3127,Vermont,null,null,null,null,null,null,50
0400000US51,2905071,10869,174266,5941,2730805,11691,Virginia,null,null,null,null,null,null,51
0400000US53,2471912,8400,206900,6569,2265012,10915,Washington,null,null,null,null,null,null,53
0400000US54,743064,5703,91642,4177,651422,6831,West Virginia,null,null,null,null,null,null,54
0400000US55,2230060,8147,131453,4644,2098607,8963,Wisconsin,null,null,null,null,null,null,55
0400000US56,207302,2675,10320,1606,196982,2818,Wyoming,null,null,null,null,null,null,56
0400000US72,1240456,7941,367809,8310,872647,8830,Puerto Rico,null,null,null,null,null,null,72
