GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001EA,B19037_001MA,B19037_002EA,B19037_002MA,B19037_003MA,B19037_003EA,B19037_004MA,B19037_004EA,B19037_005MA,B19037_005EA,B19037_006EA,B19037_006MA,B19037_007EA,B19037_007MA,B19037_008MA,B19037_008EA,B19037_009MA,B19037_009EA,B19037_010MA,B19037_010EA,B19037_011EA,B19037_011MA,B19037_012EA,B19037_012MA,B19037_013MA,B19037_013EA,B19037_014MA,B19037_014EA,B19037_015MA,B19037_015EA,B19037_016EA,B19037_016MA,B19037_017EA,B19037_017MA,B19037_018MA,B19037_018EA,B19037_019MA,B19037_019EA,B19037_020MA,B19037_020EA,B19037_021EA,B19037_021MA,B19037_022EA,B19037_022MA,B19037_023MA,B19037_023EA,B19037_024MA,B19037_024EA,B19037_025MA,B19037_025EA,B19037_026MA,B19037_026EA,B19037_027MA,B19037_027EA,B19037_028EA,B19037_028MA,B19037_029EA,B19037_029MA,B19037_030MA,B19037_030EA,B19037_031MA,B19037_031EA,B19037_032MA,B19037_032EA,B19037_033EA,B19037_033MA,B19037_034EA,B19037_034MA,B19037_035MA,B19037_035EA,B19037_036MA,B19037_036EA,B19037_037MA,B19037_037EA,B19037_038EA,B19037_038MA,B19037_039EA,B19037_039MA,B19037_040EA,B19037_040MA,B19037_041MA,B19037_041EA,B19037_042MA,B19037_042EA,B19037_043EA,B19037_043MA,B19037_044EA,B19037_044MA,B19037_045EA,B19037_045MA,B19037_046MA,B19037_046EA,B19037_047MA,B19037_047EA,B19037_048MA,B19037_048EA,B19037_049EA,B19037_049MA,B19037_050EA,B19037_050MA,B19037_051MA,B19037_051EA,B19037_052MA,B19037_052EA,B19037_053MA,B19037_053EA,B19037_054EA,B19037_054MA,B19037_055EA,B19037_055MA,B19037_056MA,B19037_056EA,B19037_057MA,B19037_057EA,B19037_058EA,B19037_058MA,B19037_059MA,B19037_059EA,B19037_060EA,B19037_060MA,B19037_061EA,B19037_061MA,B19037_062MA,B19037_062EA,B19037_063EA,B19037_063MA,B19037_064MA,B19037_064EA,B19037_065EA,B19037_065MA,B19037_066EA,B19037_066MA,B19037_067MA,B19037_067EA,B19037_068MA,B19037_068EA,B19037_069EA,B19037_069MA,state
0400000US01,1796058,10547,92169,5293,26856,2720,11060,1824,9719,1787,9451,1796,6882,1610,6218,1338,4374,1168,3638,1117,2426,816,5158,1296,3742,1167,1830,764,442,299,246,182,77,77,50,89,626431,8036,64245,4420,31955,2822,35116,3297,37924,3647,35940,3143,41353,3196,34632,3289,34603,3250,33451,3036,58573,3794,70693,3984,76173,4108,36261,2977,13764,1760,11252,1751,10496,1556,684175,6329,65086,4464,38931,2821,38438,2865,39303,2610,38170,2595,38051,3201,33996,2620,30630,2708,29495,2210,57019,3588,76554,3644,80394,3921,49128,2892,25564,2206,22205,1828,21211,2219,393283,3873,58284,3314,54188,3085,44956,2661,36827,2606,31303,2443,24184,2015,21033,1958,20683,1806,14354,1470,23526,1772,21811,1750,18754,1867,8840,1208,4899,1007,4723,834,4918,983,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,12314,1552,691,359,819,611,406,267,1490,620,1371,522,753,294,1024,474,1852,764,252,163,1111,422,1067,580,646,357,588,458,66,108,172,294,6,14,91938,3100,3943,1004,3364,994,3354,841,3609,980,3471,935,5243,1190,5176,982,5423,1179,4856,1227,9602,1307,11019,1383,15616,1770,7562,1260,4597,962,3848,935,1255,549,100510,2686,5528,1045,5227,1131,3189,869,3306,734,3357,723,3026,659,3799,881,3482,753,3436,870,7107,1254,12562,1353,16475,1641,10301,1240,7528,1197,6818,873,5369,940,25116,1385,695,281,2746,603,2386,648,1651,424,2375,628,1372,438,1190,409,1374,377,1203,372,1905,493,2252,525,2191,582,1150,405,1016,391,1104,479,506,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,116457,6239,19099,1973,10219,1667,9266,1757,11652,1928,8148,1213,9761,1786,8191,1830,7296,1230,4838,1113,10703,1909,8476,1791,5048,1219,2297,742,644,381,279,252,540,364,841895,9497,47856,4433,29564,3453,37042,3854,48221,4341,42359,3759,53647,4382,52677,4352,48420,3977,45307,3492,78639,5582,106270,4680,108813,5095,65946,3881,29959,2528,26866,2841,20309,2223,788071,7221,51087,3668,30234,2552,30908,2725,38861,2682,34127,2631,39098,3126,41172,3688,38117,2695,34415,2638,67555,3660,89349,4307,107858,4471,70291,4285,38701,2737,39283,2842,37015,2624,478569,4478,39928,3180,49329,3216,43341,2921,42832,2978,40073,3152,35948,2500,30033,2256,28645,2256,22357,2142,34790,2477,34679,2627,32778,2394,17888,1549,9060,1260,8736,1450,8152,1286,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,67255,3787,18191,3076,6494,1400,7874,1599,5978,1526,5866,1246,4100,1051,4203,1056,4213,1091,1742,739,4382,1183,2039,822,1827,642,191,219,0,257,98,110,57,93,380137,6087,33069,2759,20400,2460,22865,2979,25186,2600,26353,2757,26876,2835,22007,2358,23723,2571,23861,2277,38069,3084,39850,2913,42095,3010,16328,1738,8750,1260,5972,1134,4733,872,407960,4349,36303,2534,27870,2615,24390,2159,26194,2681,25566,2903,23290,2028,22852,1952,22056,2267,21343,2106,36932,2635,42856,2858,43844,3419,21969,1958,12801,1854,10233,1572,9461,1297,248076,3562,35771,2341,32756,2277,31938,1976,24601,2015,19718,1991,16786,1745,14253,1627,12296,1252,7765,980,14260,1585,14158,1512,12414,1587,4858,1025,2688,808,1845,532,1969,524,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,528323,11686,81561,4704,41335,3784,43908,3782,49366,4307,39326,3751,36563,3419,36199,3216,28643,2995,23968,2422,44954,3328,38883,3300,36145,3306,13335,1770,6739,1661,4482,1187,2916,884,4796257,21472,224372,8823,173598,8348,196491,8884,225458,7963,221300,8509,243119,9735,227490,9043,236598,8548,213161,8172,403507,10612,566268,11828,664678,12725,469980,11375,255037,7824,249791,6481,225409,7132,4586851,15964,224150,6744,174118,6195,160936,7089,179802,6576,156956,6933,185684,6715,177279,6637,184139,7288,176771,5897,343059,8433,491955,9912,656408,11663,486634,9262,303867,8521,334228,8041,350865,7853,2239796,12448,195301,7237,246690,7380,200519,6436,171378,6466,154527,5911,135865,4881,123118,4226,105528,4305,97539,4537,160007,4648,174378,4533,183513,5641,102049,3784,59032,3519,61354,2964,68998,3945,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,105927,4688,19854,2155,9760,1687,8224,1444,12488,1829,7840,1536,10068,1832,6941,1445,6691,1484,4893,1301,6571,1286,6639,1455,3831,1191,1013,565,690,468,56,91,368,430,736099,7022,38904,3128,27463,3023,28021,3284,37218,3762,37478,4145,42856,3690,39395,3747,41696,3594,35451,3022,66579,3905,88805,4197,106396,5283,64830,3932,31654,2548,27830,2351,21523,2066,709251,6074,40816,2903,23246,2600,21317,2135,27154,2123,27678,2417,31288,2627,30765,2788,34944,2426,30038,2775,58678,3381,79977,3995,102932,4592,73027,3300,40916,2618,43832,2794,42643,2432,295711,4343,27422,2100,30892,2507,27182,2317,28005,1903,19816,1761,21791,2203,17349,1654,15513,1730,12187,1495,21608,1957,23120,1877,23634,2222,11295,1408,5072,966,5432,1013,5393,821,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,41445,3475,6974,1267,2308,832,1859,806,3480,1068,3112,906,2736,888,3852,1103,2228,832,2127,694,4323,1377,3838,1082,2645,771,1090,624,525,444,238,222,110,183,469619,6103,20088,2142,12178,1646,11340,1692,16895,2467,15129,2284,21562,2180,21680,2229,21638,2711,18588,2477,41050,2653,59250,4019,74892,4033,53166,3451,27006,2074,27209,2347,27948,2189,534227,4781,27699,2835,13571,1863,12505,1927,14317,1943,16423,2166,17581,2106,15158,1735,20800,2262,17300,1761,38597,2651,59642,3149,85509,3732,61150,2999,40380,2680,42645,3134,50950,2789,280152,3923,20431,1947,30438,2034,26342,2582,23832,1767,19621,1730,18016,1812,16986,2019,13643,1363,11235,1484,18384,1571,21574,1902,23635,1770,11599,1348,7678,1081,6659,856,10079,1192,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,12921,1887,2216,741,1235,665,695,366,719,432,1026,567,929,522,1004,641,470,269,780,418,1140,562,893,563,1493,639,261,338,43,69,0,261,17,28,117651,3012,5642,1496,2935,862,4969,1469,6239,1249,4199,1236,4824,1176,6963,1479,5147,1394,6748,1291,12232,2078,15269,2208,18801,2124,10749,1607,5912,1402,3662,933,3360,825,119991,2409,5851,1039,3306,740,3629,1031,4284,823,4834,1059,5646,1233,5788,1214,6408,1102,5306,1139,10153,1466,14528,1787,17700,1688,11799,1414,8204,1263,7006,1054,5549,958,69547,1518,5793,1366,6794,1094,6802,1064,7047,945,5747,834,4379,813,5317,873,3694,677,3390,819,4846,781,4578,793,4752,652,3128,823,1302,443,766,302,1212,407,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,14252,1585,3982,1053,626,429,478,379,1024,504,1085,675,793,522,974,490,952,527,835,536,459,320,1246,607,860,333,502,357,196,208,122,148,118,180,101270,2942,9406,1630,3364,992,2976,934,3584,1169,3694,1043,4284,989,4467,1016,4316,1005,4662,1133,9166,1244,10630,1740,11728,1919,7977,1350,5106,1218,7790,1312,8120,1284,85192,2536,11253,1944,3547,869,3530,1019,4060,1127,2985,795,4039,1014,2790,855,3772,943,2559,645,5607,938,6595,1237,9942,1615,7207,1289,3788,936,4455,894,9063,1136,49742,1632,7873,1331,3804,856,4045,1017,3355,925,1909,671,2963,789,2892,744,2045,545,1327,496,3318,755,2530,670,3838,795,2898,834,1658,564,2070,641,3217,810,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,322476,10030,55561,4269,28204,3453,30986,3422,35249,3306,27267,3698,26840,3355,15414,2035,19402,2445,17482,2600,23559,2392,19709,2373,13601,2075,5298,1198,2061,886,1005,534,838,557,2372880,15797,121258,6100,88201,4625,103087,6011,126004,6264,139511,5703,152150,7636,141507,6562,144289,7553,126574,6700,239074,9011,301693,10227,312174,9944,169442,6412,79995,5184,65874,4643,62047,3978,2570615,12544,171995,7420,104412,5517,111336,6364,126051,6054,129912,6246,136502,5569,132362,6206,130748,5976,117715,6185,230505,6753,284348,8118,334172,9685,215275,6823,113698,5942,107365,5062,124219,4596,1840071,10316,194388,6886,202771,6930,184343,5208,165512,5138,145209,6036,121690,4732,110968,5374,91618,3881,80319,4122,129913,5101,131488,4989,116463,4656,64363,3883,30151,1932,30307,2200,40568,2460,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
